group_serial	page	locus	page_role	visible_owner	namespace_id	visible_surface	exact_prose_card_id	portable_prose_value_de	curriculum_layer	concrete_diagram_reading_de	apprentice_action	portable_card_core_de	portable_card_role	revision_266	revision_267	revision_268	revision_269	revision_270	revision_271	revision_272	revision_273	coverage_class_274	learning_obligation_274
141	f67r2	f67r2.60	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_09	F67_LEFT_WHEEL_NS	octhys	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_OUTER_STAR_STATION_09: sekundäre Grundbedingung.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
142	f67r2	f67r2.61	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_10	F67_LEFT_WHEEL_NS	ytokar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des YTOK-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
143	f67r2	f67r2.62	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_11	F67_LEFT_WHEEL_NS	otolor	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	Sternplatz A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.	read OT as following post; then read the attached address, grade or relation	Folgeposten; gleiche Reihe; neuer Bedingungsansatz	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
144	f67r2	f67r2.63	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_12	F67_LEFT_WHEEL_NS	okodar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des OKOD-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
145	f67r2	f67r2.64	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_PHASE_STATION_01	F67_RIGHT_WHEEL_NS	s	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_RIGHT_PHASE_STATION_01: Nebenwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
146	f67r2	f67r2.64	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_PHASE_STATION_01	F67_RIGHT_WHEEL_NS	air	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Radstelle A1_RIGHT_PHASE_STATION_01: Himmels-, Ring- oder Zeigerlauf.	read AIR as a running path; copy only any marked local residual	Lauf oder Bahn	COMPOSED_ASTRO_PATH_CARD	UNCHANGED	UNCHANGED	AIR_PATH_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
147	f67r2	f67r2.65	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_PHASE_STATION_02	F67_RIGHT_WHEEL_NS	soear	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des SOE-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
148	f67r2	f67r2.66	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_PHASE_STATION_03	F67_RIGHT_WHEEL_NS	cpheey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	Radstelle A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
149	f67r2	f67r2.67	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_PHASE_STATION_04	F67_RIGHT_WHEEL_NS	okodar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des OKOD-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
150	f67r2	f67r2.68	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_PHASE_STATION_05	F67_RIGHT_WHEEL_NS	oepchod	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Radstelle A1_RIGHT_PHASE_STATION_05: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oepc/d.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
151	f67r2	f67r2.69	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_PHASE_STATION_06	F67_RIGHT_WHEEL_NS	s	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_RIGHT_PHASE_STATION_06: Nebenwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
152	f67r2	f67r2.69	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_PHASE_STATION_06	F67_RIGHT_WHEEL_NS	ay	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	A1_RIGHT_PHASE_STATION_06: aktueller Hauptwert.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	EXPLICIT_CURRENT_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
153	f67r2	f67r2.70	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_PHASE_STATION_07	F67_RIGHT_WHEEL_NS	osar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Radstelle A1_RIGHT_PHASE_STATION_07: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest os.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des OS-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
154	f67r2	f67r2.71	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_PHASE_STATION_08	F67_RIGHT_WHEEL_NS	oran	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Radstelle A1_RIGHT_PHASE_STATION_08: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest an.	compose the AIN/AN value and copy only any marked local residual	alternativer Ansatz	COMPOSED_ASTRO_QUANTITY_CARD	UNCHANGED	AIN_AN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
155	f67r2	f67r2.72	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	dar	MC055	davon	THREE_REGISTER_COMMON_CORE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.	reuse common card; expand it under the local diagram owner	davon	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
156	f67r2	f67r2.72	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	aldaiin	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest d.	compose the short value; copy only the local residual core if present	voriger Ziel-Sollwert	COMPOSED_ASTRO_VALUE_CARD	AIIN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
157	f67r2	f67r2.72	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ydaiin	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	compose the short value; copy only the local residual core if present	Sollwert dieses vorigen Postens	COMPOSED_ASTRO_VALUE_CARD	AIIN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
158	f67r2	f67r2.72	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	qkoy	NONE	NONE	ASTRO_LOCAL_WHOLE_Y_ENDING	A1_LEFT_OUTER_RING_TEXT: neue Grundklasse.	copy the entire local sign; final y alone does not license the current-item value	LOCAL_LABEL	ASTRO_LOCAL_WHOLE_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_WHOLE_Y	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
159	f67r2	f67r2.72	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ydaiin	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	compose the short value; copy only the local residual core if present	Sollwert dieses vorigen Postens	COMPOSED_ASTRO_VALUE_CARD	AIIN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
160	f67r2	f67r2.72	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	qofair	NONE	NONE	ASTRO_LOCAL_CORE_PLUS_AIR	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest qof.	read AIR as a running path; copy only any marked local residual	Lauf des lokalen QOF-Postens	PARTIAL_ASTRO_PATH_CARD	UNCHANGED	UNCHANGED	AIR_PATH_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
161	f67r2	f67r2.72	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ypair	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest yp.	read AIR as a running path; copy only any marked local residual	diesen Posten in den Lauf führen	COMPOSED_ASTRO_PATH_CARD	UNCHANGED	UNCHANGED	AIR_PATH_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
162	f67r2	f67r2.72	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ykoaiin	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yko.	compose the short value; copy only the local residual core if present	gebundener Sollwert dieses Postens	COMPOSED_ASTRO_VALUE_CARD	AIIN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
163	f67r2	f67r2.72	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ydoly	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
164	f67r2	f67r2.72	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ytalchos	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest yt/c/s.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
165	f67r2	f67r2.72	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	oly	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
166	f67r2	f67r2.72	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	okey	MC007	kurz einwirken	KNOWN_PROSE_CARD_IN_ASTRO	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: in kurzer Stufe setzen.	reuse a learned prose card with diagram-local object	KURZSTUFE_SETZEN	GRADE_SET	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
167	f67r2	f67r2.73	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	sshey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert; lokaler Namensrest s.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
168	f67r2	f67r2.73	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	sy	MC123	dies	THREE_REGISTER_COMMON_CORE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
169	f67r2	f67r2.73	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	shees	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Position oder Bedingung halten + lange oder volle Diagrammstufe; lokaler Namensrest s.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
170	f67r2	f67r2.73	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	qeykeey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest qeyk/y.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
171	f67r2	f67r2.73	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	ykchey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
172	f67r2	f67r2.73	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	ykchey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
173	f67r2	f67r2.73	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	qokeochy	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest q/eochy.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OPERATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
174	f67r2	f67r2.73	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	oaiin	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest o.	compose the short value; copy only the local residual core if present	Rücknahmewert	COMPOSED_ASTRO_VALUE_CARD	AIIN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
175	f67r2	f67r2.73	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	okol	NONE	NONE	ASTRO_RELATION_SUFFIX_COMPOSITION	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	read the final OR/OL relation first, then resolve or copy the local prefix	den Posten einsetzen und im selben Lauf weiter	ASTRO_CONTINUATION_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
176	f67r2	f67r2.73	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	ar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des ROOT-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
177	f67r2	f67r2.73	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	olar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	read the final AL/AR address first, then identify or copy the prefix	von der Quelladresse im selben Lauf weiter	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_GAP_MATCH	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
178	f67r2	f67r2.74	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	yshey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: abgelesener oder freigegebener Wert; lokaler Namensrest y.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
