statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	closure_sequence	v63_parse_status_fixed	v63_ordered_template_sequence	local_phase_path	pre_state	owner_operation	active_item_preparation_operation	target_station_operation	previous_item_operation	post_state	complete_technical_waterwork_reading	complete_iatromedical_comparator	technical_assumptions	technical_weighted_cost	iatromedical_assumptions	iatromedical_weighted_cost	statement_coherence_winner	comparison_reason	strongest_technical_contradiction	opaque_roundtrip_trace	roundtrip_status	comparison_contract	source_lineage
B4-S003	B4	f83r	F111|F112	7	319|320|321|322|323|324|325	F111:OPEN > F112:TERMINAL	AMBIGUOUS	EXEMPLAR_ONLY > EXEMPLAR_ONLY > SELECT_PART > ACTION_TEMPER > ACTION_APPLY > LINK_ACTIVE > EXEMPLAR_ONLY	MAINTENANCE > HEAT	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001;PREVIOUS_ITEM=UNSET	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	Filter, Leitungsöffnung und Beckenrand an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen. || Die aktive Beckencharge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: Teilcharge wählen; aktive Charge temperieren; aktive Charge an der Station einsetzen; aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin || Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_FILL:3|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1	8	EXEMPLAR_FILL:3|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1|FILTER_OR_RETURN_MECHANISM:1	9	TECHNICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E319@6f7ff8287eddf4da9fdb:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E320@90bcf0a9ec0ef56399e6:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E321@faf321940aed922846a9:SELECT_PART:EXACT_JOINT_TUPLE_MNEMONIC > E322@0275fbf14e07935b0a45:ACTION_TEMPER:EXACT_JOINT_TUPLE_MNEMONIC > E323@276a7c2d74d1143446f4:ACTION_APPLY:EXACT_JOINT_TUPLE_MNEMONIC > E324@dcda95c81a5460feb191:LINK_ACTIVE:STRICT_FORMAL_PROMPT_ONLY > E325@bc4f1f5c006c74a4d26d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S004	B4	f83r	F113	1	326	F113:TERMINAL	UNPARSED	EXEMPLAR_ONLY	RETURN	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	Die Rücklaufleitung an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	binde es auf die Stelle und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	6	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	IATROMEDICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E326@eb2e4bc143f623ee03ac:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S005	B4	f83r	F114	3	327|328|329	F114:TERMINAL	UNPARSED	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	FILTER	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T003;PREVIOUS_ITEM=B4:I002	Das Filtertuch an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	8	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	8	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E327@53cd0637c6820ba5e91f:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E328@6f7ff8287eddf4da9fdb:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E329@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S006	B4	f83r	F115	1	330	F115:TERMINAL	UNPARSED	EXEMPLAR_ONLY	MAINTENANCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T003;PREVIOUS_ITEM=B4:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T004;PREVIOUS_ITEM=B4:I002	Filter, Leitungsöffnung und Beckenrand an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	seihe es einmal durch ein Tuch und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	4	TECHNICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E330@d68bc8de3bcee09db23c:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S007	B4	f83r	F116	1	331	F116:TERMINAL	UNPARSED	EXEMPLAR_ONLY	FLUSH	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T004;PREVIOUS_ITEM=B4:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T005;PREVIOUS_ITEM=B4:I002	Frisches Wasser an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	seihe es einmal durch ein Tuch und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	4	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	4	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E331@d68bc8de3bcee09db23c:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S008	B4	f83r	F117	4	332|333|334|335	F117:TERMINAL	AMBIGUOUS	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > TERMINAL_FLUSH	FLUSH	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T005;PREVIOUS_ITEM=B4:I002	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	Frisches Wasser an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; Leitung spülen und committen. Feldbuchung schließen.	Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	7	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	7	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E332@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_JOINT_TUPLE_MNEMONIC > E333@2c1a5fd92b9e3c762242:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E334@92e43836d82f98bf02d3:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E335@7db18b2f0fb7ed0fcfd3:TERMINAL_FLUSH:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S009	B4	f83r	F118	1	336	F118:TERMINAL	UNPARSED	EXEMPLAR_ONLY	RETURN	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	Die Rücklaufleitung an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	4	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	IATROMEDICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E336@bc4f1f5c006c74a4d26d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S010	B4	f83r	F119	1	337	F119:TERMINAL	UNPARSED	EXEMPLAR_ONLY	CHARGE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	Vorratswasser an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	koche sanft und beende diesen Arbeitsschritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E337@1b1ffdd869fb1429ad03:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S011	B4	f83r	F120|F121	7	338|339|340|341|342|343|344	F120:OPEN > F121:TERMINAL	AMBIGUOUS	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > LINK_ACTIVE > EXEMPLAR_ONLY	RETURN > DRAIN	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	Die Rücklaufleitung an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen. || Den unteren Ablauf an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist || Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt	EXEMPLAR_FILL:5|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1|FILTER_OR_RETURN_MECHANISM:2|HUMAN_ROLE_OR_BODY:1	14	EXEMPLAR_FILL:5|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1|HUMAN_ROLE_OR_BODY:1	12	IATROMEDICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E338@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_JOINT_TUPLE_MNEMONIC > E339@d904bf7b044dd3922781:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E340@daf32e6db9e04413ce7f:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E341@1645e612504fcef59ced:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E342@6f7ff8287eddf4da9fdb:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E343@dcda95c81a5460feb191:LINK_ACTIVE:STRICT_FORMAL_PROMPT_ONLY > E344@b958a512ca6a3559e86e:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S012	B4	f83r	F122	1	345	F122:TERMINAL	UNIQUE	TERMINAL_DRAIN	DRAIN	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CARRY	CARRY	RESUME	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	Den unteren Ablauf an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	3	LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	3	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E345@de7321bface5628e35d6:TERMINAL_DRAIN:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S013	B4	f83r	F123	2	346|347	F123:TERMINAL	UNPARSED	EXEMPLAR_ONLY > EXEMPLAR_ONLY	SETTLE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CARRY	CARRY	CARRY	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	Die Charge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1	4	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	5	TECHNICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E346@232195d6ff2f326322f7:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E347@bc4f1f5c006c74a4d26d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S014	B4	f83r	F124	4	348|349|350|351	F124:TERMINAL	AMBIGUOUS	LINK_ACTIVE > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	DRAIN	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I006;TARGET/STATION=B4:T009;PREVIOUS_ITEM=B4:I005	Den unteren Ablauf an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	8	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	7	IATROMEDICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E348@7a4bb8136330ee4e6e56:LINK_ACTIVE:EXACT_JOINT_TUPLE_MNEMONIC > E349@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E350@ecce30bc8dcc400bf2c8:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E351@8aedd154964a78e555d6:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B4-S015	B4	f83r	F125|F126	6	352|353|354|355|356|357	F125:OPEN > F126:TERMINAL	AMBIGUOUS	EXEMPLAR_ONLY > STATE_GATE > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > TERMINAL_DRAIN	SETTLE > DRAIN	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I006;TARGET/STATION=B4:T009;PREVIOUS_ITEM=B4:I005	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I007;TARGET/STATION=B4:T010;PREVIOUS_ITEM=B4:I006	Die Charge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: Bereit-/Klarstand prüfen. Arbeitsstand offen weitertragen. || Den unteren Ablauf an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer || öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	EXEMPLAR_FILL:4|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1|FILTER_OR_RETURN_MECHANISM:1	10	EXEMPLAR_FILL:4|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1|FILTER_OR_RETURN_MECHANISM:1	10	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E352@1645e612504fcef59ced:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E353@b5df9126607030b95175:STATE_GATE:EXACT_JOINT_TUPLE_MNEMONIC > E354@9da1b6ac2c929daea697:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E355@21ed2873b71e57269c08:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E356@42cdc187d5b9ffc60063:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E357@de7321bface5628e35d6:TERMINAL_DRAIN:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
