surface_option_id	surface	execution_domain	finite_recipe_option_count_for_surface_domain	record_roles	exact_event_recipe	reading_variant_count	surface_default_reading_de	event_count	physical_pages	owners_de	source_event_ids	lookup_policy
G517-S0493	dal	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD|RUNNING_RECIPE_CARD	AL	28	EREIGNISKONTEXT_WAEHLT_AUS_28_LESARTEN	50	f18r|f1r|f31r|f56r|f66r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	F1R_TEXT_BLOCK_D | F95V_WHOLE_PLANT | Gefäß-/Pflanzenteilgruppe A | Gefäß-/Pflanzenteilgruppe B | Gefäß-/Pflanzenteilgruppe C | Gefäß-/Pflanzenteilgruppe D | Gefäß-/Pflanzenteilgruppe E | Gefäß-/Pflanzenteilgruppe F | Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | Tierkreis-Ringgruppe E | Variantenatlas lokaler Becken und Anwendungen | abgebildete Ganzpflanze auf f31r | erste lokale Figuren-/Sternringgruppe | gemeinsames zweireihiges Badfeld | große abgebildete Blütenpflanze | großes Bad-/Stationsblatt mit dreieckiger Insel | mehrere getrennte Bad- und Leitungsstationen | sechzehn Drogenposten und drei Gefäßansätze | sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer | sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer | sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer | sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer | stachelköpfiges Kraut in mehreren Reifestufen | unbebilderter Textabschnitt A3 | unbebilderter Textabschnitt A7 | unbebilderter Textabschnitt D | zwei getrennte Himmelsräder und Tabelle | zweite Gefaess-/Zutatengruppe	G404-E0198|G404-E0207|P1008-E0009|P1008-E0044|P912-E0381|P912-E1794|P1003-E0565|P1008-E0267|P912-E0590|P912-E0727|P912-E0794|P1008-E0597|P1008-E0739|P1008-E0741|P1008-E1011|P1003-E0236|P1003-E0384|P1003-E0401|P912-E0862|P912-E1060|P912-E1099|P912-E1253|P912-E1284|P912-E1531|P912-E1535|P912-E1576|P912-E1704|P912-E1723|P912-E2374|P912-E2498|P1003-E0477|P1008-E1056|P1008-E1061|P1008-E1086|P1008-E1102|P1008-E1126|P1008-E1146|P1008-E1152|P1008-E1168|P1008-E1191|P1008-E1282|P1008-E1320|P1008-E1347|G404-E0683|G515-E0195|G515-E0225|G515-E0400|G515-E0446|G515-E0464|G515-E0497	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0494	dalaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AL+AIIN	1	ABLAUF BEI unbebilderter Textabschnitt A7: ZIELORT · WERT	1	f76r	unbebilderter Textabschnitt A7	P1008-E0763	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0495	dalal	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	AL+AL	1	KOORDINATE/KATALOGEINTRAG BEI Fischrad mit Stern tragenden Figuren: ZIELORT · ZIELORT	1	f70v	Fischrad mit Stern tragenden Figuren	P912-E2317	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0496	dalal	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AL+AL	1	ABLAUF BEI gemeinsames zweireihiges Badfeld: ZIELORT · ZIELORT	1	f81v	gemeinsames zweireihiges Badfeld	P912-E0888	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0497	dalalody	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	AL+AL+O+DY	1	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: ZIELORT · ZIELORT · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	1	f70v	Widderrad mit Stern tragenden Figuren	P912-E2144	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0498	dalalshedy	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	AL+AL+SH+E+DY	1	ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: ZIELORT · ZIELORT · HALTEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	1	f66r	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	G515-E0379	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0499	dalchdy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AL+CHD+DY	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f72r|f83r	Tierkreis-Ringgruppe E | Variantenatlas lokaler Becken und Anwendungen	P1008-E0269|P912-E1543	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0500	dalchedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AL+CHD+DY	1	ABLAUF BEI Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: ZIELORT · BEARBEITEN · [DY:STEUERUNG=SCHLUSS]	1	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0197	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0501	dalcheeeky	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	AL+CH+EEE+K+Y	1	ANWEISUNG BEI sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer: ZIELORT · NEHMEN · [EEE:STEUERUNG=GRAD III] · GEBEN · POSTEN	1	f66r	sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer	G515-E0423	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0502	dalchom	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AL+CHD+DY	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe B: ZIELORT · BEARBEITEN · [DY:STEUERUNG=SCHLUSS]	1	f89r	Gefäß-/Pflanzenteilgruppe B	P1008-E1109	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0503	daldaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AL+AIIN	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe A: ZIELORT · WERT	1	f89r	Gefäß-/Pflanzenteilgruppe A	P1008-E1059	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0504	daldal	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AL+AL	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe B: ZIELORT · ZIELORT	1	f89r	Gefäß-/Pflanzenteilgruppe B	P1008-E1130	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0505	daldy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AL+DY	4	EREIGNISKONTEXT_WAEHLT_AUS_4_LESARTEN	4	f13r|f75r|f81v|f82r	gemeinsames zweireihiges Badfeld | große Wurzelkrone mit Blatt und Blütenstand | großes Bad-/Stationsblatt mit dreieckiger Insel | mehrere getrennte Bad- und Leitungsstationen	P912-E0225|P912-E0725|P912-E0919|P912-E1334	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0506	dalky	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	AL+K+Y	1	ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: ZIELORT · GEBEN · POSTEN	1	f66r	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	G515-E0367	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0507	dalo	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AL+O	1	ABLAUF BEI Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: [D_ADDR:STEUERUNG=HIER] · ZIELORT · [O:STEUERUNG=AUSFÜHRUNG]	2	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0404|P1003-E0407	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0508	dalol	PROSE_STREAM	1	ITINERARY_OR_ADDRESS_CARD	AL+OL	1	ADRESSE/FORTSETZUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: ZIELORT · FORTSETZEN	1	f66r	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	G515-E0569	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0509	dals	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	AL+S	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f31r|f89r	Gefäß-/Pflanzenteilgruppe B | abgebildete Ganzpflanze auf f31r	P1008-E1124|G515-E0242	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0510	dalshedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AL+SH+E+DY	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f76r	unbebilderter Textabschnitt A6 | unbebilderter Textabschnitt A8	P1008-E0689|P1008-E0776	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0511	daly	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	AL+Y	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	3	f70v|f75r	Diesen Zielplatz mit dem wiederholten Gegenplatz verbinden. | Fischrad mit Stern tragenden Figuren | Widderrad mit Stern tragenden Figuren	P912-E2180|P912-E2340|P912-E0850	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0512	daly	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD|RUNNING_RECIPE_CARD	AL+Y	6	EREIGNISKONTEXT_WAEHLT_AUS_6_LESARTEN	6	f66r|f76r|f81r|f89r	F81R_LOWER_POOL | Gefäß-/Pflanzenteilgruppe C | sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer | sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer | sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer | unbebilderter Textabschnitt A2	P1008-E0561|G404-E0425|P1008-E1139|G515-E0398|G515-E0439|G515-E0491	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0513	dam	PROSE_STREAM	1	RUNNING_RECIPE_CARD	DA+AM_ADDR	5	EREIGNISKONTEXT_WAEHLT_AUS_5_LESARTEN	5	f82r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A | Gefäß-/Pflanzenteilgruppe B | Gefäß-/Pflanzenteilgruppe C | mehrere getrennte Bad- und Leitungsstationen | zweite Gefaess-/Zutatengruppe	P912-E1240|P1003-E0512|P1008-E1070|P1008-E1123|P1008-E1150	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0514	dan	LOCAL_RECORD	1	DRUG_OR_INGREDIENT_OBJECT|STAR_BEARING_RING_POSITION	AIN	1	ANTEIL	2	f71v|f89r	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe | lokale Kennung für Gefäß-/Pflanzenteilgruppe B	P1003-E0608|P1008-E1095	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0515	dan	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD|RUNNING_RECIPE_CARD	AIN	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f1r|f20v	F1R_TEXT_BLOCK_A | abgebildete Ganzpflanze auf f20v	G404-E0021|G515-E0110	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0516	dar	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f69v|f70v	Fischrad mit Stern tragenden Figuren | drei getrennte heterogene Himmelsraeder	P912-E2039|P912-E2231	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0517	dar	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD|RUNNING_RECIPE_CARD	D_ADDR+AR	31	EREIGNISKONTEXT_WAEHLT_AUS_31_LESARTEN	53	f10r|f13r|f17r|f18r|f1r|f24v|f31r|f66r|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	F1R_TEXT_BLOCK_C | F1R_TEXT_BLOCK_D | F24V_WHOLE_PLANT | F95V_WHOLE_PLANT | Gefäß-/Pflanzenteilgruppe A | Gefäß-/Pflanzenteilgruppe E | Tierkreis-Ringgruppe A | Tierkreis-Ringgruppe F | Variantenatlas lokaler Becken und Anwendungen | abgebildete Ganzpflanze auf f31r | abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen | dritte lokale Ringgruppe | erste Gefaess-/Zutatengruppe | gemeinsames zweireihiges Badfeld | große Wurzelkrone mit Blatt und Blütenstand | große abgebildete Blütenpflanze | großes Bad-/Stationsblatt mit dreieckiger Insel | mehrere getrennte Bad- und Leitungsstationen | sechzehn Drogenposten und drei Gefäßansätze | sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer | sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer | sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer | unbebilderter Textabschnitt A1 | unbebilderter Textabschnitt A2 | unbebilderter Textabschnitt A5 | unbebilderter Textabschnitt A7 | unbebilderter Textabschnitt A8 | unbebilderter Textabschnitt D | zwei getrennte Himmelsräder und Tabelle | zweiknolliges blauköpfiges Heilkraut | zweite lokale Figuren-/Sternringgruppe	G404-E0141|G404-E0169|G404-E0174|G404-E0177|P912-E0070|P912-E0182|P1003-E0065|P1008-E0005|P1008-E0042|P1008-E0043|P1008-E0061|P1008-E0081|G404-E0257|P912-E1903|P1003-E0618|P1003-E0655|P1008-E0119|P1008-E0122|P1008-E0298|P912-E0486|P912-E0667|P912-E0675|P912-E0730|P912-E0749|P912-E0759|P912-E0760|P912-E0790|P912-E0827|P1008-E0532|P1008-E0543|P1008-E0560|P1008-E0671|P1008-E0749|P1008-E0799|P1008-E0987|P912-E0863|P912-E0978|P912-E1007|P912-E1197|P912-E1431|P912-E2395|P912-E2506|P1003-E0454|P1008-E1048|P1008-E1245|G404-E0567|G404-E0642|G515-E0177|G515-E0221|G515-E0237|G515-E0335|G515-E0372|G515-E0420	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0518	dara	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR+A_ADDR	1	KOORDINATE/KATALOGEINTRAG BEI Dieselbe Klasse an der unteren Quelladresse fortführen.: [D_ADDR:LOKALSTRUKTUR=HIER] · AUSGANG · [A_ADDR:LOKALSTRUKTUR=HIER]	1	f75r	Dieselbe Klasse an der unteren Quelladresse fortführen.	P912-E0853	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0519	daraiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AR+AIIN	1	ABLAUF BEI F1R_TEXT_BLOCK_A: [D_ADDR:STEUERUNG=HIER] · AUSGANG · WERT	1	f1r	F1R_TEXT_BLOCK_A	G404-E0029	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0520	daraly	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AR+AL+Y	1	ABLAUF BEI erste Gefaess-/Zutatengruppe: [D_ADDR:STEUERUNG=HIER] · AUSGANG · ZIELORT · POSTEN	1	f88v	erste Gefaess-/Zutatengruppe	P1003-E0457	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0521	daram	PROSE_STREAM	1	RUNNING_RECIPE_CARD	DA+R+A_ADDR+AM_ADDR	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f17r|f68r1	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen | mehrteilige Sternstellentafel	P1003-E0002|P912-E1964	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0522	daramdal	LOCAL_RECORD	1	DRUG_OR_INGREDIENT_OBJECT	LOCAL_LABEL_PACKAGE::G473-E142	1	[DROGENNAME:d] · AUSGANG · [DROGENNAME:am] · ZIELORT	1	f88v	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	P1003-E0554	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0523	dararda	LOCAL_RECORD	1	DRUG_OR_INGREDIENT_OBJECT	LOCAL_LABEL_PACKAGE::G473-E145	1	[DROGENNAME:d] · AUSGANG · AUSGANG · [DROGENNAME:da]	1	f88v	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	P1003-E0557	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0524	darary	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	DA+R+AR+Y	1	ANWEISUNG BEI mehrere lokale Bad- und Leitungsstationen: [DA:STEUERUNG=ZWEITE STUFE] · MARKIEREN · AUSGANG · POSTEN	1	f82r	mehrere lokale Bad- und Leitungsstationen	P912-E1396	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0525	darchdar	LOCAL_RECORD	1	BATH_OR_OUTLET_STATION	LOCAL_LABEL_PACKAGE::G473-E121	1	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	1	f77r	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	P1003-E0081	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0526	darchey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AR+CH+EE+Y	1	ABLAUF BEI unbebilderter Textabschnitt A7: AUSGANG · NEHMEN · [EE:STEUERUNG=GRAD II] · POSTEN	1	f76r	unbebilderter Textabschnitt A7	P1008-E0757	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0527	dard	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR+D_ADDR	1	KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: [D_ADDR:STEUERUNG=HIER] · AUSGANG · [D_ADDR:STEUERUNG=HIER]	1	f66r	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	G515-E0385	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0528	dardardy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AR+D_ADDR+AR+DY	1	ABLAUF BEI großes Bad-/Stationsblatt mit dreieckiger Insel: [D_ADDR:STEUERUNG=HIER] · AUSGANG · [D_ADDR:STEUERUNG=HIER] · AUSGANG · [DY:STEUERUNG=SCHLUSS]	1	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	P912-E0770	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0529	darod	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AR+O+D_ADDR	1	ABLAUF BEI große abgebildete Blütenpflanze: [D_ADDR:STEUERUNG=HIER] · AUSGANG · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER]	1	f18r	große abgebildete Blütenpflanze	P1008-E0002	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0530	darol	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	DA+R+OL	1	ANWEISUNG BEI mehrere lokale Bad- und Leitungsstationen: [DA:STEUERUNG=ZWEITE STUFE] · MARKIEREN · FORTSETZEN	1	f82r	mehrere lokale Bad- und Leitungsstationen	P912-E1393	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0531	darolg	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AR+OL	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe B: AUSGANG · FORTSETZEN	1	f89r	Gefäß-/Pflanzenteilgruppe B	P1008-E1103	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0532	darolsy	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	DA+R+OL+S+Y	1	ANWEISUNG BEI lokale Becken-, Figuren- und Verbindungsstationen: [DA:STEUERUNG=ZWEITE STUFE] · MARKIEREN · FORTSETZEN · WÄHLEN · POSTEN	1	f83r	lokale Becken-, Figuren- und Verbindungsstationen	P912-E1732	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0533	darom	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AR+O+AM_ADDR	1	ABLAUF BEI großes Bad-/Stationsblatt mit dreieckiger Insel: [D_ADDR:STEUERUNG=HIER] · AUSGANG · [O:STEUERUNG=AUSFÜHRUNG] · [AM_ADDR:STEUERUNG=HIER]	1	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	P912-E0745	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0534	daror	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AR+OR	1	ABLAUF BEI Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: [D_ADDR:STEUERUNG=HIER] · AUSGANG · EINHEIT	1	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0238	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0535	dary	LOCAL_RECORD	1	MARGINAL_LABEL_CARD|ORDERED_INSTRUCTION_CARD	DA+R+Y	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f66r|f88r	ZAHNKÖRPER | sichtbare Randkennungszone von f66r	P912-E2417|G515-E0257	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0536	dary	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	DA+R+Y	5	EREIGNISKONTEXT_WAEHLT_AUS_5_LESARTEN	6	f18r|f55v|f66r|f68r1|f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | große abgebildete Blütenpflanze | große aromatische Doldenpflanze | mehrteilige Sternstellentafel | sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer	P1008-E0056|P912-E0282|P912-E1968|P1003-E0282|P1003-E0406|G515-E0478	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0537	das	PROSE_STREAM	1	RUNNING_RECIPE_CARD	DA+S	1	ABLAUF BEI abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: [DA:STEUERUNG=ZWEITE STUFE] · WÄHLEN	1	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	P1003-E0063	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0538	dateey	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	DA+T+EE+Y	1	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: [DA:STEUERUNG=ZWEITE STUFE] · EINSTELLEN · [EE:STEUERUNG=GRAD II] · POSTEN	1	f70v	Fischrad mit Stern tragenden Figuren	P912-E2240	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0539	dchaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+CH+AIIN	1	ABLAUF BEI F1R_TEXT_BLOCK_D: [D_ADDR:STEUERUNG=HIER] · NEHMEN · WERT	1	f1r	F1R_TEXT_BLOCK_D	G404-E0214	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0540	dchal	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+CH+AL	1	ABLAUF BEI F24V_WHOLE_PLANT: [D_ADDR:STEUERUNG=HIER] · NEHMEN · ZIELORT	1	f24v	F24V_WHOLE_PLANT	G404-E0297	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0541	dchar	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+CH+AR	1	ABLAUF BEI F1R_TEXT_BLOCK_C: [D_ADDR:STEUERUNG=HIER] · NEHMEN · AUSGANG	1	f1r	F1R_TEXT_BLOCK_C	G404-E0145	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0542	dchchy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+CH+Y	1	ABLAUF BEI abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: [D_ADDR:STEUERUNG=HIER] · NEHMEN · POSTEN	1	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	P1003-E0056	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0543	dchdar	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	D_ADDR+CHD+AR	1	ANWEISUNG BEI zwei lokale Himmelsraeder: [D_ADDR:LOKALSTRUKTUR=HIER] · BEARBEITEN · AUSGANG	1	f67r2	zwei lokale Himmelsraeder	P912-E1877	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0544	dchdy	LOCAL_RECORD	1	BATH_OR_OUTLET_STATION	CHD+DY	1	BEARBEITEN · SCHLUSS	1	f77r	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	P1003-E0086	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0545	dchdy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CHD+DY	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f81v|f95v	F95V_WHOLE_PLANT | gemeinsames zweireihiges Badfeld	P912-E1081|G404-E0618	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0546	dchedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+CHD+Y	4	EREIGNISKONTEXT_WAEHLT_AUS_4_LESARTEN	4	f75r|f81r|f81v|f82r	F81R_UPPER_POOL | gemeinsames zweireihiges Badfeld | großes Bad-/Stationsblatt mit dreieckiger Insel | mehrere getrennte Bad- und Leitungsstationen	P912-E0817|G404-E0324|P912-E1070|P912-E1121	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0547	dcheedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+CH+EE+D_ADDR+Y	1	ABLAUF BEI unbebilderter Textabschnitt A5: [D_ADDR:STEUERUNG=HIER] · NEHMEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER] · POSTEN	1	f76r	unbebilderter Textabschnitt A5	P1008-E0640	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0548	dcheey	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	D_ADDR+CH+EE+Y	1	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: [D_ADDR:STEUERUNG=HIER] · NEHMEN · [EE:STEUERUNG=GRAD II] · POSTEN	1	f31r	abgebildete Ganzpflanze auf f31r	G515-E0158	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0549	dcheo	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+CH+E+O	1	ABLAUF BEI F1R_TEXT_BLOCK_D: [D_ADDR:STEUERUNG=HIER] · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	1	f1r	F1R_TEXT_BLOCK_D	G404-E0199	INVARIANT_PROSE_SURFACE_RECIPE
