occurrence_id	page	locus	token_ordinal	surface	reading_id	family	v99r3_meaning_de	v99r4_meaning_de	inherited_v48_gloss_de	token_retained	ordinal_retained	strongest_rival_de	source_evidence	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	semantic_scope	historical_confirmation	component_relation_credit
G731-P0277	f116r	f116r.18	4	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0278	f116r	f116r.19	8	chcthy	chcthy#GLOBAL	PLANT_WHOLE	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 75 exakte ZL3b-Vorkommen auf 53 Seiten und 74 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0279	f116r	f116r.2	3	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0280	f116r	f116r.22	8	shcthy	shcthy#GLOBAL	PLANT_WHOLE	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	feuchtes Pflanzenmaterial	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:MOIST_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:MOIST_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 29 exakte ZL3b-Vorkommen auf 17 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0281	f116r	f116r.23	9	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0282	f116r	f116r.23	10	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0283	f116r	f116r.24	3	chcthy	chcthy#GLOBAL	PLANT_WHOLE	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 75 exakte ZL3b-Vorkommen auf 53 Seiten und 74 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0284	f116r	f116r.25	11	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0285	f116r	f116r.27	9	pshedy	pshedy#GLOBAL	POWDER_WHOLE	angefeuchtetes Pulver/Paste	Pulverpaste	angefeuchtetes Pulver/Paste	1	1	angefeuchtetes Pulver	V13:SCOPED_CONCRETE_HEAD_FORM	51	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0286	f116r	f116r.30	4	chcthy	chcthy#GLOBAL	PLANT_WHOLE	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 75 exakte ZL3b-Vorkommen auf 53 Seiten und 74 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0287	f116r	f116r.35	8	cthar	cthar#GLOBAL	PLANT_WHOLE	CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I	Pflanzenanteil I	CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I	1	1	lokal im Herbal Blattgut; Fraktion I als technischer Rival	GDT639:ROUND_04|GDT693:R_INDEXED_SHARE	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT639:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_COMPONENT_REPAIR und Scope KNOWN_EXACT_WHOLE; 14 exakte ZL3b-Vorkommen auf 12 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0288	f116r	f116r.36	12	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0289	f116r	f116r.39	4	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0290	f116r	f116r.4	5	laiin	laiin#GLOBAL	WOOD_WHOLE	Drogenholz, Typ/Charge III	Holzdroge, Charge III	Drogenholz, Typ/Charge III	1	1	Holzmaterial statt Holzdroge	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 13 exakte ZL3b-Vorkommen auf 12 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0291	f116r	f116r.41	5	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0292	f116r	f116r.48	2	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0293	f116r	f116r.50	1	sodal	sodal#GLOBAL	SEED_WHOLE	abgemessene Saat-Rohstoffmenge I im Ansatz	abgewogener Samenposten I im Ansatz	abgemessene Saat-Rohstoffmenge I im Ansatz	1	1	abgeteilte Samenportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	40	W2_PROVISIONAL_WORKING	V48-Quelle GDT655:REVISE_DAL_MODEL mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0294	f116r	f116r.50	4	chcthy	chcthy#GLOBAL	PLANT_WHOLE	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 75 exakte ZL3b-Vorkommen auf 53 Seiten und 74 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0295	f116r	f116r.50	7	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0296	f11v	f11v.2	4	shcthy	shcthy#GLOBAL	PLANT_WHOLE	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	feuchtes Pflanzenmaterial	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:MOIST_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:MOIST_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 29 exakte ZL3b-Vorkommen auf 17 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0297	f11v	f11v.2	7	ykchy	ykchy#GLOBAL	LEARNED_TECHNICAL_WHOLE	Eintrag/Bezug: heiß-trocken am Gradanfang	Eintrag: heiß-trocken am Gradanfang	Eintrag/Bezug: heiß-trocken am Gradanfang	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	64	W3_SOLID_WORKING_THEORY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke STRONG_FAMILY_COMPOSITION und Scope KNOWN_EXACT_WHOLE; 20 exakte ZL3b-Vorkommen auf 17 Seiten und 20 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0298	f11v	f11v.6	7	cthor	cthor#GLOBAL	PLANT_WHOLE	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_04	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 43 exakte ZL3b-Vorkommen auf 33 Seiten und 43 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0299	f11v	f11v.7	4	cthey	cthey#GLOBAL	PLANT_WHOLE	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	Pflanzendroge, Form I	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_03	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_03 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 38 exakte ZL3b-Vorkommen auf 33 Seiten und 38 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0300	f13r	f13r.2	7	ykchy	ykchy#GLOBAL	LEARNED_TECHNICAL_WHOLE	Eintrag/Bezug: heiß-trocken am Gradanfang	Eintrag: heiß-trocken am Gradanfang	Eintrag/Bezug: heiß-trocken am Gradanfang	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	64	W3_SOLID_WORKING_THEORY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke STRONG_FAMILY_COMPOSITION und Scope KNOWN_EXACT_WHOLE; 20 exakte ZL3b-Vorkommen auf 17 Seiten und 20 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0301	f13r	f13r.3	9	ykchy	ykchy#GLOBAL	LEARNED_TECHNICAL_WHOLE	Eintrag/Bezug: heiß-trocken am Gradanfang	Eintrag: heiß-trocken am Gradanfang	Eintrag/Bezug: heiß-trocken am Gradanfang	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	64	W3_SOLID_WORKING_THEORY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke STRONG_FAMILY_COMPOSITION und Scope KNOWN_EXACT_WHOLE; 20 exakte ZL3b-Vorkommen auf 17 Seiten und 20 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0302	f13r	f13r.9	7	daldy	daldy#GLOBAL	QUANTITY_WHOLE	abgemessene Rohstoffmenge I, abgeschlossen	abgewogener Rohstoffposten I, abgeschlossen	abgemessene Rohstoffmenge I, abgeschlossen	1	1	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 19 exakte ZL3b-Vorkommen auf 17 Seiten und 19 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0303	f13v	f13v.4	6	oaiin	oaiin#GLOBAL	QUANTITY_WHOLE	Ansatzmenge III	drei Ansatzportionen	Ansatzmenge III	1	1	absolutes Maß statt Portion	V13:TARGET_SURFACE_DEFAULT	68	W3_SOLID_WORKING_THEORY	V48-Quelle V13:TARGET_SURFACE_DEFAULT mit Staerke NEW_V11_TARGET_DEFAULT und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 19 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0304	f13v	f13v.9	3	cthor	cthor#GLOBAL	PLANT_WHOLE	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_04	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 43 exakte ZL3b-Vorkommen auf 33 Seiten und 43 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0305	f13v	f13v.9	4	ytal	ytal#GLOBAL	LEARNED_TECHNICAL_WHOLE	Eintrag/Bezug: kalter Rohstoff I am Gradanfang	Eintrag: kalter Rohstoff I am Gradanfang	Eintrag/Bezug: kalter Rohstoff I am Gradanfang	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	64	W3_SOLID_WORKING_THEORY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke STRONG_FAMILY_COMPOSITION und Scope KNOWN_EXACT_WHOLE; 12 exakte ZL3b-Vorkommen auf 10 Seiten und 12 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0306	f14r	f14r.11	2	schol	schol#GLOBAL	SEED_WHOLE	trockener Samen/Saatgutstoff/Trockengut	trockenes Samenmaterial	trockener Samen/Saatgutstoff/Trockengut	1	1	getrockneter Samendrogenstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	51	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0307	f14r	f14r.13	1	sodaiin	sodaiin#GLOBAL	SEED_WHOLE	drei Portionen Samen-/Saatgutzubereitung	drei Portionen Samenzubereitung	Samen/Saatgutzubereitung, Dosis III	1	1	Samendrogenzubereitung	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT728	51	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0308	f14r	f14r.4	2	kol	kol#GLOBAL	LEARNED_TECHNICAL_WHOLE	heiß; nominal heißes Gut/Material	heißes Material	heiß; nominal heißes Gut/Material	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	V13:HOT_OL_FORM	53	W2_PROVISIONAL_WORKING	V48-Quelle V13:HOT_OL_FORM mit Staerke NEW_PRIMARY_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 30 exakte ZL3b-Vorkommen auf 27 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0309	f14r	f14r.9	1	sody	sody#GLOBAL	SEED_WHOLE	Samen/Saatgut, fertig aufbereitet	fertig aufbereitete Samen	Samen/Saatgut, fertig aufbereitet	1	1	aufbereitete Samendroge	V13:SCOPED_RESIDUAL_HEAD_FORM	51	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0310	f14v	f14v.1	7	kol	kol#GLOBAL	LEARNED_TECHNICAL_WHOLE	heiß; nominal heißes Gut/Material	heißes Material	heiß; nominal heißes Gut/Material	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	V13:HOT_OL_FORM	53	W2_PROVISIONAL_WORKING	V48-Quelle V13:HOT_OL_FORM mit Staerke NEW_PRIMARY_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 30 exakte ZL3b-Vorkommen auf 27 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0311	f14v	f14v.3	4	chcthy	chcthy#GLOBAL	PLANT_WHOLE	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 75 exakte ZL3b-Vorkommen auf 53 Seiten und 74 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0312	f14v	f14v.5	7	cthor	cthor#GLOBAL	PLANT_WHOLE	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_04	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 43 exakte ZL3b-Vorkommen auf 33 Seiten und 43 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0313	f15r	f15r.15	4	kol	kol#GLOBAL	LEARNED_TECHNICAL_WHOLE	heiß; nominal heißes Gut/Material	heißes Material	heiß; nominal heißes Gut/Material	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	V13:HOT_OL_FORM	53	W2_PROVISIONAL_WORKING	V48-Quelle V13:HOT_OL_FORM mit Staerke NEW_PRIMARY_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 30 exakte ZL3b-Vorkommen auf 27 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
