candidate_recipe	current_status	source_neighbor_count	factor_gate_status	scope_selector_rules	portable_factor_rules	amber_factor_rules	blocked_factor_rules	factor_gate_is_occurrence_prediction
CH+E+OT+CH+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-E|FOCUS:CH<-Y	NONE	NONE	NO
CH+E+OT+T+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:T<-AR	NONE	NONE	NO
CH+E+P+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-AIIN	NONE	NONE	NO
CH+E+P+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-AIN	NONE	NONE	NO
CH+E+P+CH+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-Y|PAIR:P>CH	NONE	NONE	NO
CH+E+P+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-OR	NONE	NONE	NO
CH+E+P+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NO
CH+E+S+K+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-E|FOCUS:K<-Y|PAIR:S>K	NONE	NONE	NO
CH+E+S+K+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|PAIR:S>K	NONE	NONE	NO
CH+E+S+K+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-Y|PAIR:S>K	NONE	NONE	NO
CH+E+S+P+E+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-E|CLOSE:P	NONE	PAIR:S>P	NO
CH+E+T+AIIN+R+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-AIIN|FOCUS:R<-Y	NONE	NONE	NO
CH+E+T+AIN+R+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-AIN|FOCUS:R<-Y	NONE	NONE	NO
CH+E+T+CH+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-AIIN|PAIR:T>CH	NONE	NONE	NO
CH+E+T+CH+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-AIN|PAIR:T>CH	NONE	NONE	NO
CH+E+T+CH+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-OR|PAIR:T>CH	NONE	NONE	NO
CH+E+T+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-AIIN	NONE	NONE	NO
CH+E+T+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-AIN	NONE	NONE	NO
CH+E+T+E+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-AIIN	NONE	NONE	NO
CH+E+T+E+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-AIN	NONE	NONE	NO
CH+E+T+E+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-OR	NONE	NONE	NO
CH+E+T+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-OR	NONE	NONE	NO
CH+E+T+OR+R+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-OR|FOCUS:R<-Y	NONE	NONE	NO
CH+E+T+S+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:S<-Y	NONE	PAIR:T>S	NO
CH+E+T+Y+R+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-Y|FOCUS:R<-AIIN	NONE	NONE	NO
CH+E+T+Y+R+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-Y|FOCUS:R<-AIN	NONE	NONE	NO
CH+E+T+Y+R+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-Y|FOCUS:R<-OR	NONE	NONE	NO
CH+EE+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-AIIN	NONE	NONE	NO
CH+EE+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-AIN	NONE	NONE	NO
CH+EE+CH+OK+O+DY	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|CLOSE:OK	PAIR:CH>OK	NONE	NO
CH+EE+CH+P+O+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|PAIR:CH>P|CLOSE:P	NONE	NONE	NO
CH+EE+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-AIIN	NONE	NONE	NO
CH+EE+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-AIN	NONE	NONE	NO
CH+EE+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-OR	NONE	NONE	NO
CH+EE+O+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-AIIN	NONE	NONE	NO
CH+EE+O+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-AIN	NONE	NONE	NO
CH+EE+O+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-OR	NONE	NONE	NO
CH+EE+S+K+O+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|PAIR:S>K|CLOSE:K	NONE	NONE	NO
CH+EE+T+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:T<-AIIN	NONE	NONE	NO
CH+EE+T+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:T<-AIN	NONE	NONE	NO
CH+EE+T+EE+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:T<-EE|FOCUS:T<-AIIN	NONE	NONE	NO
CH+EE+T+EE+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:T<-EE|FOCUS:T<-AIN	NONE	NONE	NO
CH+EE+T+EE+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:T<-EE|FOCUS:T<-OR	NONE	NONE	NO
CH+EE+T+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:T<-OR	NONE	NONE	NO
CH+EE+Y	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-Y	NONE	NONE	NO
CH+K+AIIN	OBSERVED	3	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+K+AIIN+D_ADDR+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+K+AIN	OBSERVED	3	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
CH+K+AIN+D_ADDR+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
CH+K+AIR	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:K<-AIR|PAIR:CH>K	NONE	NONE	NO
CH+K+AL	OBSERVED	4	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:K<-AL|PAIR:CH>K	NONE	NONE	NO
CH+K+AL+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:K<-AL|PAIR:CH>K|CLOSE:K	NONE	NONE	NO
CH+K+AR	OBSERVED	3	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:K<-AR|PAIR:CH>K	NONE	NONE	NO
CH+K+CH+AIIN+K+OL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIIN|FOCUS:K<-Y|PAIR:CH>K|PAIR:K>CH	NONE	NONE	NO
CH+K+CH+AIN+K+OL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN|FOCUS:K<-Y|PAIR:CH>K|PAIR:K>CH	NONE	NONE	NO
CH+K+CH+OR+K+OL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-OR|FOCUS:K<-Y|PAIR:CH>K|PAIR:K>CH	NONE	NONE	NO
CH+K+CH+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y|PAIR:CH>K|PAIR:K>CH	NONE	NONE	NO
CH+K+CH+Y+K+OL+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y|FOCUS:K<-AIIN|PAIR:CH>K|PAIR:K>CH	NONE	NONE	NO
CH+K+CH+Y+K+OL+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y|FOCUS:K<-AIN|PAIR:CH>K|PAIR:K>CH	NONE	NONE	NO
CH+K+CH+Y+K+OL+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y|FOCUS:K<-OR|PAIR:CH>K|PAIR:K>CH	NONE	NONE	NO
CH+K+CH+Y+K+OT+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y|FOCUS:K<-Y|PAIR:CH>K|PAIR:K>CH	NONE	NONE	NO
CH+K+CH+Y+OK+OL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y|FOCUS:OK<-Y|PAIR:CH>K|PAIR:K>CH	NONE	NONE	NO
CH+K+CH+Y+P+OL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y|FOCUS:P<-Y|PAIR:CH>K|PAIR:K>CH	NONE	NONE	NO
CH+K+CHD+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:CH>K|PAIR:K>CHD|CLOSE:CHD	NONE	NONE	NO
CH+K+E+AIIN	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+K+E+AIN	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
CH+K+E+AL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-AL|FOCUS:K<-Y|PAIR:CH>K	NONE	NONE	NO
CH+K+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|PAIR:CH>K|CLOSE:K	NONE	NONE	NO
CH+K+E+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+K+E+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
CH+K+E+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
CH+K+E+O+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|PAIR:CH>K|CLOSE:K	NONE	NONE	NO
CH+K+E+OR	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
CH+K+E+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|PAIR:CH>K	NONE	NONE	NO
CH+K+E+S+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:S<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+K+E+Y	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-Y|PAIR:CH>K	NONE	NONE	NO
CH+K+EE+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-EE|FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+K+EE+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-EE|FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
CH+K+EE+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:K<-EE|FOCUS:K<-AIR|PAIR:CH>K	NONE	NONE	NO
CH+K+EE+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:K<-EE|FOCUS:K<-AR|PAIR:CH>K	NONE	NONE	NO
CH+K+EE+K+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-EE|FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
CH+K+EE+K+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-EE|FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
CH+K+EE+K+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-EE|FOCUS:K<-Y|PAIR:CH>K	NONE	NONE	NO
CH+K+EE+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:K<-EE|FOCUS:K<-L|PAIR:CH>K	NONE	NONE	NO
CH+K+EE+OK+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-EE|FOCUS:OK<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+K+EE+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-EE|FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
CH+K+EE+P+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-EE|FOCUS:P<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+K+EEE+D_ADDR+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-EEE|PAIR:CH>K	NONE	NONE	NO
CH+K+L	ABSENT	3	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:K<-L|PAIR:CH>K	NONE	NONE	NO
CH+K+O	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:CH>K	NONE	NONE	NO
CH+K+O+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+K+O+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
CH+K+O+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+K+O+D_ADDR+AIIN+L+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:S<-AIIN|FOCUS:S<-L|PAIR:CH>K	NONE	NONE	NO
CH+K+O+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
CH+K+O+D_ADDR+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:K<-AL|PAIR:CH>K	NONE	NONE	NO
CH+K+O+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
CH+K+O+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
CH+K+O+Y	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-Y|PAIR:CH>K	NONE	NONE	NO
CH+K+OL	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:CH>K	NONE	NONE	NO
CH+K+OR	OBSERVED	4	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
CH+K+OR+D_ADDR+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
CH+K+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:CH>K	NONE	NONE	NO
CH+K+S+Y+K+OL+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y|FOCUS:K<-Y|PAIR:CH>K	NONE	PAIR:K>S	NO
CH+K+SH+EE+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-EE|PAIR:CH>K|PAIR:K>SH|CLOSE:SH	NONE	NONE	NO
CH+K+Y	OBSERVED	4	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-Y|PAIR:CH>K	NONE	NONE	NO
CH+K+Y+D_ADDR+CH	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-Y|PAIR:CH>K	NONE	NONE	NO
CH+L	OBSERVED	3	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:CH<-L	NONE	NONE	NO
CH+L+CH+K+SH+EE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-L|FOCUS:SH<-EE|FOCUS:SH<-Y|PAIR:CH>K|PAIR:K>SH	NONE	NONE	NO
CH+L+CH+OK+SH+EE+Y	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-L|FOCUS:SH<-EE|FOCUS:SH<-Y|PAIR:OK>SH	PAIR:CH>OK	NONE	NO
CH+L+CH+P+CHD+EE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-L|FOCUS:CHD<-EE|FOCUS:CHD<-Y|PAIR:CH>P|PAIR:P>CHD	NONE	NONE	NO
CH+L+CH+P+SH+EE+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-L|FOCUS:SH<-EE|FOCUS:SH<-AIIN|PAIR:CH>P|PAIR:P>SH	NONE	NONE	NO
