unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer
482	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.41	A101	A1:G101	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_41	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
483	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.41	A102	A1:G102	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_41	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
484	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.42	A103	A1:G103	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_42	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
485	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.42	A104	A1:G104	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_42	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
486	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.42	A105	A1:G105	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_42	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
487	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.43	A106	A1:G106	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_43	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
488	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.43	A107	A1:G107	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_43	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
489	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.43	A108	A1:G108	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_43	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
490	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.43	A109	A1:G109	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_43	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
491	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.44	A110	A1:G110	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_44	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
492	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.44	A111	A1:G111	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_44	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
493	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.44	A112	A1:G112	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_44	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
494	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.45	A113	A1:G113	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_45	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
495	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.45	A114	A1:G114	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_45	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
496	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.45	A115	A1:G115	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_45	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
497	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.46	A116	A1:G116	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_46	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
498	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.46	A117	A1:G117	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_46	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
499	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.47	A118	A1:G118	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_47	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
500	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.48	A119	A1:G119	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_48	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
501	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.48	A120	A1:G120	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_48	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
502	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.48	A121	A1:G121	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_48	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
503	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.49	A122	A1:G122	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_49	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
504	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.49	A123	A1:G123	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_49	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
505	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.49	A124	A1:G124	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_49	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
506	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.50	A125	A1:G125	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_50	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
507	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.50	A126	A1:G126	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_50	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
508	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.51	A127	A1:G127	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_51	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
509	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.52	A128	A1:G128	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
510	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.53	A129	A1:G129	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
511	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.54	A130	A1:G130	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
512	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.54	A131	A1:G131	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
513	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.55	A132	A1:G132	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
514	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.56	A133	A1:G133	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
515	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.56	A134	A1:G134	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
516	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.57	A135	A1:G135	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_06	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
517	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.57	A136	A1:G136	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_06	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
518	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.58	A137	A1:G137	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
519	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.58	A138	A1:G138	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
520	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.58	A139	A1:G139	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
521	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.59	A140	A1:G140	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_08	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
522	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.60	A141	A1:G141	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_09	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
523	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.61	A142	A1:G142	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_10	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
524	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.62	A143	A1:G143	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_11	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
525	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.63	A144	A1:G144	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_12	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
526	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.64	A145	A1:G145	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
527	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.64	A146	A1:G146	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
528	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.65	A147	A1:G147	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
529	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.66	A148	A1:G148	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
530	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.67	A149	A1:G149	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
531	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.68	A150	A1:G150	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_05	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
532	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.69	A151	A1:G151	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_06	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
533	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.69	A152	A1:G152	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_06	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
534	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.70	A153	A1:G153	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_07	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
535	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.71	A154	A1:G154	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_PHASE_STATION_08	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
536	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.72	A155	A1:G155	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
537	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.72	A156	A1:G156	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
538	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.72	A157	A1:G157	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
539	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.72	A158	A1:G158	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
540	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.72	A159	A1:G159	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
541	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.72	A160	A1:G160	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
542	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.72	A161	A1:G161	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
543	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.72	A162	A1:G162	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
544	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.72	A163	A1:G163	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
545	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.72	A164	A1:G164	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
546	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.72	A165	A1:G165	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
547	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.72	A166	A1:G166	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
548	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.73	A167	A1:G167	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
549	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.73	A168	A1:G168	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
550	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.73	A169	A1:G169	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
551	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.73	A170	A1:G170	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
552	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.73	A171	A1:G171	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
553	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.73	A172	A1:G172	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
554	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.73	A173	A1:G173	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
555	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.73	A174	A1:G174	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
556	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.73	A175	A1:G175	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
557	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.73	A176	A1:G176	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
558	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.73	A177	A1:G177	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_OUTER_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
559	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A178	A1:G178	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
560	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A179	A1:G179	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
561	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A180	A1:G180	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
562	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A181	A1:G181	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
563	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A182	A1:G182	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
564	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A183	A1:G183	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
565	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A184	A1:G184	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
566	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A185	A1:G185	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
567	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A186	A1:G186	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
568	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A187	A1:G187	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
569	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.74	A188	A1:G188	A1_OWNER_UNRESOLVED_NO_JOIN	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
