order_mark_id	order_id	page	unit	section	surface	identity	component_recipe	slot_signature	atomic_root_reading_de	dictionary_value_de	local_fluent_expansion_de	functional_allograph	microfunction_trigger_de	owner_or_handle_de	unit_fluent_instruction_de	renderer_skeleton	predicted_surface	reading_action
WH02-R040	WH02	f82r	B2-S007	HOW	dshedy	PROC111	SH+E+DY	STATE>GRADE>ENDPOINT	HALTEN · KURZ · SCHLIESSEN	HALTEN · KURZ · SCHLIESSEN	KURZ HALTEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	mittleres linkes Handgerät mit Inline-Knoten	An der linken Mittelstation mit Zwischenknoten: Kurz halten; den Schritt schliessen.	sh-e-dy	dshedy	READ_ROOT_COMPOSITION
WH02-R041	WH02	f82r	B2-S008	HOW	otaiin	PROC112	OT+AIIN	ORDER>ARGUMENT	DANACH · MASS	DANACH · EIN KLEINER SCHOEPFBECHER	DANACH · EIN KLEINER SCHOEPFBECHER	NOT_APPLICABLE	NOT_APPLICABLE	mittleres linkes Handgerät mit Inline-Knoten	An der linken Mittelstation mit Zwischenknoten: Danach nach Sollmass; dann aus der Quelle ansetzen; dann stehen lassen; den Schritt schliessen.	qot/ot-aiin	otaiin	READ_SHARED_CORE
WH02-R042	WH02	f82r	B2-S008	HOW	qokar	PROC113	OK+AR	OPERATION>ADDRESS	ANSETZEN · QUELLE	ANSETZEN · QUELLE	AUS DER QUELLE ANSETZEN	NOT_APPLICABLE	NOT_APPLICABLE	mittleres linkes Handgerät mit Inline-Knoten	An der linken Mittelstation mit Zwischenknoten: Danach nach Sollmass; dann aus der Quelle ansetzen; dann stehen lassen; den Schritt schliessen.	qok/ok/chok-ar	qokar	READ_ROOT_COMPOSITION
WH02-R043	WH02	f82r	B2-S008	HOW	shedy	PROC078	SHED+DY	STATE>ENDPOINT	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	STEHENLASSEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	mittleres linkes Handgerät mit Inline-Knoten	An der linken Mittelstation mit Zwischenknoten: Danach nach Sollmass; dann aus der Quelle ansetzen; dann stehen lassen; den Schritt schliessen.	shed-dy	shedy	READ_SHARED_CORE
WH02-R044	WH02	f82r	B2-S009	HOW	solshedy	PROC114	OL+SH+E+DY	ORDER>STATE>GRADE>ENDPOINT	FORTSETZEN · HALTEN · KURZ · SCHLIESSEN	FORTSETZEN · HALTEN · KURZ · SCHLIESSEN	KURZ WEITERHALTEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	mittleres linkes Handgerät mit Inline-Knoten	An der linken Mittelstation mit Zwischenknoten: Kurz weiter halten; den Schritt schliessen.	ol/chol/qol/ls/sol-sh-e-dy	solshedy	READ_ROOT_COMPOSITION
WH02-R045	WH02	f82r	B2-S010	HOW	qokeey	PROC092	OK+EE+Y	OPERATION>GRADE>REFERENT	ANSETZEN · LANG · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	mittleres linkes Handgerät mit Inline-Knoten	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann weiterarbeiten; dann ihn laenger halten.	qok/ok/chok-ee-y/chy/chey/dy/shy/sy	qokeey	READ_SHARED_CORE
WH02-R046	WH02	f82r	B2-S010	HOW	qoky	PROC008	OK+Y	OPERATION>REFERENT	ANSETZEN · POSTEN	ANSETZEN · POSTEN	ANSETZEN · POSTEN	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	mittleres linkes Handgerät mit Inline-Knoten	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann weiterarbeiten; dann ihn laenger halten.	qok/ok/chok-y/chy/chey/dy/shy/sy	qoky	READ_SHARED_CORE
WH02-R047	WH02	f82r	B2-S010	HOW	ls	PROC115	OL	ORDER	FORTSETZEN	FORTSETZEN	WEITERARBEITEN	TRANSFER_CONTINUATION	einen Transferweg fortsetzen	mittleres linkes Handgerät mit Inline-Knoten	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann weiterarbeiten; dann ihn laenger halten.	ol/chol/qol/ls/sol	ls	READ_ROOT_COMPOSITION
WH02-R048	WH02	f82r	B2-S010	HOW	cheey	PROC031	SH+EE+Y	STATE>GRADE>REFERENT	HALTEN · LANG · POSTEN	LANG HALTEN	LANG HALTEN	GENERAL_LONG_HOLD	den Posten gewöhnlich lang halten	mittleres linkes Handgerät mit Inline-Knoten	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann weiterarbeiten; dann ihn laenger halten.	sh-ee-y/chy/chey/dy/shy/sy	cheey	READ_SHARED_CORE
WH02-R049	WH02	f82r	B2-S011	HOW	qokain	PROC080	OK+AIN	OPERATION>ARGUMENT	ANSETZEN · PORTION	ANSETZEN · EIN ABGEGRENZTER TEIL	ANSETZEN · EIN ABGEGRENZTER TEIL	NOT_APPLICABLE	NOT_APPLICABLE	mittlere rechte unklare Station	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	qok/ok/chok-ain	qokain	READ_SHARED_CORE
WH02-R050	WH02	f82r	B2-S011	HOW	char	PROC003	AR	ADDRESS	QUELLE	QUELLE	QUELLE	ACTIVE_SOURCE	die aktiv benutzte Quelle einer Prosaoperation	mittlere rechte unklare Station	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	ar	char	READ_SHARED_CORE
WH02-R051	WH02	f82r	B2-S011	HOW	qokain	PROC080	OK+AIN	OPERATION>ARGUMENT	ANSETZEN · PORTION	ANSETZEN · EIN ABGEGRENZTER TEIL	ANSETZEN · EIN ABGEGRENZTER TEIL	NOT_APPLICABLE	NOT_APPLICABLE	mittlere rechte unklare Station	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	qok/ok/chok-ain	qokain	READ_SHARED_CORE
WH02-R052	WH02	f82r	B2-S011	HOW	qokeedy	PROC100	OK+EE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	mittlere rechte unklare Station	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	qok/ok/chok-ee-dy	qokeedy	READ_SHARED_CORE
WH02-R053	WH02	f82r	B2-S012	HOW	lchy	PROC116	L+CH+Y	PATH>OPERATION>REFERENT	LEITEN · ENTNEHMEN · POSTEN	LEITEN · ENTNEHMEN · POSTEN	POSTEN LEITEN UND ENTNEHMEN	NOT_APPLICABLE	NOT_APPLICABLE	mittlere rechte unklare Station	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	l-ch-y/chy/chey/dy/shy/sy	lchy	READ_ROOT_COMPOSITION
WH02-R054	WH02	f82r	B2-S012	HOW	cheey	PROC031	SH+EE+Y	STATE>GRADE>REFERENT	HALTEN · LANG · POSTEN	LANG HALTEN	LANG HALTEN	GENERAL_LONG_HOLD	den Posten gewöhnlich lang halten	unteres grünes Mehrfigurenbecken	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	sh-ee-y/chy/chey/dy/shy/sy	cheey	READ_SHARED_CORE
WH02-R055	WH02	f82r	B2-S012	HOW	qcthey	PROC117	CTH+E+Y	STATE>GRADE>REFERENT	BEREIT · KURZ · POSTEN	BEREITEN · EIN KURZER ARBEITSGANG · POSTEN	BEREITEN · EIN KURZER ARBEITSGANG · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	unteres grünes Mehrfigurenbecken	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	cth-e-y/chy/chey/dy/shy/sy	qcthey	READ_SHARED_CORE
WH02-R056	WH02	f82r	B2-S012	HOW	qokeey	PROC092	OK+EE+Y	OPERATION>GRADE>REFERENT	ANSETZEN · LANG · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	unteres grünes Mehrfigurenbecken	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	qok/ok/chok-ee-y/chy/chey/dy/shy/sy	qokeey	READ_SHARED_CORE
WH02-R057	WH02	f82r	B2-S012	HOW	lcheey	PROC118	L+EE+Y	PATH>GRADE>REFERENT	LEITEN · LANG · POSTEN	LEITEN · LANG · POSTEN	LAENGER LEITEN	NOT_APPLICABLE	NOT_APPLICABLE	unteres grünes Mehrfigurenbecken	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	l-ee-y/chy/chey/dy/shy/sy	lcheey	READ_ROOT_COMPOSITION
WH02-R058	WH02	f82r	B2-S012	HOW	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	unteres grünes Mehrfigurenbecken	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	aiin	daiin	READ_SHARED_CORE
WH02-R059	WH02	f82r	B2-S012	HOW	chey	PROC019	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	unteres grünes Mehrfigurenbecken	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	y/chy/chey/dy/shy/sy	chey	READ_SHARED_CORE
WH02-R060	WH02	f82r	B2-S012	HOW	qokeeedy	PROC119	OK+EEE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · VOLLSTAENDIG · SCHLIESSEN	ANSETZEN · VOLLSTAENDIG · SCHLIESSEN	VOLLSTAENDIG ANSETZEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	unteres grünes Mehrfigurenbecken	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	qok/ok/chok-eee-dy	qokeeedy	READ_ROOT_COMPOSITION
WH02-R061	WH02	f82r	B2-S013	HOW	lchedy	PROC120	L+CHD+DY	PATH>OPERATION>ENDPOINT	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	unteres grünes Mehrfigurenbecken	Am unteren gruenen Figurenbecken: Leiten und umsetzen; den Schritt schliessen.	l-chd/ched-dy	lchedy	READ_SHARED_CORE
WH02-R062	WH02	f82r	B2-S014	HOW	lar	PROC121	L+AR	PATH>ADDRESS	LEITEN · QUELLE	LEITEN · QUELLE	AUS DER QUELLE LEITEN	NOT_APPLICABLE	NOT_APPLICABLE	unteres grünes Mehrfigurenbecken	Am unteren gruenen Figurenbecken: Aus der Quelle leiten.	l-ar	lar	READ_ROOT_COMPOSITION
WH02-R063	WH02	f82r	B2-S015	HOW	tshey	PROC122	SH+E+Y	STATE>GRADE>REFERENT	HALTEN · KURZ · POSTEN	HALTEN · KURZ · POSTEN	KURZ HALTEN	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	sh-e-y/chy/chey/dy/shy/sy	tshey	READ_ROOT_COMPOSITION
WH02-R064	WH02	f82r	B2-S015	HOW	qokeedy	PROC100	OK+EE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	qok/ok/chok-ee-dy	qokeedy	READ_SHARED_CORE
WH02-R065	WH02	f82r	B2-S016	HOW	dal	PROC055	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	DEFAULT_TARGET	die gewöhnliche Zielstelle	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	al	dal	READ_SHARED_CORE
WH02-R066	WH02	f82r	B2-S016	HOW	lchedar	PROC123	L+CHD+AR	PATH>OPERATION>ADDRESS	LEITEN · UMSETZEN · QUELLE	LEITEN · UMSETZEN · QUELLE	AUS DER QUELLE LEITEN UND UMSETZEN	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	l-chd/ched-ar	lchedar	READ_ROOT_COMPOSITION
WH02-R067	WH02	f82r	B2-S016	HOW	ches	PROC124	CH+E+S	OPERATION>GRADE>OPERATION	ENTNEHMEN · KURZ · PROBE	ENTNEHMEN · KURZ · PROBE	KURZE PROBE ENTNEHMEN	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	ch-e-s	ches	READ_ROOT_COMPOSITION
WH02-R068	WH02	f82r	B2-S016	HOW	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	aiin	daiin	READ_SHARED_CORE
WH02-R069	WH02	f82r	B2-S016	HOW	oteey	PROC109	OT+EE+Y	ORDER>GRADE>REFERENT	DANACH · LANG · POSTEN	DANACH LANG HALTEN	DANACH LANG HALTEN	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	qot/ot-ee-y/chy/chey/dy/shy/sy	oteey	READ_FUSED_WHOLE_WORD
WH02-R070	WH02	f82r	B2-S016	HOW	qokaiin	PROC038	OK+AIIN	OPERATION>ARGUMENT	ANSETZEN · MASS	ANSETZEN · EIN KLEINER SCHOEPFBECHER	ANSETZEN · EIN KLEINER SCHOEPFBECHER	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	qok/ok/chok-aiin	qokaiin	READ_SHARED_CORE
WH02-R071	WH02	f82r	B2-S016	HOW	okey	PROC085	OK+E+Y	OPERATION>GRADE>REFERENT	ANSETZEN · KURZ · POSTEN	ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN	ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	qok/ok/chok-e-y/chy/chey/dy/shy/sy	okey	READ_SHARED_CORE
WH02-R072	WH02	f82r	B2-S016	HOW	pchedy	PROC125	P+CHD+DY	OPERATION>OPERATION>ENDPOINT	EINBRINGEN · UMSETZEN · SCHLIESSEN	EINBRINGEN · UMSETZEN · SCHLIESSEN	EINBRINGEN UMSETZEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	p-chd/ched-dy	pchedy	READ_ROOT_COMPOSITION
WH02-R073	WH02	f82r	B2-S017	HOW	rsheal	PROC126	R+SH+E+AL	STATE>STATE>GRADE>ADDRESS	KUEHL · HALTEN · KURZ · ZIELSTELLE	KUEHL · HALTEN · KURZ · ZIELSTELLE	AN DER ZIELSTELLE KURZ KUEHL HALTEN	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Schritt an der Zielstelle schliessen.	r-sh-e-al	rsheal	READ_ROOT_COMPOSITION
WH02-R074	WH02	f82r	B2-S017	HOW	daldy	PROC127	AL+DY	ADDRESS>ENDPOINT	ZIELSTELLE · SCHLIESSEN	ZIELSTELLE · SCHLIESSEN	AN DER ZIELSTELLE SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Schritt an der Zielstelle schliessen.	al-dy	daldy	READ_ROOT_COMPOSITION
WH02-R075	WH02	f82r	B2-S018	HOW	qokeedy	PROC100	OK+EE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	qok/ok/chok-ee-dy	qokeedy	READ_SHARED_CORE
WH02-R076	WH02	f82r	B2-S019	HOW	rshedy	PROC128	R+SHED+DY	STATE>STATE>ENDPOINT	KUEHL · RUHEN · SCHLIESSEN	KUEHL · RUHEN · SCHLIESSEN	KUEHL RUHEN LASSEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Kuehlen und stehen lassen; den Schritt schliessen.	r-shed-dy	rshedy	READ_ROOT_COMPOSITION
WH02-R077	WH02	f82r	B2-S020	HOW	qoteedy	PROC129	OT+EE+DY	ORDER>GRADE>ENDPOINT	DANACH · LANG · SCHLIESSEN	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	qot/ot-ee-dy	qoteedy	READ_SHARED_CORE
WH02-R078	WH02	f82r	B2-S021	HOW	qokeedy	PROC100	OK+EE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	qok/ok/chok-ee-dy	qokeedy	READ_SHARED_CORE
WH02-R079	WH02	f82r	B2-S022	HOW	lochedy	PROC130	L+O+CHD+DY	PATH>PROCESS>OPERATION>ENDPOINT	LEITEN · ARBEITSGANG · UMSETZEN · SCHLIESSEN	LEITEN · ARBEITSGANG · UMSETZEN · SCHLIESSEN	DURCHLEITEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	kleine Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Im Arbeitsgang leiten und umsetzen; den Schritt schliessen.	l-o-chd/ched-dy	lochedy	READ_ROOT_COMPOSITION
WH02-R080	WH02	f69v	f69v.12	WHEN	otody	A3:G118	OT+O+DY	ORDER>PROCESS>ENDPOINT	DANACH · ARBEITSGANG · SCHLIESSEN	DANACH · ARBEITSGANG · SCHLIESSEN	DANACH · ARBEITSGANG · SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	C4@f69v.12; linker lokaler 28er-Bedingungsplatz	Führe den Auftrag am markierten lokalen Platz C4 des linken 28er-Rades aus; keine Umlaufrichtung ist nötig.	qot/ot-o-dy	otody	READ_LOCAL_CONDITION_WORD
WH03-R001	WH03	f10r	H1-S001	WHAT	dchey	PROC001	CH+E+Y	OPERATION>GRADE>REFERENT	ENTNEHMEN · KURZ · POSTEN	ENTNEHMEN · EIN KURZER ARBEITSGANG · POSTEN	ENTNEHMEN · EIN KURZER ARBEITSGANG · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt A.G2	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten, aus der Quelle nehmen und bearbeiten; dazu Wasser entnehmen, danach den Posten bearbeiten, entnehmen und weiterfuehren, nach Sollmass ansetzen und kurz bearbeiten.	ch-e-y/chy/chey/dy/shy/sy	dchey	READ_SHARED_CORE
WH03-R002	WH03	f10r	H1-S001	WHAT	cthoor	PROC002	CTH+O+OR	STATE>PROCESS>MATERIAL	BEREIT · ARBEITSGANG · ANSATZ	BEREITEN · ARBEITSGANG · ANSATZ	BEREITEN · ARBEITSGANG · ANSATZ	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt A.G2	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten, aus der Quelle nehmen und bearbeiten; dazu Wasser entnehmen, danach den Posten bearbeiten, entnehmen und weiterfuehren, nach Sollmass ansetzen und kurz bearbeiten.	cth-o-or	cthoor	READ_SHARED_CORE
WH03-R003	WH03	f10r	H1-S001	WHAT	char	PROC003	AR	ADDRESS	QUELLE	QUELLE	QUELLE	ACTIVE_SOURCE	die aktiv benutzte Quelle einer Prosaoperation	Bildprodukt A.G2	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten, aus der Quelle nehmen und bearbeiten; dazu Wasser entnehmen, danach den Posten bearbeiten, entnehmen und weiterfuehren, nach Sollmass ansetzen und kurz bearbeiten.	ar	char	READ_SHARED_CORE
WH03-R004	WH03	f10r	H1-S001	WHAT	chety	PROC004	T+Y	OPERATION>REFERENT	BEARBEITEN · POSTEN	BEARBEITEN · POSTEN	BEARBEITEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt A.G2	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten, aus der Quelle nehmen und bearbeiten; dazu Wasser entnehmen, danach den Posten bearbeiten, entnehmen und weiterfuehren, nach Sollmass ansetzen und kurz bearbeiten.	t-y/chy/chey/dy/shy/sy	chety	READ_SHARED_CORE
WH03-R005	WH03	f10r	H1-S001	WHAT	os	PROC005	OS	ORDER	DAZU	DAZU	DAZU	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt A.G2	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten, aus der Quelle nehmen und bearbeiten; dazu Wasser entnehmen, danach den Posten bearbeiten, entnehmen und weiterfuehren, nach Sollmass ansetzen und kurz bearbeiten.	os	os	READ_SHARED_CORE
WH03-R006	WH03	f10r	H1-S001	WHAT	chair	PROC006	CH+AIR	OPERATION>PATH	ENTNEHMEN · LAUF	ENTNEHMEN · WASSER	ENTNEHMEN · WASSER	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt A.G2	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten, aus der Quelle nehmen und bearbeiten; dazu Wasser entnehmen, danach den Posten bearbeiten, entnehmen und weiterfuehren, nach Sollmass ansetzen und kurz bearbeiten.	ch-air	chair	READ_SHARED_CORE
WH03-R007	WH03	f10r	H1-S001	WHAT	otytchol	PROC007	OT+Y+T+CH+OL	ORDER>REFERENT>OPERATION>OPERATION>ORDER	DANACH · POSTEN · BEARBEITEN · ENTNEHMEN · FORTSETZEN	DANACH DIESEN POSTEN BEARBEITEN, ENTNEHMEN UND WEITERFUEHREN	DANACH DIESEN POSTEN BEARBEITEN, ENTNEHMEN UND WEITERFUEHREN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt A.G2	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten, aus der Quelle nehmen und bearbeiten; dazu Wasser entnehmen, danach den Posten bearbeiten, entnehmen und weiterfuehren, nach Sollmass ansetzen und kurz bearbeiten.	qot/ot-y/chy/chey/dy/shy/sy-t-ch-ol/chol/qol/ls/sol	otytchol	READ_SHARED_CORE
WH03-R008	WH03	f10r	H1-S001	WHAT	qoky	PROC008	OK+Y	OPERATION>REFERENT	ANSETZEN · POSTEN	ANSETZEN · POSTEN	ANSETZEN · POSTEN	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	Bildprodukt A.G2	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten, aus der Quelle nehmen und bearbeiten; dazu Wasser entnehmen, danach den Posten bearbeiten, entnehmen und weiterfuehren, nach Sollmass ansetzen und kurz bearbeiten.	qok/ok/chok-y/chy/chey/dy/shy/sy	qoky	READ_SHARED_CORE
