carrier_link_ordinal	layer	source_assignment_ordinal	source_artifact	cohort	event_id	statement_id	physical_page	register	surface	recipe	atom	atom_value_de	atom_position	carrier_envelope	specialized_default_reading_de	specialized_detail	unified_atom_category	unified_atom_value_de	position_and_value_match_unified_card	guard
232	GRADE	232	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3631	G407-S602	f83r	BIOLOGICAL	solkeedy	OL+K+EE+D_ADDR+Y	EE	GRAD II	3	OL>G<END	weiter mit geben auf Grad II	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
233	GRADE	233	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3632	G407-S602	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
234	GRADE	234	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3640	G407-S605	f83r	BIOLOGICAL	solkeedy	OL+K+EE+D_ADDR+Y	EE	GRAD II	3	OL>G<END	weiter mit geben auf Grad II	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
235	GRADE	235	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3642	G407-S606	f83r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
236	GRADE	236	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3655	G407-S611	f83r	BIOLOGICAL	qotedaiin	OT+E+AIIN	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
237	GRADE	237	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3657	G407-S611	f83r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
238	GRADE	238	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3660	G407-S613	f83r	BIOLOGICAL	qotedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
239	GRADE	239	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3723	G407-S636	f83r	BIOLOGICAL	dolshed	D_ADDR+OL+SH+E	E	GRAD I	4	OL>G<END	weiter mit halten auf Grad I	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
240	GRADE	240	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3727	G407-S636	f83r	BIOLOGICAL	okeeol	OK+EE+OL	EE	GRAD II	2	START>G<OL	setzen auf Grad II; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
241	GRADE	241	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3752	G407-S642	f83r	BIOLOGICAL	solkey	OL+K+E+Y	E	GRAD I	3	OL>G<END	weiter mit geben auf Grad I	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
242	GRADE	242	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3763	G407-S643	f83r	BIOLOGICAL	sheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
243	GRADE	243	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3780	G407-S647	f83r	BIOLOGICAL	solkeey	OL+K+EE+Y	EE	GRAD II	3	OL>G<END	weiter mit geben auf Grad II	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
244	GRADE	244	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3797	G407-S648	f88r	PHARMA	ctheol	CH+T+E+OL	E	GRAD I	3	START>G<OL	nehmen und einstellen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
245	GRADE	245	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3806	G407-S648	f88r	PHARMA	keol	K+E+OL	E	GRAD I	2	START>G<OL	geben auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
246	GRADE	246	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3827	G407-S648	f88r	PHARMA	qokeol	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
247	GRADE	247	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3832	G407-S648	f88r	PHARMA	doleeey	D_ADDR+OL+EEE+Y	EEE	GRAD III	3	OL>G<END	weiter mit Träger auf Grad III	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD III	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
248	GRADE	248	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3853	G407-S650	f88r	PHARMA	qoekol	CARRIER_Q+O+E+K+OL	E	GRAD I	3	START>G<OL	Träger auf Grad I; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
249	GRADE	249	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3854	G407-S650	f88r	PHARMA	qoekol	CARRIER_Q+O+E+K+OL	E	GRAD I	3	START>G<OL	Träger auf Grad I; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
250	GRADE	250	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3858	G407-S650	f88r	PHARMA	dsheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
251	GRADE	251	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3865	G407-S650	f88r	PHARMA	oteor	OT+E+OR	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
252	GRADE	252	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3868	G407-S650	f88r	PHARMA	teol	E+OL	E	GRAD I	1	START>G<OL	Träger auf Grad I; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
253	GRADE	253	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3871	G407-S650	f88r	PHARMA	qokeol	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
254	GRADE	254	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3874	G407-S650	f88r	PHARMA	sheeol	SH+EE+OL	EE	GRAD II	2	START>G<OL	halten auf Grad II; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
255	GRADE	255	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3875	G407-S650	f88r	PHARMA	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
256	GRADE	256	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3884	G407-S651	f88r	PHARMA	olkeey	OL+K+EE+Y	EE	GRAD II	3	OL>G<END	weiter mit geben auf Grad II	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
257	GRADE	257	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3949	G407-S653	f88v	PHARMA	olcheody	OL+CH+E+O+DY	E	GRAD I	3	OL>G<DY	weiter mit nehmen auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
258	GRADE	258	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3950	G407-S654	f88v	PHARMA	qoekeol	O+E+K+E+OL	E	GRAD I	2	START>G<OL	Träger auf Grad I; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
259	GRADE	259	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3950	G407-S654	f88v	PHARMA	qoekeol	O+E+K+E+OL	E	GRAD I	4	START>G<OL	geben auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
260	GRADE	260	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3966	G407-S654	f88v	PHARMA	cheorol	CH+E+O+R+OL	E	GRAD I	2	START>G<OL	nehmen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
261	GRADE	261	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3973	G407-S657	f88v	PHARMA	qoteody	OT+E+O+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
262	GRADE	262	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3988	G407-S658	f88v	PHARMA	oteody	OT+E+O+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
263	GRADE	263	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3996	G407-S659	f88v	PHARMA	cheeol	SH+EE+OL	EE	GRAD II	2	START>G<OL	halten auf Grad II; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
264	GRADE	264	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3999	G407-S660	f88v	PHARMA	soteol	S+OT+E+OL	E	GRAD I	3	OT>G<OL	danach Träger auf Grad I; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
265	GRADE	265	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4008	G407-S660	f88v	PHARMA	oteody	OT+E+O+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
266	GRADE	266	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4012	G407-S660	f88v	PHARMA	oteol	OT+E+OL	E	GRAD I	2	OT>G<OL	danach Träger auf Grad I; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
267	GRADE	267	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4016	G407-S660	f88v	PHARMA	oteeody	OT+EE+O+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
268	GRADE	268	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4027	G407-S663	f88v	PHARMA	qoteo	OT+E+O	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
269	GRADE	269	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4035	G407-S663	f88v	PHARMA	sheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
270	GRADE	270	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4080	G407-S668	f89r	PHARMA	qokeol	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
271	GRADE	271	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4110	G407-S669	f89r	PHARMA	sheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
272	GRADE	272	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4130	G407-S670	f89r	PHARMA	qotey	OT+E+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
273	GRADE	273	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4131	G407-S670	f89r	PHARMA	qokeeol	OK+EE+OL	EE	GRAD II	2	START>G<OL	setzen auf Grad II; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
274	GRADE	274	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4173	G407-S672	f89r	PHARMA	sheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
275	GRADE	275	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4182	G407-S672	f89r	PHARMA	oteos	OT+E+O+S_ADDR	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
276	GRADE	276	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4190	G407-S673	f89r	PHARMA	cholkeedy	OL+K+EE+DY	EE	GRAD II	3	OL>G<DY	weiter mit geben auf Grad II; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
277	GRADE	277	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4197	G407-S675	f89r	PHARMA	cpheeedol	CH+P+EEE+D_ADDR+OL	EEE	GRAD III	3	START>G<OL	nehmen und einsetzen auf Grad III; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD III	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
278	GRADE	278	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4208	G407-S675	f89r	PHARMA	dolchsyckheol	D_ADDR+OL+CH+S+Y+CH+K+E+OL	E	GRAD I	8	OL>G<OL	weiter mit nehmen und wählen und nehmen und geben auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
279	GRADE	279	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4233	G407-S678	f89r	PHARMA	qoteol	OT+E+OL	E	GRAD I	2	OT>G<OL	danach Träger auf Grad I; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
280	GRADE	280	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4244	G407-S678	f89r	PHARMA	lkeopol	L+K+E+O+P+OL	E	GRAD I	3	START>G<OL	geben auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
281	GRADE	281	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4248	G407-S678	f89r	PHARMA	olkey	OL+K+E+Y	E	GRAD I	3	OL>G<END	weiter mit geben auf Grad I	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
282	GRADE	282	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4249	G407-S678	f89r	PHARMA	okeol	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
283	GRADE	283	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4251	G407-S678	f89r	PHARMA	okeeol	OK+EE+OL	EE	GRAD II	2	START>G<OL	setzen auf Grad II; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
284	GRADE	284	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4261	G407-S679	f89r	PHARMA	olcheol	OL+CH+E+O+DY	E	GRAD I	3	OL>G<DY	weiter mit nehmen auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
285	GRADE	285	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4272	G407-S680	f89r	PHARMA	qokeol	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
286	GRADE	286	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4294	G407-S681	f89r	PHARMA	sheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
287	GRADE	287	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4298	G407-S681	f89r	PHARMA	opcheol	O+P+CH+E+OL	E	GRAD I	4	START>G<OL	einsetzen und nehmen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
288	GRADE	288	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4309	G407-S684	f89r	PHARMA	keol	K+E+OL	E	GRAD I	2	START>G<OL	geben auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
289	GRADE	289	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4314	G407-S684	f89r	PHARMA	okeol	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
290	GRADE	290	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4320	G407-S685	f89r	PHARMA	okeol	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
291	GRADE	291	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4323	G407-S685	f89r	PHARMA	yokeeol	Y+OK+EE+OL	EE	GRAD II	3	START>G<OL	setzen auf Grad II; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
292	GRADE	292	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4326	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
293	GRADE	293	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4332	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
294	GRADE	294	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4336	G407-S685	f89r	PHARMA	oteos	OT+E+O+S_ADDR	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
295	GRADE	295	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4339	G407-S685	f89r	PHARMA	sheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
296	GRADE	296	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4376	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
297	GRADE	297	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4404	G407-S688	f95v	HERBAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
298	GRADE	298	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E4405	G407-S689	f95v	HERBAL	qotedaiin	OT+E+AIIN	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
