integration_ordinal	event_id	statement_id	physical_page	register	surface	recipe	grade_link_count	argument_link_count	relation_link_count	total_specialized_link_count	specialized_layers	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_readings_de	integration_status
284	G407-E2044	G407-S244	f76r	BIOLOGICAL	olaiin	OL+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → WERT	weiter; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
285	G407-E2047	G407-S244	f76r	BIOLOGICAL	dalshedy	AL+SH+E+DY	0	0	1	1	RELATION	ZIELORT → HALTEN → GRAD I → ABSCHLIESSEN	zum Zielort; halten; auf Grad I; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
286	G407-E2053	G407-S246	f76r	BIOLOGICAL	alolor	OL+OR	0	1	0	1	ARGUMENT	FORTSETZEN → EINHEIT	weiter; die Einheit	ARGUMENT:weiter mit der Einheit als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
287	G407-E2054	G407-S246	f76r	BIOLOGICAL	olain	OL+AIN	0	1	0	1	ARGUMENT	FORTSETZEN → ANTEIL	weiter; den Anteil	ARGUMENT:weiter mit dem Anteil als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
288	G407-E2062	G407-S246	f76r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
289	G407-E2067	G407-S247	f76r	BIOLOGICAL	qolal	OL+AL	0	0	1	1	RELATION	FORTSETZEN → ZIELORT	weiter; zum Zielort	RELATION:FORTSETZEN · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
290	G407-E2069	G407-S247	f76r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
291	G407-E2077	G407-S249	f76r	BIOLOGICAL	qolain	OL+AIN	0	1	0	1	ARGUMENT	FORTSETZEN → ANTEIL	weiter; den Anteil	ARGUMENT:weiter mit dem Anteil als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
292	G407-E2085	G407-S249	f76r	BIOLOGICAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
293	G407-E2115	G407-S253	f76r	BIOLOGICAL	cheolchey	CH+E+OL+CH+E+Y	2	1	0	3	ARGUMENT|GRADE	NEHMEN → GRAD I → FORTSETZEN → NEHMEN → GRAD I → POSTEN	nehmen; auf Grad I; weiter; nehmen; auf Grad I; den Posten	GRADE:nehmen auf Grad I; den Träger weiterführen || GRADE:weiter mit nehmen auf Grad I || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
294	G407-E2123	G407-S253	f76r	BIOLOGICAL	olky	OL+K+Y	0	1	0	1	ARGUMENT	FORTSETZEN → GEBEN → POSTEN	weiter; geben; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
295	G407-E2132	G407-S254	f76r	BIOLOGICAL	dalshedy	AL+SH+E+DY	0	0	1	1	RELATION	ZIELORT → HALTEN → GRAD I → ABSCHLIESSEN	zum Zielort; halten; auf Grad I; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
296	G407-E2151	G407-S259	f76r	BIOLOGICAL	lol	L+OL	0	0	1	1	RELATION	VERBINDUNG → FORTSETZEN	über die Verbindung; weiter	RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
297	G407-E2158	G407-S259	f76r	BIOLOGICAL	qoolkal	OL+AL	0	0	1	1	RELATION	FORTSETZEN → ZIELORT	weiter; zum Zielort	RELATION:FORTSETZEN · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
298	G407-E2163	G407-S262	f76r	BIOLOGICAL	ollchy	OL+L+CH+Y	0	1	1	2	ARGUMENT|RELATION	FORTSETZEN → VERBINDUNG → NEHMEN → POSTEN	weiter; über die Verbindung; nehmen; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger || RELATION:FORTSETZEN · VERBINDUNG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
299	G407-E2167	G407-S262	f76r	BIOLOGICAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
300	G407-E2173	G407-S263	f76r	BIOLOGICAL	okeolor	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
301	G407-E2175	G407-S263	f76r	BIOLOGICAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
302	G407-E2182	G407-S264	f76r	BIOLOGICAL	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
303	G407-E2194	G407-S264	f76r	BIOLOGICAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
304	G407-E2195	G407-S265	f76r	BIOLOGICAL	oteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
305	G407-E2198	G407-S265	f76r	BIOLOGICAL	olsheol	OL+K+E+OL	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD I → FORTSETZEN	weiter; geben; auf Grad I; weiter	GRADE:weiter mit geben auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
306	G407-E2201	G407-S266	f76r	BIOLOGICAL	polalchdy	P+OL+AL+CHD+DY	0	0	1	1	RELATION	EINSETZEN → FORTSETZEN → ZIELORT → BEARBEITEN → ABSCHLIESSEN	einsetzen; weiter; zum Zielort; bearbeiten; abschließen	RELATION:FORTSETZEN · ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
307	G407-E2205	G407-S269	f76r	BIOLOGICAL	yksheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
308	G407-E2207	G407-S270	f76r	BIOLOGICAL	oty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
309	G407-E2211	G407-S271	f76r	BIOLOGICAL	qolchey	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
310	G407-E2221	G407-S272	f76r	BIOLOGICAL	oty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
311	G407-E2223	G407-S272	f76r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
312	G407-E2230	G407-S274	f76r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
313	G407-E2236	G407-S275	f76r	BIOLOGICAL	qokchdyl	OK+CHD+DY+L	0	0	1	1	RELATION	SETZEN → BEARBEITEN → ABSCHLIESSEN → VERBINDUNG	setzen; bearbeiten; abschließen; über die Verbindung	RELATION:ABSCHLIESSEN · VERBINDUNG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
314	G407-E2242	G407-S276	f76r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
315	G407-E2243	G407-S277	f76r	BIOLOGICAL	qolain	OL+AIN	0	1	0	1	ARGUMENT	FORTSETZEN → ANTEIL	weiter; den Anteil	ARGUMENT:weiter mit dem Anteil als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
316	G407-E2244	G407-S277	f76r	BIOLOGICAL	qotal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
317	G407-E2248	G407-S278	f76r	BIOLOGICAL	otalam	OT+AL+AM_ADDR	0	0	1	1	RELATION	DANACH → ZIELORT → HIER	danach; zum Zielort; hier	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
318	G407-E2253	G407-S278	f76r	BIOLOGICAL	sheeoldy	SH+EE+OL	1	0	0	1	GRADE	HALTEN → GRAD II → FORTSETZEN	halten; auf Grad II; weiter	GRADE:halten auf Grad II; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
319	G407-E2255	G407-S278	f76r	BIOLOGICAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
320	G407-E2257	G407-S278	f76r	BIOLOGICAL	lol	L+OL	0	0	1	1	RELATION	VERBINDUNG → FORTSETZEN	über die Verbindung; weiter	RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
321	G407-E2259	G407-S279	f76r	BIOLOGICAL	poleedaran	P+OL+EE+D_ADDR+AR+AN	1	0	1	2	GRADE|RELATION	EINSETZEN → FORTSETZEN → GRAD II → HIER → AUSGANG → KLASSE	einsetzen; weiter; auf Grad II; hier; vom Ausgang; als Klasse	GRADE:weiter mit Träger auf Grad II || RELATION:FORTSETZEN · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
322	G407-E2261	G407-S279	f76r	BIOLOGICAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
323	G407-E2263	G407-S279	f76r	BIOLOGICAL	alol	AL+OL	0	0	1	1	RELATION	ZIELORT → FORTSETZEN	zum Zielort; weiter	RELATION:ZIELORT · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
324	G407-E2267	G407-S280	f76r	BIOLOGICAL	otain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
325	G407-E2270	G407-S280	f76r	BIOLOGICAL	kolpy	K+OL+P+Y	0	1	0	1	ARGUMENT	GEBEN → FORTSETZEN → EINSETZEN → POSTEN	geben; weiter; einsetzen; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
326	G407-E2287	G407-S284	f76r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
327	G407-E2289	G407-S286	f76r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
328	G407-E2293	G407-S287	f76r	BIOLOGICAL	otarain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
329	G407-E2302	G407-S287	f76r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
330	G407-E2303	G407-S288	f76r	BIOLOGICAL	olain	OL+AIN	0	1	0	1	ARGUMENT	FORTSETZEN → ANTEIL	weiter; den Anteil	ARGUMENT:weiter mit dem Anteil als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
331	G407-E2311	G407-S288	f76r	BIOLOGICAL	oteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
332	G407-E2316	G407-S290	f76r	BIOLOGICAL	olaiin	OL+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → WERT	weiter; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
333	G407-E2331	G407-S291	f76r	BIOLOGICAL	olkedy	OL+K+E+DY	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD I → ABSCHLIESSEN	weiter; geben; auf Grad I; abschließen	GRADE:weiter mit geben auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
334	G407-E2333	G407-S292	f76r	BIOLOGICAL	otal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
335	G407-E2345	G407-S295	f76r	BIOLOGICAL	rorol	L+OL+OL	0	0	1	1	RELATION	VERBINDUNG → FORTSETZEN → FORTSETZEN	über die Verbindung; weiter; weiter	RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
336	G407-E2346	G407-S295	f76r	BIOLOGICAL	olsheed	OL+SH+EE+D_ADDR	1	0	0	1	GRADE	FORTSETZEN → HALTEN → GRAD II → HIER	weiter; halten; auf Grad II; hier	GRADE:weiter mit halten auf Grad II	EXACT_EVENT_AND_ATOM_POSITION_JOIN
337	G407-E2350	G407-S299	f76r	BIOLOGICAL	lkedy	L+K+E+DY	0	0	1	1	RELATION	VERBINDUNG → GEBEN → GRAD I → ABSCHLIESSEN	über die Verbindung; geben; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
338	G407-E2354	G407-S301	f76r	BIOLOGICAL	otain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
339	G407-E2362	G407-S303	f76r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
340	G407-E2369	G407-S305	f76r	BIOLOGICAL	qolaiin	OL+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → WERT	weiter; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
341	G407-E2374	G407-S307	f76r	BIOLOGICAL	choly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
342	G407-E2382	G407-S307	f76r	BIOLOGICAL	solshey	OL+SH+E+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → HALTEN → GRAD I → POSTEN	weiter; halten; auf Grad I; den Posten	GRADE:weiter mit halten auf Grad I || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
343	G407-E2393	G407-S311	f77r	BIOLOGICAL	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S	0	0	1	1	RELATION	EINSETZEN → FORTSETZEN → HIER → AUSGANG → HIER → STUFE → WÄHLEN	einsetzen; weiter; hier; vom Ausgang; hier; auf der Stufe; wählen	RELATION:FORTSETZEN · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
344	G407-E2400	G407-S311	f77r	BIOLOGICAL	olkedy	OL+K+E+DY	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD I → ABSCHLIESSEN	weiter; geben; auf Grad I; abschließen	GRADE:weiter mit geben auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
345	G407-E2401	G407-S312	f77r	BIOLOGICAL	loly	L+OL+Y	0	1	1	2	ARGUMENT|RELATION	VERBINDUNG → FORTSETZEN → POSTEN	über die Verbindung; weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger || RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
346	G407-E2405	G407-S312	f77r	BIOLOGICAL	qotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
347	G407-E2406	G407-S312	f77r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
348	G407-E2412	G407-S313	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
349	G407-E2419	G407-S317	f77r	BIOLOGICAL	oteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
350	G407-E2421	G407-S318	f77r	BIOLOGICAL	solteedy	OL+T+EE+DY	1	0	0	1	GRADE	FORTSETZEN → EINSTELLEN → GRAD II → ABSCHLIESSEN	weiter; einstellen; auf Grad II; abschließen	GRADE:weiter mit einstellen auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
351	G407-E2422	G407-S319	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
352	G407-E2427	G407-S321	f77r	BIOLOGICAL	shealol	SH+E+AL+OL	1	0	1	2	GRADE|RELATION	HALTEN → GRAD I → ZIELORT → FORTSETZEN	halten; auf Grad I; zum Zielort; weiter	GRADE:halten auf Grad I; den Träger weiterführen || RELATION:ZIELORT · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
353	G407-E2437	G407-S325	f77r	BIOLOGICAL	qolal	OL+AL	0	0	1	1	RELATION	FORTSETZEN → ZIELORT	weiter; zum Zielort	RELATION:FORTSETZEN · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
354	G407-E2441	G407-S325	f77r	BIOLOGICAL	sheeol	SH+EE+OL	1	0	0	1	GRADE	HALTEN → GRAD II → FORTSETZEN	halten; auf Grad II; weiter	GRADE:halten auf Grad II; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
355	G407-E2442	G407-S325	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
356	G407-E2446	G407-S328	f77r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
357	G407-E2455	G407-S332	f77r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
358	G407-E2456	G407-S333	f77r	BIOLOGICAL	lol	L+OL	0	0	1	1	RELATION	VERBINDUNG → FORTSETZEN	über die Verbindung; weiter	RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
359	G407-E2458	G407-S334	f77r	BIOLOGICAL	qotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
360	G407-E2462	G407-S335	f77r	BIOLOGICAL	qolcheedy	OL+SH+EE+DY	1	0	0	1	GRADE	FORTSETZEN → HALTEN → GRAD II → ABSCHLIESSEN	weiter; halten; auf Grad II; abschließen	GRADE:weiter mit halten auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
361	G407-E2464	G407-S337	f77r	BIOLOGICAL	lol	L+OL	0	0	1	1	RELATION	VERBINDUNG → FORTSETZEN	über die Verbindung; weiter	RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
362	G407-E2465	G407-S337	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
363	G407-E2466	G407-S338	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
364	G407-E2473	G407-S341	f77r	BIOLOGICAL	lol	L+OL	0	0	1	1	RELATION	VERBINDUNG → FORTSETZEN	über die Verbindung; weiter	RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
365	G407-E2484	G407-S342	f77r	BIOLOGICAL	qotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
366	G407-E2494	G407-S345	f77r	BIOLOGICAL	qotain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
367	G407-E2497	G407-S346	f77r	BIOLOGICAL	qoteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
368	G407-E2500	G407-S346	f77r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
369	G407-E2501	G407-S347	f77r	BIOLOGICAL	dalchedy	AL+CHD+DY	0	0	1	1	RELATION	ZIELORT → BEARBEITEN → ABSCHLIESSEN	zum Zielort; bearbeiten; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
370	G407-E2509	G407-S351	f77r	BIOLOGICAL	olaiiny	OL+AIIN+Y	0	2	0	2	ARGUMENT	FORTSETZEN → WERT → POSTEN	weiter; den Wert; den Posten	ARGUMENT:weiter mit dem Wert als aktuellem Träger || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
371	G407-E2510	G407-S351	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
372	G407-E2512	G407-S352	f77r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
373	G407-E2523	G407-S354	f77r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
374	G407-E2524	G407-S355	f77r	BIOLOGICAL	olshedy	OL+SH+E+DY	1	0	0	1	GRADE	FORTSETZEN → HALTEN → GRAD I → ABSCHLIESSEN	weiter; halten; auf Grad I; abschließen	GRADE:weiter mit halten auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
375	G407-E2534	G407-S357	f77r	BIOLOGICAL	qolchy	OL+CH+Y	0	1	0	1	ARGUMENT	FORTSETZEN → NEHMEN → POSTEN	weiter; nehmen; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
