state_card_ordinal	cohort	event_id	source_event_id	statement_id	physical_page	register	card_ordinal_in_statement	statement_event_count	statement_position	statement_final	surface	recipe	recipe_atom_count	ordered_type_signature	state_marker_sequence	ordered_typed_atom_trace	ordered_all_atom_reading_de	all_atom_default_phrase_de	state_scope_reading_de	source_context_layer	context_template	contextual_clause_de	explicit_action_roots	inherited_action_root	explicit_argument_roots	inherited_argument_root	action_atom_count	grade_atom_count	argument_atom_count	relation_atom_count	state_control_atom_count	formal_control_atom_count	local_or_class_sign_count	specialized_carrier_layers	specialized_carrier_link_count	specialized_carrier_readings_de	every_atom_mapped	written_order_preserved	sequence_default_status	guard
219	OLD26_GDT407	G407-E1090	P1003-E0589	G407-S056	f71v	CELESTIAL	13	18	STATEMENT_INTERNAL	NO	oteey	OT+EE+Y	3	STATE_CONTROL+GRADE+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > Y{ARGUMENT=POSTEN}	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	DANACH · GRAD II · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang stelle den Positionsposten ein; auf Grad II.	NONE	T	Y	NONE	0	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
220	OLD26_GDT407	G407-E1093	P1003-E0592	G407-S056	f71v	CELESTIAL	16	18	STATEMENT_INTERNAL	NO	arol	AR+OL	2	RELATION+STATE_CONTROL	OL	AR{RELATION=AUSGANG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	AUSGANG → FORTSETZEN	vom Ausgang; weiter	AUSGANG · FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_RELATION	Weiter im laufenden Gang ordne die Positionseinheit [wie zuvor] zu; von der Ausgangsposition.	NONE	K	NONE	OR	0	0	0	1	1	0	0	RELATION	1	RELATION:AUSGANG · FORTSETZEN	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
221	OLD26_GDT407	G407-E1097	P1003-E0612	G407-S057	f71v	CELESTIAL	2	27	STATEMENT_INTERNAL	NO	oteeos	OT+EE+O+S_ADDR	4	STATE_CONTROL+GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > O{FORMSTEUERUNG=AUSFÜHRUNG} > S_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	DANACH → GRAD II → AUSFÜHRUNG → HIER	danach; auf Grad II; zur Ausführung; hier	DANACH · GRAD II · AUSFÜHRUNG · HIER	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang nimm auf; auf Grad II und als Ausführung; an der bezeichneten Stelle.	NONE	CH	NONE	NONE	0	1	0	0	1	1	1	GRADE	1	GRADE:danach Träger auf Grad II	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
222	OLD26_GDT407	G407-E1104	P1003-E0619	G407-S057	f71v	CELESTIAL	9	27	STATEMENT_INTERNAL	NO	oty	OT+Y	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > Y{ARGUMENT=POSTEN}	DANACH → POSTEN	danach; den Posten	DANACH · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang setze den Positionsposten.	NONE	OK	Y	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
223	OLD26_GDT407	G407-E1105	P1003-E0620	G407-S057	f71v	CELESTIAL	10	27	STATEMENT_INTERNAL	NO	oto	OT+O	2	STATE_CONTROL+FORMAL_CONTROL	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > O{FORMSTEUERUNG=AUSFÜHRUNG}	DANACH → AUSFÜHRUNG	danach; zur Ausführung	DANACH · AUSFÜHRUNG	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang setze den Positionsposten [wie zuvor]; als Ausführung.	NONE	OK	NONE	Y	0	0	0	0	1	1	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
224	OLD26_GDT407	G407-E1109	P1003-E0624	G407-S057	f71v	CELESTIAL	14	27	STATEMENT_INTERNAL	NO	otchr	OT+CH+R	3	STATE_CONTROL+ACTION_HEAD+ACTION_HEAD	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > R{HANDLUNG=MARKIEREN}	DANACH → NEHMEN → MARKIEREN	danach; nehmen; markieren	DANACH · NEHMEN · MARKIEREN	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Danach nimm den Positionsposten [wie zuvor] auf und markiere den Positionsposten [wie zuvor].	CH|R	NONE	NONE	Y	2	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
225	OLD26_GDT407	G407-E1112	P1003-E0627	G407-S057	f71v	CELESTIAL	17	27	STATEMENT_INTERNAL	NO	shepchol	SH+E+P+CH+OL	5	ACTION_HEAD+GRADE+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	OL	SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > P{HANDLUNG=EINSETZEN} > CH{HANDLUNG=NEHMEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	HALTEN → GRAD I → EINSETZEN → NEHMEN → FORTSETZEN	halten; auf Grad I; einsetzen; nehmen; weiter	HALTEN · GRAD I · EINSETZEN · NEHMEN · FORTSETZEN	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Weiter halte den Positionsposten [wie zuvor], setze den Positionsposten [wie zuvor] ein und nimm den Positionsposten [wie zuvor] auf; auf Grad I.	SH|P|CH	NONE	NONE	Y	3	1	0	0	1	0	0	GRADE	1	GRADE:halten auf Grad I; den Träger weiterführen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
226	OLD26_GDT407	G407-E1113	P1003-E0628	G407-S057	f71v	CELESTIAL	18	27	STATEMENT_INTERNAL	NO	otor	OT+OR	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > OR{ARGUMENT=EINHEIT}	DANACH → EINHEIT	danach; die Einheit	DANACH · EINHEIT	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang nimm die Positionseinheit auf.	NONE	CH	OR	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach die Einheit als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
227	OLD26_GDT407	G407-E1120	P1003-E0635	G407-S057	f71v	CELESTIAL	25	27	STATEMENT_INTERNAL	NO	otal	OT+AL	2	STATE_CONTROL+RELATION	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > AL{RELATION=ZIELORT}	DANACH → ZIELORT	danach; zum Zielort	DANACH · ZIELORT	GDT416_OLD26_IMPERATIVE	INHERITED_RELATION	Danach im laufenden Gang halte den Positionsposten [wie zuvor]; zur Zielposition.	NONE	SH	NONE	Y	0	0	0	1	1	0	0	RELATION	1	RELATION:DANACH · ZIELORT	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
228	OLD26_GDT407	G407-E1122	P1003-E0637	G407-S057	f71v	CELESTIAL	27	27	STATEMENT_FINAL	YES	shldy	SH+L+DY	3	ACTION_HEAD+RELATION+STATE_CONTROL	DY	SH{HANDLUNG=HALTEN} > L{RELATION=VERBINDUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HALTEN → VERBINDUNG → ABSCHLIESSEN	halten; über die Verbindung; abschließen	HALTEN · VERBINDUNG · SCHLUSS	GDT416_OLD26_IMPERATIVE	ACTION_RELATION	Halte den Positionsposten [wie zuvor]; über die Ringverbindung; schließe den Schritt.	SH	NONE	NONE	Y	1	0	0	1	1	0	0	RELATION	1	RELATION:VERBINDUNG · ABSCHLIESSEN	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
229	OLD26_GDT407	G407-E1123	P1003-E0638	G407-S058	f71v	CELESTIAL	1	3	STATEMENT_INITIAL	NO	otaly	OT+AL+Y	3	STATE_CONTROL+RELATION+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > AL{RELATION=ZIELORT} > Y{ARGUMENT=POSTEN}	DANACH → ZIELORT → POSTEN	danach; zum Zielort; den Posten	DANACH · ZIELORT · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_RELATION	Danach im laufenden Gang halte den Positionsposten; zur Zielposition.	NONE	SH	Y	NONE	0	0	1	1	1	0	0	ARGUMENT|RELATION	2	ARGUMENT:danach den Posten als nächsten Träger eröffnen || RELATION:DANACH · ZIELORT	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
230	OLD26_GDT407	G407-E1124	P1003-E0639	G407-S058	f71v	CELESTIAL	2	3	STATEMENT_INTERNAL	NO	okol	OK+OL	2	ACTION_HEAD+STATE_CONTROL	OL	OK{HANDLUNG=SETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	SETZEN → FORTSETZEN	setzen; weiter	SETZEN · FORTSETZEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter setze den Positionsposten [wie zuvor].	OK	NONE	NONE	Y	1	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
231	OLD26_GDT407	G407-E1128	P1003-E0649	G407-S059	f71v	CELESTIAL	3	11	STATEMENT_INTERNAL	NO	otaiin	OT+AIIN	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > AIIN{ARGUMENT=WERT}	DANACH → WERT	danach; den Wert	DANACH · WERT	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang wähle den Positionswert.	NONE	S	AIIN	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach den Wert als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
232	OLD26_GDT407	G407-E1135	P1003-E0656	G407-S059	f71v	CELESTIAL	10	11	STATEMENT_INTERNAL	NO	oteey	OT+EE+Y	3	STATE_CONTROL+GRADE+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > Y{ARGUMENT=POSTEN}	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	DANACH · GRAD II · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang nimm den Positionsposten auf; auf Grad II.	NONE	CH	Y	NONE	0	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
233	OLD26_GDT407	G407-E1137	P1008-E0085	G407-S060	f72r	CELESTIAL	1	5	STATEMENT_INITIAL	NO	oteeo	OT+EE+O	3	STATE_CONTROL+GRADE+FORMAL_CONTROL	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > O{FORMSTEUERUNG=AUSFÜHRUNG}	DANACH → GRAD II → AUSFÜHRUNG	danach; auf Grad II; zur Ausführung	DANACH · GRAD II · AUSFÜHRUNG	GDT416_OLD26_IMPERATIVE	CONTROL_ONLY	Danach auf Grad II und als Ausführung.	NONE	NONE	NONE	NONE	0	1	0	0	1	1	0	GRADE	1	GRADE:danach Träger auf Grad II	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
234	OLD26_GDT407	G407-E1139	P1008-E0087	G407-S060	f72r	CELESTIAL	3	5	STATEMENT_INTERNAL	NO	chlol	L+OL	2	RELATION+STATE_CONTROL	OL	L{RELATION=VERBINDUNG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	VERBINDUNG → FORTSETZEN	über die Verbindung; weiter	VERBINDUNG · FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_RELATION	Weiter im laufenden Gang stelle den Positionsposten [wie zuvor] ein; über die Ringverbindung.	NONE	T	NONE	Y	0	0	0	1	1	0	0	RELATION	1	RELATION:VERBINDUNG · FORTSETZEN	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
235	OLD26_GDT407	G407-E1141	P1008-E0089	G407-S060	f72r	CELESTIAL	5	5	STATEMENT_FINAL	YES	olcheor	OL+CH+E+O+DY	5	STATE_CONTROL+ACTION_HEAD+GRADE+FORMAL_CONTROL+STATE_CONTROL	OL+DY	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CH{HANDLUNG=NEHMEN} > E{GRAD=GRAD I} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	FORTSETZEN → NEHMEN → GRAD I → AUSFÜHRUNG → ABSCHLIESSEN	weiter; nehmen; auf Grad I; zur Ausführung; abschließen	FORTSETZEN · NEHMEN · GRAD I · AUSFÜHRUNG · SCHLUSS	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter nimm den Positionsposten [wie zuvor] auf; auf Grad I und als Ausführung; schließe den Schritt.	CH	NONE	NONE	Y	1	1	0	0	2	1	0	GRADE	1	GRADE:weiter mit nehmen auf Grad I; den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
236	OLD26_GDT407	G407-E1143	P1008-E0091	G407-S061	f72r	CELESTIAL	2	4	STATEMENT_INTERNAL	NO	oteey	OT+EE+Y	3	STATE_CONTROL+GRADE+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > Y{ARGUMENT=POSTEN}	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	DANACH · GRAD II · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang nimm den Positionsposten auf; auf Grad II.	NONE	CH	Y	NONE	0	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
237	OLD26_GDT407	G407-E1145	P1008-E0093	G407-S061	f72r	CELESTIAL	4	4	STATEMENT_FINAL	YES	oteedy	OT+EE+DY	3	STATE_CONTROL+GRADE+STATE_CONTROL	OT+DY	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	DANACH · GRAD II · SCHLUSS	GDT416_OLD26_IMPERATIVE	INHERITED_GRADE	Danach im laufenden Gang bearbeite den Positionsposten [wie zuvor]; auf Grad II; schließe den Schritt.	NONE	CHD	NONE	Y	0	1	0	0	2	0	0	GRADE	1	GRADE:danach Träger auf Grad II; den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
238	OLD26_GDT407	G407-E1147	P1008-E0095	G407-S062	f72r	CELESTIAL	2	6	STATEMENT_INTERNAL	NO	chol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	FORTSETZEN	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Weiter im laufenden Gang setze den Positionsposten [wie zuvor].	NONE	OK	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
239	OLD26_GDT407	G407-E1148	P1008-E0096	G407-S062	f72r	CELESTIAL	3	6	STATEMENT_INTERNAL	NO	chokeol	OK+E+OL	3	ACTION_HEAD+GRADE+STATE_CONTROL	OL	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	SETZEN · GRAD I · FORTSETZEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter setze den Positionsposten [wie zuvor]; auf Grad I.	OK	NONE	NONE	Y	1	1	0	0	1	0	0	GRADE	1	GRADE:setzen auf Grad I; den Träger weiterführen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
240	OLD26_GDT407	G407-E1151	P1008-E0099	G407-S062	f72r	CELESTIAL	6	6	STATEMENT_FINAL	YES	okeedy	OK+EE+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD II → ABSCHLIESSEN	setzen; auf Grad II; abschließen	SETZEN · GRAD II · SCHLUSS	GDT416_OLD26_IMPERATIVE	GRADED_ACTION	Setze den Positionsposten [wie zuvor]; auf Grad II; schließe den Schritt.	OK	NONE	NONE	Y	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
241	OLD26_GDT407	G407-E1152	P1008-E0100	G407-S063	f72r	CELESTIAL	1	27	STATEMENT_INITIAL	NO	sheoltey	SH+E+OL+T+E+Y	6	ACTION_HEAD+GRADE+STATE_CONTROL+ACTION_HEAD+GRADE+ARGUMENT	OL	SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > T{HANDLUNG=EINSTELLEN} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	HALTEN → GRAD I → FORTSETZEN → EINSTELLEN → GRAD I → POSTEN	halten; auf Grad I; weiter; einstellen; auf Grad I; den Posten	HALTEN · GRAD I · FORTSETZEN · EINSTELLEN · GRAD I · AKTIVER POSTEN	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Weiter halte den Positionsposten und stelle den Positionsposten ein; auf Grad I und auf Grad I.	SH|T	NONE	Y	NONE	2	2	1	0	1	0	0	ARGUMENT|GRADE	3	GRADE:halten auf Grad I; den Träger weiterführen || GRADE:weiter mit einstellen auf Grad I || ARGUMENT:weiter mit dem Posten als aktuellem Träger	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
242	OLD26_GDT407	G407-E1159	P1008-E0107	G407-S063	f72r	CELESTIAL	8	27	STATEMENT_INTERNAL	NO	shol	SH+OL	2	ACTION_HEAD+STATE_CONTROL	OL	SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	HALTEN → FORTSETZEN	halten; weiter	HALTEN · FORTSETZEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter halte den Positionsposten [wie zuvor].	SH	NONE	NONE	Y	1	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
243	OLD26_GDT407	G407-E1161	P1008-E0109	G407-S063	f72r	CELESTIAL	10	27	STATEMENT_INTERNAL	NO	chekeol	CH+K+E+OL	4	ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	OL	CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	NEHMEN → GEBEN → GRAD I → FORTSETZEN	nehmen; geben; auf Grad I; weiter	NEHMEN · GEBEN · GRAD I · FORTSETZEN	GDT416_OLD26_IMPERATIVE	MULTI_ACTION	Weiter nimm den Positionswert [wie zuvor] auf und ordne den Positionswert [wie zuvor] zu; auf Grad I.	CH|K	NONE	NONE	AIIN	2	1	0	0	1	0	0	GRADE	1	GRADE:nehmen und geben auf Grad I; den Träger weiterführen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
244	OLD26_GDT407	G407-E1162	P1008-E0110	G407-S063	f72r	CELESTIAL	11	27	STATEMENT_INTERNAL	NO	kol	K+OL	2	ACTION_HEAD+STATE_CONTROL	OL	K{HANDLUNG=GEBEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	GEBEN → FORTSETZEN	geben; weiter	GEBEN · FORTSETZEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Weiter ordne den Positionswert [wie zuvor] zu.	K	NONE	NONE	AIIN	1	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
245	OLD26_GDT407	G407-E1163	P1008-E0111	G407-S063	f72r	CELESTIAL	12	27	STATEMENT_INTERNAL	NO	otos	OT+O+S	3	STATE_CONTROL+FORMAL_CONTROL+ACTION_HEAD	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > O{FORMSTEUERUNG=AUSFÜHRUNG} > S{HANDLUNG=WÄHLEN}	DANACH → AUSFÜHRUNG → WÄHLEN	danach; zur Ausführung; wählen	DANACH · AUSFÜHRUNG · WÄHLEN	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Danach wähle den Positionswert [wie zuvor]; als Ausführung.	S	NONE	NONE	AIIN	1	0	0	0	1	1	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
246	OLD26_GDT407	G407-E1166	P1008-E0114	G407-S063	f72r	CELESTIAL	15	27	STATEMENT_INTERNAL	NO	otam	OT+AM_ADDR	2	STATE_CONTROL+LOCAL_OR_CLASS_SIGN	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > AM_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	DANACH → HIER	danach; hier	DANACH · HIER	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang wähle den Positionswert [wie zuvor]; an der bezeichneten Stelle.	NONE	S	NONE	AIIN	0	0	0	0	1	0	1	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
247	OLD26_GDT407	G407-E1167	P1008-E0115	G407-S063	f72r	CELESTIAL	16	27	STATEMENT_INTERNAL	NO	otam	OT+AM_ADDR	2	STATE_CONTROL+LOCAL_OR_CLASS_SIGN	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > AM_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	DANACH → HIER	danach; hier	DANACH · HIER	GDT416_OLD26_IMPERATIVE	INHERITED_ARGUMENT_OR_CONTROL	Danach im laufenden Gang wähle den Positionswert [wie zuvor]; an der bezeichneten Stelle.	NONE	S	NONE	AIIN	0	0	0	0	1	0	1	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
248	OLD26_GDT407	G407-E1168	P1008-E0116	G407-S063	f72r	CELESTIAL	17	27	STATEMENT_INTERNAL	NO	chotam	CH+OT+AM_ADDR	3	ACTION_HEAD+STATE_CONTROL+LOCAL_OR_CLASS_SIGN	OT	CH{HANDLUNG=NEHMEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > AM_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	NEHMEN → DANACH → HIER	nehmen; danach; hier	NEHMEN · DANACH · HIER	GDT416_OLD26_IMPERATIVE	ORDERED_ACTION	Danach nimm den Positionswert [wie zuvor] auf; an der bezeichneten Stelle.	CH	NONE	NONE	AIIN	1	0	0	0	1	0	1	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
