recipe_default_ordinal	recipe	event_count	physical_page_count	statement_count	surface_count	cohorts	registers	example_surfaces	example_event_ids	recipe_atom_count	atom_multiset	ordered_type_signature	ordered_typed_atom_trace	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_carrier_layers	every_atom_mapped	written_order_preserved	default_scope
219	LOCAL_CHAR_F+SH+O+DY	1	1	1	1	OLD26_GDT407	HERBAL	fshody	G407-E0443	4	DY+LOCAL_CHAR_F+O+SH	LOCAL_OR_CLASS_SIGN+ACTION_HEAD+FORMAL_CONTROL+STATE_CONTROL	LOCAL_CHAR_F{LOKAL-/KLASSENZEICHEN=HIER} > SH{HANDLUNG=HALTEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HIER → HALTEN → AUSFÜHRUNG → ABSCHLIESSEN	hier; halten; zur Ausführung; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
220	M_LOCAL+OL	1	1	1	1	OLD26_GDT407	HERBAL	mol	G407-E0512	2	M_LOCAL+OL	LOCAL_OR_CLASS_SIGN+STATE_CONTROL	M_LOCAL{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	HIER → FORTSETZEN	hier; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
221	O+CH+T+E+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	octheol	G407-E3200	5	CH+E+O+OL+T	FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	AUSFÜHRUNG → NEHMEN → EINSTELLEN → GRAD I → FORTSETZEN	zur Ausführung; nehmen; einstellen; auf Grad I; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
222	O+CH+T+E+OL+AR+L	1	1	1	1	OLD26_GDT407	CELESTIAL	octheolarl	G407-E1420	7	AR+CH+E+L+O+OL+T	FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL+RELATION+RELATION	O{FORMSTEUERUNG=AUSFÜHRUNG} > CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > AR{RELATION=AUSGANG} > L{RELATION=VERBINDUNG}	AUSFÜHRUNG → NEHMEN → EINSTELLEN → GRAD I → FORTSETZEN → AUSGANG → VERBINDUNG	zur Ausführung; nehmen; einstellen; auf Grad I; weiter; vom Ausgang; über die Verbindung	GRADE|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
223	O+CH+T+OL+E	1	1	1	1	OLD26_GDT407	CELESTIAL	octhole	G407-E0959	5	CH+E+O+OL+T	FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL+GRADE	O{FORMSTEUERUNG=AUSFÜHRUNG} > CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > E{GRAD=GRAD I}	AUSFÜHRUNG → NEHMEN → EINSTELLEN → FORTSETZEN → GRAD I	zur Ausführung; nehmen; einstellen; weiter; auf Grad I	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
224	O+D_ADDR+EE+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qodeedy	G407-E2423	4	DY+D_ADDR+EE+O	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+GRADE+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	AUSFÜHRUNG → HIER → GRAD II → ABSCHLIESSEN	zur Ausführung; hier; auf Grad II; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
225	O+E+K+E+OL	1	1	1	1	OLD26_GDT407	PHARMA	qoekeol	G407-E3950	5	E+E+K+O+OL	FORMAL_CONTROL+GRADE+ACTION_HEAD+GRADE+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > E{GRAD=GRAD I} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	AUSFÜHRUNG → GRAD I → GEBEN → GRAD I → FORTSETZEN	zur Ausführung; auf Grad I; geben; auf Grad I; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
226	O+EEE+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	oeeedy	G407-E2802	3	DY+EEE+O	FORMAL_CONTROL+GRADE+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > EEE{GRAD=GRAD III} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	AUSFÜHRUNG → GRAD III → ABSCHLIESSEN	zur Ausführung; auf Grad III; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
227	O+LOCAL_CHAR_F+Y+DY	1	1	1	1	OLD26_GDT407	CELESTIAL	ofydy	G407-E0975	4	DY+LOCAL_CHAR_F+O+Y	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+ARGUMENT+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > LOCAL_CHAR_F{LOKAL-/KLASSENZEICHEN=HIER} > Y{ARGUMENT=POSTEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	AUSFÜHRUNG → HIER → POSTEN → ABSCHLIESSEN	zur Ausführung; hier; den Posten; abschließen	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
228	O+OT+OR	1	1	1	1	OLD26_GDT407	HERBAL	oqotor	G407-E0292	3	O+OR+OT	FORMAL_CONTROL+STATE_CONTROL+ARGUMENT	O{FORMSTEUERUNG=AUSFÜHRUNG} > OT{ZUSTANDSSTEUERUNG=DANACH} > OR{ARGUMENT=EINHEIT}	AUSFÜHRUNG → DANACH → EINHEIT	zur Ausführung; danach; die Einheit	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
229	O+P+CH+E+OL	1	1	1	1	OLD26_GDT407	PHARMA	opcheol	G407-E4298	5	CH+E+O+OL+P	FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > CH{HANDLUNG=NEHMEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	AUSFÜHRUNG → EINSETZEN → NEHMEN → GRAD I → FORTSETZEN	zur Ausführung; einsetzen; nehmen; auf Grad I; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
230	O+P+CH+EE+OL	1	1	1	1	OLD26_GDT407	CELESTIAL	opcheeol	G407-E1033	5	CH+EE+O+OL+P	FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > CH{HANDLUNG=NEHMEN} > EE{GRAD=GRAD II} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	AUSFÜHRUNG → EINSETZEN → NEHMEN → GRAD II → FORTSETZEN	zur Ausführung; einsetzen; nehmen; auf Grad II; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
231	O+P+CH+OL+AL+AIIN	1	1	1	1	OLD26_GDT407	CELESTIAL	opcholalaiin	G407-E1394	6	AIIN+AL+CH+O+OL+P	FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL+RELATION+ARGUMENT	O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > CH{HANDLUNG=NEHMEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > AL{RELATION=ZIELORT} > AIIN{ARGUMENT=WERT}	AUSFÜHRUNG → EINSETZEN → NEHMEN → FORTSETZEN → ZIELORT → WERT	zur Ausführung; einsetzen; nehmen; weiter; zum Zielort; den Wert	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
232	O+P+CH+OR+DY	1	1	1	1	OLD26_GDT407	HERBAL	opchordy	G407-E0497	5	CH+DY+O+OR+P	FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+ARGUMENT+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > CH{HANDLUNG=NEHMEN} > OR{ARGUMENT=EINHEIT} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	AUSFÜHRUNG → EINSETZEN → NEHMEN → EINHEIT → ABSCHLIESSEN	zur Ausführung; einsetzen; nehmen; die Einheit; abschließen	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
233	O+P+E+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	opedy	G407-E3457	4	DY+E+O+P	FORMAL_CONTROL+ACTION_HEAD+GRADE+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	AUSFÜHRUNG → EINSETZEN → GRAD I → ABSCHLIESSEN	zur Ausführung; einsetzen; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
234	O+P+O+D_ADDR+OL	1	1	1	1	OLD26_GDT407	CELESTIAL	opodchol	G407-E0902	5	D_ADDR+O+O+OL+P	FORMAL_CONTROL+ACTION_HEAD+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	AUSFÜHRUNG → EINSETZEN → AUSFÜHRUNG → HIER → FORTSETZEN	zur Ausführung; einsetzen; zur Ausführung; hier; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
235	O+P+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	opol	G407-E2812	3	O+OL+P	FORMAL_CONTROL+ACTION_HEAD+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	AUSFÜHRUNG → EINSETZEN → FORTSETZEN	zur Ausführung; einsetzen; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
236	O+P+SH+O+DY	1	1	1	1	OLD26_GDT407	HERBAL	opshody	G407-E0610	5	DY+O+O+P+SH	FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+FORMAL_CONTROL+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > SH{HANDLUNG=HALTEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	AUSFÜHRUNG → EINSETZEN → HALTEN → AUSFÜHRUNG → ABSCHLIESSEN	zur Ausführung; einsetzen; halten; zur Ausführung; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
237	O+SH+EE+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	osheedy	G407-E2821	4	DY+EE+O+SH	FORMAL_CONTROL+ACTION_HEAD+GRADE+STATE_CONTROL	O{FORMSTEUERUNG=AUSFÜHRUNG} > SH{HANDLUNG=HALTEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	AUSFÜHRUNG → HALTEN → GRAD II → ABSCHLIESSEN	zur Ausführung; halten; auf Grad II; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
238	OK+AL+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	okaldy	G407-E1659	3	AL+DY+OK	ACTION_HEAD+RELATION+STATE_CONTROL	OK{HANDLUNG=SETZEN} > AL{RELATION=ZIELORT} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → ZIELORT → ABSCHLIESSEN	setzen; zum Zielort; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
239	OK+AL+O+DY	1	1	1	1	OLD26_GDT407	HERBAL	okalody	G407-E4427	4	AL+DY+O+OK	ACTION_HEAD+RELATION+FORMAL_CONTROL+STATE_CONTROL	OK{HANDLUNG=SETZEN} > AL{RELATION=ZIELORT} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → ZIELORT → AUSFÜHRUNG → ABSCHLIESSEN	setzen; zum Zielort; zur Ausführung; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
240	OK+AR+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qokardy	G407-E1488	3	AR+DY+OK	ACTION_HEAD+RELATION+STATE_CONTROL	OK{HANDLUNG=SETZEN} > AR{RELATION=AUSGANG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → AUSGANG → ABSCHLIESSEN	setzen; vom Ausgang; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
241	OK+CHD+DY+L	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qokchdyl	G407-E2236	4	CHD+DY+L+OK	ACTION_HEAD+ACTION_HEAD+STATE_CONTROL+RELATION	OK{HANDLUNG=SETZEN} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN} > L{RELATION=VERBINDUNG}	SETZEN → BEARBEITEN → ABSCHLIESSEN → VERBINDUNG	setzen; bearbeiten; abschließen; über die Verbindung	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
242	OK+CHD+S+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qokchsdy	G407-E2022	4	CHD+DY+OK+S	ACTION_HEAD+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	OK{HANDLUNG=SETZEN} > CHD{HANDLUNG=BEARBEITEN} > S{HANDLUNG=WÄHLEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → BEARBEITEN → WÄHLEN → ABSCHLIESSEN	setzen; bearbeiten; wählen; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
243	OK+E+D_ADDR+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qokedol	G407-E3617	4	D_ADDR+E+OK+OL	ACTION_HEAD+GRADE+LOCAL_OR_CLASS_SIGN+STATE_CONTROL	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	SETZEN → GRAD I → HIER → FORTSETZEN	setzen; auf Grad I; hier; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
244	OK+E+OL+AIIN	1	1	1	1	OLD26_GDT407	CELESTIAL	okeolaiin	G407-E1312	4	AIIN+E+OK+OL	ACTION_HEAD+GRADE+STATE_CONTROL+ARGUMENT	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > AIIN{ARGUMENT=WERT}	SETZEN → GRAD I → FORTSETZEN → WERT	setzen; auf Grad I; weiter; den Wert	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
245	OK+E+S+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qokesdy	G407-E2889	4	DY+E+OK+S	ACTION_HEAD+GRADE+ACTION_HEAD+STATE_CONTROL	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > S{HANDLUNG=WÄHLEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD I → WÄHLEN → ABSCHLIESSEN	setzen; auf Grad I; wählen; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
246	OK+EE+DY+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	okeedyqol	G407-E1682	4	DY+EE+OK+OL	ACTION_HEAD+GRADE+STATE_CONTROL+STATE_CONTROL	OK{HANDLUNG=SETZEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	SETZEN → GRAD II → ABSCHLIESSEN → FORTSETZEN	setzen; auf Grad II; abschließen; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
247	OK+EE+OL+S	1	1	1	1	OLD26_GDT407	CELESTIAL	okeeols	G407-E1206	4	EE+OK+OL+S	ACTION_HEAD+GRADE+STATE_CONTROL+ACTION_HEAD	OK{HANDLUNG=SETZEN} > EE{GRAD=GRAD II} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > S{HANDLUNG=WÄHLEN}	SETZEN → GRAD II → FORTSETZEN → WÄHLEN	setzen; auf Grad II; weiter; wählen	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
248	OK+O+DY	1	1	1	1	OLD26_GDT407	PHARMA	qokody	G407-E3992	3	DY+O+OK	ACTION_HEAD+FORMAL_CONTROL+STATE_CONTROL	OK{HANDLUNG=SETZEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → AUSFÜHRUNG → ABSCHLIESSEN	setzen; zur Ausführung; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
249	OK+SH+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qokshdy	G407-E1478	3	DY+OK+SH	ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	OK{HANDLUNG=SETZEN} > SH{HANDLUNG=HALTEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → HALTEN → ABSCHLIESSEN	setzen; halten; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
250	OK+Y+L+D_ADDR+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qokylddy	G407-E3685	5	DY+D_ADDR+L+OK+Y	ACTION_HEAD+ARGUMENT+RELATION+LOCAL_OR_CLASS_SIGN+STATE_CONTROL	OK{HANDLUNG=SETZEN} > Y{ARGUMENT=POSTEN} > L{RELATION=VERBINDUNG} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → POSTEN → VERBINDUNG → HIER → ABSCHLIESSEN	setzen; den Posten; über die Verbindung; hier; abschließen	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
251	OL+AIIN+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	olaiiny	G407-E2509	3	AIIN+OL+Y	STATE_CONTROL+ARGUMENT+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > AIIN{ARGUMENT=WERT} > Y{ARGUMENT=POSTEN}	FORTSETZEN → WERT → POSTEN	weiter; den Wert; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
252	OL+AL+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	olsaly	G407-E3672	3	AL+OL+Y	STATE_CONTROL+RELATION+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > AL{RELATION=ZIELORT} > Y{ARGUMENT=POSTEN}	FORTSETZEN → ZIELORT → POSTEN	weiter; zum Zielort; den Posten	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
253	OL+AM_ADDR	1	1	1	1	OLD26_GDT407	BIOLOGICAL	olam	G407-E2831	2	AM_ADDR+OL	STATE_CONTROL+LOCAL_OR_CLASS_SIGN	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > AM_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	FORTSETZEN → HIER	weiter; hier	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
254	OL+AR	1	1	1	1	OLD26_GDT407	CELESTIAL	olar	G407-E1014	2	AR+OL	STATE_CONTROL+RELATION	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > AR{RELATION=AUSGANG}	FORTSETZEN → AUSGANG	weiter; vom Ausgang	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
255	OL+CARRIER_Q+O	1	1	1	1	OLD26_GDT407	BIOLOGICAL	olqo	G407-E3259	3	CARRIER_Q+O+OL	STATE_CONTROL+FORMAL_CONTROL+FORMAL_CONTROL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CARRIER_Q{FORMSTEUERUNG=BEGINNMARKER} > O{FORMSTEUERUNG=AUSFÜHRUNG}	FORTSETZEN → BEGINNMARKER → AUSFÜHRUNG	weiter; am Beginn; zur Ausführung	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
256	OL+CH+EE+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	olcheedy	G407-E2558	4	CH+DY+EE+OL	STATE_CONTROL+ACTION_HEAD+GRADE+STATE_CONTROL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CH{HANDLUNG=NEHMEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	FORTSETZEN → NEHMEN → GRAD II → ABSCHLIESSEN	weiter; nehmen; auf Grad II; abschließen	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
257	OL+CH+T+D_ADDR+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	olcthdy	G407-E3138	5	CH+D_ADDR+OL+T+Y	STATE_CONTROL+ACTION_HEAD+ACTION_HEAD+LOCAL_OR_CLASS_SIGN+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > Y{ARGUMENT=POSTEN}	FORTSETZEN → NEHMEN → EINSTELLEN → HIER → POSTEN	weiter; nehmen; einstellen; hier; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
258	OL+DA+L	1	1	1	1	OLD26_GDT407	PHARMA	oldal	G407-E3897	3	DA+L+OL	STATE_CONTROL+FORMAL_CONTROL+RELATION	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > DA{FORMSTEUERUNG=ZWEITE STUFE} > L{RELATION=VERBINDUNG}	FORTSETZEN → ZWEITE STUFE → VERBINDUNG	weiter; auf der zweiten Stufe; über die Verbindung	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
259	OL+D_ADDR+CH+K+Y	1	1	1	1	OLD26_GDT407	HERBAL	oldckhy	G407-E0452	5	CH+D_ADDR+K+OL+Y	STATE_CONTROL+LOCAL_OR_CLASS_SIGN+ACTION_HEAD+ACTION_HEAD+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > Y{ARGUMENT=POSTEN}	FORTSETZEN → HIER → NEHMEN → GEBEN → POSTEN	weiter; hier; nehmen; geben; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
260	OL+E+OR	1	1	1	1	OLD26_GDT407	CELESTIAL	cheolor	G407-E1189	3	E+OL+OR	STATE_CONTROL+GRADE+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > E{GRAD=GRAD I} > OR{ARGUMENT=EINHEIT}	FORTSETZEN → GRAD I → EINHEIT	weiter; auf Grad I; die Einheit	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
261	OL+EEE+D_ADDR	1	1	1	1	OLD26_GDT407	BIOLOGICAL	oleeed	G407-E2033	3	D_ADDR+EEE+OL	STATE_CONTROL+GRADE+LOCAL_OR_CLASS_SIGN	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > EEE{GRAD=GRAD III} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	FORTSETZEN → GRAD III → HIER	weiter; auf Grad III; hier	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
262	OL+K+AL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	olkal	G407-E2732	3	AL+K+OL	STATE_CONTROL+ACTION_HEAD+RELATION	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > AL{RELATION=ZIELORT}	FORTSETZEN → GEBEN → ZIELORT	weiter; geben; zum Zielort	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
263	OL+K+AR+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qolkary	G407-E1633	4	AR+K+OL+Y	STATE_CONTROL+ACTION_HEAD+RELATION+ARGUMENT	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > AR{RELATION=AUSGANG} > Y{ARGUMENT=POSTEN}	FORTSETZEN → GEBEN → AUSGANG → POSTEN	weiter; geben; vom Ausgang; den Posten	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
