fold	training_books	surface_group	surface_without_marker	outer_left	local_left	page_host	right_outer	right_inner	abbreviation_marker	operation_count	host_training_occurrences	host_envelope_types
Band3	Band2;Band4;Band5	cʒillprin	cʒillprin	NONE	NONE	cʒillprin	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒimlich	cʒimlich	c	NONE	ʒimlich	NONE	NONE	0	1	3	1
Band3	Band2;Band4;Band5	cʒimlichn¤	cʒimlichn	NONE	NONE	cʒimlichn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒingel	cʒingel	NONE	NONE	cʒingel	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒins	cʒins	NONE	NONE	cʒins	NONE	NONE	0	0	2	3
Band3	Band2;Band4;Band5	cʒinse	cʒinse	NONE	NONE	cʒinse	NONE	NONE	0	0	10	2
Band3	Band2;Band4;Band5	cʒinsen	cʒinsen	NONE	NONE	cʒinse	n	NONE	0	1	10	2
Band3	Band2;Band4;Band5	cʒinses	cʒinses	NONE	NONE	cʒinse	s	NONE	0	1	10	2
Band3	Band2;Band4;Band5	cʒnaym	cʒnaym	NONE	NONE	cʒnaym	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒnaÿm	cʒnaÿm	NONE	NONE	cʒnaÿm	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒogen	cʒogen	NONE	NONE	cʒogen	NONE	NONE	0	0	2	7
Band3	Band2;Band4;Band5	cʒol	cʒol	NONE	NONE	cʒol	NONE	NONE	0	0	5	6
Band3	Band2;Band4;Band5	cʒolfreÿ	cʒolfreÿ	NONE	NONE	cʒolfreÿ	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒolfreẏug¤	cʒolfreẏug	NONE	NONE	cʒolfreẏug	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒoll	cʒoll	NONE	NONE	cʒol	l	NONE	0	1	5	6
Band3	Band2;Band4;Band5	cʒolle	cʒolle	c	NONE	ʒoll	e	NONE	0	2	5	6
Band3	Band2;Band4;Band5	cʒollen	cʒollen	c	NONE	ʒoll	n	e	0	3	5	6
Band3	Band2;Band4;Band5	cʒoller	cʒoller	c	NONE	ʒoll	r	e	0	3	5	6
Band3	Band2;Band4;Band5	cʒolles	cʒolles	NONE	NONE	cʒolles	NONE	NONE	0	0	7	0
Band3	Band2;Band4;Band5	cʒollfreẏ	cʒollfreẏ	NONE	NONE	cʒollfreẏ	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒollner	cʒollner	NONE	NONE	cʒollner	NONE	NONE	0	0	15	2
Band3	Band2;Band4;Band5	cʒollners	cʒollners	NONE	NONE	cʒollner	s	NONE	0	1	15	2
Band3	Band2;Band4;Band5	cʒollnin¤	cʒollnin	NONE	NONE	cʒollnin	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒollns¤	cʒollns	c	NONE	ʒolln	s	NONE	1	2	6	5
Band3	Band2;Band4;Band5	cʒolln¤	cʒolln	c	NONE	ʒolln	NONE	NONE	1	1	6	5
Band3	Band2;Band4;Band5	cʒolls	cʒolls	NONE	NONE	cʒolls	NONE	NONE	0	0	29	0
Band3	Band2;Band4;Band5	cʒolner	cʒolner	NONE	NONE	cʒolner	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒolrecht	cʒolrecht	NONE	NONE	cʒolrecht	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒu	cʒu	c	NONE	ʒu	NONE	NONE	0	1	4204	35
Band3	Band2;Band4;Band5	cʒuantvvt¤	cʒuantvvt	cʒu	NONE	antvvt	NONE	NONE	1	1	148	6
Band3	Band2;Band4;Band5	cʒub	cʒub	cʒu	NONE	b	NONE	NONE	0	1	1260	142
Band3	Band2;Band4;Band5	cʒubeleibn¤	cʒubeleibn	cʒu	NONE	beleibn	NONE	NONE	1	1	19	0
Band3	Band2;Band4;Band5	cʒubeschedigen	cʒubeschedigen	cʒu	NONE	beschedig	en	NONE	0	2	16	4
Band3	Band2;Band4;Band5	cʒubeschuldigen	cʒubeschuldigen	cʒu	be	schuldig	en	NONE	0	3	139	5
Band3	Band2;Band4;Band5	cʒubestellen	cʒubestellen	cʒu	NONE	bestellen	NONE	NONE	0	1	74	2
Band3	Band2;Band4;Band5	cʒubestelln¤	cʒubestelln	cʒu	NONE	bestelln	NONE	NONE	1	1	34	2
Band3	Band2;Band4;Band5	cʒubeweisen	cʒubeweisen	cʒu	NONE	beweisen	NONE	NONE	0	1	160	2
Band3	Band2;Band4;Band5	cʒubringen	cʒubringen	cʒu	NONE	bring	en	NONE	0	2	38	8
Band3	Band2;Band4;Band5	cʒubringe¤	cʒubringe	cʒu	NONE	bring	e	NONE	1	2	38	8
Band3	Band2;Band4;Band5	cʒucht	cʒucht	NONE	NONE	cʒucht	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒucʒiehe	cʒucʒiehe	c	NONE	ʒucʒiehe	NONE	NONE	0	1	1	0
Band3	Band2;Band4;Band5	cʒudringen	cʒudringen	cʒu	NONE	dringen	NONE	NONE	0	1	3	2
Band3	Band2;Band4;Band5	cʒueinander	cʒueinander	cʒu	NONE	einand	er	NONE	0	2	17	4
Band3	Band2;Band4;Band5	cʒueinand¤	cʒueinand	cʒu	NONE	einand	NONE	NONE	1	1	17	4
Band3	Band2;Band4;Band5	cʒueren	cʒueren	cʒu	NONE	er	en	NONE	0	2	1888	166
Band3	Band2;Band4;Band5	cʒug	cʒug	cʒu	NONE	g	NONE	NONE	0	1	49	215
Band3	Band2;Band4;Band5	cʒugange¤	cʒugange	cʒu	NONE	gang	e	NONE	1	2	8	14
Band3	Band2;Band4;Band5	cʒuge	cʒuge	cʒu	NONE	ge	NONE	NONE	0	1	130	154
Band3	Band2;Band4;Band5	cʒugeben	cʒugeben	cʒu	ge	b	en	NONE	0	3	1260	142
Band3	Band2;Band4;Band5	cʒugebn¤	cʒugebn	cʒu	ge	b	n	NONE	1	3	1260	142
Band3	Band2;Band4;Band5	cʒugecʒogen	cʒugecʒogen	cʒu	NONE	gecʒoge	n	NONE	0	2	11	2
Band3	Band2;Band4;Band5	cʒugeet	cʒugeet	cʒu	NONE	ge	et	NONE	0	2	130	154
Band3	Band2;Band4;Band5	cʒugefaren	cʒugefaren	cʒu	ge	faren	NONE	NONE	0	2	13	7
Band3	Band2;Band4;Band5	cʒugefenknüsse	cʒugefenknüsse	cʒu	NONE	gefenknüsse	NONE	NONE	0	1	3	1
Band3	Band2;Band4;Band5	cʒugehoren	cʒugehoren	c	NONE	ʒugehor	en	NONE	0	2	1	1
Band3	Band2;Band4;Band5	cʒugehorug¤	cʒugehorug	NONE	NONE	cʒugehorug	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒugehöre	cʒugehöre	cʒu	NONE	gehöre	NONE	NONE	0	1	3	5
Band3	Band2;Band4;Band5	cʒugehörug¤	cʒugehörug	c	NONE	ʒugehörug	NONE	NONE	1	1	4	1
Band3	Band2;Band4;Band5	cʒugelaubn¤	cʒugelaubn	cʒu	NONE	gelaubn	NONE	NONE	1	1	29	0
Band3	Band2;Band4;Band5	cʒugelte¤	cʒugelte	cʒu	ge	l	e	t	1	4	1083	176
Band3	Band2;Band4;Band5	cʒugeniesʒen	cʒugeniesʒen	cʒu	NONE	geniesʒe	n	NONE	0	2	1	1
Band3	Band2;Band4;Band5	cʒugepieten	cʒugepieten	cʒu	NONE	gepiete	n	NONE	0	2	38	3
Band3	Band2;Band4;Band5	cʒugesprochn¤	cʒugesprochn	NONE	NONE	cʒugesprochn	NONE	NONE	1	0	3	0
Band3	Band2;Band4;Band5	cʒuglaube¤	cʒuglaube	NONE	NONE	cʒuglaube	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒugreiffen	cʒugreiffen	cʒu	NONE	greiff	n	e	0	3	2	4
Band3	Band2;Band4;Band5	cʒugri	cʒugri	cʒu	NONE	gri	NONE	NONE	0	1	1	5
Band3	Band2;Band4;Band5	cʒugrif	cʒugrif	NONE	NONE	cʒugrif	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒugriff	cʒugriff	c	NONE	ʒugriff	NONE	NONE	0	1	5	3
Band3	Band2;Band4;Band5	cʒugriffe	cʒugriffe	c	NONE	ʒugriff	e	NONE	0	2	5	3
Band3	Band2;Band4;Band5	cʒuguter	cʒuguter	cʒu	NONE	gut	er	NONE	0	2	311	9
Band3	Band2;Band4;Band5	cʒuhaben	cʒuhaben	cʒu	NONE	hab	en	NONE	0	2	1123	12
Band3	Band2;Band4;Band5	cʒuhabn¤	cʒuhabn	cʒu	NONE	habn	NONE	NONE	1	1	2536	6
Band3	Band2;Band4;Band5	cʒuhalten	cʒuhalten	cʒu	NONE	halte	n	NONE	0	2	59	9
Band3	Band2;Band4;Band5	cʒuhandeln	cʒuhandeln	cʒu	NONE	handeln	NONE	NONE	0	1	25	7
Band3	Band2;Band4;Band5	cʒuhelffen	cʒuhelffen	cʒu	NONE	helffen	NONE	NONE	0	1	113	4
Band3	Band2;Band4;Band5	cʒuhilff	cʒuhilff	cʒu	NONE	hilff	NONE	NONE	0	1	66	4
Band3	Band2;Band4;Band5	cʒukauffen	cʒukauffen	cʒu	NONE	kauffen	NONE	NONE	0	1	8	2
Band3	Band2;Band4;Band5	cʒuklagen	cʒuklagen	cʒu	NONE	klag	en	NONE	0	2	104	13
Band3	Band2;Band4;Band5	cʒukume¤	cʒukume	cʒu	NONE	kume	NONE	NONE	1	1	130	11
Band3	Band2;Band4;Band5	cʒukunfft	cʒukunfft	NONE	NONE	cʒukunfft	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒuk¤	cʒuk	cʒu	NONE	k	NONE	NONE	1	1	55	118
Band3	Band2;Band4;Band5	cʒukünfft	cʒukünfft	NONE	NONE	cʒukünfft	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒukürcʒ	cʒukürcʒ	cʒu	NONE	kürcʒ	NONE	NONE	0	1	35	2
Band3	Band2;Band4;Band5	cʒulassen	cʒulassen	cʒu	NONE	lassen	NONE	NONE	0	1	468	7
Band3	Band2;Band4;Band5	cʒulecʒste	cʒulecʒste	NONE	NONE	cʒulecʒste	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒulecʒte	cʒulecʒte	NONE	NONE	cʒulecʒte	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒulegen	cʒulegen	cʒu	NONE	legen	NONE	NONE	0	1	5	6
Band3	Band2;Band4;Band5	cʒulehen	cʒulehen	cʒu	NONE	lehen	NONE	NONE	0	1	7	2
Band3	Band2;Band4;Band5	cʒulehn¤	cʒulehn	NONE	NONE	cʒulehn	NONE	NONE	1	0	9	0
Band3	Band2;Band4;Band5	cʒuleihn¤	cʒuleihn	cʒu	NONE	leihn	NONE	NONE	1	1	6	3
Band3	Band2;Band4;Band5	cʒulobe	cʒulobe	NONE	NONE	cʒulobe	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒum	cʒum	c	NONE	ʒu	m	NONE	0	2	4204	35
Band3	Band2;Band4;Band5	cʒumal	cʒumal	cʒu	NONE	mal	NONE	NONE	0	1	95	10
Band3	Band2;Band4;Band5	cʒumale	cʒumale	cʒu	NONE	mal	e	NONE	0	2	95	10
Band3	Band2;Band4;Band5	cʒunacht	cʒunacht	cʒu	NONE	nach	t	NONE	0	2	453	14
Band3	Band2;Band4;Band5	cʒunam	cʒunam	cʒu	NONE	nam	NONE	NONE	0	1	3	4
Band3	Band2;Band4;Band5	cʒupfande	cʒupfande	cʒu	NONE	pfand	e	NONE	0	2	4	1
Band3	Band2;Band4;Band5	cʒur	cʒur	c	NONE	ʒu	r	NONE	0	2	4204	35
Band3	Band2;Band4;Band5	cʒurede	cʒurede	cʒu	NONE	rede	NONE	NONE	0	1	231	9
Band3	Band2;Band4;Band5	cʒureden	cʒureden	cʒu	NONE	rede	n	NONE	0	2	231	9
Band3	Band2;Band4;Band5	cʒurichten	cʒurichten	cʒu	NONE	richt	en	NONE	0	2	136	20
Band3	Band2;Band4;Band5	cʒurihten	cʒurihten	cʒu	NONE	riht	en	NONE	0	2	6	6
Band3	Band2;Band4;Band5	cʒurihte¤	cʒurihte	cʒu	NONE	riht	e	NONE	1	2	6	6
Band3	Band2;Band4;Band5	cʒus	cʒus	c	NONE	ʒu	s	NONE	0	2	4204	35
Band3	Band2;Band4;Band5	cʒusachet	cʒusachet	NONE	NONE	cʒusachet	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒusamen¤	cʒusamen	cʒu	NONE	samen	NONE	NONE	1	1	2	3
Band3	Band2;Band4;Band5	cʒuschade¤	cʒuschade	cʒu	NONE	schade	NONE	NONE	1	1	18	4
Band3	Band2;Band4;Band5	cʒuschaffen	cʒuschaffen	cʒu	NONE	schaff	en	NONE	0	2	11	6
Band3	Band2;Band4;Band5	cʒuschicken	cʒuschicken	cʒu	NONE	schicken	NONE	NONE	0	1	118	4
Band3	Band2;Band4;Band5	cʒuschicke¤	cʒuschicke	cʒu	NONE	schicke	NONE	NONE	1	1	53	5
Band3	Band2;Band4;Band5	cʒuschreibn¤	cʒuschreibn	cʒu	NONE	schreib	n	NONE	1	2	20	16
Band3	Band2;Band4;Band5	cʒuschulden	cʒuschulden	cʒu	NONE	schulde	n	NONE	0	2	119	3
Band3	Band2;Band4;Band5	cʒuseinen	cʒuseinen	cʒu	NONE	sein	en	NONE	0	2	2005	15
Band3	Band2;Band4;Band5	cʒusprechen	cʒusprechen	c	NONE	ʒuspreche	n	NONE	0	2	79	3
Band3	Band2;Band4;Band5	cʒusprechn¤	cʒusprechn	cʒu	NONE	sprech	n	NONE	1	2	34	8
Band3	Band2;Band4;Band5	cʒuspricht	cʒuspricht	cʒu	NONE	spricht	NONE	NONE	0	1	46	0
Band3	Band2;Band4;Band5	cʒusprochn¤	cʒusprochn	NONE	NONE	cʒusprochn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒuspr¤	cʒuspr	cʒu	s	p	r	NONE	1	3	376	68
Band3	Band2;Band4;Band5	cʒustellen	cʒustellen	cʒu	NONE	stellen	NONE	NONE	0	1	8	2
Band3	Band2;Band4;Band5	cʒutagen	cʒutagen	cʒu	NONE	tag	en	NONE	0	2	682	12
Band3	Band2;Band4;Band5	cʒutegen	cʒutegen	cʒu	NONE	tegen	NONE	NONE	0	1	7	0
Band3	Band2;Band4;Band5	cʒuuor	cʒuuor	c	NONE	ʒuuor	NONE	NONE	0	1	2	0
Band3	Band2;Band4;Band5	cʒuuoꝛ	cʒuuoꝛ	NONE	NONE	cʒuuoꝛ	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒuusprechn¤	cʒuusprechn	NONE	NONE	cʒuusprechn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒuvdiene¤	cʒuvdiene	cʒu	v	die	e	n	1	4	4071	15
Band3	Band2;Band4;Band5	cʒuverantwurtn¤	cʒuverantwurtn	cʒu	ver	antwurt	n	NONE	1	3	164	6
Band3	Band2;Band4;Band5	cʒuverdienen	cʒuverdienen	cʒu	ver	die	en	n	0	4	4071	15
Band3	Band2;Band4;Band5	cʒuversehen	cʒuversehen	cʒu	ver	sehen	NONE	NONE	0	2	59	8
Band3	Band2;Band4;Band5	cʒuversprechn¤	cʒuversprechn	cʒu	ver	sprech	n	NONE	1	3	34	8
Band3	Band2;Band4;Band5	cʒuvolfüren	cʒuvolfüren	cʒu	NONE	volfür	en	NONE	0	2	2	1
Band3	Band2;Band4;Band5	cʒuvspreche¤	cʒuvspreche	cʒu	v	spreche	NONE	NONE	1	2	61	9
Band3	Band2;Band4;Band5	cʒuvverden	cʒuvverden	cʒu	NONE	vverde	n	NONE	0	2	25	1
Band3	Band2;Band4;Band5	cʒuvviderkeren	cʒuvviderkeren	NONE	NONE	cʒuvviderkeren	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒuvvissen	cʒuvvissen	cʒu	NONE	vvissen	NONE	NONE	0	1	115	6
Band3	Band2;Band4;Band5	cʒuvvisse¤	cʒuvvisse	cʒu	NONE	vvisse	NONE	NONE	1	1	10	6
Band3	Band2;Band4;Band5	cʒuvvisʒe¤	cʒuvvisʒe	cʒu	NONE	vvisʒ	e	NONE	1	2	13	4
Band3	Band2;Band4;Band5	cʒuwerbn¤	cʒuwerbn	cʒu	NONE	werb	n	NONE	1	2	20	6
Band3	Band2;Band4;Band5	cʒu¤	cʒu	c	NONE	ʒu	NONE	NONE	1	1	4204	35
Band3	Band2;Band4;Band5	cʒvinko	cʒvinko	NONE	NONE	cʒvinko	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒvvischen	cʒvvischen	NONE	NONE	cʒvvischen	NONE	NONE	0	0	1	1
Band3	Band2;Band4;Band5	cʒw	cʒw	NONE	NONE	cʒw	NONE	NONE	0	0	1	13
Band3	Band2;Band4;Band5	cʒwaẏ	cʒwaẏ	NONE	NONE	cʒwaẏ	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒweifel	cʒweifel	c	NONE	ʒweifel	NONE	NONE	0	1	4	2
Band3	Band2;Band4;Band5	cʒweifell	cʒweifell	c	NONE	ʒweifel	l	NONE	0	2	4	2
Band3	Band2;Band4;Band5	cʒwein	cʒwein	NONE	NONE	cʒwein	NONE	NONE	0	0	5	1
Band3	Band2;Band4;Band5	cʒweincʒig	cʒweincʒig	NONE	NONE	cʒweincʒig	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒweinmalen	cʒweinmalen	NONE	NONE	cʒweinmalen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒweitausent	cʒweitausent	NONE	NONE	cʒweitausent	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒwelfbotn¤	cʒwelfbotn	NONE	NONE	cʒwelfbotn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒwelfpotn¤	cʒwelfpotn	NONE	NONE	cʒwelfpotn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒwelften	cʒwelften	NONE	NONE	cʒwelften	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒwen	cʒwen	c	NONE	ʒwen	NONE	NONE	0	1	60	2
Band3	Band2;Band4;Band5	cʒwerkmar	cʒwerkmar	NONE	NONE	cʒwerkmar	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒwey	cʒwey	c	NONE	ʒwey	NONE	NONE	0	1	12	6
Band3	Band2;Band4;Band5	cʒweyen	cʒweyen	c	NONE	ʒwey	en	NONE	0	2	12	6
Band3	Band2;Band4;Band5	cʒweyer	cʒweyer	c	NONE	ʒwey	er	NONE	0	2	12	6
Band3	Band2;Band4;Band5	cʒweyug¤	cʒweyug	c	NONE	ʒweyug	NONE	NONE	1	1	5	0
Band3	Band2;Band4;Band5	cʒweyung	cʒweyung	NONE	NONE	cʒweyung	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	cʒweÿ	cʒweÿ	NONE	NONE	cʒweÿ	NONE	NONE	0	0	2	0
Band3	Band2;Band4;Band5	cʒweẏ	cʒweẏ	NONE	NONE	cʒweẏ	NONE	NONE	0	0	8	1
Band3	Band2;Band4;Band5	cʒweẏdigug¤	cʒweẏdigug	NONE	NONE	cʒweẏdigug	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒweẏen	cʒweẏen	NONE	NONE	cʒweẏ	en	NONE	0	1	8	1
Band3	Band2;Band4;Band5	cʒweẏer	cʒweẏer	NONE	NONE	cʒweẏ	er	NONE	0	1	8	1
Band3	Band2;Band4;Band5	cʒwi	cʒwi	NONE	NONE	cʒwi	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒwikerl	cʒwikerl	NONE	NONE	cʒwikerl	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒwikerls	cʒwikerls	NONE	NONE	cʒwikerls	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒwir	cʒwir	NONE	NONE	cʒwir	NONE	NONE	0	0	2	3
Band3	Band2;Band4;Band5	cʒwischen	cʒwischen	c	NONE	ʒwisch	en	NONE	0	2	52	8
Band3	Band2;Band4;Band5	cʒwische¤	cʒwische	c	NONE	ʒwisch	e	NONE	1	2	52	8
Band3	Band2;Band4;Band5	cʒwischn¤	cʒwischn	c	NONE	ʒwisch	n	NONE	1	2	52	8
Band3	Band2;Band4;Band5	cʒwitracht	cʒwitracht	NONE	NONE	cʒwitracht	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	cʒwitraht	cʒwitraht	c	NONE	ʒwitraht	NONE	NONE	0	1	1	1
Band3	Band2;Band4;Band5	cʒwo	cʒwo	c	NONE	ʒwo	NONE	NONE	0	1	10	1
Band3	Band2;Band4;Band5	cʒwu	cʒwu	NONE	NONE	cʒwu	NONE	NONE	0	0	5	0
Band3	Band2;Band4;Band5	cʒwÿtracht	cʒwÿtracht	NONE	NONE	cʒwÿtracht	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒwẏtracht	cʒwẏtracht	NONE	NONE	cʒwẏtracht	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒymermans¤	cʒymermans	NONE	NONE	cʒymerman	s	NONE	1	1	1	0
Band3	Band2;Band4;Band5	cʒymerman¤	cʒymerman	NONE	NONE	cʒymerman	NONE	NONE	1	0	1	0
Band3	Band2;Band4;Band5	cʒölle	cʒölle	c	NONE	ʒölle	NONE	NONE	0	1	5	2
Band3	Band2;Band4;Band5	cʒöllner	cʒöllner	NONE	NONE	cʒölln	er	NONE	0	1	2	1
Band3	Band2;Band4;Band5	cʒöllns¤	cʒöllns	NONE	NONE	cʒölln	s	NONE	1	1	2	1
Band3	Band2;Band4;Band5	cʒölln¤	cʒölln	NONE	NONE	cʒölln	NONE	NONE	1	0	2	1
Band3	Band2;Band4;Band5	cʒü	cʒü	NONE	NONE	cʒü	NONE	NONE	0	0	383	4
Band3	Band2;Band4;Band5	cʒüchtiger	cʒüchtiger	NONE	NONE	cʒüchtiger	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒüchtig¤	cʒüchtig	c	NONE	ʒüchtig	NONE	NONE	1	1	3	1
Band3	Band2;Band4;Band5	cʒücʒiehen	cʒücʒiehen	NONE	NONE	cʒücʒiehen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒüeinand¤	cʒüeinand	NONE	NONE	cʒüeinand	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒüg	cʒüg	c	NONE	ʒüg	NONE	NONE	0	1	2	1
Band3	Band2;Band4;Band5	cʒügange¤	cʒügange	NONE	NONE	cʒügange	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒüge	cʒüge	NONE	NONE	cʒüge	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	cʒügeet	cʒügeet	NONE	NONE	cʒüge	et	NONE	0	1	1	0
Band3	Band2;Band4;Band5	cʒügesagt	cʒügesagt	NONE	NONE	cʒügesagt	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒügesprochn¤	cʒügesprochn	NONE	NONE	cʒügesprochn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒügewinne	cʒügewinne	NONE	NONE	cʒügewinne	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒügreiffen	cʒügreiffen	NONE	NONE	cʒügreiffen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒügriff	cʒügriff	c	NONE	ʒügriff	NONE	NONE	0	1	1	0
Band3	Band2;Band4;Band5	cʒükumedn¤	cʒükumedn	NONE	NONE	cʒükumedn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒükunft	cʒükunft	NONE	NONE	cʒükunft	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒüm	cʒüm	NONE	NONE	cʒü	m	NONE	0	1	383	4
Band3	Band2;Band4;Band5	cʒün	cʒün	NONE	NONE	cʒü	n	NONE	0	1	383	4
Band3	Band2;Band4;Band5	cʒüppf	cʒüppf	NONE	NONE	cʒüppf	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒür	cʒür	NONE	NONE	cʒü	r	NONE	0	1	383	4
Band3	Band2;Band4;Band5	cʒüreden	cʒüreden	NONE	NONE	cʒüreden	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒürede¤	cʒürede	NONE	NONE	cʒürede	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒüsprechen	cʒüsprechen	NONE	NONE	cʒüsprechen	NONE	NONE	0	0	3	0
Band3	Band2;Band4;Band5	cʒüspreche¤	cʒüspreche	NONE	NONE	cʒüspreche	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒüsprechn¤	cʒüsprechn	NONE	NONE	cʒüsprechn	NONE	NONE	1	0	4	0
Band3	Band2;Band4;Band5	cʒüspricht	cʒüspricht	NONE	NONE	cʒüspricht	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒüspruch	cʒüspruch	NONE	NONE	cʒüspruch	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒütschen	cʒütschen	NONE	NONE	cʒütsch	en	NONE	0	1	1	1
Band3	Band2;Band4;Band5	cʒütschn	cʒütschn	NONE	NONE	cʒütschn	NONE	NONE	0	0	2	0
Band3	Band2;Band4;Band5	cʒü¤	cʒü	NONE	NONE	cʒü	NONE	NONE	1	0	383	4
Band3	Band2;Band4;Band5	d	d	NONE	NONE	d	NONE	NONE	0	0	252	196
Band3	Band2;Band4;Band5	da	da	NONE	NONE	da	NONE	NONE	0	0	365	52
Band3	Band2;Band4;Band5	dabei	dabei	NONE	NONE	dabei	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	dabey	dabey	NONE	NONE	dabey	NONE	NONE	0	0	82	0
Band3	Band2;Band4;Band5	dabeÿ	dabeÿ	NONE	NONE	dabeÿ	NONE	NONE	0	0	6	0
Band3	Band2;Band4;Band5	dabeẏ	dabeẏ	NONE	NONE	dabeẏ	NONE	NONE	0	0	17	0
Band3	Band2;Band4;Band5	dachaw	dachaw	NONE	NONE	dachaw	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	dacʒwischn¤	dacʒwischn	NONE	NONE	dacʒwischn	NONE	NONE	1	0	3	0
Band3	Band2;Band4;Band5	dafür	dafür	NONE	NONE	dafür	NONE	NONE	0	0	16	0
Band3	Band2;Band4;Band5	dah	dah	NONE	NONE	dah	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	daheimen	daheimen	NONE	NONE	daheim	en	NONE	0	1	3	0
Band3	Band2;Band4;Band5	dahin	dahin	NONE	NONE	dahin	NONE	NONE	0	0	30	0
Band3	Band2;Band4;Band5	dalmacia	dalmacia	NONE	NONE	dalmacia	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	damit	damit	NONE	NONE	damit	NONE	NONE	0	0	112	0
Band3	Band2;Band4;Band5	dan	dan	NONE	NONE	dan	NONE	NONE	0	0	500	15
Band3	Band2;Band4;Band5	danck	danck	NONE	NONE	danck	NONE	NONE	0	0	1	2
Band3	Band2;Band4;Band5	danckbrief	danckbrief	NONE	NONE	danckbrief	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	dancken	dancken	NONE	NONE	dancken	NONE	NONE	0	0	29	0
Band3	Band2;Band4;Band5	dancke¤	dancke	NONE	NONE	dancke	NONE	NONE	1	0	12	1
