edition	page	physical_folio	star_ordinal_left	star_ordinal_right	left_locus	right_locus	boundary_class	left_groups	right_groups
RF1b	f112v	f112	11	12	f112v.41	f112v.42	CROSS_RECORD	4	10
RF1b	f112v	f112	12	13	f112v.44	f112v.45	CROSS_RECORD	9	11
RF1b	f113r	f113	1	2	f113r.3	f113r.4	CROSS_RECORD	5	12
RF1b	f113r	f113	2	3	f113r.7	f113r.8	CROSS_RECORD	8	11
RF1b	f113r	f113	3	4	f113r.9	f113r.10	CROSS_RECORD	12	12
RF1b	f113r	f113	4	5	f113r.12	f113r.13	CROSS_RECORD	9	12
RF1b	f113r	f113	5	6	f113r.15	f113r.16	CROSS_RECORD	5	11
RF1b	f113r	f113	6	7	f113r.19	f113r.20	CROSS_RECORD	6	10
RF1b	f113r	f113	7	8	f113r.21	f113r.22	CROSS_RECORD	10	10
RF1b	f113r	f113	8	9	f113r.24	f113r.25	CROSS_RECORD	7	10
RF1b	f113r	f113	9	10	f113r.26	f113r.27	CROSS_RECORD	9	12
RF1b	f113r	f113	10	11	f113r.29	f113r.30	CROSS_RECORD	9	11
RF1b	f113r	f113	11	12	f113r.33	f113r.34	CROSS_RECORD	5	10
RF1b	f113r	f113	12	13	f113r.36	f113r.37	CROSS_RECORD	3	10
RF1b	f113r	f113	13	14	f113r.38	f113r.39	CROSS_RECORD	8	11
RF1b	f113r	f113	14	15	f113r.41	f113r.42	CROSS_RECORD	10	10
RF1b	f113r	f113	15	16	f113r.44	f113r.45	CROSS_RECORD	4	11
RF1b	f113v	f113	1	2	f113v.3	f113v.4	CROSS_RECORD	7	11
RF1b	f113v	f113	2	3	f113v.6	f113v.7	CROSS_RECORD	4	12
RF1b	f113v	f113	3	4	f113v.9	f113v.10	CROSS_RECORD	7	14
RF1b	f113v	f113	4	5	f113v.12	f113v.13	CROSS_RECORD	5	12
RF1b	f113v	f113	5	6	f113v.17	f113v.18	CROSS_RECORD	8	10
RF1b	f113v	f113	6	7	f113v.20	f113v.21	CROSS_RECORD	7	11
RF1b	f113v	f113	7	8	f113v.24	f113v.25	CROSS_RECORD	4	12
RF1b	f113v	f113	8	9	f113v.27	f113v.28	CROSS_RECORD	2	11
RF1b	f113v	f113	9	10	f113v.32	f113v.33	CROSS_RECORD	8	10
RF1b	f113v	f113	10	11	f113v.35	f113v.36	CROSS_RECORD	5	9
RF1b	f113v	f113	11	12	f113v.37	f113v.38	CROSS_RECORD	7	10
RF1b	f113v	f113	12	13	f113v.41	f113v.42	CROSS_RECORD	6	13
RF1b	f113v	f113	13	14	f113v.44	f113v.45	CROSS_RECORD	6	11
RF1b	f113v	f113	14	15	f113v.46	f113v.47	CROSS_RECORD	6	10
RF1b	f114r	f114	1	2	f114r.3	f114r.4	CROSS_RECORD	1	10
RF1b	f114r	f114	2	3	f114r.7	f114r.8	CROSS_RECORD	8	10
RF1b	f114r	f114	3	4	f114r.10	f114r.11	CROSS_RECORD	5	11
RF1b	f114r	f114	4	5	f114r.13	f114r.14	CROSS_RECORD	3	11
RF1b	f114r	f114	5	6	f114r.18	f114r.19	CROSS_RECORD	7	12
RF1b	f114r	f114	6	7	f114r.21	f114r.22	CROSS_RECORD	4	10
RF1b	f114r	f114	7	8	f114r.23	f114r.24	CROSS_RECORD	10	12
RF1b	f114r	f114	8	9	f114r.27	f114r.28	CROSS_RECORD	7	11
RF1b	f114r	f114	9	10	f114r.31	f114r.32	CROSS_RECORD	7	10
RF1b	f114r	f114	10	11	f114r.34	f114r.35	CROSS_RECORD	5	13
RF1b	f114r	f114	11	12	f114r.38	f114r.39	CROSS_RECORD	8	9
RF1b	f114r	f114	12	13	f114r.41	f114r.42	CROSS_RECORD	10	10
RF1b	f114v	f114	1	2	f114v.5	f114v.6	CROSS_RECORD	5	10
RF1b	f114v	f114	2	3	f114v.7	f114v.8	CROSS_RECORD	11	9
RF1b	f114v	f114	3	4	f114v.10	f114v.11	CROSS_RECORD	8	10
RF1b	f114v	f114	4	5	f114v.13	f114v.14	CROSS_RECORD	3	9
RF1b	f114v	f114	5	6	f114v.17	f114v.18	CROSS_RECORD	6	9
RF1b	f114v	f114	6	7	f114v.19	f114v.20	CROSS_RECORD	3	10
RF1b	f114v	f114	7	8	f114v.22	f114v.23	CROSS_RECORD	8	8
RF1b	f114v	f114	8	9	f114v.25	f114v.26	CROSS_RECORD	6	9
RF1b	f114v	f114	9	10	f114v.28	f114v.29	CROSS_RECORD	7	10
RF1b	f114v	f114	10	11	f114v.32	f114v.33	CROSS_RECORD	5	10
RF1b	f114v	f114	11	12	f114v.35	f114v.36	CROSS_RECORD	7	11
RF1b	f115r	f115	1	2	f115r.3	f115r.4	CROSS_RECORD	10	11
RF1b	f115r	f115	2	3	f115r.7	f115r.8	CROSS_RECORD	8	13
RF1b	f115r	f115	3	4	f115r.9	f115r.10	CROSS_RECORD	10	10
RF1b	f115r	f115	4	5	f115r.12	f115r.13	CROSS_RECORD	8	10
RF1b	f115r	f115	5	6	f115r.18	f115r.19	CROSS_RECORD	7	10
RF1b	f115r	f115	6	7	f115r.21	f115r.22	CROSS_RECORD	11	12
RF1b	f115r	f115	7	8	f115r.25	f115r.26	CROSS_RECORD	7	12
RF1b	f115r	f115	8	9	f115r.28	f115r.29	CROSS_RECORD	7	9
RF1b	f115r	f115	9	10	f115r.34	f115r.35	CROSS_RECORD	5	12
RF1b	f115r	f115	10	11	f115r.36	f115r.37	CROSS_RECORD	8	10
RF1b	f115r	f115	11	12	f115r.39	f115r.40	CROSS_RECORD	5	10
RF1b	f115r	f115	12	13	f115r.41	f115r.42	CROSS_RECORD	5	10
RF1b	f115v	f115	1	2	f115v.5	f115v.6	CROSS_RECORD	6	10
RF1b	f115v	f115	2	3	f115v.7	f115v.8	CROSS_RECORD	10	10
RF1b	f115v	f115	3	4	f115v.10	f115v.11	CROSS_RECORD	7	10
RF1b	f115v	f115	4	5	f115v.12	f115v.13	CROSS_RECORD	4	11
RF1b	f115v	f115	5	6	f115v.17	f115v.18	CROSS_RECORD	6	8
RF1b	f115v	f115	6	7	f115v.20	f115v.21	CROSS_RECORD	8	10
RF1b	f115v	f115	7	8	f115v.23	f115v.24	CROSS_RECORD	6	9
RF1b	f115v	f115	8	9	f115v.28	f115v.29	CROSS_RECORD	8	11
RF1b	f115v	f115	9	10	f115v.30	f115v.31	CROSS_RECORD	8	10
RF1b	f115v	f115	10	11	f115v.33	f115v.34	CROSS_RECORD	5	10
RF1b	f115v	f115	11	12	f115v.36	f115v.37	CROSS_RECORD	4	8
RF1b	f115v	f115	12	13	f115v.40	f115v.41	CROSS_RECORD	8	9
