page_host_submotif	external_axis	feature_support_loci	positive_with_feature	negative_with_feature	positive_without_feature	within_folio_effect	local_permutation_p	max_search_p	positive_effect_folios	informative_folios	folio_contributions	leave_one_folio_effects	label	semantic_role	obvious_confounds
^oi	STAR_OR_SKY	5	4	1	296	0.753898305085	0.389322135573	1	3	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.720000;f68:0.033898;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.753898;f102:0.753898;f57:0.753898;f65:0.753898;f67:0.033898;f68:0.720000;f69:0.753898;f70:0.753898;f71:0.753898;f72:0.753898;f73:0.753898;f75:0.753898;f76:0.753898;f77:0.753898;f78:0.753898;f80:0.753898;f82:0.753898;f83:0.753898;f88:0.753898;f89:0.753898;f99:0.753898	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oii	STAR_OR_SKY	5	4	1	296	0.753898305085	0.389322135573	1	3	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.720000;f68:0.033898;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.753898;f102:0.753898;f57:0.753898;f65:0.753898;f67:0.033898;f68:0.720000;f69:0.753898;f70:0.753898;f71:0.753898;f72:0.753898;f73:0.753898;f75:0.753898;f76:0.753898;f77:0.753898;f78:0.753898;f80:0.753898;f82:0.753898;f83:0.753898;f88:0.753898;f89:0.753898;f99:0.753898	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^o$	PLANT	10	4	6	138	0.751535695942	0.396720655869	1	2	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.080000;f68:-0.016949;f69:0.363636;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.484848;f99:0.000000	f100:0.751536;f102:0.751536;f57:0.751536;f65:0.751536;f67:0.831536;f68:0.768485;f69:0.387899;f70:0.751536;f71:0.751536;f72:0.751536;f73:0.751536;f75:0.751536;f76:0.751536;f77:0.751536;f78:0.751536;f80:0.751536;f82:0.751536;f83:0.751536;f88:0.751536;f89:0.266687;f99:0.751536	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
kol	REL_EXPLICIT_ATTACHMENT	18	6	12	96	0.745756291731	0.413317336533	1	4	7	f100:0.000000;f102:0.833333;f57:0.000000;f65:0.000000;f67:0.000000;f68:-0.186441;f69:-0.227273;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.062500;f83:0.000000;f88:-0.363636;f89:0.727273;f99:-0.100000	f100:0.745756;f102:-0.087577;f57:0.745756;f65:0.745756;f67:0.745756;f68:0.932197;f69:0.973029;f70:0.745756;f71:0.745756;f72:0.745756;f73:0.745756;f75:0.745756;f76:0.745756;f77:0.745756;f78:0.745756;f80:0.745756;f82:0.683256;f83:0.745756;f88:1.109393;f89:0.018484;f99:0.845756	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ary	PLANT	20	7	13	135	0.742465331279	0.408718256349	1	3	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.160000;f68:-0.033898;f69:0.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.454545;f89:0.000000;f99:0.300000	f100:0.742465;f102:0.742465;f57:0.742465;f65:0.742465;f67:0.902465;f68:0.776364;f69:0.560647;f70:0.742465;f71:0.742465;f72:0.742465;f73:0.742465;f75:0.742465;f76:0.742465;f77:0.742465;f78:0.742465;f80:0.742465;f82:0.742465;f83:0.742465;f88:0.287920;f89:0.742465;f99:0.442465	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ara	FIGURE	13	6	7	229	0.731707317073	0.429914017197	1	2	1	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.731707;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.731707;f102:0.731707;f57:0.731707;f65:0.731707;f67:0.731707;f68:0.731707;f69:0.731707;f70:-0.000000;f71:0.731707;f72:0.731707;f73:0.731707;f75:0.731707;f76:0.731707;f77:0.731707;f78:0.731707;f80:0.731707;f82:0.731707;f83:0.731707;f88:0.731707;f89:0.731707;f99:0.731707	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
os$	STAR_OR_SKY	16	10	6	290	0.728576797324	0.433113377325	1	5	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.800000;f68:0.033898;f69:-1.181818;f70:0.121951;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.954545;f89:0.000000;f99:0.000000	f100:0.728577;f102:0.728577;f57:0.728577;f65:0.728577;f67:-0.071423;f68:0.694678;f69:1.910395;f70:0.606626;f71:0.728577;f72:0.728577;f73:0.728577;f75:0.728577;f76:0.728577;f77:0.728577;f78:0.728577;f80:0.728577;f82:0.728577;f83:0.728577;f88:-0.225969;f89:0.728577;f99:0.728577	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
aro	REL_PROXIMITY	13	13	0	262	0.723232323232	0.457308538292	1	6	4	f100:0.000000;f102:0.111111;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.166667;f88:0.045455;f89:0.000000;f99:0.400000	f100:0.723232;f102:0.612121;f57:0.723232;f65:0.723232;f67:0.723232;f68:0.723232;f69:0.723232;f70:0.723232;f71:0.723232;f72:0.723232;f73:0.723232;f75:0.723232;f76:0.723232;f77:0.723232;f78:0.723232;f80:0.723232;f82:0.723232;f83:0.556566;f88:0.677778;f89:0.723232;f99:0.323232	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ain	STAR_OR_SKY	6	5	1	295	0.72	0.401519696061	1	2	1	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.720000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.720000;f102:0.720000;f57:0.720000;f65:0.720000;f67:0.000000;f68:0.720000;f69:0.720000;f70:0.720000;f71:0.720000;f72:0.720000;f73:0.720000;f75:0.720000;f76:0.720000;f77:0.720000;f78:0.720000;f80:0.720000;f82:0.720000;f83:0.720000;f88:0.720000;f89:0.720000;f99:0.720000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
es$	STAR_OR_SKY	5	5	0	295	0.72	0.410317936413	1	1	1	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.720000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.720000;f102:0.720000;f57:0.720000;f65:0.720000;f67:-0.000000;f68:0.720000;f69:0.720000;f70:0.720000;f71:0.720000;f72:0.720000;f73:0.720000;f75:0.720000;f76:0.720000;f77:0.720000;f78:0.720000;f80:0.720000;f82:0.720000;f83:0.720000;f88:0.720000;f89:0.720000;f99:0.720000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
tol	STAR_OR_SKY	9	5	4	295	0.72	0.391921615677	1	2	1	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.720000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.720000;f102:0.720000;f57:0.720000;f65:0.720000;f67:-0.000000;f68:0.720000;f69:0.720000;f70:0.720000;f71:0.720000;f72:0.720000;f73:0.720000;f75:0.720000;f76:0.720000;f77:0.720000;f78:0.720000;f80:0.720000;f82:0.720000;f83:0.720000;f88:0.720000;f89:0.720000;f99:0.720000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ar	REL_ENCLOSURE	47	5	42	57	0.713356484421	0.436712657469	1	2	6	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.680000;f68:-0.694915;f69:0.000000;f70:-0.365854;f71:0.000000;f72:1.478261;f73:-0.323529;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:-0.060606;f99:0.000000	f100:0.713356;f102:0.713356;f57:0.713356;f65:0.713356;f67:0.033356;f68:1.408272;f69:0.713356;f70:1.079210;f71:0.713356;f72:-0.764904;f73:1.036886;f75:0.713356;f76:0.713356;f77:0.713356;f78:0.713356;f80:0.713356;f82:0.713356;f83:0.713356;f88:0.713356;f89:0.773963;f99:0.713356	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ald	PLANT	5	3	2	139	0.69696969697	0.452109578084	1	2	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.454545;f89:0.242424;f99:0.000000	f100:0.696970;f102:0.696970;f57:0.696970;f65:0.696970;f67:0.696970;f68:0.696970;f69:0.696970;f70:0.696970;f71:0.696970;f72:0.696970;f73:0.696970;f75:0.696970;f76:0.696970;f77:0.696970;f78:0.696970;f80:0.696970;f82:0.696970;f83:0.696970;f88:0.242424;f89:0.454545;f99:0.696970	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
cth	REL_EXPLICIT_ATTACHMENT	13	5	8	97	0.695853152006	0.434113177365	1	2	5	f100:-0.136364;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.355932;f69:-0.113636;f70:0.000000;f71:0.000000;f72:-0.228261;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.818182;f89:0.000000;f99:0.000000	f100:0.832217;f102:0.695853;f57:0.695853;f65:0.695853;f67:0.695853;f68:0.339921;f69:0.809490;f70:0.695853;f71:0.695853;f72:0.924114;f73:0.695853;f75:0.695853;f76:0.695853;f77:0.695853;f78:0.695853;f80:0.695853;f82:0.695853;f83:0.695853;f88:-0.122329;f89:0.695853;f99:0.695853	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^al	FIGURE	25	8	17	227	0.695609756098	0.451309738052	1	1	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.024390;f71:-0.000000;f72:0.000000;f73:-0.000000;f75:0.720000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.695610;f102:0.695610;f57:0.695610;f65:0.695610;f67:0.695610;f68:0.695610;f69:0.695610;f70:0.720000;f71:0.695610;f72:0.695610;f73:0.695610;f75:-0.024390;f76:0.695610;f77:0.695610;f78:0.695610;f80:0.695610;f82:0.695610;f83:0.695610;f88:0.695610;f89:0.695610;f99:0.695610	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eor	REL_PROXIMITY	8	5	3	270	0.694230439993	0.366926614677	1	4	3	f100:-0.000000;f102:0.055556;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.593220;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.045455;f89:0.000000;f99:0.000000	f100:0.694230;f102:0.638675;f57:0.694230;f65:0.694230;f67:0.694230;f68:0.101010;f69:0.694230;f70:0.694230;f71:0.694230;f72:0.694230;f73:0.694230;f75:0.694230;f76:0.694230;f77:0.694230;f78:0.694230;f80:0.694230;f82:0.694230;f83:0.694230;f88:0.648776;f89:0.694230;f99:0.694230	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^op	REL_PROXIMITY	22	13	9	262	0.685302466584	0.420515896821	1	7	5	f100:0.000000;f102:0.166667;f57:0.000000;f65:0.000000;f67:0.720000;f68:0.186441;f69:0.000000;f70:0.512195;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:-0.900000	f100:0.685302;f102:0.518636;f57:0.685302;f65:0.685302;f67:-0.034698;f68:0.498862;f69:0.685302;f70:0.173107;f71:0.685302;f72:0.685302;f73:0.685302;f75:0.685302;f76:0.685302;f77:0.685302;f78:0.685302;f80:0.685302;f82:0.685302;f83:0.685302;f88:0.685302;f89:0.685302;f99:1.585302	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ota	REL_EXPLICIT_ATTACHMENT	23	3	20	99	0.680144152523	0.391521695661	1	3	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.695652;f73:-0.088235;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.181818;f89:0.454545;f99:-0.200000	f100:0.680144;f102:0.680144;f57:0.680144;f65:0.680144;f67:0.680144;f68:0.680144;f69:0.680144;f70:0.680144;f71:0.680144;f72:-0.015508;f73:0.768379;f75:0.680144;f76:0.680144;f77:0.680144;f78:0.680144;f80:0.680144;f82:0.680144;f83:0.680144;f88:0.861962;f89:0.225599;f99:0.880144	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ra$	PLANT	8	3	5	139	0.680020544427	0.45950809838	1	2	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.983051;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.545455;f89:0.242424;f99:0.000000	f100:0.680021;f102:0.680021;f57:0.680021;f65:0.680021;f67:0.680021;f68:-0.303030;f69:0.680021;f70:0.680021;f71:0.680021;f72:0.680021;f73:0.680021;f75:0.680021;f76:0.680021;f77:0.680021;f78:0.680021;f80:0.680021;f82:0.680021;f83:0.680021;f88:1.225475;f89:0.437596;f99:0.680021	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
olc	REL_EXPLICIT_ATTACHMENT	6	4	2	98	0.67719568567	0.440111977604	1	2	2	f100:-0.136364;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.813559;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.813559;f102:0.677196;f57:0.677196;f65:0.677196;f67:0.677196;f68:-0.136364;f69:0.677196;f70:0.677196;f71:0.677196;f72:0.677196;f73:0.677196;f75:0.677196;f76:0.677196;f77:0.677196;f78:0.677196;f80:0.677196;f82:0.677196;f83:0.677196;f88:0.677196;f89:0.677196;f99:0.677196	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^al	REL_PROXIMITY	25	14	11	261	0.677194558232	0.457908418316	1	5	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.120000;f68:-0.813559;f69:1.386364;f70:0.024390;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.200000	f100:0.677195;f102:0.677195;f57:0.677195;f65:0.677195;f67:0.797195;f68:1.490754;f69:-0.709169;f70:0.652804;f71:0.677195;f72:0.677195;f73:0.677195;f75:0.677195;f76:0.677195;f77:0.677195;f78:0.677195;f80:0.677195;f82:0.677195;f83:0.677195;f88:0.677195;f89:0.677195;f99:0.477195	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
alo	FIGURE	8	4	4	231	0.672473867596	0.439712057588	1	2	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.243902;f71:-0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.428571;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.672474;f102:0.672474;f57:0.672474;f65:0.672474;f67:0.672474;f68:0.672474;f69:0.672474;f70:0.428571;f71:0.672474;f72:0.672474;f73:0.672474;f75:0.672474;f76:0.672474;f77:0.243902;f78:0.672474;f80:0.672474;f82:0.672474;f83:0.672474;f88:0.672474;f89:0.672474;f99:0.672474	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
tol	FIGURE	9	5	4	230	0.668571428571	0.435312937413	1	3	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.240000;f76:0.000000;f77:0.428571;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.668571;f102:0.668571;f57:0.668571;f65:0.668571;f67:0.668571;f68:0.668571;f69:0.668571;f70:0.668571;f71:0.668571;f72:0.668571;f73:0.668571;f75:0.428571;f76:0.668571;f77:0.240000;f78:0.668571;f80:0.668571;f82:0.668571;f83:0.668571;f88:0.668571;f89:0.668571;f99:0.668571	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
hy$	REL_ARRAY_OR_GROUP	35	5	30	50	0.653741685144	0.433713257349	1	2	9	f100:-0.090909;f102:-0.166667;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.195122;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.600000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:-0.312500;f83:-0.333333;f88:-0.227273;f89:1.454545;f99:-0.075000	f100:0.744651;f102:0.820408;f57:0.653742;f65:0.653742;f67:0.653742;f68:0.653742;f69:0.653742;f70:0.848864;f71:0.653742;f72:0.653742;f73:0.653742;f75:0.053742;f76:0.653742;f77:0.653742;f78:0.653742;f80:0.653742;f82:0.966242;f83:0.987075;f88:0.881014;f89:-0.800804;f99:0.728742	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ot$	PLANT	12	4	8	138	0.646515151515	0.442111577684	1	3	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.080000;f68:0.000000;f69:1.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.772727;f89:0.242424;f99:0.075000	f100:0.646515;f102:0.646515;f57:0.646515;f65:0.646515;f67:0.726515;f68:0.646515;f69:-0.535303;f70:0.646515;f71:0.646515;f72:0.646515;f73:0.646515;f75:0.646515;f76:0.646515;f77:0.646515;f78:0.646515;f80:0.646515;f82:0.646515;f83:0.646515;f88:1.419242;f89:0.404091;f99:0.571515	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oro	REL_EXPLICIT_ATTACHMENT	7	3	4	99	0.640504622496	0.430313937213	1	3	6	f100:-0.136364;f102:0.666667;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.271186;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:-0.312500;f83:0.333333;f88:-0.181818;f89:0.000000;f99:0.000000	f100:0.776868;f102:-0.026162;f57:0.640505;f65:0.640505;f67:0.640505;f68:0.369318;f69:0.640505;f70:0.640505;f71:0.640505;f72:0.640505;f73:0.640505;f75:0.640505;f76:0.640505;f77:0.640505;f78:0.640505;f80:0.640505;f82:0.953005;f83:0.307171;f88:0.822323;f89:0.640505;f99:0.640505	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ko	PLANT	8	5	3	137	0.637222222222	0.451309738052	1	3	5	f100:0.000000;f102:0.055556;f57:0.000000;f65:0.000000;f67:-0.160000;f68:0.000000;f69:1.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:-0.515152;f99:0.075000	f100:0.637222;f102:0.581667;f57:0.637222;f65:0.637222;f67:0.797222;f68:0.637222;f69:-0.544596;f70:0.637222;f71:0.637222;f72:0.637222;f73:0.637222;f75:0.637222;f76:0.637222;f77:0.637222;f78:0.637222;f80:0.637222;f82:0.637222;f83:0.637222;f88:0.637222;f89:1.152374;f99:0.562222	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ot	STAR_OR_SKY	82	51	31	249	0.636286218948	0.47450509898	1	4	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.160000;f68:0.271186;f69:-0.772727;f70:1.341463;f71:-0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.363636;f89:0.000000;f99:0.000000	f100:0.636286;f102:0.636286;f57:0.636286;f65:0.636286;f67:0.476286;f68:0.365100;f69:1.409013;f70:-0.705177;f71:0.636286;f72:0.636286;f73:0.636286;f75:0.636286;f76:0.636286;f77:0.636286;f78:0.636286;f80:0.636286;f82:0.636286;f83:0.636286;f88:0.999923;f89:0.636286;f99:0.636286	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
cph	REL_EXPLICIT_ATTACHMENT	5	3	2	99	0.631741140216	0.465906818636	1	1	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.813559;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.181818;f89:0.000000;f99:0.000000	f100:0.631741;f102:0.631741;f57:0.631741;f65:0.631741;f67:0.631741;f68:-0.181818;f69:0.631741;f70:0.631741;f71:0.631741;f72:0.631741;f73:0.631741;f75:0.631741;f76:0.631741;f77:0.631741;f78:0.631741;f80:0.631741;f82:0.631741;f83:0.631741;f88:0.813559;f89:0.631741;f99:0.631741	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
tok	REL_PROXIMITY	5	4	1	271	0.630909090909	0.403919216157	1	3	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.440000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.090909;f89:0.000000;f99:0.100000	f100:0.630909;f102:0.630909;f57:0.630909;f65:0.630909;f67:0.190909;f68:0.630909;f69:0.630909;f70:0.630909;f71:0.630909;f72:0.630909;f73:0.630909;f75:0.630909;f76:0.630909;f77:0.630909;f78:0.630909;f80:0.630909;f82:0.630909;f83:0.630909;f88:0.540000;f89:0.630909;f99:0.530909	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
