physical_page	page_model	clause_id	start_event	end_event	events	natural_process_summary_de
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C328	P912-E1690	P912-E1693	4	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen. Als Einsatzgrößen erscheinen Ansatz. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C329	P912-E1694	P912-E1699	6	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× ansetzen, 1× halten, 1× zugeben, 1× entnehmen, 1× auswählen. Als Einsatzgrößen erscheinen Portion. Der Gang führt über Ziel- oder Anschlussstelle, Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C330	P912-E1700	P912-E1702	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× auffangen. Als Einsatzgrößen erscheinen Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C331	P912-E1703	P912-E1717	15	An der gezeigten Bad- oder Arbeitsstation stehen 9 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× umsetzen, 1× auffangen, 1× entnehmen, 1× bereitstellen, 1× halten, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C332	P912-E1720	P912-E1720	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C333	P912-E1721	P912-E1721	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× umsetzen. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C334	P912-E1722	P912-E1730	9	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× absetzen. Als Einsatzgrößen erscheinen Auszug, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C335	P912-E1733	P912-E1748	16	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× kennzeichnen, 1× auffangen, 1× zugeben, 1× auswählen, 1× behandeln, 1× einstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Auszug, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f67r2	RING_UND_TABELLENPOSTEN_AUSWAEHLEN	P915-C336	P912-E1777	P912-E1783	7	Beim bezeichneten Ring- oder Tabellenposten stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× ausführen, 2× auswählen, 1× einsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f67r2	RING_UND_TABELLENPOSTEN_AUSWAEHLEN	P915-C337	P912-E1785	P912-E1803	19	Beim bezeichneten Ring- oder Tabellenposten stehen 10 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 6× ausführen, 5× auswählen, 2× entnehmen, 1× ansetzen, 1× zugeben, 1× kennzeichnen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f67r2	RING_UND_TABELLENPOSTEN_AUSWAEHLEN	P915-C338	P912-E1805	P912-E1817	13	Beim bezeichneten Ring- oder Tabellenposten stehen 10 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 6× ausführen, 3× auswählen, 2× kennzeichnen, 2× einstellen, 1× einsetzen, 1× entnehmen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f67r2	RING_UND_TABELLENPOSTEN_AUSWAEHLEN	P915-C339	P912-E1820	P912-E1820	1	Beim bezeichneten Ring- oder Tabellenposten stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen, 1× ausführen. Danach wird der Arbeitsschritt geschlossen.
f67r2	RING_UND_TABELLENPOSTEN_AUSWAEHLEN	P915-C340	P912-E1821	P912-E1823	3	Beim bezeichneten Ring- oder Tabellenposten stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× ausführen. Als Einsatzgrößen erscheinen Sollmaß. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f67r2	RING_UND_TABELLENPOSTEN_AUSWAEHLEN	P915-C341	P912-E1825	P912-E1831	7	Beim bezeichneten Ring- oder Tabellenposten stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× ausführen, 2× auswählen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f67r2	RING_UND_TABELLENPOSTEN_AUSWAEHLEN	P915-C342	P912-E1834	P912-E1839	6	Beim bezeichneten Ring- oder Tabellenposten stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× einstellen. Als Einsatzgrößen erscheinen Ansatz, Sollmaß. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f67r2	RING_UND_TABELLENPOSTEN_AUSWAEHLEN	P915-C343	P912-E1841	P912-E1858	18	Beim bezeichneten Ring- oder Tabellenposten stehen 14 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 13× ausführen, 5× auswählen, 2× einstellen, 2× entnehmen, 1× bereitstellen, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f67r2	RING_UND_TABELLENPOSTEN_AUSWAEHLEN	P915-C344	P912-E1859	P912-E1865	7	Beim bezeichneten Ring- oder Tabellenposten stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ausführen, 2× auswählen, 1× halten, 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Auszug, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f67r2	RING_UND_TABELLENPOSTEN_AUSWAEHLEN	P915-C345	P912-E1867	P912-E1875	9	Beim bezeichneten Ring- oder Tabellenposten stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ausführen, 2× entnehmen, 1× einstellen, 1× kennzeichnen, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f67r2	RING_UND_TABELLENPOSTEN_AUSWAEHLEN	P915-C346	P912-E1903	P912-E1938	36	Beim bezeichneten Ring- oder Tabellenposten stehen 24 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 14× ausführen, 6× auswählen, 6× ansetzen, 5× zugeben, 5× entnehmen, 3× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Auszug, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, Durchlass. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f68r1	STERNSTELLEN_KURZ_ZUORDNEN	P915-C347	P912-E1939	P912-E1950	12	Beim bezeichneten Ring- oder Tabellenposten stehen 11 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 8× entnehmen, 5× ausführen, 3× ansetzen, 2× einstellen, 1× halten, 1× umleiten. Als Einsatzgrößen erscheinen Ansatz, Auszug. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger, vollständig. Danach wird der Arbeitsschritt geschlossen.
f68r1	STERNSTELLEN_KURZ_ZUORDNEN	P915-C348	P912-E1951	P912-E1953	3	Beim bezeichneten Ring- oder Tabellenposten stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× einstellen, 1× halten, 1× entnehmen, 1× ausführen. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f68r1	STERNSTELLEN_KURZ_ZUORDNEN	P915-C349	P912-E1954	P912-E1969	16	Beim bezeichneten Ring- oder Tabellenposten stehen 15 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 6× entnehmen, 4× zugeben, 3× ansetzen, 3× kennzeichnen, 2× ausführen, 1× einsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Auszug. Der Gang führt über Ziel- oder Anschlussstelle, Durchlass. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f88r	ZUTATEN_UND_VORRATSREGISTER	P915-C350	P912-E2368	P912-E2414	47	Beim bezeichneten Zutaten- oder Vorratsposten stehen 30 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 10× ausführen, 6× ansetzen, 6× auswählen, 5× halten, 5× entnehmen, 3× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Auszug, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger, vollständig. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f88r	ZUTATEN_UND_VORRATSREGISTER	P915-C351	P912-E2421	P912-E2426	6	Beim bezeichneten Zutaten- oder Vorratsposten stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× entnehmen, 1× zugeben, 1× ausführen, 1× umleiten, 1× einsetzen. Als Einsatzgrößen erscheinen Ansatz, Auszug. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f88r	ZUTATEN_UND_VORRATSREGISTER	P915-C352	P912-E2427	P912-E2459	33	Beim bezeichneten Zutaten- oder Vorratsposten stehen 22 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 7× auswählen, 7× ausführen, 5× entnehmen, 5× ansetzen, 4× halten, 2× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Auszug, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f88r	ZUTATEN_UND_VORRATSREGISTER	P915-C353	P912-E2464	P912-E2470	7	Beim bezeichneten Zutaten- oder Vorratsposten stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× einsetzen, 2× ansetzen, 1× ausführen, 1× halten, 1× auffangen, 1× bereitstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f88r	ZUTATEN_UND_VORRATSREGISTER	P915-C354	P912-E2471	P912-E2511	41	Beim bezeichneten Zutaten- oder Vorratsposten stehen 22 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 6× ansetzen, 5× zugeben, 5× entnehmen, 3× ausführen, 2× halten, 2× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Auszug, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger, vollständig. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
