event_serial	record_unit_id	section	page	locus	field_id	statement_id	event_index_in_record	event_index_in_field	event_index_in_statement	event_index_in_physical_line	joint_tuple_id	literal_exact_card_order	dictionary_status	event_phrase	exact_source_language_entry	historical_attestation	v77_target	bracketed_exemplar_expansion	event_bound_working_reading	statement_membership	statement_constituent_fields	statement_physical_lines	statement_crosses_field	statement_crosses_physical_line	local_owner	owner_status_v73_v74	owner_break_before	layout_break_before	terminal_status	formal_link_or_entry_rival	local_grammar_pressure_flags	source_support_class	context_confidence	process_or_content_rival	strongest_contradiction	semantic_ceiling
200	B2	BIOLOGICAL	f82r	f82r.19	F057	B2-S011	34	3	3	3	1645e612504fcef59ced	E200=[OPAQUE_EXACT_CARD:1645e612504fcef59ced]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib einen abgemessenen Anteil in das Gefäß.]	E200=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib einen abgemessenen Anteil in das Gefäß.]	B2-S011:E198-E201	F057	f82r.19	NO	NO	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.18	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
201	B2	BIOLOGICAL	f82r	f82r.19	F057	B2-S011	35	4	4	4	7d25241b0e56c836372a	E201=[OPAQUE_EXACT_CARD:7d25241b0e56c836372a]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.]	E201=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.]	B2-S011:E198-E201	F057	f82r.19	NO	NO	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.22	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
202	B2	BIOLOGICAL	f82r	f82r.19	F058	B2-S012	36	1	1	5	0ab57b7166de99db3a55	E202=[OPAQUE_EXACT_CARD:0ab57b7166de99db3a55]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Ziehe die klare Flüssigkeit ab.]	E202=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Ziehe die klare Flüssigkeit ab.]	B2-S012:E202-E209	F058|F059	f82r.19|f82r.23	YES	YES	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.18	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
203	B2	BIOLOGICAL	f82r	f82r.23	F059	B2-S012	37	1	2	1	b5df9126607030b95175	E203=[OPAQUE_EXACT_CARD:b5df9126607030b95175]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den örtlichen Prüfzustand der Charge feststellen.]	E203=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den örtlichen Prüfzustand der Charge feststellen.]	B2-S012:E202-E209	F058|F059	f82r.19|f82r.23	YES	YES	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY|VISIBLE_OWNER_RESET	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	OWNER_RESET_INSIDE_SENTENCE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Arbeitsstand der Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
204	B2	BIOLOGICAL	f82r	f82r.23	F059	B2-S012	38	2	3	2	6b89d6dd70635bc60fe0	E204=[OPAQUE_EXACT_CARD:6b89d6dd70635bc60fe0]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Unter derselben Einstellung.]	E204=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Unter derselben Einstellung.]	B2-S012:E202-E209	F058|F059	f82r.19|f82r.23	YES	YES	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge gelinde erwärmen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
205	B2	BIOLOGICAL	f82r	f82r.23	F059	B2-S012	39	3	4	3	0275fbf14e07935b0a45	E205=[OPAQUE_EXACT_CARD:0275fbf14e07935b0a45]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die Charge für den vorgesehenen Gebrauch temperieren.]	E205=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die Charge für den vorgesehenen Gebrauch temperieren.]	B2-S012:E202-E209	F058|F059	f82r.19|f82r.23	YES	YES	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
206	B2	BIOLOGICAL	f82r	f82r.23	F059	B2-S012	40	4	5	4	5fca8fc3dee57e1d8c1f	E206=[OPAQUE_EXACT_CARD:5fca8fc3dee57e1d8c1f]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der benetzte Körperbereich.]	E206=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der benetzte Körperbereich.]	B2-S012:E202-E209	F058|F059	f82r.19|f82r.23	YES	YES	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: warmen Stand halten; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
207	B2	BIOLOGICAL	f82r	f82r.23	F059	B2-S012	41	5	6	5	2f1c5e56e8f0ff459065	E207=[OPAQUE_EXACT_CARD:2f1c5e56e8f0ff459065]	FORMAL_LABEL_NOT_WORD	[FORMAL_PARAMETER_CHANNEL; KEIN_WORT]	NONE__NONWORD	NOT_APPLICABLE__STRUCTURAL_EDITORIAL_LABEL	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	E207=[FORMAL_PARAMETER_CHANNEL; KEIN_WORT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	B2-S012:E202-E209	F058|F059	f82r.19|f82r.23	YES	YES	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	FORMAL_NONWORD_REQUIRES_EXEMPLAR_EXPANSION	EXACT_MNEMONIC_AND_STRICT_FORMAL_PROMPT	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
208	B2	BIOLOGICAL	f82r	f82r.23	F059	B2-S012	42	6	7	6	b921a237be883a820352	E208=[OPAQUE_EXACT_CARD:b921a237be883a820352]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Diese aktive Portion.]	E208=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Diese aktive Portion.]	B2-S012:E202-E209	F058|F059	f82r.19|f82r.23	YES	YES	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge gelinde erwärmen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
209	B2	BIOLOGICAL	f82r	f82r.23	F059	B2-S012	43	7	8	7	d25110e0d8488927278f	E209=[OPAQUE_EXACT_CARD:d25110e0d8488927278f]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Benetze den bezeichneten Körperbereich vollständig und beende den Schritt.]	E209=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Benetze den bezeichneten Körperbereich vollständig und beende den Schritt.]	B2-S012:E202-E209	F058|F059	f82r.19|f82r.23	YES	YES	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Wärme mit der Handprobe prüfen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
210	B2	BIOLOGICAL	f82r	f82r.23	F060	B2-S013	44	1	1	8	de7321bface5628e35d6	E210=[OPAQUE_EXACT_CARD:de7321bface5628e35d6]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.]	E210=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.]	B2-S013:E210-E210	F060	f82r.23	NO	NO	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
211	B2	BIOLOGICAL	f82r	f82r.23	F061	B2-S014	45	1	1	9	29e0eb222ef2fb99523a	E211=[OPAQUE_EXACT_CARD:29e0eb222ef2fb99523a]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Schließe den unteren Ablauf.]	E211=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Schließe den unteren Ablauf.]	B2-S014:E211-E211	F061	f82r.23	NO	NO	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
212	B2	BIOLOGICAL	f82r	f82r.26	F062	B2-S015	46	1	1	1	d4a31dbcf1ed6d9e5aa9	E212=[OPAQUE_EXACT_CARD:d4a31dbcf1ed6d9e5aa9]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Beginne die Spülung.]	E212=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Beginne die Spülung.]	B2-S015:E212-E213	F062	f82r.26	NO	NO	B2_LOWER_POOL_EDGE_STATIONS	DIRECT_VISIBLE	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	SENTENCE_BOUNDARY|FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY|VISIBLE_OWNER_RESET	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
213	B2	BIOLOGICAL	f82r	f82r.26	F062	B2-S015	47	2	2	2	7d25241b0e56c836372a	E213=[OPAQUE_EXACT_CARD:7d25241b0e56c836372a]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.]	E213=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.]	B2-S015:E212-E213	F062	f82r.26	NO	NO	B2_LOWER_POOL_EDGE_STATIONS	DIRECT_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
214	B2	BIOLOGICAL	f82r	f82r.26	F063	B2-S016	48	1	1	3	dd0ecaf5e27d81befffc	E214=[OPAQUE_EXACT_CARD:dd0ecaf5e27d81befffc]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten an der örtlich bezeichneten Station führen.]	E214=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten an der örtlich bezeichneten Station führen.]	B2-S016:E214-E221	F063|F064	f82r.26|f82r.27	YES	YES	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
215	B2	BIOLOGICAL	f82r	f82r.26	F063	B2-S016	49	2	2	4	0f15effeca7ab10bb026	E215=[OPAQUE_EXACT_CARD:0f15effeca7ab10bb026]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Kühles Wasser.]	E215=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Kühles Wasser.]	B2-S016:E214-E221	F063|F064	f82r.26|f82r.27	YES	YES	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
216	B2	BIOLOGICAL	f82r	f82r.26	F063	B2-S016	50	3	3	5	db729b598e89e11452e0	E216=[OPAQUE_EXACT_CARD:db729b598e89e11452e0]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Zu gleichen Anteilen.]	E216=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Zu gleichen Anteilen.]	B2-S016:E214-E221	F063|F064	f82r.26|f82r.27	YES	YES	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
217	B2	BIOLOGICAL	f82r	f82r.26	F063	B2-S016	51	4	4	6	2f1c5e56e8f0ff459065	E217=[OPAQUE_EXACT_CARD:2f1c5e56e8f0ff459065]	FORMAL_LABEL_NOT_WORD	[FORMAL_PARAMETER_CHANNEL; KEIN_WORT]	NONE__NONWORD	NOT_APPLICABLE__STRUCTURAL_EDITORIAL_LABEL	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	E217=[FORMAL_PARAMETER_CHANNEL; KEIN_WORT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	B2-S016:E214-E221	F063|F064	f82r.26|f82r.27	YES	YES	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	FORMAL_NONWORD_REQUIRES_EXEMPLAR_EXPANSION	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
218	B2	BIOLOGICAL	f82r	f82r.26	F063	B2-S016	52	5	5	7	5d5e0b288cf36864ed9d	E218=[OPAQUE_EXACT_CARD:5d5e0b288cf36864ed9d]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der vorbereitete Bade- oder Waschzusatz.]	E218=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der vorbereitete Bade- oder Waschzusatz.]	B2-S016:E214-E221	F063|F064	f82r.26|f82r.27	YES	YES	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
219	B2	BIOLOGICAL	f82r	f82r.26	F063	B2-S016	53	6	6	8	b5fcea1eaed06b2f2291	E219=[OPAQUE_EXACT_CARD:b5fcea1eaed06b2f2291]	CODEBOOK_ATTESTED_CATEGORY	PER?	per	FLORENCE_FI1_1414::per::Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1::1414::Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	E219=PER? [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	B2-S016:E214-E221	F063|F064	f82r.26|f82r.27	YES	YES	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	PER_NOT_AT_FIELD_ENTRY	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
