surface	component_recipe	portable_core_de	events	physical_pages	layers	decode_instruction_de
odaiiin	O+DA+LOCAL_CHAR_I+IIN	AUSFÜHREN · ZWEIT · UNTERSTUFE · STUFE	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
odaiin	O+D_ADDR+AIIN	AUSFÜHREN · TEIL · SOLLWERT	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
odain	O+D_ADDR+AIN	AUSFÜHREN · TEIL · EINHEIT	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
odair	O+D_ADDR+AIR	AUSFÜHREN · TEIL · LAUF	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
odal	O+DA+L	AUSFÜHREN · ZWEIT · LEITEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
odar	O+D_ADDR+AR	AUSFÜHREN · TEIL · QUELLE	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
odas	O+DA+S	AUSFÜHREN · ZWEIT · AUSWÄHLEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
odchecthy	O+D_ADDR+CH+E+CTH+Y	AUSFÜHREN · TEIL · NEHMEN · KURZ · BEREIT · DIES	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
odl	O+D_ADDR+L	AUSFÜHREN · TEIL · LEITEN	1	f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ody	O+DY	AUSFÜHREN · SCHLIESSEN	6	f10r|f55v|f69v|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oear	O+E+AR	AUSFÜHREN · KURZ · QUELLE	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oedain	O+E+D_ADDR+AIN	AUSFÜHREN · KURZ · TEIL · EINHEIT	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oeeed	O+EEE+D_ADDR	AUSFÜHREN · VOLL · TEIL	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oeees	O+EEE+S	AUSFÜHREN · VOLL · AUSWÄHLEN	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oeeody	O+EE+O+D_ADDR+Y	AUSFÜHREN · LÄNGER · AUSFÜHREN · TEIL · DIES	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oeeos	O+EE+O+S	AUSFÜHREN · LÄNGER · AUSFÜHREN · AUSWÄHLEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oeesy	O+EE+S+Y	AUSFÜHREN · LÄNGER · AUSWÄHLEN · DIES	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oeey	O+EE+Y	AUSFÜHREN · LÄNGER · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oekain	O+E+K+AIN	AUSFÜHREN · KURZ · GEBEN · EINHEIT	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oeoldan	O+E+OL+D_ADDR+AN	AUSFÜHREN · KURZ · FORTSETZEN · TEIL · ZUSATZ	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oepchod	O+E+P+CH+O+D_ADDR	AUSFÜHREN · KURZ · EINSETZEN · NEHMEN · AUSFÜHREN · TEIL	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ofal	O+LOCAL_CHAR_F+AL	AUSFÜHREN · NEBENWEG · ZIEL	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ofaldo	O+LOCAL_CHAR_F+AL+D_ADDR+O	AUSFÜHREN · NEBENWEG · ZIEL · TEIL · AUSFÜHREN	1	f88r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ofalsheky	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	AUSFÜHREN · NEBENWEG · ORT · SPÜLEN · KURZ · GEBEN · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ofar	O+LOCAL_CHAR_F+AR	AUSFÜHREN · NEBENWEG · QUELLE	2	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ofcheor	O+LOCAL_CHAR_F+CHEO+R	AUSFÜHREN · NEBENWEG · AUSZUG · MARKIEREN	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ofydy	O+LOCAL_CHAR_F+Y+DY	AUSFÜHREN · NEBENWEG · DIES · SCHLIESSEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ofyskydal	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	AUSFÜHREN · NEBENWEG · DIES · AUSWÄHLEN · GEBEN · DIES · ZWEIT · LEITEN	1	f88r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
og	O+G_LABEL	AUSFÜHREN · PRÜFEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oiiin	O+IIN	AUSFÜHREN · STUFE	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oiin	O+IIN	AUSFÜHREN · STUFE	4	f13r|f67r2|f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oiinar	O+IIN+AR	AUSFÜHREN · STUFE · QUELLE	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ok	OK	SETZEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	SETZEN · ORT · UNTERSTUFE · STUFE	1	f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okaiin	OK+AIIN	SETZEN · SOLLWERT	8	f55v|f56r|f75r|f81v|f88r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okain	OK+AIN	SETZEN · EINHEIT	6	f67r2|f81v|f82r|f83r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okair	OK+AIR	SETZEN · LAUF	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okairady	OK+AIR+A_ADDR+D_ADDR+Y	SETZEN · LAUF · ORT · TEIL · DIES	1	f82r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okal	OK+AL	SETZEN · ZIEL	9	f55v|f67r2|f75r|f81v|f82r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okala	OK+AL+A_ADDR	SETZEN · ZIEL · ORT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okalal	OK+AL+AL	SETZEN · ZIEL · ZIEL	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okaldal	OK+AL+AL	SETZEN · ZIEL · ZIEL	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okaldy	OK+AL+DY	SETZEN · ZIEL · SCHLIESSEN	2	f75r|f82r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okar	OK+AR	SETZEN · QUELLE	13	f55v|f56r|f67r2|f69v|f75r|f81v	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okaram	OK+AR+AM_ADDR	SETZEN · QUELLE · INNEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okarchedy	OK+AR+CHD+Y	SETZEN · QUELLE · UMSETZEN · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okardy	OK+AR+D_ADDR+Y	SETZEN · QUELLE · TEIL · DIES	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okchal	OK+CH+AL	SETZEN · NEHMEN · ZIEL	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okchd	OK+CHD	SETZEN · UMSETZEN	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okchdy	OK+CHD+DY	SETZEN · UMSETZEN · SCHLIESSEN	2	f68r1|f75r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okchedy	OK+CHD+DY	SETZEN · UMSETZEN · SCHLIESSEN	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okcheo	OK+CHEO	SETZEN · AUSZUG	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okchey	OK+Y	SETZEN · DIES	1	f13r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okcheys	OK+CH+E+Y+S	SETZEN · NEHMEN · KURZ · DIES · AUSWÄHLEN	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okchoal	OK+CH+O+AL	SETZEN · NEHMEN · AUSFÜHREN · ZIEL	1	f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okchol	OK+OL	SETZEN · FORTSETZEN	1	f11r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okchor	OK+CH+OR	SETZEN · NEHMEN · SATZ	2	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okchoteees	OK+CH+OT+EEE+S_ADDR	SETZEN · NEHMEN · DANACH · VOLL · STERNORT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okchy	OK+Y	SETZEN · DIES	3	f13r|f56r|f67r2	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeal	OK+E+AL	SETZEN · KURZ · ZIEL	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okealar	OK+E+AL+AR	SETZEN · KURZ · ZIEL · QUELLE	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okear	OK+E+AR	SETZEN · KURZ · QUELLE	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okedy	OK+E+DY	SETZEN · KURZ · SCHLIESSEN	7	f69v|f75r|f81v|f83r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeear	OK+EE+AR	SETZEN · LÄNGER · QUELLE	1	f82r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLIESSEN	7	f55v|f75r|f81v|f83r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeedyqol	OK+EE+DY+OL	SETZEN · LÄNGER · SCHLIESSEN · FORTSETZEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeeo	OK+EE+O	SETZEN · LÄNGER · AUSFÜHREN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeeodal	OK+EE+O+DA+L	SETZEN · LÄNGER · AUSFÜHREN · ZWEIT · LEITEN	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeeody	OK+EE+O+D_ADDR+Y	SETZEN · LÄNGER · AUSFÜHREN · TEIL · DIES	2	f67r2|f69v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeeol	OK+EE+OL	SETZEN · LÄNGER · FORTSETZEN	2	f70v|f83r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeeor	OK+EE+OR	SETZEN · LÄNGER · SATZ	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeeos	OK+EE+O+S	SETZEN · LÄNGER · AUSFÜHREN · AUSWÄHLEN	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okees	OK+EE+S_LABEL	SETZEN · LÄNGER · RAHMEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeey	OK+EE+Y	SETZEN · LÄNGER · DIES	8	f68r1|f69v|f75r|f81v	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeo	OK+E+O	SETZEN · KURZ · AUSFÜHREN	2	f67r2|f69v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeod	OK+E+O+D_ADDR	SETZEN · KURZ · AUSFÜHREN · TEIL	4	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeodal	OK+E+O+AL	SETZEN · KURZ · AUSFÜHREN · ZIEL	2	f69v|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeody	OK+E+O+D_ADDR+Y	SETZEN · KURZ · AUSFÜHREN · TEIL · DIES	2	f55v|f69v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeol	OK+E+OL	SETZEN · KURZ · FORTSETZEN	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeolol	OK+E+OL+OL	SETZEN · KURZ · FORTSETZEN · FORTSETZEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeoly	OK+E+OL+Y	SETZEN · KURZ · FORTSETZEN · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okeom	OK+E+O+AM_ADDR	SETZEN · KURZ · AUSFÜHREN · INNEN	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okey	OK+E+Y	SETZEN · KURZ · DIES	6	f67r2|f69v|f70v|f75r|f82r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okoaly	OK+O+AL+Y	SETZEN · AUSFÜHREN · ZIEL · DIES	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okodaly	OK+O+DA+L+Y	SETZEN · AUSFÜHREN · ZWEIT · LEITEN · DIES	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okodar	OK+O+DA+R	SETZEN · AUSFÜHREN · ZWEIT · MARKIEREN	2	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okodchy	OK+O+D_ADDR+CH+Y	SETZEN · AUSFÜHREN · TEIL · NEHMEN · DIES	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okody	OK+O+Y	SETZEN · AUSFÜHREN · DIES	3	f69v|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okoes	OK+O+E+S	SETZEN · AUSFÜHREN · KURZ · AUSWÄHLEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okoirsh	OK+O+LOCAL_CHAR_I+R+SH	SETZEN · AUSFÜHREN · UNTERSTUFE · MARKIEREN · HALTEN	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okoksheo	OK+OK+SH+E+O	SETZEN · SETZEN · HALTEN · KURZ · AUSFÜHREN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okol	OK+OL	SETZEN · FORTSETZEN	4	f67r2|f88r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okolar	OK+OL+AR	SETZEN · FORTSETZEN · QUELLE	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okoldy	OK+OL+DY	SETZEN · FORTSETZEN · SCHLIESSEN	3	f68r1|f75r|f88r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okolshy	OK+OL+SH+Y	SETZEN · FORTSETZEN · HALTEN · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okoly	OK+OL+Y	SETZEN · FORTSETZEN · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okor	OK+OR	SETZEN · SATZ	1	f82r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okorory	OK+OR+OR+Y	SETZEN · SATZ · SATZ · DIES	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okshedy	OK+SH+E+DY	SETZEN · HALTEN · KURZ · SCHLIESSEN	2	f75r|f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okshor	OK+SH+OR	SETZEN · HALTEN · SATZ	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oky	OK+Y	SETZEN · DIES	9	f10r|f55v|f68r1|f70v|f81v|f82r|f88r	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
okydy	OK+Y+DY	SETZEN · DIES · SCHLIESSEN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ol	OL	FORTSETZEN	36	f55v|f69v|f75r|f81v|f82r|f83r|f88r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
olaiin	OL+AIIN	FORTSETZEN · SOLLWERT	3	f70v|f75r|f82r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
olar	OL+AR	FORTSETZEN · QUELLE	2	f67r2|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLIESSEN	5	f75r|f82r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
olchey	OL+Y	FORTSETZEN · DIES	3	f56r|f75r|f81v	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
olchy	OL+CH+Y	FORTSETZEN · NEHMEN · DIES	2	f81v|f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
olcthdy	OL+CTH+D_ADDR+Y	FORTSETZEN · BEREIT · TEIL · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oldair	OL+D_ADDR+AIR	FORTSETZEN · TEIL · LAUF	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oldal	OL+DA+L	FORTSETZEN · ZWEIT · LEITEN	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oldar	OL+DA+R	FORTSETZEN · ZWEIT · MARKIEREN	1	f88r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
oldy	OL+DY	FORTSETZEN · SCHLIESSEN	12	f13r|f55v|f67r2|f75r|f81v|f83r|f88r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
olkain	OL+K+AIN	FORTSETZEN · GEBEN · EINHEIT	2	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
olkal	OL+K+AL	FORTSETZEN · GEBEN · ZIEL	1	f81v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
