component_recipe	portable_core_de	default_surface	default_surface_events	allowed_observed_surfaces	variant_count	encode_instruction_de
T+EE+Y	EINSTELLEN · LÄNGER · DIES	teey	1	teey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+O	EINSTELLEN · AUSFÜHREN	to	1	to	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+O+AIIN	EINSTELLEN · AUSFÜHREN · SOLLWERT	todaiin	2	todaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+O+CH+S+O	EINSTELLEN · AUSFÜHREN · NEHMEN · AUSWÄHLEN · AUSFÜHREN	tochso	1	tochso	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+OK+Y	EINSTELLEN · SETZEN · DIES	tchoky	1	tchoky	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+OL	EINSTELLEN · FORTSETZEN	tchol	3	tchol|tol	2	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+OR+SH+OR	EINSTELLEN · SATZ · HALTEN · SATZ	torshor	1	torshor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+OR+Y	EINSTELLEN · SATZ · DIES	torchy	1	torchy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+SH+OL	EINSTELLEN · HALTEN · FORTSETZEN	tshol	1	tshol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
T+Y	EINSTELLEN · DIES	tchy	2	tchy|chety|tshy	3	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y	DIES	dy	37	dy|chey|y|chy|shy|sy	6	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+AIN	DIES · EINHEIT	ydain	1	ydain	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+AL	DIES · ZIEL	ydal	1	ydal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+AR	DIES · QUELLE	yar	1	yar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+CH+O+CPH+Y	DIES · NEHMEN · AUSFÜHREN · UMLEITEN · DIES	ychocphy	1	ychocphy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+CH+T+Y	DIES · NEHMEN · EINSTELLEN · DIES	ychty	1	ychty	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+CHEO+D_ADDR+Y	DIES · AUSZUG · TEIL · DIES	ycheody	1	ycheody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+CHEO+R	DIES · AUSZUG · MARKIEREN	ycheor	1	ycheor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+DA+AM_ADDR	DIES · ZWEIT · INNEN	ydam	1	ydam	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+DY	DIES · SCHLIESSEN	ydy	1	ydy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+D_ADDR+AIIN	DIES · TEIL · SOLLWERT	ydaiin	2	ydaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+D_ADDR+CH+O+S	DIES · TEIL · NEHMEN · AUSFÜHREN · AUSWÄHLEN	ydchos	1	ydchos	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+D_ADDR+OL+Y	DIES · TEIL · FORTSETZEN · DIES	ydoly	1	ydoly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+E+K+EE+S	DIES · KURZ · GEBEN · LÄNGER · AUSWÄHLEN	yekees	1	yekees	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+E+T+E+Y	DIES · KURZ · EINSTELLEN · KURZ · DIES	yetey	1	yetey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K	DIES · GEBEN	shyk	1	shyk	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+AIIN	DIES · GEBEN · SOLLWERT	ykaiin	3	ykaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+AIN	DIES · GEBEN · EINHEIT	ykain	3	ykain	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+AIR	DIES · GEBEN · LAUF	ykair	2	ykair	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+AL+Y	DIES · GEBEN · ZIEL · DIES	ykaly	1	ykaly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+AN	DIES · GEBEN · ZUSATZ	ykan	1	ykan	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+AR	DIES · GEBEN · QUELLE	ykar	5	ykar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+AR+Y	DIES · GEBEN · QUELLE · DIES	ykary	1	ykary	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+A_ADDR	DIES · GEBEN · ORT	yka	1	yka	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+A_ADDR+K+Y	DIES · GEBEN · ORT · GEBEN · DIES	ykaky	1	ykaky	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+A_ADDR+Y	DIES · GEBEN · ORT · DIES	ykady	1	ykady	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+CH+E+Y	DIES · GEBEN · NEHMEN · KURZ · DIES	ykchey	2	ykchey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+CH+O	DIES · GEBEN · NEHMEN · AUSFÜHREN	ykcho	1	ykcho	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+CH+O+S	DIES · GEBEN · NEHMEN · AUSFÜHREN · AUSWÄHLEN	ykchos	1	ykchos	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+CH+OR	DIES · GEBEN · NEHMEN · SATZ	ykchor	1	ykchor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+CH+Y+S	DIES · GEBEN · NEHMEN · DIES · AUSWÄHLEN	ykchys	1	ykchys	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+CHD+Y	DIES · GEBEN · UMSETZEN · DIES	ykchdy	1	ykchdy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+E+CH+O	DIES · GEBEN · KURZ · NEHMEN · AUSFÜHREN	ykecho	1	ykecho	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+E+DA+Y	DIES · GEBEN · KURZ · ZWEIT · DIES	ykeday	1	ykeday	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+E+DY	DIES · GEBEN · KURZ · SCHLIESSEN	ykedy	1	ykedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+E+O+DY	DIES · GEBEN · KURZ · AUSFÜHREN · SCHLIESSEN	ykeody	3	ykeody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+E+OR	DIES · GEBEN · KURZ · SATZ	ykeor	1	ykeor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+E+SH+E+Y	DIES · GEBEN · KURZ · HALTEN · KURZ · DIES	ykeshey	1	ykeshey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+E+Y	DIES · GEBEN · KURZ · DIES	ykey	1	ykey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+E+Y+DY	DIES · GEBEN · KURZ · DIES · SCHLIESSEN	ykeydy	1	ykeydy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+EE+AL	DIES · GEBEN · LÄNGER · ZIEL	ykeeal	1	ykeeal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+EE+D_ADDR+Y	DIES · GEBEN · LÄNGER · TEIL · DIES	ykeedy	1	ykeedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+EE+O+S_ADDR	DIES · GEBEN · LÄNGER · AUSFÜHREN · STERNORT	ykeeos	1	ykeeos	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+EE+O+Y	DIES · GEBEN · LÄNGER · AUSFÜHREN · DIES	ykeeody	1	ykeeody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+EE+S	DIES · GEBEN · LÄNGER · AUSWÄHLEN	ykees	1	ykees	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+EE+S+AN	DIES · GEBEN · LÄNGER · AUSWÄHLEN · ZUSATZ	ykeesan	1	ykeesan	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+EE+Y	DIES · GEBEN · LÄNGER · DIES	ykeey	5	ykeey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+EEE+Y	DIES · GEBEN · VOLL · DIES	ykeeey	1	ykeeey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+O+AIIN	DIES · GEBEN · AUSFÜHREN · SOLLWERT	ykoaiin	1	ykoaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+OL	DIES · GEBEN · FORTSETZEN	ykol	1	ykol	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+OL+AIIN	DIES · GEBEN · FORTSETZEN · SOLLWERT	ykolaiin	1	ykolaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+OL+Y	DIES · GEBEN · FORTSETZEN · DIES	ykoly	1	ykoly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+OR	DIES · GEBEN · SATZ	ykor	3	ykor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+Y	DIES · GEBEN · DIES	ykchy	3	ykchy|ykshy|yky	3	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+K+Y+CH+Y	DIES · GEBEN · DIES · NEHMEN · DIES	ykychy	1	ykychy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+LOCAL_CHAR_F+AIN	DIES · NEBENWEG · EINHEIT	yfain	1	yfain	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+OK+E+O+D_ADDR+Y	DIES · SETZEN · KURZ · AUSFÜHREN · TEIL · DIES	yokeody	1	yokeody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+P+AIR	DIES · EINSETZEN · LAUF	ypair	1	ypair	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+P+CH	DIES · EINSETZEN · NEHMEN	ypch	1	ypch	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+P+SH+AR+AL	DIES · EINSETZEN · HALTEN · QUELLE · ZIEL	ypsharal	1	ypsharal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+SH+E+DY	DIES · HALTEN · KURZ · SCHLIESSEN	yshedy	2	yshedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+SH+E+OR	DIES · HALTEN · KURZ · SATZ	ysheor	1	ysheor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+SH+E+Y	DIES · HALTEN · KURZ · DIES	yshey	2	yshey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T	DIES · EINSTELLEN	yt	1	yt	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+AIIN	DIES · EINSTELLEN · SOLLWERT	ytaiin	2	ytaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+AIN	DIES · EINSTELLEN · EINHEIT	ytain	1	ytain	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+AL+CH+O+S	DIES · EINSTELLEN · ZIEL · NEHMEN · AUSFÜHREN · AUSWÄHLEN	ytalchos	1	ytalchos	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+CH+O+D_ADDR+L+Y	DIES · EINSTELLEN · NEHMEN · AUSFÜHREN · TEIL · LEITEN · DIES	ytchodly	1	ytchodly	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+CH+O+D_ADDR+Y	DIES · EINSTELLEN · NEHMEN · AUSFÜHREN · TEIL · DIES	ytchody	1	ytchody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+E+DY	DIES · EINSTELLEN · KURZ · SCHLIESSEN	ytedy	4	ytedy	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+E+O+DY	DIES · EINSTELLEN · KURZ · AUSFÜHREN · SCHLIESSEN	yteody	1	yteody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+E+O+OR	DIES · EINSTELLEN · KURZ · AUSFÜHREN · SATZ	yteoor	1	yteoor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+E+O+S_ADDR	DIES · EINSTELLEN · KURZ · AUSFÜHREN · STERNORT	yteos	2	yteos	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+EE+Y	DIES · EINSTELLEN · LÄNGER · DIES	yteey	1	yteey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+O	DIES · EINSTELLEN · AUSFÜHREN	yto	2	yto	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+O+AIIN	DIES · EINSTELLEN · AUSFÜHREN · SOLLWERT	ytoaiin	1	ytoaiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+O+DA+L	DIES · EINSTELLEN · AUSFÜHREN · ZWEIT · LEITEN	ytodal	1	ytodal	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+O+DY	DIES · EINSTELLEN · AUSFÜHREN · SCHLIESSEN	ytody	2	ytody	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+O+E+O+P+CH+E+Y	DIES · EINSTELLEN · AUSFÜHREN · KURZ · AUSFÜHREN · EINSETZEN · NEHMEN · KURZ · DIES	ytoeopchey	1	ytoeopchey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+O+IIN	DIES · EINSTELLEN · AUSFÜHREN · STUFE	ytoiin	1	ytoiin	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+OK+AR	DIES · EINSTELLEN · SETZEN · QUELLE	ytokar	1	ytokar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+OK+Y	DIES · EINSTELLEN · SETZEN · DIES	ytchoky	1	ytchoky	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+OR	DIES · EINSTELLEN · SATZ	ytor	1	ytor	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+OR+Y	DIES · EINSTELLEN · SATZ · DIES	ytory	1	ytory	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+Y	DIES · EINSTELLEN · DIES	ytchy	2	ytchy|yty|ytshy	3	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+T+Y+D_LABEL	DIES · EINSTELLEN · DIES · RAND	ytyd	1	ytyd	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Y+Y	DIES · DIES	ychey	3	ychey	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
Z_ADDR+AR	AUSSEN · QUELLE	zar	1	zar	1	Default schreiben; nur eine gelistete Stellungs-/Handvariante einsetzen.
