copy_order	event_id	statement_id	record	page	locus	owner_code	owner_reset	teaching_mode	teaching_parts	card_no	component_parse	procedure_tokens	automaton_before	automaton_after	line_carry_in	renderer_first_choice	renderer_final_surface	renderer_action	card_roundtrip	surface_roundtrip	apprentice_spoken_reading_de	statement_first_event	program_status	master_conscious_decision_count	master_conscious_reasons	master_mode	allograph_block_id	block_rendering_mode	block_start_decision	revised_conscious_decision_count	revised_conscious_reasons	revised_master_mode
276	E276	B3-S021	B3	f83r	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	SH+E+CTH+Y	PROC143	SH+E+CTH+Y	HOLD_STATE	WORK	WORK	NO	shecthy	shecthy	ACCEPT_RULE	YES	YES	halten · kurz · bereit · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
277	E277	B3-S021	B3	f83r	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	SEVENTEEN_EXACT_CARD_DECK	Y	PROC019	Y	CONTINUE_USE	WORK	WORK	NO	chey	chey	ACCEPT_RULE	YES	YES	dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
278	E278	B3-S021	B3	f83r	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	SEVENTEEN_EXACT_CARD_DECK	AL	PROC055	AL	TARGET_HANDOFF	WORK	WORK	NO	dal	tal	COPY_LOCAL_EXEMPLAR	YES	YES	Zielstelle	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB37	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
279	E279	B3-S021	B3	f83r	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	CTH+Y	PROC014	CTH+Y	HOLD_STATE	WORK	WORK	NO	checthy	shcthy	COPY_LOCAL_EXEMPLAR	YES	YES	bereit · dies	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB37	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
280	E280	B3-S021	B3	f83r	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	AL+CHD+DY	PROC144	AL+CHD+DY	TARGET_HANDOFF>CLOSE	WORK	CLOSED	NO	dalchdy	dalchdy	ACCEPT_RULE	YES	YES	Zielstelle · umsetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	AB37	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
281	E281	B3-S022	B3	f83r	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+CHD+DY	PROC145	OT+CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	otchedy	qotchedy	COPY_LOCAL_EXEMPLAR	YES	YES	danach · umsetzen · Schluss	YES	RECURRENT	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB37	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
282	E282	B3-S023	B3	f83r	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	L+CHD+DY	PROC120	L+CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	lchedy	lchedy	ACCEPT_RULE	YES	YES	führen · umsetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
283	E283	B3-S024	B3	f83r	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+DY	PROC076	CHD+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	schedy	tchedy	COPY_LOCAL_EXEMPLAR	YES	YES	umsetzen · Schluss	YES	RECURRENT	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB38	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
284	E284	B3-S025	B3	f83r	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+CHD+DY	PROC082	OK+CHD+DY	ACTIVATE_CHARGE>CLOSE	START	CLOSED	NO	qokchdy	qokchdy	ACCEPT_RULE	YES	YES	ansetzen · umsetzen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
285	E285	B3-S026	B3	f83r	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	EE+AR	PROC146	EE+AR	HOLD_STATE	START	WORK	NO	cheedar	cheedar	ACCEPT_RULE	YES	YES	länger · von dort	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
286	E286	B3-S026	B3	f83r	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	L+AIIN	PROC147	L+AIIN	METER_CHECK	WORK	AFTER_METER	NO	chldaiin	chldaiin	ACCEPT_RULE	YES	YES	führen · Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
287	E287	B3-S026	B3	f83r	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+Y	PROC042	CHD+Y	MOVE_PASS	AFTER_METER	WORK	NO	chedy	chedy	ACCEPT_RULE	YES	YES	umsetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
288	E288	B3-S026	B3	f83r	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIN	PROC080	OK+AIN	ACTIVATE_CHARGE	WORK	WORK	NO	qokain	qokain	ACCEPT_RULE	YES	YES	ansetzen · Portion	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
289	E289	B3-S026	B3	f83r	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	CTH+Y	PROC014	CTH+Y	HOLD_STATE	WORK	WORK	NO	checthy	checthy	ACCEPT_RULE	YES	YES	bereit · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
290	E290	B3-S026	B3	f83r	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	TWENTY_TWO_COMPONENT_STRIPS	AL+R+OR	PROC148	AL+R+OR	ACTIVATE_CHARGE	WORK	WORK	NO	chealror	chealror	ACCEPT_RULE	YES	YES	Zielstelle · abkühlen · Ansatz	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
291	E291	B3-S026	B3	f83r	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	YES	TWENTY_TWO_COMPONENT_STRIPS	SOLK+EE+DY	PROC098	SOLK+EE+DY	HOLD_STATE>CLOSE	WORK	CLOSED	YES	olkeedy	solkeedy	COPY_LOCAL_EXEMPLAR	YES	YES	auffangen · länger · Schluss	NO	UNIQUE	2	RESET_VISIBLE_OWNER|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB39	COPY_BLOCK_FROM_EXEMPLAR	YES	2	RESET_VISIBLE_OWNER|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
292	E292	B3-S027	B3	f83r	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+EE+DY	PROC129	OT+EE+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	qoteedy	qoteedy	ACCEPT_RULE	YES	YES	danach · länger · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
293	E293	B3-S028	B3	f83r	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+Y	PROC092	OK+EE+Y	HOLD_STATE	START	WORK	NO	qokeey	qokeey	ACCEPT_RULE	YES	YES	ansetzen · länger · dies	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
294	E294	B3-S028	B3	f83r	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+E+DY	PROC067	OK+E+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	qokedy	qokedy	ACCEPT_RULE	YES	YES	ansetzen · kurz · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
295	E295	B3-S029	B3	f83r	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	START	WORK	NO	sol	sol	ACCEPT_RULE	YES	YES	fortsetzen	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
296	E296	B3-S029	B3	f83r	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	EEE+T+Y	PROC149	EEE+T+Y	HOLD_STATE	WORK	WORK	NO	cheeety	cheeety	ACCEPT_RULE	YES	YES	vollständig · eintragen · dies	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
297	E297	B3-S029	B3	f83r	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+E+DY	PROC067	OK+E+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	qokedy	qokedy	ACCEPT_RULE	YES	YES	ansetzen · kurz · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
298	E298	B3-S030	B3	f83r	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y	PROC008	OK+Y	ACTIVATE_CHARGE	START	WORK	NO	qoky	qoky	ACCEPT_RULE	YES	YES	ansetzen · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
299	E299	B3-S030	B3	f83r	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	WORK	AFTER_METER	NO	daiin	saiin	COPY_LOCAL_EXEMPLAR	YES	YES	Maß	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB40	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
300	E300	B3-S030	B3	f83r	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+AIR	PROC150	CHD+AIR	MOVE_PASS	AFTER_METER	WORK	YES	schedair	schedair	ACCEPT_RULE	YES	YES	umsetzen · Lauf	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
301	E301	B3-S030	B3	f83r	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+CHD+DY	PROC145	OT+CHD+DY	MOVE_PASS>CLOSE	WORK	CLOSED	NO	otchedy	otchedy	ACCEPT_RULE	YES	YES	danach · umsetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
302	E302	B3-S031	B3	f83r	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+DY	PROC100	OK+EE+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	qokeedy	qokeedy	ACCEPT_RULE	YES	YES	ansetzen · länger · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
303	E303	B3-S032	B3	f83r	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+AIN	PROC151	CHD+AIN	ACTIVATE_CHARGE	START	WORK	NO	chedain	chedain	ACCEPT_RULE	YES	YES	umsetzen · Portion	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
304	E304	B3-S032	B3	f83r	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+Y	PROC042	CHD+Y	ACTIVATE_CHARGE	WORK	WORK	NO	chedy	chedy	ACCEPT_RULE	YES	YES	umsetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
305	E305	B3-S032	B3	f83r	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+E+AIIN	PROC152	OT+E+AIIN	METER_CHECK	WORK	AFTER_METER	NO	qotedaiin	qotedaiin	ACCEPT_RULE	YES	YES	danach · kurz · Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
306	E306	B3-S032	B3	f83r	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+AIIN	PROC112	OT+AIIN	METER_CHECK	AFTER_METER	AFTER_METER	NO	otaiin	otaiin	ACCEPT_RULE	YES	YES	danach · Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
307	E307	B3-S032	B3	f83r	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+E+DY	PROC135	OT+E+DY	HOLD_STATE>CLOSE	AFTER_METER	CLOSED	NO	otedy	otedy	ACCEPT_RULE	YES	YES	danach · kurz · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
308	E308	B3-S033	B3	f83r	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	L+DY	PROC108	L+DY	MOVE_PASS>CLOSE	START	CLOSED	NO	ldy	ldy	ACCEPT_RULE	YES	YES	führen · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
309	E309	B3-S034	B3	f83r	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	O+IIN	PROC097	O+IIN	METER_CHECK	START	AFTER_METER	NO	oiiin	soiiin	COPY_LOCAL_EXEMPLAR	YES	YES	Arbeitsgang · Sollstufe	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB41	COPY_BLOCK_FROM_EXEMPLAR	YES	2	SELECT_UNUSUAL_PROGRAM|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
310	E310	B3-S034	B3	f83r	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	CTH+Y	PROC014	CTH+Y	HOLD_STATE	AFTER_METER	WORK	NO	checthy	checthy	ACCEPT_RULE	YES	YES	bereit · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	AB41	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
311	E311	B3-S034	B3	f83r	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	T+Y	PROC004	T+Y	ACTIVATE_CHARGE	WORK	WORK	NO	chty	chety	COPY_LOCAL_EXEMPLAR	YES	YES	eintragen · dies	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB41	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
312	E312	B3-S034	B3	f83r	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+AIIN	PROC112	OT+AIIN	METER_CHECK	WORK	AFTER_METER	NO	otaiin	otaiin	ACCEPT_RULE	YES	YES	danach · Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
313	E313	B3-S034	B3	f83r	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OL+AL+Y	PROC153	OL+AL+Y	TARGET_HANDOFF	AFTER_METER	WORK	NO	olsaly	olsaly	ACCEPT_RULE	YES	YES	fortsetzen · Zielstelle · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
314	E314	B3-S034	B3	f83r	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+DY	PROC078	SHED+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	shedy	shedy	ACCEPT_RULE	YES	YES	absetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
315	E315	B4-S001	B4	f83r	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	YES	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+DY	PROC100	OK+EE+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	qokeedy	qokeedy	ACCEPT_RULE	YES	YES	ansetzen · länger · Schluss	YES	RECURRENT	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
316	E316	B4-S002	B4	f83r	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OL+Y	PROC154	OL+Y	CONTINUE_USE	START	WORK	NO	qolchey	qolchey	ACCEPT_RULE	YES	YES	fortsetzen · dies	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
317	E317	B4-S002	B4	f83r	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+Y	PROC092	OK+EE+Y	HOLD_STATE	WORK	WORK	NO	qokeey	qokeey	ACCEPT_RULE	YES	YES	ansetzen · länger · dies	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
318	E318	B4-S002	B4	f83r	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+E+DY	PROC067	OK+E+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	qokedy	qokedy	ACCEPT_RULE	YES	YES	ansetzen · kurz · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
319	E319	B4-S003	B4	f83r	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+Y	PROC042	CHD+Y	MOVE_PASS	START	WORK	NO	chedy	chedy	ACCEPT_RULE	YES	YES	umsetzen · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
320	E320	B4-S003	B4	f83r	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+AL	PROC131	OT+AL	TARGET_HANDOFF	WORK	WORK	NO	qotal	otal	COPY_LOCAL_EXEMPLAR	YES	YES	danach · Zielstelle	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB42	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
321	E321	B4-S003	B4	f83r	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+Y	PROC065	OT+Y	ACTIVATE_CHARGE	WORK	WORK	YES	otchey	otchey	ACCEPT_RULE	YES	YES	danach · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
322	E322	B4-S003	B4	f83r	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+Y	PROC092	OK+EE+Y	HOLD_STATE	WORK	WORK	NO	qokeey	qokeey	ACCEPT_RULE	YES	YES	ansetzen · länger · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
323	E323	B4-S003	B4	f83r	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y	PROC008	OK+Y	ACTIVATE_CHARGE	WORK	WORK	NO	qoky	qoky	ACCEPT_RULE	YES	YES	ansetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
324	E324	B4-S003	B4	f83r	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	WORK	WORK	NO	ol	tol	COPY_LOCAL_EXEMPLAR	YES	YES	fortsetzen	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB43	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
325	E325	B4-S003	B4	f83r	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	SHED+DY	PROC078	SHED+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	shedy	shedy	ACCEPT_RULE	YES	YES	absetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
326	E326	B4-S004	B4	f83r	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y+LDDY	PROC155	OK+Y+LDDY	ACTIVATE_CHARGE>CLOSE	START	CLOSED	NO	qokylddy	qokylddy	ACCEPT_RULE	YES	YES	ansetzen · dies · befestigen; Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
327	E327	B4-S005	B4	f83r	f83r.27	B4_MAIN_ARCH_LINKED_PAIR	NO	SEVENTEEN_EXACT_CARD_DECK	AIN	PROC156	AIN	ACTIVATE_CHARGE	START	WORK	NO	dain	dain	ACCEPT_RULE	YES	YES	Portion	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
328	E328	B4-S005	B4	f83r	f83r.27	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+Y	PROC042	CHD+Y	ACTIVATE_CHARGE	WORK	WORK	NO	chedy	chedy	ACCEPT_RULE	YES	YES	umsetzen · dies	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
329	E329	B4-S005	B4	f83r	f83r.27	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+EE+DY	PROC100	OK+EE+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	qokeedy	qokeedy	ACCEPT_RULE	YES	YES	ansetzen · länger · Schluss	NO	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
330	E330	B4-S006	B4	f83r	f83r.27	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	SH+CKH+E+DY	PROC099	SH+CKHE+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	shckhedy	shckhedy	ACCEPT_RULE	YES	YES	halten · Durchlass · kurz · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
331	E331	B4-S007	B4	f83r	f83r.27	B4_MAIN_ARCH_LINKED_PAIR	NO	TWENTY_TWO_COMPONENT_STRIPS	SH+CKH+E+DY	PROC099	SH+CKHE+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	shckhedy	shckhedy	ACCEPT_RULE	YES	YES	halten · Durchlass · kurz · Schluss	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
332	E332	B4-S008	B4	f83r	f83r.28	B4_MAIN_ARCH_LINKED_PAIR	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	START	AFTER_METER	NO	saiin	saiin	ACCEPT_RULE	YES	YES	Maß	YES	RECURRENT	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
