surface	component_recipe	events	physical_pages	channel_class	reading_route	compact_default_de
otchoshor	OT+CH+O+SH+OR	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsgegenstand halten; Ansatz oder Zubereitung
otchykey	OT+Y+K+E+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand
otear	OT+E+AR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Entnahmestelle
otecheo	OT+E+CHEO	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Auszug
oteeal	OT+EE+AL	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; länger oder gehalten; Ziel- oder Anschlussstelle
oteeam	OT+EE+AM_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; länger oder gehalten; Innenstelle
oteedar	OT+EE+AR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; länger oder gehalten; Entnahmestelle
oteeeor	OT+EEE+OR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; vollständig; Ansatz oder Zubereitung
oteeoal	OT+EE+O+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; länger oder gehalten; Arbeitsgang ausführen; Ziel- oder Anschlussstelle
oteeos	OT+EE+O+S_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; länger oder gehalten; Arbeitsgang ausführen; bezeichnete s-Stelle
otees	OT+EE+S_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; länger oder gehalten; bezeichnete s-Stelle
oteeys	OT+EE+Y+S	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand; Arbeitsvariante auswählen
oteoal	OT+E+O+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; Ziel- oder Anschlussstelle
oteoarar	OT+E+O+AR+AR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; Entnahmestelle; Entnahmestelle
oteodaiin	OT+E+O+AIIN	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; Sollmaß
oteoeey	OT+E+O+EE+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; länger oder gehalten; dieser Arbeitsgegenstand
oteol	OT+E+OL	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; im selben Arbeitsgang fortfahren
oteor	OT+E+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Ansatz oder Zubereitung
oteos	OT+E+O+S_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; bezeichnete s-Stelle
oteosaiin	OT+E+O+S_ADDR+AIIN	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; bezeichnete s-Stelle; Sollmaß
oteosal	OT+E+O+S_ADDR+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; bezeichnete s-Stelle; Ziel- oder Anschlussstelle
oteoshey	OT+E+O+SH+E+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand
oteoteotsho	OT+E+O+T+E+O+T+SH+O	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Arbeitsgang einstellen; Arbeitsgegenstand halten; Arbeitsgang ausführen
otoaiin	OT+O+AIIN	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Arbeitsgang ausführen; Sollmaß
otoar	OT+O+AR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Arbeitsgang ausführen; Entnahmestelle
otochedy	OT+O+CHD+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Arbeitsgang ausführen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
otodal	OT+O+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Arbeitsgang ausführen; Ziel- oder Anschlussstelle
otokeeey	OT+OK+EEE+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Arbeitsgang ansetzen; vollständig; dieser Arbeitsgegenstand
otoky	OT+OK+Y	1	f88r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Arbeitsgang ansetzen; dieser Arbeitsgegenstand
otolal	OT+OL+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; im selben Arbeitsgang fortfahren; Ziel- oder Anschlussstelle
otoldaiin	OT+OL+D_ADDR+AIIN	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; im selben Arbeitsgang fortfahren; bezeichneter Teil; Sollmaß
otoldos	OT+OL+D_ADDR+O+S	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; im selben Arbeitsgang fortfahren; bezeichneter Teil; Arbeitsgang ausführen; Arbeitsvariante auswählen
otolor	OT+OL+OR	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; im selben Arbeitsgang fortfahren; Ansatz oder Zubereitung
otoly	OT+OL+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand
otorchety	OT+OR+CH+E+T+Y	1	f88r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand
otshdy	OT+SH+D_ADDR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand
otsheo	OT+SH+E+O	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen
otshey	OT+SH+E+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand
otshshdy	OT+SH+SH+DY	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Arbeitsgegenstand halten; Arbeitsgegenstand halten; Arbeitsschritt schließen
otyda	OT+Y+DA	1	f88r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; dieser Arbeitsgegenstand; zweite Arbeitsstufe
otydy	OT+Y+D_ADDR+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; dieser Arbeitsgegenstand; bezeichneter Teil; dieser Arbeitsgegenstand
otykchs	OT+Y+K+CH+S	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen
otys	OT+Y+S	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; dieser Arbeitsgegenstand; Arbeitsvariante auswählen
otytchol	OT+Y+T+CH+OL	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; dieser Arbeitsgegenstand; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; im selben Arbeitsgang fortfahren
oygy	O+Y+G_LABEL+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; dieser Arbeitsgegenstand; lokales Schreibzeichen; dieser Arbeitsgegenstand
oykchor	O+Y+K+CH+OR	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
par	P+AR	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; Entnahmestelle
pchal	P+CH+AL	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle
pchdy	P+CHD+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
pchedal	P+CHD+AL	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; Arbeitsgut umsetzen; Ziel- oder Anschlussstelle
pcheoly	P+CHEO+L+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; Auszug; entlang des Arbeitswegs führen; dieser Arbeitsgegenstand
pchey	P+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; dieser Arbeitsgegenstand
pcheykeeor	P+Y+K+EE+OR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Ansatz oder Zubereitung
pchocthy	P+CH+O+CTH+Y	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bis bereit führen; dieser Arbeitsgegenstand
pchodol	P+CH+O+D_ADDR+OL	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; im selben Arbeitsgang fortfahren
pchor	P+CH+OR	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
pdalshdy	P+DA+LSH+D_ADDR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; zweite Arbeitsstufe; spülen; bezeichneter Teil; dieser Arbeitsgegenstand
pdalshor	P+D_ADDR+AL+SH+OR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; bezeichneter Teil; Ziel- oder Anschlussstelle; Arbeitsgegenstand halten; Ansatz oder Zubereitung
poeear	P+O+EE+AR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; Arbeitsgang ausführen; länger oder gehalten; Entnahmestelle
polched	P+OL+CHD	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen
poldy	P+OL+D_ADDR+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; im selben Arbeitsgang fortfahren; bezeichneter Teil; dieser Arbeitsgegenstand
posalshy	P+O+S+A_ADDR+LSH+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; Arbeitsgang ausführen; Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; dieser Arbeitsgegenstand
pshar	P+SH+AR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Material einsetzen; Arbeitsgegenstand halten; Entnahmestelle
qckhsy	CKH+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	durch einen Durchlass führen; dieser Arbeitsgegenstand
qcthey	CTH+E+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand
qear	CARRIER_Q+E+AR	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; kurz oder direkt; Entnahmestelle
qedy	CARRIER_Q+E+DY	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; kurz oder direkt; Arbeitsschritt schließen
qeeedy	CARRIER_Q+EEE+D_ADDR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; vollständig; bezeichneter Teil; dieser Arbeitsgegenstand
qekaiin	CARRIER_Q+E+K+AIIN	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; kurz oder direkt; Material zugeben; Sollmaß
qekeey	CARRIER_Q+E+K+EE+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; kurz oder direkt; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand
qekey	E+K+E+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	kurz oder direkt; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand
qetal	CARRIER_Q+E+T+AL	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; kurz oder direkt; Arbeitsgang einstellen; Ziel- oder Anschlussstelle
qetchy	CARRIER_Q+E+T+CH+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; kurz oder direkt; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
qey	E+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	kurz oder direkt; dieser Arbeitsgegenstand
qeykeey	CARRIER_Q+E+Y+K+EE+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; kurz oder direkt; dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand
qkoy	CARRIER_Q+K+O+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Material zugeben; Arbeitsgang ausführen; dieser Arbeitsgegenstand
qoaiin	CARRIER_Q+O+AIIN	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; Sollmaß
qocheey	CARRIER_Q+O+CH+EE+Y	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand
qockhy	CARRIER_Q+O+CKH+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; durch einen Durchlass führen; dieser Arbeitsgegenstand
qocthey	CARRIER_Q+O+CTH+E+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand
qoctholy	CARRIER_Q+O+CTH+OL+Y	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; bis bereit führen; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand
qodched	CARRIER_Q+O+D_ADDR+CHD	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; bezeichneter Teil; Arbeitsgut umsetzen
qodchy	O+D_ADDR+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
qodor	CARRIER_Q+O+D_ADDR+OR	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; bezeichneter Teil; Ansatz oder Zubereitung
qody	CARRIER_Q+O+DY	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; Arbeitsschritt schließen
qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand
qoekeor	CARRIER_Q+O+E+K+E+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; kurz oder direkt; Material zugeben; kurz oder direkt; Ansatz oder Zubereitung
qoesedy	CARRIER_Q+O+E+S+E+DY	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; kurz oder direkt; Arbeitsvariante auswählen; kurz oder direkt; Arbeitsschritt schließen
qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; lokales Schreibzeichen; Flüssigkeits- oder Stationslauf
qofchedy	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; lokales Schreibzeichen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
qokair	OK+AIR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Flüssigkeits- oder Stationslauf
qokaly	OK+AL+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
qokam	OK+AM_ADDR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Innenstelle
qokan	OK+AN	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; weiteren Posten zugeben
qokardy	OK+AR+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Entnahmestelle; Arbeitsschritt schließen
qokcheey	OK+CH+EE+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand
qokchol	OK+OL	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren
qokeal	OK+E+AL	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Ziel- oder Anschlussstelle
qokechdy	OK+E+CHD+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgut umsetzen; Arbeitsschritt schließen
qoked	OK+E+D_ADDR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; bezeichneter Teil
qokedol	OK+E+D_ADDR+OL	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; bezeichneter Teil; im selben Arbeitsgang fortfahren
qokeed	OK+EE+D_ADDR	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; bezeichneter Teil
qokeedal	OK+EE+AL	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Ziel- oder Anschlussstelle
qokeeody	OK+EE+O+D_ADDR+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
qokeeol	OK+EE+OL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; im selben Arbeitsgang fortfahren
qokeochy	OK+E+O+CH+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
qokeody	OK+E+O+D_ADDR+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
qokeor	OK+E+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Ansatz oder Zubereitung
qokeoy	OK+E+O+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; dieser Arbeitsgegenstand
qokoaiin	OK+O+AIIN	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ausführen; Sollmaß
qokoiin	OK+O+IIN	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ausführen; Arbeitsstufe
qokokchy	OK+OK+CH+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
qokor	OK+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Ansatz oder Zubereitung
qokshdy	OK+SH+DY	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgegenstand halten; Arbeitsschritt schließen
qokylddy	OK+Y+LD+DY	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang ansetzen; dieser Arbeitsgegenstand; befestigen; Arbeitsschritt schließen
qolchey	OL+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand
qolkain	SOLK+AIN	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	auffangen; Portion
qolkary	SOLK+AR+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	auffangen; Entnahmestelle; dieser Arbeitsgegenstand
qolkeedy	SOLK+EE+D_ADDR+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	auffangen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand
qolkeeoly	SOLK+EE+OL+Y	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	auffangen; länger oder gehalten; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand
qolky	SOLK+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	auffangen; dieser Arbeitsgegenstand
qool	CARRIER_Q+O+OL	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; im selben Arbeitsgang fortfahren
qoor	CARRIER_Q+O+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; Ansatz oder Zubereitung
qop	CARRIER_Q+O+P	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen
qopchedy	CARRIER_Q+O+P+CHD+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
qopol	CARRIER_Q+O+P+OL	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen; im selben Arbeitsgang fortfahren
qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen; Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand
qopy	CARRIER_Q+O+P+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand
qor	OR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Ansatz oder Zubereitung
qosheedy	CARRIER_Q+O+SH+EE+D_ADDR+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; Arbeitsgegenstand halten; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand
qot	OT	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten
qotain	OT+AIN	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Portion
qotair	OT+AIR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	danach oder nächster Posten; Flüssigkeits- oder Stationslauf
