target_ordinal	surface	reader_decision	support_tier	support_rank	support_band	final_recipe	target_event_count	target_physical_pages	observed_requirement_modes	visible_action_roots	visible_argument_roots	future_action_contract	future_argument_contract	minimum_future_state_for_verbal_clause	neutral_component_reading_de	known_contextual_readings_de	tier_route_class	tier_trace	tier_evidence	tier_context_relation	tier_caution	weak_queue_candidate	weak_queue_reason	source_reader	reading_scope	guard
121	shokaiir	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	WORKING_DEFAULT_FRAGMENT	SH+OK+IIN+R	1	f66r	SELF_CONTAINED	SH|OK|R	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Halten, setzen und markieren; auf der bezeichneten Stufe.	Halte fest, trage ein und kennzeichne; auf der bezeichneten Stufe.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[sh+[okaiir]]	anchor=OK+IIN+R;anchor_old_events=2;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_DISJOINT	ANCHOR_CONTEXT_MODE_DIFFERENCE | EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	YES	ANCHOR_CONTEXT_MODE_DIFFERENCE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
122	sholfordaiin	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	f66r	SELF_CONTAINED	SH	OR|AIIN	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Die Einheit und den Wert halten; fortsetzen; hier; hier.	Halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle; führe fort.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[[shol]+fordaiin]	anchor=SH+OL;anchor_old_events=18;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
123	shso	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	WORKING_DEFAULT_NEW_ACTION_PAIR	SH+S+O	1	f31r	SELF_CONTAINED	SH|S	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Halten und wählen; zur Ausführung.	Halte und wähle; zur Ausführung.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	sh→SH | s→S | o→O	old_cover_paths=2;old_interfaces=1/2;execution=READ_EXPLICIT_OBSERVED_PAIR_DEFAULT	GDT540_OBSERVED_REQUIREMENT_MODE	NEW_DIRECT_ACTION_PAIR_SH>S__OBSERVED_SINGLETON	YES	RAW_NEW_DIRECT_ACTION_PAIR_SH>S	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
124	shtchy	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	SH+T+CH+Y	1	f4r	SELF_CONTAINED	SH|T|CH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten halten, einstellen und nehmen.	Halte den Pflanzenposten, stelle den Pflanzenposten ein und nimm den Pflanzenposten.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	sh→SH | t→T | ch→CH | y→Y	old_cover_paths=3;old_interfaces=3/3;execution=READ_FACTOR_AMBER_LOCAL_APPENDIX	GDT540_OBSERVED_REQUIREMENT_MODE	PAIR:SH>T	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
125	shyshol	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	WORKING_DEFAULT_COMPLETE_OLD_TILES	SH+Y+SH+OL	1	f4r	SELF_CONTAINED	SH|SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten zweimal halten; fortsetzen.	Halte den Pflanzenposten und halte den Pflanzenposten; führe fort.	COMPLETE_TILES_AND_OLD_SEAMS_ONLY	OLD_TILES[SH+Y | SH+OL]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=0;ordered_statement_paths=0;adjacent_paths=0	NO_EXACT_PORTABLE_SKELETON	NO_COMPLETE_OLD_PORTABLE_SKELETON_OR_ORDERED_STATEMENT_PATH	YES	COMPLETE_OLD_TILES_AND_SEAMS_ONLY	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
126	shytchy	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	SH+Y+T+CH+Y	1	f4r	SELF_CONTAINED	SH|T|CH	Y|Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Beide Posten halten, einstellen und nehmen.	Halte den Pflanzenposten [außen] und den Pflanzenposten [innen], stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen].	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[sh+[yt]+chy]	anchor=Y+T;anchor_old_events=1;old_interfaces=2/2;recurrent_channels=2;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
127	soaiin	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	S+O+AIIN	1	f20v	SELF_CONTAINED	S	AIIN	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Wert wählen; zur Ausführung.	Wähle den Arbeitswert; zur Ausführung.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[s+[oaiin]]	anchor=O+AIIN;anchor_old_events=2;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
128	tcheo	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	T+CH+E+O	1	f66r	REQUIRES_ACTIVE_ARGUMENT	T|CH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Einstellen und nehmen; auf Grad I; zur Ausführung.	Lege den Kennwert [wie zuvor] fest und entnimm den Kennwert [wie zuvor]; auf Grad I und zur Ausführung.	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	PRIMARY[t+[cheo]]	anchor=CH+E+O;anchor_old_events=6;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_INCLUDED	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
129	tocpheey	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	T+O+CH+P+EE+Y	1	f66r	SELF_CONTAINED	T|CH|P	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten einstellen, nehmen und einsetzen; zur Ausführung; auf Grad II.	Lege den laufenden Eintrag fest, entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; zur Ausführung und auf Grad II.	OLD26_MIXED_CANONICAL_AND_LEARNED_RENDERERS	t→T | o→O | cph→CH+P | ee→EE | y→Y	old_cover_paths=4;old_interfaces=4/5;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
130	todeeey	READ_KNOWN_145_PROSE_WORKING_CARD	ATOMS_AND_FACTORS_ONLY	4	SUPPORTED_VISIBLE_ATOMS	T+O+D_ADDR+EEE+Y	1	f66r	SELF_CONTAINED	T	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten einstellen; zur Ausführung; hier; auf Grad III.	Lege den laufenden Eintrag fest; zur Ausführung und auf Grad III; an der bezeichneten Stelle.	OLD26_ALL_CANONICAL_VISIBLE_ATOMS	t→T | o→O | d→D_ADDR | eee→EEE | y→Y	old_cover_paths=4;old_interfaces=4/4;execution=READ_FACTOR_GREEN	GDT540_OBSERVED_REQUIREMENT_MODE	NONE	NO	NONE	GDT547_ATOMIC_FACTOR_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
131	tolchedy	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	T+OL+CHD+DY	1	f66r	REQUIRES_ACTIVE_ARGUMENT	T|CHD	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Einstellen und bearbeiten; fortsetzen; abschließen.	Lege den laufenden Eintrag [wie zuvor] fest und bearbeite den laufenden Eintrag [wie zuvor]; führe fort; schließe den Schritt.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[T+OL | CHD+DY]	tiles=2;minimum_tile_events=4;old_seams=1/1;old_skeleton_events=1;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
132	tolshy	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	WORKING_DEFAULT_COMPLETE_OLD_TILES	T+OL+SH+Y	1	f20v	SELF_CONTAINED	T|SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten einstellen und halten; fortsetzen.	Stelle den Pflanzenposten ein und halte den Pflanzenposten; führe fort.	COMPLETE_TILES_AND_OLD_SEAMS_ONLY	OLD_TILES[T+OL | SH+Y]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=0;ordered_statement_paths=0;adjacent_paths=0	NO_EXACT_PORTABLE_SKELETON	NO_COMPLETE_OLD_PORTABLE_SKELETON_OR_ORDERED_STATEMENT_PATH	YES	COMPLETE_OLD_TILES_AND_SEAMS_ONLY	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
133	tosheo	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	T+O+SH+E+O	1	f66r	REQUIRES_ACTIVE_ARGUMENT	T|SH	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Einstellen und halten; zur Ausführung; auf Grad I; erneut zur Ausführung.	Lege die Eintragseinheit [wie zuvor] fest und halte die Eintragseinheit [wie zuvor] fest; zur Ausführung [außen], auf Grad I und zur Ausführung [innen].	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[t+[osheo]] | SECONDARY[T+O+[SH+E]+O]	anchor=O+SH+E+O;anchor_old_events=1;old_interfaces=1/1;recurrent_channels=1;secondary=YES	TARGET_MODE_SET_DISJOINT	DUAL_DERIVATION__NO_PRIMARY_CHANGE | SECONDARY_BRIDGE_ADDED__PRIMARY_RETAINED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
134	tshokeody	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	T+SH+OK+E+O+D_ADDR+Y	1	f31r	SELF_CONTAINED	T|SH|OK	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten einstellen, halten und setzen; auf Grad I; zur Ausführung; hier.	Stelle den Pflanzenposten ein, halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[tsh+[okeody]]	anchor=OK+E+O+D_ADDR+Y;anchor_old_events=12;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
135	tydy	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	T+Y+DY	1	f4r	SELF_CONTAINED	T	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten einstellen; abschließen.	Stelle den Pflanzenposten ein; schließe den Schritt.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[t+[ydy]]	anchor=Y+DY;anchor_old_events=1;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
136	yches	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	Y+CH+E+S	1	f31r	SELF_CONTAINED	CH|S	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten nehmen und wählen; auf Grad I.	Nimm den Pflanzenposten und wähle den Pflanzenposten; auf Grad I.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[y+[ches]]	anchor=CH+E+S;anchor_old_events=6;old_interfaces=1/1;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
137	ykeedar	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	Y+K+EE+D_ADDR+AR	1	f31r	SELF_CONTAINED	K	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten geben; auf Grad II; hier; vom Ausgang.	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[ykee+[dar]]	anchor=D_ADDR+AR;anchor_old_events=47;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
138	ykesho	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	Y+K+E+SH+O	1	f66r	SELF_CONTAINED	K|SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten geben und halten; auf Grad I; zur Ausführung.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung.	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	PRIMARY[yke+[sho]]	anchor=SH+O;anchor_old_events=10;old_interfaces=1/1;recurrent_channels=0;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
139	ykoiin	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	Y+K+O+IIN	1	f20v	SELF_CONTAINED	K	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten geben; zur Ausführung; auf der bezeichneten Stufe.	Gib den Pflanzenposten zu; zur Ausführung und auf der bezeichneten Stufe.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[Y+K | O+IIN]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=5;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
140	ykshedy	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	Y+K+SH+E+DY	1	f66r	SELF_CONTAINED	K|SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten geben und halten; auf Grad I; abschließen.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I; schließe den Schritt.	ORDERED_SAME_STATEMENT_TILE_SEQUENCE	OLD_TILES[Y+K | SH+E+DY]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=0;ordered_statement_paths=1;adjacent_paths=0	NO_EXACT_PORTABLE_SKELETON	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
141	ypches	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	WORKING_DEFAULT_COMPLETE_OLD_TILES	Y+P+CH+E+S	1	f66r	SELF_CONTAINED	P|CH|S	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten einsetzen, nehmen und wählen; auf Grad I.	Setze den laufenden Eintrag ein, entnimm den laufenden Eintrag und wähle den laufenden Eintrag; auf Grad I.	COMPLETE_TILES_AND_OLD_SEAMS_ONLY	OLD_TILES[Y+P+CH | E+S]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=0;ordered_statement_paths=0;adjacent_paths=0	NO_EXACT_PORTABLE_SKELETON	NO_COMPLETE_OLD_PORTABLE_SKELETON_OR_ORDERED_STATEMENT_PATH	YES	COMPLETE_OLD_TILES_AND_SEAMS_ONLY	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
142	yshedair	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	Y+SH+E+D_ADDR+AIR	1	f31r	SELF_CONTAINED	SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten halten; auf Grad I; hier; entlang der Bahn.	Halte den Pflanzenposten; entlang der Verarbeitungsbahn; auf Grad I; an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[y+[shed]+air]	anchor=SH+E+D_ADDR;anchor_old_events=2;old_interfaces=2/2;recurrent_channels=1;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
143	ysheeod	READ_KNOWN_145_PROSE_WORKING_CARD	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	3	SUPPORTED_FRAGMENT_FRAME	Y+SH+EE+O+D_ADDR	1	f66r	SELF_CONTAINED	SH	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten halten; auf Grad II; zur Ausführung; hier.	Halte den laufenden Eintrag fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	PRIMARY[y+[sheeo]+d]	anchor=SH+EE+O;anchor_old_events=1;old_interfaces=2/2;recurrent_channels=2;secondary=NO	TARGET_MODE_SET_EQUAL	NOT_FLAGGED	NO	NONE	GDT546_FRAGMENT_READER	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
144	ytarody	READ_KNOWN_145_PROSE_WORKING_CARD	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	2	SUPPORTED_TILE_BRIDGE	Y+T+AR+O+DY	1	f66r	SELF_CONTAINED	T	Y	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Den Posten einstellen; vom Ausgang; zur Ausführung; abschließen.	Lege den laufenden Eintrag fest; von der Ausgangszeile; zur Ausführung; schließe den Schritt.	EXACT_PORTABLE_SKELETON_CONTEXT	OLD_TILES[Y+T+AR | O+DY]	tiles=2;minimum_tile_events=1;old_seams=1/1;old_skeleton_events=1;ordered_statement_paths=0;adjacent_paths=0	TARGET_MODE_INCLUDED__EXACT_SET	NONE__OLD_CONTEXT_OR_ORDERED_TILE_BRIDGE	NO	NONE	GDT542_FULL_TILE_BRIDGE	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_145_SURFACE_KEY_ONLY__NO_FUZZY_INHERITANCE_OR_NEW_MEANING
