gdt754_patch_id	surface	page	locus	token_ordinal	token_index	reader_exact	current_authority	old_source_prose_de	old_spoken_de	patch_scope	gdt754_render_de	background_hypothesis_de	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G754-P0308	shcthey	f77r	f77r.11	6	6	1	shcthey#GLOBAL	angefeuchtete Krautdroge, Form I	angefeuchtete Krautdroge, Form I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: feucht/eingeweicht, Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham	OPEN	0	0
G754-P0309	qolal	f77r	f77r.13	9	9	0	qolal#GLOBAL	Rohdroge I hinzugeben	Rohdroge I hinzugeben	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy	OPEN	0	0
G754-P0310	chees	f77r	f77r.18	7	7	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	daiin cheedy lshey qo l or chees sheckhedy qol cheedy qotaiin	OPEN	0	0
G754-P0311	qolchedy	f77r	f77r.34	4	4	0	qolchedy#GLOBAL	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qokaiin shedy chedy qolchedy qokaiin qokaiin checkhy raiin	OPEN	0	0
G754-P0312	solkeey	f77r	f77r.35	1	1	1	solkeey#GLOBAL	Saatgutansatz vollständig erhitzen	Saatgutansatz vollständig erhitzen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Anfangsstufe, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Anfangsstufe, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy	OPEN	0	0
G754-P0313	arol	f77r	f77r.41	10	10	0	arol#GLOBAL	Grundauszug, Fraktion I	Grundauszug, Fraktion I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	daiin sh qolchey qotedy qotal r ain chl s arol	OPEN	0	0
G754-P0314	olchedy	f77v	f77v.9	5	5	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dcheol kshey qolchshy cheol olchedy ol chs ol sheedy qokedy chedy	OPEN	0	0
G754-P0315	olchy	f77v	f77v.11	11	11	0	olchy#GLOBAL	Holzdroge im Ansatz leicht getrocknet	Holzdroge im Ansatz leicht getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qockhy dol chdy dsheedal qokal chedy dal shedy qokeedy dal olchy	OPEN	0	0
G754-P0316	olchedy	f77v	f77v.17	1	1	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	olchedy qol shedy qokchedy qokeey daiin olol	OPEN	0	0
G754-P0317	chees	f77v	f77v.23	2	2	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qokal chees ol shedy doraiin ol qoky ches ol dal	OPEN	0	0
G754-P0318	lchor	f77v	f77v.25	1	1	1	lchor#GLOBAL	holziger Pflanzenteil	holziger Pflanzenteil	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	lchor oiiin shedy qokaiin saiin dal sheedy qokeedy ral	OPEN	0	0
G754-P0319	ldol	f77v	f77v.26	9	9	0	ldol#GLOBAL	Holzdrogenstoff abmessen	Holzdrogenstoff abmessen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	dairol shedy rchy sheor qokedy qoky chckhy qokchy ldol	OPEN	0	0
G754-P0320	qoked	f77v	f77v.28	3	3	1	qoked#GLOBAL	bis zur Mittelstufe erhitzen und abschließen	bis zur Mittelstufe erhitzen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	ychedy qokedy qoked ol sheor olchdy	OPEN	0	0
G754-P0321	lkaiin	f77v	f77v.41	3	3	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	chedy lchedy lkaiin dy qokal dar chdain ldchey ol raiin oldy	OPEN	0	0
G754-P0322	cheolkaiin	f77v	f77v.42	5	5	0	cheolkaiin#GLOBAL	Drogenstoff bis zur Mittelstufe trocknen und auf Heizstufe III bringen	Drogenstoff bis zur Mittelstufe trocknen und auf Heizstufe III bringen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe III, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe III, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	tcheey qokeey qokal lchedy cheolkaiin okol	OPEN	0	0
G754-P0323	qopchedy	f78r	f78r.3	3	3	1	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tshedor shedy qopchedy qokedy dy qokol oky	OPEN	0	0
G754-P0324	ykedy	f78r	f78r.8	6	6	1	ykedy#GLOBAL	erhitze hiervon bis zur Mittelstufe und schließe ab	erhitze hiervon bis zur Mittelstufe und schließe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	dshedy qokedy okar qokedy shedy ykedy shedy qoky	OPEN	0	0
G754-P0325	sokol	f78r	f78r.11	7	7	1	sokol#GLOBAL	heißer Saatgutabsud	heißer Saatgutabsud	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	qoky okeedy sheety qoteedy otey shckhedy sokol or	OPEN	0	0
G754-P0326	orain	f78r	f78r.28	1	1	0	orain#GLOBAL	Drogenportion II	Drogenportion II	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	orain ol qokeedy kchol tchal olkee yfchey ofchedy taly	OPEN	0	0
G754-P0327	solkeedy	f78r	f78r.31	1	1	1	solkeedy#GLOBAL	Saatgutansatz vollständig erhitzt	Saatgutansatz vollständig erhitzt	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	solkeedy sheckhy qokedy otal shedy otar olchedy cthdy	OPEN	0	0
G754-P0328	olchedy	f78r	f78r.31	7	7	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	solkeedy sheckhy qokedy otal shedy otar olchedy cthdy	OPEN	0	0
G754-P0329	dalky	f78r	f78r.32	5	5	1	dalky#GLOBAL	Rohdroge I abmessen und leicht erhitzen	Rohdroge I abmessen und leicht erhitzen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Anfangsstufe, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Anfangsstufe, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qokedy ckhdy qokain chedy dalky lkain ykeedy okaly dy	OPEN	0	0
G754-P0330	ykedy	f78r	f78r.33	3	3	0	ykedy#GLOBAL	erhitze hiervon bis zur Mittelstufe und schließe ab	erhitze hiervon bis zur Mittelstufe und schließe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	ytedy daiin ykedy y olsheey qokeey okal ol keedy dyky	OPEN	0	0
G754-P0331	qopchedy	f78r	f78r.34	3	3	0	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dshedy qokeedy qopchedy qokaly dar okaiin o keeal am	OPEN	0	0
G754-P0332	ykedy	f78v	f78v.1	1	1	0	ykedy#GLOBAL	erhitze hiervon bis zur Mittelstufe und schließe ab	erhitze hiervon bis zur Mittelstufe und schließe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	ykedy olfchedy qokedy spchy chedy rol dor ofchedy qokedy	OPEN	0	0
G754-P0333	olchedy	f78v	f78v.5	11	11	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qor olkeey olkain ol chsey ol cheeky dar okal dal olchedy	OPEN	0	0
G754-P0334	qoke	f78v	f78v.10	6	6	0	qoke#GLOBAL	bis zur Mittelstufe erhitzen	bis zur Mittelstufe erhitzen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	dshedy qokedy or shedy pchedy qoke dy okedy opchedy	OPEN	0	0
G754-P0335	opchedy	f78v	f78v.10	9	9	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	dshedy qokedy or shedy pchedy qoke dy okedy opchedy	OPEN	0	0
G754-P0336	otaly	f78v	f78v.12	5	5	1	otaly#GLOBAL	Rohstoff-I-Ansatz leicht kühlen und abschließen	Rohstoff-I-Ansatz leicht kühlen und abschließen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, Anfangsstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Anfangsstufe, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	sheor ol qokaiin shckhy otaly qolsheey qokal sain	OPEN	0	0
G754-P0337	qolkeshdy	f78v	f78v.14	1	1	0	qolkeshdy#GLOBAL	erhitztes und bis zur Mittelstufe eingeweichtes Drogenmaterial hinzugeben	erhitztes und bis zur Mittelstufe eingeweichtes Drogenmaterial hinzugeben	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, feucht/eingeweicht, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, feucht/eingeweicht, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qolkeshdy qol shedy olkedy okol chedy qokain dal	OPEN	0	0
G754-P0338	qolchedy	f78v	f78v.15	2	2	0	qolchedy#GLOBAL	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	cheey qolchedy qokey or cheef chckhey tedy qokedy ls	OPEN	0	0
G754-P0339	dchdy	f78v	f78v.17	6	6	1	dchdy#GLOBAL	Trockendroge abmessen und fertigstellen	Trockendroge abmessen und fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qol sheedy qol lcheol lchdy dchdy da qar olkal dy	OPEN	0	0
G754-P0340	lshckhy	f78v	f78v.18	5	5	0	lshckhy#GLOBAL	angefeuchtete Kräutermischung mit Drogenholz	angefeuchtete Kräutermischung mit Drogenholz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: feucht/eingeweicht, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	chedy shckhy qokedy dal lshckhy qol qol oteedy qor	OPEN	0	0
G754-P0341	orain	f78v	f78v.19	7	7	1	orain#GLOBAL	Drogenportion II	Drogenportion II	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	lchedy ol chedar shedy lor shedaldy orain	OPEN	0	0
G754-P0342	opchedy	f78v	f78v.20	2	2	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qofcheol opchedy qokain op chedy lchey cphar ol okalor	OPEN	0	0
G754-P0343	okeol	f78v	f78v.22	7	7	0	okeol#GLOBAL	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	okol shey ol shedy okal okchey okeol ol chedy qol	OPEN	0	0
G754-P0344	otaldy	f78v	f78v.26	9	9	1	otaldy#GLOBAL	kalten Rohstoff-I-Ansatz fertigstellen	kalten Rohstoff-I-Ansatz fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	qokaiin or sheedy otain ol shedy sol fchedy otaldy	OPEN	0	0
G754-P0345	oltal	f78v	f78v.30	8	8	1	oltal#GLOBAL	kalter Holzdrogenansatz aus Rohdroge I	kalter Holzdrogenansatz aus Rohdroge I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	sal shol sain sheety or oiiin okal oltal qokar ary	OPEN	0	0
G754-P0346	salchey	f79r	f79r.5	6	6	0	salchey#GLOBAL	Saatrohstoff bis zur mittleren Trockenstufe	Saatrohstoff bis zur mittleren Trockenstufe	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	qokal shedy chcthy or chear salchey qol shal chey l cheol chol chy	OPEN	0	0
G754-P0347	opchedy	f79r	f79r.13	5	5	0	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	pshorol shckhy qotshdy qokaldy opchedy qotar or aiin ol	OPEN	0	0
G754-P0348	air	f79r	f79r.17	5	5	1	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	qokaiin shy lsheey ls air or aror otaiin ches olol ol	OPEN	0	0
G754-P0349	solor	f79r	f79r.18	1	1	1	solor#GLOBAL	eine Portion Saatgutansatz	eine Portion Saatgutansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	solor olshey qokaiin chey qokain otain otain otal ol dam	OPEN	0	0
G754-P0350	scthey	f79r	f79r.20	6	6	1	scthey#GLOBAL	Saatgut mit Krautdroge auf mittlerer Stufe	Saatgut mit Krautdroge auf mittlerer Stufe	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Abschlussfeld; genaue Ganzformbedeutung offen	y shal y chedar oy scthey tal chear	OPEN	0	0
G754-P0351	opchedy	f79r	f79r.26	6	6	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	polaiin olteedy qotchey dykeedy qokchdy opchedy shol ory	OPEN	0	0
G754-P0352	chckhes	f79r	f79r.35	6	6	0	chckhes#GLOBAL	getrocknete Arzneikompositum-Charge auf mittlerer Stufe	getrocknete Arzneikompositum-Charge auf mittlerer Stufe	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	polchedy shedy qoteedy qotain ody chckhes otal	OPEN	0	0
G754-P0353	chkag	f79r	f79r.43	7	7	0	chkag#GLOBAL	ein Gran trocken-heiße Droge	ein Gran trocken-heiße Droge	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	y shey qokain cheol qoky daiin chkag ar cheedy ldy	OPEN	0	0
G754-P0354	otaldy	f79v	f79v.1	4	4	0	otaldy#GLOBAL	kalten Rohstoff-I-Ansatz fertigstellen	kalten Rohstoff-I-Ansatz fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, Index/Stufe I, Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	poldshedy olkory qotolol otaldy ytedol or olorol	OPEN	0	0
G754-P0355	ycheckhey	f79v	f79v.6	1	1	1	ycheckhey#GLOBAL	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	ycheckhey r ain chedy qokain chedy ol shedy dar ytam	OPEN	0	0
