host_ordinal	primary_governor_key	action_slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	action_root	gdt583_rule_id	gdt584_rule_id	gate_class	parent_rule_id	complete_host_slot_count	complete_host_values_written	direct_governor_tokens	previous_visible_action	next_visible_action	carrier_slot_count	carrier_slot_ids	written_root_sequence	written_root_multiset	repeated_root	historical_rule_replay_exact	historical_action_reading_de	source_id_gate_status	portable_runtime_rule_id	portable_action_reading_de	portable_action_reading_match	portable_runtime_parent_rule_match	parent_semantic_exact_slot_count	parent_semantic_changed_slot_count	parent_semantic_visible_exact_slot_count	parent_semantic_visible_changed_slot_count	parent_semantic_lemma_sequence	parent_semantic_packet_rule_id	parent_semantic_packet_match	expected_packet_rule_id	portable_packet_rule_id	portable_packet_match	portable_exact_slot_count	portable_changed_slot_count	portable_visible_exact_slot_count	portable_visible_changed_slot_count	portable_context_family_changed_slot_count	expected_lemma_sequence	portable_lemma_sequence	historical_count_trace_de	portable_count_trace_de	portable_broad_fallback_slot_count	portable_broad_fallback_alternatives_de	replay_outcome	next_page_action	guard	repeat_ordinal	repeat_class	written_extra_copy_count	ordered_written_slot_lemmas_de	gdt587_fluid_host_clause_de	gdt588_special_fluent_repair	gdt589_display_action	count_interpretation	repeat_guard
711	ACTION:G407-E4166@3:CHD	RUNNING:G407-E4166@3	RUNNING_ATOM	G407-E4166	G407-S672	f89r	PHARMA	CHD	CHD_REST_PROCESS	CHD_HP_WET_EXTRACT_PROCESS	MANUAL_GDT584_OVERRIDE	CHD_REST_PROCESS	6	CHD|Y|Y|AIIN|Y|Y	CHD|Y	K	NONE	5	RUNNING:G407-E4166@4|RUNNING:G407-E4169@1|RUNNING:G407-E4170@1|RUNNING:G407-E4171@1|RUNNING:G407-E4171@2	Y+Y+AIIN+Y+Y	Y*4+AIIN*1	YES	YES	Verreibe oder mazeriere	NOT_APPLICABLE	CHD_REST_PROCESS	Bearbeite	NO	YES	5	0	5	0	Drogenmaterial|Drogenmaterial|Arzneiauszug|Drogenmaterial|Drogenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	0	5	4	1	5	Drogenmaterial|Drogenmaterial|Arzneiauszug|Drogenmaterial|Drogenmaterial	Drogenmaterial|Drogenmaterial|Dosis- oder Mengenmaß|Drogenmaterial|Drogenmaterial	Drogenmaterial ×4; Arzneiauszug ×1	Drogenmaterial ×4; Dosis- oder Mengenmaß ×1	1	AIIN=Arzneiauszug/Dosismaß	MANUAL_VISIBLE__NOUN_CHANGE	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	94	DEFAULT_COMPOSITION	3	Y=Drogenmaterial | Y=Drogenmaterial | AIIN=Arzneiauszug | Y=Drogenmaterial | Y=Drogenmaterial	Verreibe oder mazeriere das Drogenmaterial im Auszug	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
712	ACTION:G407-E4175@2:T	RUNNING:G407-E4175@2	RUNNING_ATOM	G407-E4175	G407-S672	f89r	PHARMA	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	Y|T|Y	T|Y	NONE	NONE	2	RUNNING:G407-E4175@1|RUNNING:G407-E4175@3	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Drogenmaterial|Drogenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Drogenmaterial|Drogenmaterial	Drogenmaterial|Drogenmaterial	Drogenmaterial ×2	Drogenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	95	DEFAULT_COMPOSITION	1	Y=Drogenmaterial | Y=Drogenmaterial	Reguliere oder temperiere das Drogenmaterial	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
718	ACTION:G407-E4218@1:T	RUNNING:G407-E4218@1	RUNNING_ATOM	G407-E4218	G407-S675	f89r	PHARMA	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	6	T|AIIN|AIIN|D_ADDR|AIIN|Y	T	NONE	NONE	4	RUNNING:G407-E4219@1|RUNNING:G407-E4220@1|RUNNING:G407-E4221@2|RUNNING:G407-E4221@3	AIIN+AIIN+AIIN+Y	Y*1+AIIN*3	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	4	0	4	0	Arzneiauszug|Arzneiauszug|Arzneiauszug|Drogenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	4	0	4	0	0	Arzneiauszug|Arzneiauszug|Arzneiauszug|Drogenmaterial	Arzneiauszug|Arzneiauszug|Arzneiauszug|Drogenmaterial	Drogenmaterial ×1; Arzneiauszug ×3	Arzneiauszug ×3; Drogenmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	96	DEFAULT_COMPOSITION	2	AIIN=Arzneiauszug | AIIN=Arzneiauszug | AIIN=Arzneiauszug | Y=Drogenmaterial	Reguliere oder temperiere den Arzneiauszug und das Drogenmaterial an der Drogen-Arbeitsstelle	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
729	ACTION:G407-E4335@1:S	RUNNING:G407-E4335@1	RUNNING_ATOM	G407-E4335	G407-S685	f89r	PHARMA	S	S_HP_STRAIN	S_HP_STRAIN	AUTO_CONTEXT	S_HP_STRAIN	4	S|AIIN|AIIN|AL	AIIN|S	NONE	NONE	2	RUNNING:G407-E4335@2|RUNNING:G407-E4337@1	AIIN+AIIN	AIIN*2	YES	YES	Seihe ab	NOT_APPLICABLE	S_HP_STRAIN	Seihe ab	YES	YES	2	0	2	0	Arzneiauszug|Arzneiauszug	HP_EXTRACT_OF_MATERIAL	YES	HP_EXTRACT_OF_MATERIAL	HP_EXTRACT_OF_MATERIAL	YES	2	0	2	0	0	Arzneiauszug|Arzneiauszug	Arzneiauszug|Arzneiauszug	Arzneiauszug ×2	Arzneiauszug ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	97	SPECIAL_PACKET	1	AIIN=Arzneiauszug | AIIN=Arzneiauszug	Seihe den Arzneiauszug ins Aufnahme- oder Zielgefäß ab	YES	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
732	ACTION:G407-E4366@2:T	RUNNING:G407-E4366@2	RUNNING_ATOM	G407-E4366	G407-S685	f89r	PHARMA	T	T_PHYSICAL_GRADE_TEMPER	T_PHYSICAL_GRADE_TEMPER	AUTO_CONTEXT	T_PHYSICAL_GRADE_TEMPER	5	T|E|Y|AIIN|Y	E|T|Y	CH	NONE	3	RUNNING:G407-E4366@4|RUNNING:G407-E4367@1|RUNNING:G407-E4368@1	Y+AIIN+Y	Y*2+AIIN*1	YES	YES	Temperiere	NOT_APPLICABLE	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	NO	YES	3	0	3	0	Drogenmaterial|Arzneiauszug|Drogenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Drogenmaterial|Arzneiauszug|Drogenmaterial	Drogenmaterial|Arzneiauszug|Drogenmaterial	Drogenmaterial ×2; Arzneiauszug ×1	Drogenmaterial ×2; Arzneiauszug ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	98	DEFAULT_COMPOSITION	1	Y=Drogenmaterial | AIIN=Arzneiauszug | Y=Drogenmaterial	Temperiere das Drogenmaterial und den Arzneiauszug auf Grad I	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
762	ACTION:G407-E4498@2:T	RUNNING:G407-E4498@2	RUNNING_ATOM	G407-E4498	G407-S700	f95v	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	Y|T|Y	T|Y	NONE	NONE	2	RUNNING:G407-E4498@1|RUNNING:G407-E4498@3	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	99	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Reguliere oder temperiere das Pflanzenmaterial	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
774	ACTION:G407-E4549@1:CHD	RUNNING:G407-E4549@1	RUNNING_ATOM	G407-E4549	G407-S710	f95v	HERBAL	CHD	CHD_REST_PROCESS	CHD_REST_PROCESS	AUTO_CONTEXT	CHD_REST_PROCESS	4	CHD|AIIN|AIN|AIIN	AIIN|CHD	NONE	NONE	3	RUNNING:G407-E4549@2|RUNNING:G407-E4550@2|RUNNING:G407-E4551@1	AIIN+AIN+AIIN	AIIN*2+AIN*1	YES	YES	Bearbeite	NOT_APPLICABLE	CHD_REST_PROCESS	Bearbeite	YES	YES	3	0	3	0	Pflanzenauszug|Pflanzenportion|Pflanzenauszug	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Pflanzenauszug|Pflanzenportion|Pflanzenauszug	Pflanzenauszug|Pflanzenportion|Pflanzenauszug	Pflanzenauszug ×2; Pflanzenportion ×1	Pflanzenauszug ×2; Pflanzenportion ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	100	DEFAULT_COMPOSITION	1	AIIN=Pflanzenauszug | AIN=Pflanzenportion | AIIN=Pflanzenauszug	Bearbeite den Pflanzenauszug und die Pflanzenportion	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
783	ACTION:G515-E0005@1:SH	RUNNING:G515-E0005@1	RUNNING_ATOM	G515-E0005	G515-S002	f4r	HERBAL	SH	SH_HP_SOAK	SH_HP_SOAK	AUTO_CONTEXT	SH_HP_SOAK	4	SH|EE|Y|Y	EE|SH|Y	NONE	NONE	2	RUNNING:G515-E0005@3|RUNNING:G515-E0006@3	Y+Y	Y*2	YES	YES	Weiche ein	NOT_APPLICABLE	SH_HP_SOAK	Weiche ein	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	101	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Weiche das Pflanzenmaterial auf Grad II ein	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
784	ACTION:G515-E0009@2:T	RUNNING:G515-E0009@2	RUNNING_ATOM	G515-E0009	G515-S002	f4r	HERBAL	T	T_HP_FORM_SET	T_HP_FORM_SET	AUTO_CONTEXT	T_HP_FORM_SET	4	Y|T|O|Y	O|T|Y	NONE	NONE	2	RUNNING:G515-E0009@1|RUNNING:G515-E0009@4	Y+Y	Y*2	YES	YES	Bringe in Form oder stelle die Stufe ein	NOT_APPLICABLE	T_HP_FORM_SET	Stelle Form oder Stufe ein	NO	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	102	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Bringe das Pflanzenmaterial in Zubereitungsform	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
786	ACTION:G515-E0028@2:T	RUNNING:G515-E0028@2	RUNNING_ATOM	G515-E0028	G515-S002	f4r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	4	Y|T|Y|AIIN	T|Y	NONE	NONE	3	RUNNING:G515-E0028@1|RUNNING:G515-E0028@3|RUNNING:G515-E0029@1	Y+Y+AIIN	Y*2+AIIN*1	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	3	0	3	0	Pflanzenmaterial|Pflanzenmaterial|Pflanzenauszug	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Pflanzenmaterial|Pflanzenmaterial|Pflanzenauszug	Pflanzenmaterial|Pflanzenmaterial|Pflanzenauszug	Pflanzenmaterial ×2; Pflanzenauszug ×1	Pflanzenmaterial ×2; Pflanzenauszug ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	103	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial | AIIN=Pflanzenauszug	Reguliere oder temperiere das Pflanzenmaterial und den Pflanzenauszug	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
800	ACTION:G515-E0089@3:T	RUNNING:G515-E0089@3	RUNNING_ATOM	G515-E0089	G515-S007	f20v	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	4	T|Y|Y|Y	T|Y	CH	NONE	3	RUNNING:G515-E0089@4|RUNNING:G515-E0090@2|RUNNING:G515-E0091@1	Y+Y+Y	Y*3	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	3	0	3	0	Pflanzenmaterial|Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Pflanzenmaterial|Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×3	Pflanzenmaterial ×3	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	104	DEFAULT_COMPOSITION	2	Y=Pflanzenmaterial | Y=Pflanzenmaterial | Y=Pflanzenmaterial	Reguliere oder temperiere das Pflanzenmaterial	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
801	ACTION:G515-E0092@3:SH	RUNNING:G515-E0092@3	RUNNING_ATOM	G515-E0092	G515-S007	f20v	HERBAL	SH	SH_REST_HOLD	SH_REST_HOLD	AUTO_CONTEXT	SH_REST_HOLD	3	SH|Y|Y	SH|Y	T	NONE	2	RUNNING:G515-E0092@4|RUNNING:G515-E0093@2	Y+Y	Y*2	YES	YES	Halte	NOT_APPLICABLE	SH_REST_HOLD	Halte	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	105	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Halte das Pflanzenmaterial warm	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
816	ACTION:G515-E0141@4:T	RUNNING:G515-E0141@4	RUNNING_ATOM	G515-E0141	G515-S008	f20v	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	4	T|Y|AIIN|Y	T|Y	CH	NONE	3	RUNNING:G515-E0141@5|RUNNING:G515-E0143@1|RUNNING:G515-E0144@1	Y+AIIN+Y	Y*2+AIIN*1	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	3	0	3	0	Pflanzenmaterial|Pflanzenauszug|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Pflanzenmaterial|Pflanzenauszug|Pflanzenmaterial	Pflanzenmaterial|Pflanzenauszug|Pflanzenmaterial	Pflanzenmaterial ×2; Pflanzenauszug ×1	Pflanzenmaterial ×2; Pflanzenauszug ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	106	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | AIIN=Pflanzenauszug | Y=Pflanzenmaterial	Reguliere oder temperiere das Pflanzenmaterial und den Pflanzenauszug	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
851	ACTION:G515-E0415@1:SH	RUNNING:G515-E0415@1	RUNNING_ATOM	G515-E0415	G515-S047	f66r	SOURCE_SECTION_T	SH	SH_SOURCE_REST	SH_SOURCE_REST	AUTO_CONTEXT	SH_SOURCE_REST	8	SH|LOCAL_CHAR_F|OR|D_ADDR|AIIN|AR|AL|OR	AIIN|D_ADDR|LOCAL_CHAR_F|OR|SH	NONE	NONE	3	RUNNING:G515-E0415@4|RUNNING:G515-E0415@6|RUNNING:G515-E0417@3	OR+AIIN+OR	AIIN*1+OR*2	YES	YES	Lass ruhen	NOT_APPLICABLE	SH_SOURCE_REST	Lass ruhen	YES	YES	3	0	3	0	Ansatz|Arbeitsflüssigkeit|Ansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Ansatz|Arbeitsflüssigkeit|Ansatz	Ansatz|Arbeitsflüssigkeit|Ansatz	Arbeitsflüssigkeit ×1; Ansatz ×2	Ansatz ×2; Arbeitsflüssigkeit ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	107	DEFAULT_COMPOSITION	1	OR=Ansatz | AIIN=Arbeitsflüssigkeit | OR=Ansatz	Lass den Ansatz und die Arbeitsflüssigkeit in Feinform, an der Arbeitsstelle, zur Zielstelle oder ins Zielgefäß und von der Quelle oder aus dem Ausgangsgefäß ruhen	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
855	ACTION:G515-E0431@1:SH	RUNNING:G515-E0431@1	RUNNING_ATOM	G515-E0431	G515-S048	f66r	SOURCE_SECTION_T	SH	SH_SOURCE_REST	SH_SOURCE_REST	AUTO_CONTEXT	SH_SOURCE_REST	6	SH|E|OR|AL|D_ADDR|OR	E|OR|SH	NONE	NONE	2	RUNNING:G515-E0431@3|RUNNING:G515-E0433@2	OR+OR	OR*2	YES	YES	Lass ruhen	NOT_APPLICABLE	SH_SOURCE_REST	Lass ruhen	YES	YES	2	0	2	0	Ansatz|Ansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Ansatz|Ansatz	Ansatz|Ansatz	Ansatz ×2	Ansatz ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	108	DEFAULT_COMPOSITION	1	OR=Ansatz | OR=Ansatz	Lass den Ansatz auf Grad I, an der Arbeitsstelle und zur Zielstelle oder ins Zielgefäß ruhen	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
859	ACTION:G515-E0460@1:S	RUNNING:G515-E0460@1	RUNNING_ATOM	G515-E0460	G515-S056	f66r	SOURCE_SECTION_T	S	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	AUTO_CONTEXT	S_SOURCE_SORT_OUT	7	D_ADDR|AIR|S|AIR|AIIN|AIIN|AL	AIR|S	NONE	NONE	2	RUNNING:G515-E0462@1|RUNNING:G515-E0463@1	AIIN+AIIN	AIIN*2	YES	YES	Sondere aus	NOT_APPLICABLE	S_SOURCE_SORT_OUT	Sondere aus	YES	YES	2	0	2	0	Arbeitsflüssigkeit|Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Arbeitsflüssigkeit|Arbeitsflüssigkeit	Arbeitsflüssigkeit|Arbeitsflüssigkeit	Arbeitsflüssigkeit ×2	Arbeitsflüssigkeit ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	109	DEFAULT_COMPOSITION	1	AIIN=Arbeitsflüssigkeit | AIIN=Arbeitsflüssigkeit	Sondere die Arbeitsflüssigkeit an der Arbeitsstelle, zur Zielstelle oder ins Zielgefäß und entlang des Arbeitswegs aus	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
