word	count	h12	h12_collision_size	line_first	line_last	mean_line_position	P_running	L_label	C_circle	R_radius	section_H	section_S	section_B	section_P	section_Z	section_C	section_A	section_T	currier_A	currier_B
qokeeodal	1	ugēudala	2	0	0	0.7500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
pcheoldom	1	peulada	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
otolom	1	utulu	2	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
koaiin	1	kuena	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qotoy	1	utua	2	0	0	0.2857	1	0	0	0	1	0	0	0	0	0	0	0	1	0
olytol	1	ulatula	1	0	0	0.6667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
seees	1	sēesa	1	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cheeykam	1	ēaga	1	0	0	0.8333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
een	1	ēna	4	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ckha	1	kha	12	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cfham	1	cha	3	0	0	0.7500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kchom	1	ka	20	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ytcheear	1	atēara	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cthodoaly	1	thuduala	1	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qokshol	1	ugamula	2	0	0	0.4000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shockho	1	mukha	2	0	0	0.2000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
osh	1	uma	3	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kcham	1	ka	20	0	0	0.8000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kodalchy	1	kudala	3	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chpady	1	pada	5	0	0	0.1250	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ytoy	1	atua	2	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dytcheey	1	gatēa	3	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ckhochy	1	khua	2	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shyshol	1	mamula	1	0	0	0.6667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
pchooiin	1	puuīna	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dolds	1	guladasa	2	0	0	0.8000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dlod	1	galuda	2	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shkchor	1	magura	1	0	0	0.5714	1	0	0	0	1	0	0	0	0	0	0	0	1	0
otoiin	1	utuīna	3	0	0	0.4000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cphydy	1	phada	2	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oleeeb	1	ulēeb	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qooko	1	uuga	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
iiin	1	īina	1	0	0	0.2000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shtaiin	1	matena	1	0	0	0.6000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chtody	1	tuda	6	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
fchoy	1	cua	1	0	0	0.1250	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chkoy	1	kua	4	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dkshy	1	gagama	2	0	0	0.8750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ckhoy	1	khua	2	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oteeeb	1	utēeb	2	0	0	0.5714	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qoykeeey	1	uagēea	2	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shotshy	1	mutama	1	0	0	0.8750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
pshod	1	pamuda	2	0	0	0.5556	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ytoiiin	1	atuīina	1	0	0	0.8889	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chots	1	utasa	7	0	0	0.8333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ychopordg	1	aupurada	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
darchor	1	garura	3	0	0	0.8750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
okch	1	ugaa	4	0	0	0.7778	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shokeeol	1	mugēula	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dairodg	1	gæruda	3	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chopchol	1	upula	8	0	0	0.8750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chotols	1	utulasa	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
foeear	1	cuēara	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cheoeees	1	euēesa	1	0	0	0.5714	1	0	0	0	1	0	0	0	0	0	0	0	1	0
skaiiodar	1	sageudara	1	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ychar	1	aara	3	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
olchaj	1	ulaj	1	0	0	0.3333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kaiim	1	ke	3	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
koary	1	kuara	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cheekar	1	ēgara	1	0	0	0.2222	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chapchy	1	apa	7	0	0	0.5556	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qoekchar	1	uegara	2	0	0	0.3750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oechockhy	1	ueukha	1	0	0	0.4286	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chekchoy	1	egua	2	0	0	0.5714	1	0	0	0	1	0	0	0	0	0	0	0	1	0
rychos	1	rausa	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
jajy	1	jaja	1	0	0	0.6000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chodam	1	uda	17	0	0	0.2000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
doldom	1	gulada	6	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shocthol	1	muthula	1	0	0	0.3333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tchalody	1	taluda	2	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chaies	1	æesa	1	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cthodam	1	thuda	5	0	0	0.7500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ytchocthol	1	atuthula	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ocholy	1	uula	6	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
choldar	1	uladara	4	0	0	0.3333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
octham	1	utha	5	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shopchey	1	mupea	1	0	0	0.1667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qko	1	ka	20	0	0	0.3333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
charochy	1	arua	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oeeees	1	uēēsa	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ytcheey	1	atēa	5	0	0	0.6000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chald	1	alada	9	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
lochey	1	luea	1	0	0	0.3333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ksholo	1	kamulu	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qotoees	1	utuēsa	2	0	0	0.4000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dshoy	1	gamua	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
deeeese	1	gēēse	1	0	0	0.1429	1	0	0	0	1	0	0	0	0	0	0	0	1	0
polyshy	1	pulama	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tshodody	1	tamududa	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cthd	1	thada	5	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
choteeeb	1	utēeb	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
choschy	1	usa	8	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
deees	1	gēesa	1	0	0	0.8750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
lshol	1	lamula	1	0	0	0.7500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
okshodeeeb	1	ugamudēeb	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chorcheor	1	ureura	2	0	0	0.1429	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shotcho	1	mutu	2	0	0	0.4286	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qoteeeo	1	utēea	4	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
deol	1	geula	3	0	0	0.6250	1	0	0	0	1	0	0	0	0	0	0	0	1	0
otshal	1	utamala	1	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cfhodar	1	chudara	1	0	0	0.8750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tchty	1	tata	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kcheals	1	kealasa	1	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shesed	1	meseda	1	0	0	0.6250	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ooaiin	1	uuena	2	0	0	0.8000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tosh	1	tuma	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
koltoldy	1	kulatulada	1	0	0	0.3333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kchoan	1	kuana	1	0	0	0.3333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tchoep	1	tuepa	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
teeodan	1	tēudana	1	0	0	0.2857	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oksheo	1	ugamea	4	0	0	0.7143	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dairg	1	gæra	6	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
otariin	1	utarīna	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shotokody	1	mutuguda	1	0	0	0.6667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
okokchodg	1	uguguda	1	1	1	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chofydy	1	ucada	5	0	0	0.3750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kc	1	kac	1	0	0	0.4444	1	0	0	0	1	0	0	0	0	0	0	0	1	0
daiiiry	1	geira	1	0	0	0.8889	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kchekchy	1	kega	1	0	0	0.1429	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cthaiar	1	thæara	1	0	0	0.7143	1	0	0	0	1	0	0	0	0	0	0	0	1	0
rchealcham	1	reala	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dai	1	gæ	4	0	0	0.8889	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kesey	1	kesea	1	0	0	0.3333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
soo	1	sua	3	0	0	0.1250	1	0	0	0	1	0	0	0	0	0	0	0	1	0
opcheaiin	1	upēna	1	0	0	0.7500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shcthal	1	mathala	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dolas	1	gulasa	2	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shealy	1	meala	2	0	0	0.7143	1	0	0	0	1	0	0	0	0	0	0	0	1	0
okcholksh	1	ugulagama	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
orchl	1	urala	5	0	0	0.2000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
scharchy	1	sara	7	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oeesody	1	uēsuda	1	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cpharom	1	phara	4	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chchotaiin	1	utena	7	0	0	0.7143	1	0	0	0	1	0	0	0	0	0	0	0	1	0
keoky	1	keuga	1	0	0	0.6667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
satar	1	satara	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
lokaiin	1	lugena	1	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chodey	1	udea	2	0	0	0.7143	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tydlo	1	tadala	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oykeey	1	uagēa	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
toeoky	1	tueuga	1	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
yshy	1	ama	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chcthod	1	thuda	5	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dayty	1	gaata	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chokoiin	1	uguīna	3	0	0	0.4444	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dsholdy	1	gamulada	2	0	0	0.6667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
pshoain	1	pamuæna	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cthoaiin	1	thuena	1	0	0	0.1429	1	0	0	0	1	0	0	0	0	0	0	0	1	0
odoral	1	udurala	1	0	0	0.4286	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shydal	1	madala	4	0	0	0.8571	1	0	0	0	1	0	0	0	0	0	0	0	1	0
koraiin	1	kurena	1	0	0	0.3750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
olshocthy	1	ulamutha	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chodykchy	1	udaga	1	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ytchas	1	atasa	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
fochor	1	cuura	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oporody	1	upuruda	1	0	0	0.1111	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qopchypcho	1	upapa	1	0	0	0.5556	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ypcheey	1	apēa	1	0	0	0.1250	1	0	0	0	1	0	0	0	0	0	0	0	1	0
olcfholy	1	ulachula	1	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
rokyd	1	rugada	1	0	0	0.7500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kyty	1	kata	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chshoty	1	suta	3	0	0	0.3333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chopchal	1	upala	8	0	0	0.7143	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ypch	1	apaa	1	0	0	0.8571	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cthoor	1	thuura	1	0	0	0.1111	1	0	0	0	1	0	0	0	0	0	0	0	1	0
otytchol	1	utatula	1	0	0	0.6667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
etyd	1	etada	4	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chtchor	1	tura	6	0	0	0.7778	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qoctholy	1	uthula	3	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oykchor	1	uagura	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oqotor	1	uutura	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
otchoshor	1	utumura	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chcthor	1	thura	5	0	0	0.3750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qotchytor	1	utatura	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chckhan	1	khana	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
schoal	1	suala	1	0	0	0.1429	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shfydaiin	1	macadena	1	0	0	0.4286	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shoyty	1	muata	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
socthody	1	suthuda	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ytchoky	1	atuga	1	0	0	0.7500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ykychy	1	agaa	1	0	0	0.4444	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dky	1	gaga	5	0	0	0.3000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chodl	1	udala	9	0	0	0.9000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
poldchody	1	puladuda	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shcphy	1	mapha	1	0	0	0.1429	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shordy	1	murada	2	0	0	0.2857	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tu	1	taa	3	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dd	1	gada	9	0	0		0	1	0	0	1	0	0	0	0	0	0	0	1	0
soydy	1	suada	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
arg	1	ara	13	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chold	1	ulada	10	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dypchy	1	gapa	3	0	0	0.8750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dchg	1	ga	16	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shorodo	1	muruda	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cfholdy	1	chulada	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shochy	1	mua	4	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
sotchy	1	suta	3	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
okorory	1	ugurura	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
koair	1	kuæra	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chtoiin	1	tuīna	2	0	0	0.1667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
octhos	1	uthusa	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
foldaiin	1	culadena	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
olcphy	1	ulapha	1	0	0	0.1429	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qotyd	1	utada	17	0	0	0.8571	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dairod	1	gæruda	3	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qokchory	1	ugura	8	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kokydaiin	1	kugadena	1	0	0	0.8333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shon	1	muna	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kald	1	kalada	3	0	0	0.7000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tchtod	1	tatuda	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chopol	1	upula	8	0	0	0.4000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ochkchor	1	ukura	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dorody	1	guruda	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qotolo	1	utulu	2	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
okchydy	1	ugada	18	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ykeeyky	1	agēaga	2	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oeeeb	1	uēeb	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tchyky	1	taga	1	0	0	0.8000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chodalg	1	udala	9	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
pdychoiin	1	padauīna	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
yfodain	1	acudæna	1	0	0	0.1429	1	0	0	0	1	0	0	0	0	0	0	0	1	0
otyshy	1	utama	7	0	0	0.2857	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chytshy	1	atama	4	0	0	0.2222	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ytychy	1	ataa	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shokshor	1	mugamura	1	0	0	0.4286	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dyoty	1	gauta	1	0	0	0.8571	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dchyd	1	gada	9	0	0	0.8889	1	0	0	0	1	0	0	0	0	0	0	0	1	0
odyd	1	udada	3	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
okshody	1	ugamuda	1	0	0	0.3333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ctholdg	1	thulada	3	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tchaly	1	tala	9	0	0	0.3333	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chtols	1	tulasa	1	0	0	0.6667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
keocthy	1	keutha	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
octhain	1	uthæna	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cthl	1	thala	3	0	0	0.6667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dolchds	1	guladasa	2	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
choross	1	urusasa	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ykshol	1	agamula	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
sky	1	saga	2	0	0	0.7143	1	0	0	0	1	0	0	0	0	0	0	0	1	0
poror	1	purura	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dtchan	1	gatana	1	0	0	0.7500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
octhol	1	uthula	3	0	0	0.2000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
pocheody	1	pueuda	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
sykaiin	1	sagena	3	0	0	0.2222	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ychykchy	1	aaga	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oeesordy	1	uēsurada	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ydor	1	adura	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
dainod	1	gænuda	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ychealod	1	aealuda	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
kch	1	kaa	2	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oshaiin	1	umena	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
deeeod	1	gēeuda	1	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
doal	1	guala	1	0	0	0.8571	1	0	0	0	1	0	0	0	0	0	0	0	1	0
sokchy	1	suga	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
shtshy	1	matama	1	0	0	0.6667	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tchokyd	1	tugada	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
pchroiin	1	paruīna	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chpchol	1	pula	7	0	0	0.4000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chpchey	1	pea	4	0	0	0.6000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
pchoy	1	pua	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qokchocthor	1	uguthura	1	0	0	0.8000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
koshet	1	kumeta	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cphod	1	phuda	2	0	0	0.5000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
chypchy	1	apa	7	0	0	0.2500	1	0	0	0	1	0	0	0	0	0	0	0	1	0
sholo	1	mulu	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
okytaiin	1	ugatena	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
sokar	1	sugara	1	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oaorar	1	uaurara	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
fshody	1	camuda	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ypod	1	apuda	1	0	0	0.5556	1	0	0	0	1	0	0	0	0	0	0	0	1	0
oldckhy	1	uladakha	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
qodcthy	1	udatha	1	0	0	0.8750	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ods	1	udasa	5	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
opydg	1	upada	10	0	0	0.6250	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ychekchy	1	aega	2	1	0	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cphaldy	1	phalada	1	0	0	0.6250	1	0	0	0	1	0	0	0	0	0	0	0	1	0
cheteg	1	ete	1	0	1	1.0000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
choldshy	1	uladama	1	0	0	0.4000	1	0	0	0	1	0	0	0	0	0	0	0	1	0
