transition_serial	statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	entry_boundary_class	exit_boundary_class	pre_state	selected_mnemonic_triggers	observed_triggers	inferred_missing_slots	silent_register_demand	owner_operation	active_item_preparation_operation	target_station_operation	previous_item_operation	operation_trace	post_state	backward_reconstructable_from_post_state_only	backward_reconstructability	irreducible_ambiguity_codes	complete_creative_reading	strongest_source_alternative	source_boundary_triggers	anonymous_id_contract	card_binding_contract	source_lineage
79	B3-S017	B3	f83r	17	F088	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F088:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T008) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 18/38]	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
80	B3-S018	B3	f83r	18	F089	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F089:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T008) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	lasse es bis zur Bereitschaft stehen und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 19/38]	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
81	B3-S019	B3	f83r	19	F090	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F090:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T008) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	koche sanft und beende diesen Arbeitsschritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 20/38]	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
82	B3-S020	B3	f83r	20	F091	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	ZIEL? | ABLASSEN?	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ZIEL? | EXACT_SELECTED:ABLASSEN? | CLOSURE:F091:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T008) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:INTRODUCE(B3:T009;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 21/38]	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
83	B3-S021	B3	f83r	21	F092|F093	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	BEREIT? | ZIEL? | MASS? | ZIEL? | BEREIT?	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:BEREIT? | EXACT_SELECTED:ZIEL? | EXACT_SELECTED:MASS? | EXACT_SELECTED:ZIEL? | EXACT_SELECTED:BEREIT? | CLOSURE:F092:OPEN > F093:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET | LOCAL_PREVIOUS_CUE:REMAINDER | SOURCE_FROM:B3-LB05:CONTINUE_SAME_CLAUSE | SOURCE_TO:B3-LB05:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B3-LB05:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T009) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:INTRODUCE(B3:T010;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion || Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	SEGMENTATION=RESUME_ACTIVE_ITEM: F093 kann dieselben Slots in einer neuen Chargenklausel wiederaufnehmen.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 22/38] || absetzen und klären [Ganzfeldexemplar B3, Feld 23/38]	FROM:B3-LB05:CONTINUE_SAME_CLAUSE | TO:B3-LB05:CONTINUE_SAME_CLAUSE | INTERNAL:B3-LB05:CONTINUE_SAME_CLAUSE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
84	B3-S022	B3	f83r	22	F094	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F094:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T010) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	mische zu gleichen Teilen und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 24/38]	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
85	B3-S023	B3	f83r	23	F095	WITHIN_LOCUS_FIELD_BOUNDARY	NEXT_PARALLEL_CELL	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	ABLASSEN?	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ABLASSEN? | CLOSURE:F095:TERMINAL | SOURCE_FROM:B3-LB06:NEXT_PARALLEL_CELL	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	CARRY	CARRY	RESUME	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T010) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:RESUME(B3:T010;TARGET_SENSITIVE_ACTION)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 25/38]	FROM:B3-LB06:NEXT_PARALLEL_CELL	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
86	B3-S024	B3	f83r	24	F096	NEXT_PARALLEL_CELL	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	NONE	BOUNDARY:NEXT_PARALLEL_CELL | CLOSURE:F096:TERMINAL | LOCAL_TARGET_FILLER:VESSEL_OR_RUN | SOURCE_TO:B3-LB06:NEXT_PARALLEL_CELL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B3:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B3:I001) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B3:I003) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B3:T011;LOCAL_VESSEL_OR_RUN)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:PREVIOUS_SLOT_OVERWRITTEN|TARGET_RESET_DISCARDS_PRIOR_TARGET	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	SEGMENTATION=START_NEW_CLAUSE: die neue Linie kann ein übergeordnetes Prozesskapitel statt eine Parallelzelle beginnen.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 26/38]	TO:B3-LB06:NEXT_PARALLEL_CELL	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
87	B3-S025	B3	f83r	25	F097	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F097:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T011) -> PREVIOUS_ITEM:CARRY(B3:I001)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	erwärme es einmal und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 27/38]	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
88	B3-S026	B3	f83r	26	F098|F099	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	BEREIT?	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:BEREIT? | CLOSURE:F098:OPEN > F099:TERMINAL | LOCAL_TARGET_FILLER:PERSON_AT_BASIN | SOURCE_FROM:B3-LB07:CONTINUE_SAME_CLAUSE | SOURCE_TO:B3-LB07:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B3-LB07:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T011) -> PREVIOUS_ITEM:CARRY(B3:I001) -> TARGET/STATION:INTRODUCE(B3:T012;LOCAL_PERSON_AT_BASIN)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird || lasse die Flüssigkeit sich setzen und beende den Schritt	SEGMENTATION=NEXT_PARALLEL_CELL: F099 kann eine eigenständige Absetzzelle sein.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 28/38] || absetzen und klären [Ganzfeldexemplar B3, Feld 29/38]	FROM:B3-LB07:CONTINUE_SAME_CLAUSE | TO:B3-LB07:CONTINUE_SAME_CLAUSE | INTERNAL:B3-LB07:CONTINUE_SAME_CLAUSE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
89	B3-S027	B3	f83r	27	F100	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	NONE	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F100:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T012) -> PREVIOUS_ITEM:CARRY(B3:I001)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	binde es auf die Stelle und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 30/38]	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
90	B3-S028	B3	f83r	28	F101	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	TEMPERIEREN? | SPÜLEN?	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:TEMPERIEREN? | EXACT_SELECTED:SPÜLEN? | CLOSURE:F101:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER | ACTIVE_ITEM/PREPARATION	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T012) -> PREVIOUS_ITEM:CARRY(B3:I001) -> TARGET/STATION:INTRODUCE(B3:T013;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T013;PREVIOUS_ITEM=B3:I001	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 31/38]	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
91	B3-S029	B3	f83r	29	F102	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T013;PREVIOUS_ITEM=B3:I001	SPÜLEN?	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:SPÜLEN? | CLOSURE:F102:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET | LOCAL_PREVIOUS_CUE:PREVIOUS_PREPARATION	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION | PREVIOUS_ITEM	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	CARRY	CARRY	INTRODUCE	RESUME	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T013) -> PREVIOUS_ITEM:CARRY(B3:I001) -> PREVIOUS_ITEM:RESUME(B3:I001;LOCAL_FILLER) -> TARGET/STATION:INTRODUCE(B3:T014;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	NO	TRANSITION_LOG=YES;POST_STATE_ONLY=NO:TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET|PREVIOUS_REFERENT_CLASS_AMBIGUOUS	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 32/38]	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
92	B3-S030	B3	f83r	30	F103|F104	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	ANWENDEN? | MASS?	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ANWENDEN? | EXACT_SELECTED:MASS? | CLOSURE:F103:OPEN > F104:TERMINAL | SOURCE_FROM:B3-LB08:CONTINUE_SAME_CLAUSE | SOURCE_TO:B3-LB08:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B3-LB08:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	CARRY	CARRY	RESUME	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T014) -> PREVIOUS_ITEM:CARRY(B3:I001) -> TARGET/STATION:RESUME(B3:T014;TARGET_SENSITIVE_ACTION)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	YES	TRANSITION_LOG=YES;POST_STATE_ONLY=YES:ANONYMOUS_BUT_DETERMINISTIC	NONE	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß || ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt	SEGMENTATION=RESUME_ACTIVE_ITEM: F104 kann eine neue Klausel mit der abgemessenen Portion sein.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 33/38] || Zyklus wiederholen [Ganzfeldexemplar B3, Feld 34/38]	FROM:B3-LB08:CONTINUE_SAME_CLAUSE | TO:B3-LB08:CONTINUE_SAME_CLAUSE | INTERNAL:B3-LB08:CONTINUE_SAME_CLAUSE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY	V60_SELECTED_EXACT_MNEMONICS_ONLY;NO_STRING_OR_COMPONENT_INHERITANCE;LOCAL_FILLER_IS_NOT_CARD_MEANING	V60_SELECTED_VALUES>V61_SELECTED_STATEMENTS+BOUNDARIES>V62_R3_FOUR_REGISTER_MACHINE
