statement_id	record_unit_id	page	statement_ordinal_in_record	start_locus	start_field	end_locus	end_field	constituent_fields	entry_boundary_id	entry_boundary_class	selected_short_card_skeleton	concrete_source_clause	required_roles	explicit_required_roles	missing_roles_needed	unresolved_required_roles	input_picture_owner	picture_owner_needed	picture_owner_resolution	picture_owner_evidence	picture_owner_operation	next_picture_owner	input_active_preparation_or_item	active_preparation_or_item_needed	active_preparation_or_item_resolution	active_preparation_or_item_evidence	active_preparation_or_item_operation	next_active_preparation_or_item	input_target_or_station	target_or_station_needed	target_or_station_resolution	target_or_station_evidence	target_or_station_operation	next_target_or_station	input_previous_item_reference	previous_item_reference_needed	previous_item_reference_resolution	previous_item_reference_evidence	previous_item_reference_operation	next_previous_item_reference	exact_next_register_state	strongest_register_alternative	semantic_guard
B4-S007	B4	f83r	7	f83r.27	F116	f83r.27	F116	F116	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F116[∅]	seihe es einmal durch ein Tuch und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	ITEM_B4_003	YES	INHERITED	EXEMPLAR_ONLY	CARRY	ITEM_B4_003	TARGET_B4_005	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B4_006	ITEM_B4_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B4_002	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_003;TARGET_OR_STATION=TARGET_B4_006;PREVIOUS_ITEM_REFERENCE=ITEM_B4_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S008	B4	f83r	8	f83r.28	F117	f83r.28	F117	F117	B4-LB03	NEXT_PARALLEL_CELL	F117[MASS? SPÜLEN?]	Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	ITEM_B4_003	YES	UNRESOLVED	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_UNRESOLVED_ITEM	UNRESOLVED_ITEM_B4_001	TARGET_B4_006	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B4_007	ITEM_B4_002	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B4_002	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=UNRESOLVED_ITEM_B4_001;TARGET_OR_STATION=TARGET_B4_007;PREVIOUS_ITEM_REFERENCE=ITEM_B4_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S009	B4	f83r	9	f83r.28	F118	f83r.28	F118	F118	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F118[∅]	lasse es bis zur Bereitschaft stehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	UNRESOLVED_ITEM_B4_001	YES	UNRESOLVED	EXEMPLAR_ONLY	CARRY	UNRESOLVED_ITEM_B4_001	TARGET_B4_007	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	TARGET_B4_007	ITEM_B4_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B4_002	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=UNRESOLVED_ITEM_B4_001;TARGET_OR_STATION=TARGET_B4_007;PREVIOUS_ITEM_REFERENCE=ITEM_B4_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S010	B4	f83r	10	f83r.28	F119	f83r.28	F119	F119	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F119[∅]	koche sanft und beende diesen Arbeitsschritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	NONE	PICTURE_OWNER|TARGET_OR_STATION|ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	UNRESOLVED_ITEM_B4_001	YES	UNRESOLVED	EXEMPLAR_ONLY	CARRY	UNRESOLVED_ITEM_B4_001	TARGET_B4_007	YES	INHERITED	EXEMPLAR_ONLY	CARRY	TARGET_B4_007	ITEM_B4_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B4_002	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=UNRESOLVED_ITEM_B4_001;TARGET_OR_STATION=TARGET_B4_007;PREVIOUS_ITEM_REFERENCE=ITEM_B4_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S011	B4	f83r	11	f83r.35	F120	f83r.37	F121	F120|F121	B4-LB04	START_NEW_CLAUSE	F120[MASS?] > F121[∅]	Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist || Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|TARGET_OR_STATION	TARGET_OR_STATION	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	UNRESOLVED_ITEM_B4_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B4_004	TARGET_B4_007	YES	UNRESOLVED	BOUNDARY+EXEMPLAR_ONLY	RESET_TO_UNRESOLVED_TARGET	UNRESOLVED_TARGET_B4_002	ITEM_B4_002	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B4_002	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_004;TARGET_OR_STATION=UNRESOLVED_TARGET_B4_002;PREVIOUS_ITEM_REFERENCE=ITEM_B4_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S012	B4	f83r	12	f83r.37	F122	f83r.37	F122	F122	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F122[ABLASSEN?]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	ITEM_B4_004	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B4_004	UNRESOLVED_TARGET_B4_002	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B4_008	ITEM_B4_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B4_002	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_004;TARGET_OR_STATION=TARGET_B4_008;PREVIOUS_ITEM_REFERENCE=ITEM_B4_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S013	B4	f83r	13	f83r.37	F123	f83r.37	F123	F123	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F123[∅]	lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	ITEM_B4_004	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B4_004	TARGET_B4_008	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B4_009	ITEM_B4_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B4_002	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_004;TARGET_OR_STATION=TARGET_B4_009;PREVIOUS_ITEM_REFERENCE=ITEM_B4_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S014	B4	f83r	14	f83r.38	F124	f83r.38	F124	F124	B4-LB06	START_NEW_CLAUSE	F124[ANSATZ?]	Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	ITEM_B4_004	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B4_005	TARGET_B4_009	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B4_010	ITEM_B4_002	NO	NOT_REQUIRED	BOUNDARY	ARCHIVE_ACTIVE_ON_RESET	ITEM_B4_004	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_005;TARGET_OR_STATION=TARGET_B4_010;PREVIOUS_ITEM_REFERENCE=ITEM_B4_004	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S015	B4	f83r	15	f83r.39	F125	f83r.41	F126	F125|F126	B4-LB07	START_NEW_CLAUSE	F125[KLAR?] > F126[ABLASSEN?]	gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer || öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	ITEM_B4_005	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B4_006	TARGET_B4_010	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B4_011	ITEM_B4_004	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B4_004	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_006;TARGET_OR_STATION=TARGET_B4_011;PREVIOUS_ITEM_REFERENCE=ITEM_B4_004	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B4-S016	B4	f83r	16	f83r.41	F127	f83r.44	F128	F127|F128	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F127[ZIEL?] > F128[∅]	das untere Becken ; An die bezeichnete Zielstelle führen || gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B4	ITEM_B4_006	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B4_006	TARGET_B4_011	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B4_012	ITEM_B4_004	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B4_004	PICTURE_OWNER=OWNER_B4;ACTIVE_PREPARATION_OR_ITEM=ITEM_B4_006;TARGET_OR_STATION=TARGET_B4_012;PREVIOUS_ITEM_REFERENCE=ITEM_B4_004	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B5-S001	B5	f83r	1	f83r.47	F129	f83r.47	F129	F129	NONE	RECORD_START	F129[∅]	ziehe es ab und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	OWNER_B5	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCED_AT_RECORD_INITIALIZATION	OWNER_B5	UNSET	YES	UNRESOLVED	EXEMPLAR_ONLY	INTRODUCE_UNRESOLVED	UNRESOLVED_ITEM_B5_001	UNSET	YES	UNRESOLVED	EXEMPLAR_ONLY	INTRODUCE_UNRESOLVED	UNRESOLVED_TARGET_B5_001	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	KEEP_UNSET	UNSET	PICTURE_OWNER=OWNER_B5;ACTIVE_PREPARATION_OR_ITEM=UNRESOLVED_ITEM_B5_001;TARGET_OR_STATION=UNRESOLVED_TARGET_B5_001;PREVIOUS_ITEM_REFERENCE=UNSET	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B5-S002	B5	f83r	2	f83r.47	F130	f83r.47	F130	F130	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F130[∅]	erwärme es einmal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	OWNER_B5	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B5	UNRESOLVED_ITEM_B5_001	YES	UNRESOLVED	EXEMPLAR_ONLY	CARRY	UNRESOLVED_ITEM_B5_001	UNRESOLVED_TARGET_B5_001	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	UNRESOLVED_TARGET_B5_001	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	KEEP_UNSET	UNSET	PICTURE_OWNER=OWNER_B5;ACTIVE_PREPARATION_OR_ITEM=UNRESOLVED_ITEM_B5_001;TARGET_OR_STATION=UNRESOLVED_TARGET_B5_001;PREVIOUS_ITEM_REFERENCE=UNSET	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B5-S003	B5	f83r	3	f83r.47	F131	f83r.49	F133	F131|F132|F133	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F131[∅] > F132[ZIEL? MASS?] > F133[∅]	für einen Zeitabschnitt || An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß || Mit der vorigen Zubereitung weiter ; die zweite Öffnung ; rühre, bis alles gleichmäßig vermischt ist	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER|PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	OWNER_B5	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B5	UNRESOLVED_ITEM_B5_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESOLVE_AND_RESET_EXPLICIT	ITEM_B5_001	UNRESOLVED_TARGET_B5_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B5_001	UNSET	YES	UNRESOLVED	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	UNRESOLVED_ITEM_B5_001	PICTURE_OWNER=OWNER_B5;ACTIVE_PREPARATION_OR_ITEM=ITEM_B5_001;TARGET_OR_STATION=TARGET_B5_001;PREVIOUS_ITEM_REFERENCE=UNRESOLVED_ITEM_B5_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B6-S001	B6	f83r	1	f83r.52	F134	f83r.54	F135	F134|F135	NONE	RECORD_START	F134[∅] > F135[MASS?]	setze die Person an das Becken ; ohne Kochen ; die erste Öffnung ; Mit der vorigen Zubereitung weiter || Ein vorgeschriebenes Maß ; Mit der vorigen Zubereitung weiter ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	NONE	NONE	OWNER_B6	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCED_AT_RECORD_INITIALIZATION	OWNER_B6	UNSET	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	INTRODUCE_EXPLICIT	ITEM_B6_001	UNSET	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCE_EXPLICIT	TARGET_B6_001	UNSET	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B6_001	PICTURE_OWNER=OWNER_B6;ACTIVE_PREPARATION_OR_ITEM=ITEM_B6_001;TARGET_OR_STATION=TARGET_B6_001;PREVIOUS_ITEM_REFERENCE=ITEM_B6_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
