context_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	owner_de	locus	surface	content_role	gdt516_context_recipe	final_context_recipe	recipe_source	recipe_changed_after_gdt516	controlled_order_reading_de	gdt538_neutral_phrase_de	explicit_action_roots	inherited_action_root	inherited_action_source_event_id	explicit_argument_roots	inherited_argument_root	inherited_argument_source_event_id	ellipsis_status	contextual_clause_de	exact_recipe_roundtrip	same_statement_inheritance_only	cross_statement_inheritance	guard
211	G515-E0211	G515-S017	6	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.9	daiir	ORDERED_INSTRUCTION_CARD	DA+IIN+R	DA+IIN+R	GDT516_CONTEXT_REPLAY	NO	[zweite Stufe] → [Stufe] → markieren.	NOT_IN_GDT538_159	R	NONE	NONE	NONE	Y	G515-E0210	INHERITED_ARGUMENT_ONLY	Markiere den Pflanzenposten [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe.	DA+IIN+R	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
212	G515-E0212	G515-S017	7	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.9	sheeo	ORDERED_INSTRUCTION_CARD	SH+EE+O	SH+EE+O	GDT516_CONTEXT_REPLAY	NO	halten → [Grad II] → [Ausführung].	NOT_IN_GDT538_159	SH	NONE	NONE	NONE	Y	G515-E0210	INHERITED_ARGUMENT_ONLY	Halte den Pflanzenposten [wie zuvor]; auf Grad II und zur Ausführung.	SH+EE+O	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
213	G515-E0213	G515-S017	8	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.9	shcthey	ORDERED_INSTRUCTION_CARD	SH+CH+T+E+Y	SH+CH+T+E+Y	GDT516_CONTEXT_REPLAY	NO	halten → nehmen → einstellen → [Grad I] → Posten.	NOT_IN_GDT538_159	SH|CH|T	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein; auf Grad I.	SH+CH+T+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
214	G515-E0214	G515-S017	9	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.9	okeol	ORDERED_INSTRUCTION_CARD	OK+E+OL	OK+E+OL	GDT516_CONTEXT_REPLAY	NO	setzen → [Grad I] → fortsetzen.	NOT_IN_GDT538_159	OK	NONE	NONE	NONE	Y	G515-E0213	INHERITED_ARGUMENT_ONLY	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; führe fort.	OK+E+OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
215	G515-E0215	G515-S018	1	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.10	tol	ORDERED_INSTRUCTION_CARD	T+OL	T+OL	GDT516_CONTEXT_REPLAY	NO	einstellen → fortsetzen.	NOT_IN_GDT538_159	T	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Stelle ein; führe fort.	T+OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
216	G515-E0216	G515-S018	2	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.10	shso	ORDERED_INSTRUCTION_CARD	SH+S+O	SH+S+O	GDT538_FINAL_SURFACE	NO	halten → wählen → [Ausführung].	Halten und wählen; zur Ausführung.	SH|S	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Halte und wähle; zur Ausführung.	SH+S+O	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
217	G515-E0217	G515-S018	3	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.10	okedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	OK+E+DY	GDT516_CONTEXT_REPLAY	NO	setzen → [Grad I] → [Schluss].	NOT_IN_GDT538_159	OK	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK+E+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
218	G515-E0218	G515-S019	1	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.10	okedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	OK+E+DY	GDT516_CONTEXT_REPLAY	NO	setzen → [Grad I] → [Schluss].	NOT_IN_GDT538_159	OK	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK+E+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
219	G515-E0219	G515-S020	1	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.10	qokedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	OK+E+DY	GDT516_CONTEXT_REPLAY	NO	setzen → [Grad I] → [Schluss].	NOT_IN_GDT538_159	OK	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK+E+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
220	G515-E0220	G515-S021	1	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.10	qokeedy	ORDERED_INSTRUCTION_CARD	OK+EE+DY	OK+EE+DY	GDT516_CONTEXT_REPLAY	NO	setzen → [Grad II] → [Schluss].	NOT_IN_GDT538_159	OK	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Setze im Arbeitsgang an; auf Grad II; schließe den Schritt.	OK+EE+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
221	G515-E0221	G515-S022	1	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.10	dar	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR	D_ADDR+AR	GDT516_CONTEXT_REPLAY	NO	[hier: D-Adresse] → Ausgang.	NOT_IN_GDT538_159	NONE	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Vom Ausgangsmaterial; an der bezeichneten Stelle.	D_ADDR+AR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
222	G515-E0222	G515-S022	2	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.10	shedshey	ORDERED_INSTRUCTION_CARD	SH+E+D_ADDR+SH+E+Y	SH+E+D_ADDR+SH+E+Y	GDT538_FINAL_SURFACE	NO	halten → [Grad I] → [hier: D-Adresse] → halten → [Grad I] → Posten.	Den Posten zweimal halten; auf Grad I; hier; erneut auf Grad I.	SH|SH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den Pflanzenposten und halte den Pflanzenposten; auf Grad I [außen] und auf Grad I [innen]; an der bezeichneten Stelle.	SH+E+D_ADDR+SH+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
223	G515-E0223	G515-S022	3	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.11	olsheol	ORDERED_INSTRUCTION_CARD	OL+K+E+OL	OL+K+E+OL	GDT516_CONTEXT_REPLAY	NO	fortsetzen → geben → [Grad I] → fortsetzen.	NOT_IN_GDT538_159	K	NONE	NONE	NONE	Y	G515-E0222	INHERITED_ARGUMENT_ONLY	Gib den Pflanzenposten [wie zuvor] zu; auf Grad I; führe 2-mal fort.	OL+K+E+OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
224	G515-E0224	G515-S022	4	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.11	qokchy	ORDERED_INSTRUCTION_CARD	OK+Y	OK+Y	GDT516_CONTEXT_REPLAY	NO	setzen → Posten.	NOT_IN_GDT538_159	OK	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Setze den Pflanzenposten im Arbeitsgang an.	OK+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
225	G515-E0225	G515-S022	5	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.11	dal	COORDINATE_OR_CATALOGUE_CARD	AL	AL	GDT516_CONTEXT_REPLAY	NO	Zielort.	NOT_IN_GDT538_159	NONE	OK	G515-E0224	NONE	Y	G515-E0224	INHERITED_ACTION_AND_ARGUMENT	Im laufenden Satz setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	AL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
226	G515-E0226	G515-S022	6	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.11	chey	COORDINATE_OR_CATALOGUE_CARD	Y	Y	GDT516_CONTEXT_REPLAY	NO	Posten.	NOT_IN_GDT538_159	NONE	OK	G515-E0224	Y	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an.	Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
227	G515-E0227	G515-S022	7	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.11	deey	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+EE+Y	D_ADDR+EE+Y	GDT516_CONTEXT_REPLAY	NO	[hier: D-Adresse] → [Grad II] → Posten.	NOT_IN_GDT538_159	NONE	OK	G515-E0224	Y	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an; auf Grad II; an der bezeichneten Stelle.	D_ADDR+EE+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
228	G515-E0228	G515-S022	8	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.11	kchy	ORDERED_INSTRUCTION_CARD	K+Y	K+Y	GDT516_CONTEXT_REPLAY	NO	geben → Posten.	NOT_IN_GDT538_159	K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Gib den Pflanzenposten zu.	K+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
229	G515-E0229	G515-S022	9	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.11	keey	ORDERED_INSTRUCTION_CARD	K+EE+Y	K+EE+Y	GDT516_CONTEXT_REPLAY	NO	geben → [Grad II] → Posten.	NOT_IN_GDT538_159	K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Gib den Pflanzenposten zu; auf Grad II.	K+EE+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
230	G515-E0230	G515-S022	10	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.11	okaiiin	ORDERED_INSTRUCTION_CARD	OK+A_ADDR+LOCAL_CHAR_I+IIN	OK+A_ADDR+LOCAL_CHAR_I+IIN	GDT516_CONTEXT_REPLAY	NO	setzen → [hier: A-Adresse] → [lokale Variante i] → [Stufe].	NOT_IN_GDT538_159	OK	NONE	NONE	NONE	Y	G515-E0229	INHERITED_ARGUMENT_ONLY	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf der bezeichneten Stufe; an der bezeichneten Stelle und mit der lokalen Variante i.	OK+A_ADDR+LOCAL_CHAR_I+IIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
231	G515-E0231	G515-S022	11	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.11	ykeey	ORDERED_INSTRUCTION_CARD	Y+K+EE+Y	Y+K+EE+Y	GDT516_CONTEXT_REPLAY	NO	Posten → geben → [Grad II] → Posten.	NOT_IN_GDT538_159	K	NONE	NONE	Y|Y	NONE	NONE	NO_INHERITANCE	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu; auf Grad II.	Y+K+EE+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
232	G515-E0232	G515-S022	12	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.12	qoaiin	COORDINATE_OR_CATALOGUE_CARD	CARRIER_Q+O+AIIN	CARRIER_Q+O+AIIN	GDT516_CONTEXT_REPLAY	NO	[Beginnmarker] → [Ausführung] → Wert.	NOT_IN_GDT538_159	NONE	K	G515-E0231	AIIN	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz gib den Arbeitswert zu; mit Beginnmarker und zur Ausführung.	CARRIER_Q+O+AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
233	G515-E0233	G515-S022	13	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.12	yches	ORDERED_INSTRUCTION_CARD	Y+CH+E+S	Y+CH+E+S	GDT538_FINAL_SURFACE	NO	Posten → nehmen → [Grad I] → wählen.	Den Posten nehmen und wählen; auf Grad I.	CH|S	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Nimm den Pflanzenposten und wähle den Pflanzenposten; auf Grad I.	Y+CH+E+S	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
234	G515-E0234	G515-S022	14	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.12	okedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	OK+E+DY	GDT516_CONTEXT_REPLAY	NO	setzen → [Grad I] → [Schluss].	NOT_IN_GDT538_159	OK	NONE	NONE	NONE	Y	G515-E0233	INHERITED_ARGUMENT_ONLY	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK+E+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
235	G515-E0235	G515-S023	1	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.12	sheey	ORDERED_INSTRUCTION_CARD	SH+EE+Y	SH+EE+Y	GDT516_CONTEXT_REPLAY	NO	halten → [Grad II] → Posten.	NOT_IN_GDT538_159	SH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den Pflanzenposten; auf Grad II.	SH+EE+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
236	G515-E0236	G515-S023	2	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.12	chedaiin	ORDERED_INSTRUCTION_CARD	CHD+AIIN	CHD+AIIN	GDT516_CONTEXT_REPLAY	NO	bearbeiten → Wert.	NOT_IN_GDT538_159	CHD	NONE	NONE	AIIN	NONE	NONE	NO_INHERITANCE	Bearbeite den Arbeitswert.	CHD+AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
237	G515-E0237	G515-S023	3	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.12	dar	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR	D_ADDR+AR	GDT516_CONTEXT_REPLAY	NO	[hier: D-Adresse] → Ausgang.	NOT_IN_GDT538_159	NONE	CHD	G515-E0236	NONE	AIIN	G515-E0236	INHERITED_ACTION_AND_ARGUMENT	Im laufenden Satz bearbeite den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; an der bezeichneten Stelle.	D_ADDR+AR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
238	G515-E0238	G515-S023	4	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.13	olsheor	ORDERED_INSTRUCTION_CARD	OL+SH+E+OR	OL+SH+E+OR	GDT538_FINAL_SURFACE	NO	fortsetzen → halten → [Grad I] → Einheit.	Fortsetzen; die Einheit halten; auf Grad I.	SH	NONE	NONE	OR	NONE	NONE	NO_INHERITANCE	Halte die Arbeitseinheit; auf Grad I; führe fort.	OL+SH+E+OR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
239	G515-E0239	G515-S023	5	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.13	qoekedy	ORDERED_INSTRUCTION_CARD	CARRIER_Q+O+E+K+E+DY	CARRIER_Q+O+E+K+E+DY	GDT538_FINAL_SURFACE	NO	[Beginnmarker] → [Ausführung] → [Grad I] → geben → [Grad I] → [Schluss].	Mit Beginnmarker; zur Ausführung; auf Grad I; geben; erneut auf Grad I; abschließen.	K	NONE	NONE	NONE	OR	G515-E0238	INHERITED_ARGUMENT_ONLY	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	CARRIER_Q+O+E+K+E+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
240	G515-E0240	G515-S024	1	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.13	otedy	ITINERARY_OR_ADDRESS_CARD	OT+E+DY	OT+E+DY	GDT516_CONTEXT_REPLAY	NO	danach → [Grad I] → [Schluss].	NOT_IN_GDT538_159	NONE	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Danach: auf Grad I; schließe den Schritt.	OT+E+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
241	G515-E0241	G515-S025	1	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.13	ykedy	ORDERED_INSTRUCTION_CARD	Y+K+E+DY	Y+K+E+DY	GDT516_CONTEXT_REPLAY	NO	Posten → geben → [Grad I] → [Schluss].	NOT_IN_GDT538_159	K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.	Y+K+E+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
242	G515-E0242	G515-S026	1	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.13	dals	ORDERED_INSTRUCTION_CARD	AL+S	AL+S	GDT516_CONTEXT_REPLAY	NO	Zielort → wählen.	NOT_IN_GDT538_159	S	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Wähle; zur Zielstelle.	AL+S	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
243	G515-E0243	G515-S026	2	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.14	saiis	ORDERED_INSTRUCTION_CARD	S+IIN+S	S+A_ADDR+IIN+S	GDT538_FINAL_SURFACE	YES	wählen → [hier: A-Adresse] → [Stufe] → wählen.	Zweimal wählen; hier; auf der bezeichneten Stufe.	S|S	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Wähle und wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	S+A_ADDR+IIN+S	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
244	G515-E0244	G515-S026	3	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.14	or	COORDINATE_OR_CATALOGUE_CARD	OR	OR	GDT516_CONTEXT_REPLAY	NO	Einheit.	NOT_IN_GDT538_159	NONE	S	G515-E0243	OR	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz wähle die Arbeitseinheit.	OR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
245	G515-E0245	G515-S026	4	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.14	chedy	ORDERED_INSTRUCTION_CARD	CHD+Y	CHD+Y	GDT516_CONTEXT_REPLAY	NO	bearbeiten → Posten.	NOT_IN_GDT538_159	CHD	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Bearbeite den Pflanzenposten.	CHD+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
246	G515-E0246	G515-S026	5	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.14	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	AIIN	GDT516_CONTEXT_REPLAY	NO	Wert.	NOT_IN_GDT538_159	NONE	CHD	G515-E0245	AIIN	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz bearbeite den Arbeitswert.	AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
247	G515-E0247	G515-S026	6	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.14	okeedy	ORDERED_INSTRUCTION_CARD	OK+EE+DY	OK+EE+DY	GDT516_CONTEXT_REPLAY	NO	setzen → [Grad II] → [Schluss].	NOT_IN_GDT538_159	OK	NONE	NONE	NONE	AIIN	G515-E0246	INHERITED_ARGUMENT_ONLY	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	OK+EE+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
248	G515-E0248	G515-S027	1	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.15	yshedair	ORDERED_INSTRUCTION_CARD	Y+SH+E+D_ADDR+AIR	Y+SH+E+D_ADDR+AIR	GDT538_FINAL_SURFACE	NO	Posten → halten → [Grad I] → [hier: D-Adresse] → Bahn.	Den Posten halten; auf Grad I; hier; entlang der Bahn.	SH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den Pflanzenposten; entlang der Verarbeitungsbahn; auf Grad I; an der bezeichneten Stelle.	Y+SH+E+D_ADDR+AIR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
249	G515-E0249	G515-S027	2	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.15	sheol	ORDERED_INSTRUCTION_CARD	SH+E+OL	SH+E+OL	GDT516_CONTEXT_REPLAY	NO	halten → [Grad I] → fortsetzen.	NOT_IN_GDT538_159	SH	NONE	NONE	NONE	Y	G515-E0248	INHERITED_ARGUMENT_ONLY	Halte den Pflanzenposten [wie zuvor]; auf Grad I; führe fort.	SH+E+OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
250	G515-E0250	G515-S027	3	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.15	cheky	ORDERED_INSTRUCTION_CARD	CH+K+E+Y	CH+K+E+Y	GDT516_CONTEXT_REPLAY	NO	nehmen → geben → [Grad I] → Posten.	NOT_IN_GDT538_159	CH|K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Nimm den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I.	CH+K+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
251	G515-E0251	G515-S027	4	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.15	okedam	ORDERED_INSTRUCTION_CARD	OK+E+D_ADDR+AM_ADDR	OK+E+D_ADDR+AM_ADDR	GDT538_FINAL_SURFACE	NO	setzen → [Grad I] → [hier: D-Adresse] → [hier: AM-Adresse].	Setzen; auf Grad I; hier; hier.	OK	NONE	NONE	NONE	Y	G515-E0250	INHERITED_ARGUMENT_ONLY	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	OK+E+D_ADDR+AM_ADDR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
252	G515-E0252	G515-S027	5	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.16	oteor	ITINERARY_OR_ADDRESS_CARD	OT+E+OR	OT+E+OR	GDT516_CONTEXT_REPLAY	NO	danach → [Grad I] → Einheit.	NOT_IN_GDT538_159	NONE	OK	G515-E0251	OR	NONE	NONE	INHERITED_ACTION_ONLY	Danach: im laufenden Satz setze die Arbeitseinheit im Arbeitsgang an; auf Grad I.	OT+E+OR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
253	G515-E0253	G515-S027	6	f31r	HERBAL	F31R_WHOLE_PLANT	abgebildete Ganzpflanze auf f31r	f31r.16	aiicthy	ORDERED_INSTRUCTION_CARD	A_ADDR+LOCAL_CHAR_I+LOCAL_CHAR_I+CH+T+Y	AIIN+CH+T+Y	GDT538_FINAL_SURFACE	YES	Wert → nehmen → einstellen → Posten.	Den Wert und den Posten nehmen und einstellen.	CH|T	NONE	NONE	AIIN|Y	NONE	NONE	NO_INHERITANCE	Nimm den Arbeitswert und den Pflanzenposten und stelle den Arbeitswert und den Pflanzenposten ein.	AIIN+CH+T+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
254	G515-E0300	G515-S028	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer	f66r.50	pdaiin	ORDERED_INSTRUCTION_CARD	P+AIIN	P+AIIN	GDT538_FINAL_SURFACE	NO	einsetzen → Wert.	Den Wert einsetzen.	P	NONE	NONE	AIIN	NONE	NONE	NO_INHERITANCE	Setze den Kennwert ein.	P+AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
255	G515-E0301	G515-S028	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer	f66r.50	oteedy	ITINERARY_OR_ADDRESS_CARD	OT+EE+DY	OT+EE+DY	GDT516_CONTEXT_REPLAY	NO	danach → [Grad II] → [Schluss].	NOT_IN_GDT538_159	NONE	P	G515-E0300	NONE	AIIN	G515-E0300	INHERITED_ACTION_AND_ARGUMENT	Danach: im laufenden Satz setze den Kennwert [wie zuvor] ein; auf Grad II; schließe den Schritt.	OT+EE+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
