definitive_bundle_id	bundle_id	record_id	physical_page	register	locus	owner_de	event_count	source_event_ids	surface_sequence	recipe_sequence	literal_working_reading_de	boundary_role	record_bundle_count	bundle_ordinal_in_record	local_best_models	gdt474_selected_model	active_model	active_model_source	gdt476_context_decided	model_changed_from_gdt474	coordinate_repair_count	instruction_repair_count	catalogue_repair_count	coordinate_bundle_reading_de	instruction_bundle_reading_de	catalogue_bundle_reading_de	active_bundle_reading_de	order_occurrence_count	order_root_sequence	state_operation_sequence	order_scope_trace_de	definitive_bundle_reading_de	all_three_alternative_readings_retained	root_meaning_change	learned_name_change	claim_status
G479-B136	G474-B136	G475-R125	f89r	PHARMA	f89r2.17	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	1	P1008-E1297	sodar	S+O+DA+R	WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	3	0	3	Adressspur: Auswahlpunkt → Ausführungspunkt → zweite Stufe → Marke.	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	Eintrag »sodar« — Auswahlvermerk, Ausführungsvermerk, zweite Stufe, Markierungsvermerk.	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	0	NONE	NONE	NONE	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B137	G474-B137	G475-R126	f89r	PHARMA	f89r2.18	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	1	P1008-E1298	cheys	Y+S	POSTEN · WÄHLEN	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	2	Adressspur: Drogenposten → Auswahlpunkt.	Wähle den Drogenposten.	Eintrag »cheys« — Postenangabe, Auswahlvermerk.	Wähle den Drogenposten.	0	NONE	NONE	NONE	Wähle den Drogenposten.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B138	G474-B138	G475-R127	f89r	PHARMA	f89r2.19	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	1	P1008-E1299	cheody	CH+E+O+Y	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	2	0	2	Adressspur: Entnahmepunkt → Grad I → Ausführungspunkt → Drogenposten.	Nimm den Drogenposten, auf Grad I und als Ausführung.	Eintrag »cheody« — Entnahmevermerk, Grad I, Ausführungsvermerk, Postenangabe.	Nimm den Drogenposten, auf Grad I und als Ausführung.	0	NONE	NONE	NONE	Nimm den Drogenposten, auf Grad I und als Ausführung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B139	G474-B139	G475-R128	f89r	PHARMA	f89r2.20	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	1	P1008-E1300	oporain	AIN	[DROGENNAME:opor] · ANTEIL	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Droge »opor« → Drogenanteil.	Beziehe den Drogeneintrag »opor« und den Drogenanteil.	Droge »opor« — Anteilsangabe.	Droge »opor« — Anteilsangabe.	0	NONE	NONE	NONE	Droge »opor« — Anteilsangabe.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B140	G474-B140	G475-R129	f89r	PHARMA	f89r2.21	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	1	P1008-E1301	okshdchos	OK+SH	SETZEN · HALTEN · [DROGENNAME:dchos]	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	2	0	2	Adressspur: Setzpunkt → Haltepunkt → Droge »dchos«.	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	Droge »dchos« — Setzvermerk, Haltevermerk.	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	0	NONE	NONE	NONE	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B141	G474-B141	G475-R130	f89r	PHARMA	f89r2.29	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	1	P1008-E1408	okain	OK+AIN	SETZEN · ANTEIL	UNMARKED_NEW_LOCUS	1	1	INSTRUCTION	INSTRUCTION	INSTRUCTION	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	0	2	Adressspur: Setzpunkt → Drogenanteil.	Setze den Drogenanteil als Ansatz an.	Eintrag »okain« — Setzvermerk, Anteilsangabe.	Setze den Drogenanteil als Ansatz an.	0	NONE	NONE	NONE	Setze den Drogenanteil als Ansatz an.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B142	G474-B142	G475-R131	f89r	PHARMA	f89r2.30	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	1	P1008-E1409	yorain	AIN	[DROGENNAME:yor] · ANTEIL	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Droge »yor« → Drogenanteil.	Beziehe den Drogeneintrag »yor« und den Drogenanteil.	Droge »yor« — Anteilsangabe.	Droge »yor« — Anteilsangabe.	0	NONE	NONE	NONE	Droge »yor« — Anteilsangabe.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B143	G474-B143	G475-R132	f89r	PHARMA	f89r2.31	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	1	P1008-E1410	ofakal	O+LOCAL_CHAR_F+AL	AUSFÜHRUNG · HIER · [DROGENNAME:ak] · ZIELORT	UNMARKED_NEW_LOCUS	1	1	CATALOGUE	CATALOGUE	CATALOGUE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	1	1	0	Adressspur: Ausführungspunkt → hier → Droge »ak« → Zielgefäß.	Beziehe den Drogeneintrag »ak« zum Zielgefäß, als Ausführung an der bezeichneten Stelle.	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	0	NONE	NONE	NONE	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B144	G474-B144	G475-R133	f89r	PHARMA	f89r2.32	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	1	P1008-E1411	otalsy	OT+AL+Y	DANACH · ZIELORT · POSTEN	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE	COORDINATE	COORDINATE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	0	1	1	Adressspur: danach → Zielgefäß → Drogenposten.	Danach beziehe den Drogenposten zum Zielgefäß.	Eintrag »otalsy« — Folgevermerk, Zielzuordnung, Postenangabe.	Adressspur: danach → Zielgefäß → Drogenposten.	1	OT	START_FRESH_SIBLING	OT:danach Zielort	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B145	G474-B145	G475-R134	f89r	PHARMA	f89r2.33	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	1	P1008-E1412	ytarem	AR	[DROGENNAME:yt] · AUSGANG · [DROGENNAME:em]	UNMARKED_NEW_LOCUS	1	1	COORDINATE|CATALOGUE	CATALOGUE	CATALOGUE	GDT476_LOCAL_DEFAULT	NO	NO	0	1	0	Adressspur: Droge »yt« → Ausgangsgefäß → Droge »em«.	Beziehe den Drogeneintrag »yt« und den Drogeneintrag »em« vom Ausgangsgefäß.	Droge »yt« / Droge »em« — Ausgangszuordnung.	Droge »yt« / Droge »em« — Ausgangszuordnung.	0	NONE	NONE	NONE	Droge »yt« / Droge »em« — Ausgangszuordnung.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
G479-B146	G474-B146	G475-R135	f89r	PHARMA	f89r2.34	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	1	P1008-E1413	otolarol	OT+OL+AR+OL	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	EXPLICIT_NEXT_SIBLING_OT	1	1	COORDINATE	COORDINATE	COORDINATE	GDT474_UNIQUE_OR_VISIBLE_SELECTION	NOT_A_TIE	NO	0	1	1	Adressspur: danach → weiter → Ausgangsgefäß → weiter.	Danach, weiter und weiter beziehe den Eintrag vom Ausgangsgefäß.	Eintrag »otolarol« — Folgevermerk, Fortsetzungsvermerk, Ausgangszuordnung, Fortsetzungsvermerk.	Adressspur: danach → weiter → Ausgangsgefäß → weiter.	3	OT|OL|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT	OT:danach Fortsetzung | OL:Folgeschritt in Ausgang weiterführen | OL:Ausgang weiterführen	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	YES	NO	NO	DEFINITIVE_LOCAL_BUNDLE_WORKING_DEFAULT__THREE_ALTERNATIVES_RETAINED
