global_running_ordinal	global_running_event_id	source_layer	source_event_id	source_replay_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	literal_core_reading_de	surface_status	admission_color
1101	G407-E1101	ORIGINAL22_RUNNING	P1003-E0616	G399-E0801	f71v	f71v	CELESTIAL	f71v.12	1275	P1009-S047	zweite lokale Figuren-/Sternringgruppe	ar	AR	AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1102	G407-E1102	ORIGINAL22_RUNNING	P1003-E0617	G399-E0802	f71v	f71v	CELESTIAL	f71v.12	1276	P1009-S047	zweite lokale Figuren-/Sternringgruppe	okeo	OK+E+O	SETZEN · GRAD I · AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1103	G407-E1103	ORIGINAL22_RUNNING	P1003-E0618	G399-E0803	f71v	f71v	CELESTIAL	f71v.12	1277	P1009-S047	zweite lokale Figuren-/Sternringgruppe	dar	D_ADDR+AR	HIER · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1104	G407-E1104	ORIGINAL22_RUNNING	P1003-E0619	G399-E0804	f71v	f71v	CELESTIAL	f71v.12	1278	P1009-S047	zweite lokale Figuren-/Sternringgruppe	oty	OT+Y	DANACH · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1105	G407-E1105	ORIGINAL22_RUNNING	P1003-E0620	G399-E0805	f71v	f71v	CELESTIAL	f71v.12	1279	P1009-S047	zweite lokale Figuren-/Sternringgruppe	oto	OT+O	DANACH · AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1106	G407-E1106	ORIGINAL22_RUNNING	P1003-E0621	G399-E0806	f71v	f71v	CELESTIAL	f71v.12	1280	P1009-S047	zweite lokale Figuren-/Sternringgruppe	kaiin	K+AIIN	GEBEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1107	G407-E1107	ORIGINAL22_RUNNING	P1003-E0622	G399-E0807	f71v	f71v	CELESTIAL	f71v.12	1281	P1009-S047	zweite lokale Figuren-/Sternringgruppe	chey	Y	AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1108	G407-E1108	ORIGINAL22_RUNNING	P1003-E0623	G399-E0808	f71v	f71v	CELESTIAL	f71v.12	1282	P1009-S047	zweite lokale Figuren-/Sternringgruppe	tal	T+AL	EINSTELLEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1109	G407-E1109	ORIGINAL22_RUNNING	P1003-E0624	G399-E0809	f71v	f71v	CELESTIAL	f71v.12	1283	P1009-S047	zweite lokale Figuren-/Sternringgruppe	otchr	OT+CH+R	DANACH · NEHMEN · MARKIEREN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1110	G407-E1110	ORIGINAL22_RUNNING	P1003-E0625	G399-E0810	f71v	f71v	CELESTIAL	f71v.12	1284	P1009-S047	zweite lokale Figuren-/Sternringgruppe	chtos	CH+T+O+S	NEHMEN · EINSTELLEN · AUSFÜHRUNG · WÄHLEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1111	G407-E1111	ORIGINAL22_RUNNING	P1003-E0626	G399-E0811	f71v	f71v	CELESTIAL	f71v.12	1285	P1009-S047	zweite lokale Figuren-/Sternringgruppe	cheor	CH+E+O+R	NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1112	G407-E1112	ORIGINAL22_RUNNING	P1003-E0627	G399-E0812	f71v	f71v	CELESTIAL	f71v.12	1286	P1009-S047	zweite lokale Figuren-/Sternringgruppe	shepchol	SH+E+P+CH+OL	HALTEN · GRAD I · EINSETZEN · NEHMEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1113	G407-E1113	ORIGINAL22_RUNNING	P1003-E0628	G399-E0813	f71v	f71v	CELESTIAL	f71v.12	1287	P1009-S047	zweite lokale Figuren-/Sternringgruppe	otor	OT+OR	DANACH · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1114	G407-E1114	ORIGINAL22_RUNNING	P1003-E0629	G399-E0814	f71v	f71v	CELESTIAL	f71v.12	1288	P1009-S047	zweite lokale Figuren-/Sternringgruppe	sheo	SH+E+O	HALTEN · GRAD I · AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1115	G407-E1115	ORIGINAL22_RUNNING	P1003-E0630	G399-E0815	f71v	f71v	CELESTIAL	f71v.12	1289	P1009-S047	zweite lokale Figuren-/Sternringgruppe	shopcho	SH+O+P+CH+O	HALTEN · AUSFÜHRUNG · EINSETZEN · NEHMEN · AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1116	G407-E1116	ORIGINAL22_RUNNING	P1003-E0631	G399-E0816	f71v	f71v	CELESTIAL	f71v.12	1290	P1009-S047	zweite lokale Figuren-/Sternringgruppe	ar	AR	AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1117	G407-E1117	ORIGINAL22_RUNNING	P1003-E0632	G399-E0817	f71v	f71v	CELESTIAL	f71v.12	1291	P1009-S047	zweite lokale Figuren-/Sternringgruppe	aly	AL+Y	ZIELORT · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1118	G407-E1118	ORIGINAL22_RUNNING	P1003-E0633	G399-E0818	f71v	f71v	CELESTIAL	f71v.12	1292	P1009-S047	zweite lokale Figuren-/Sternringgruppe	okeo	OK+E+O	SETZEN · GRAD I · AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1119	G407-E1119	ORIGINAL22_RUNNING	P1003-E0634	G399-E0819	f71v	f71v	CELESTIAL	f71v.12	1293	P1009-S047	zweite lokale Figuren-/Sternringgruppe	cheey	SH+EE+Y	HALTEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1120	G407-E1120	ORIGINAL22_RUNNING	P1003-E0635	G399-E0820	f71v	f71v	CELESTIAL	f71v.12	1294	P1009-S047	zweite lokale Figuren-/Sternringgruppe	otal	OT+AL	DANACH · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1121	G407-E1121	ORIGINAL22_RUNNING	P1003-E0636	G399-E0821	f71v	f71v	CELESTIAL	f71v.12	1295	P1009-S047	zweite lokale Figuren-/Sternringgruppe	al	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1122	G407-E1122	ORIGINAL22_RUNNING	P1003-E0637	G399-E0822	f71v	f71v	CELESTIAL	f71v.12	1296	P1009-S047	zweite lokale Figuren-/Sternringgruppe	shldy	SH+L+DY	HALTEN · VERBINDUNG · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1123	G407-E1123	ORIGINAL22_RUNNING	P1003-E0638	G399-E0823	f71v	f71v	CELESTIAL	f71v.12	1297	P1009-S048	zweite lokale Figuren-/Sternringgruppe	otaly	OT+AL+Y	DANACH · ZIELORT · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1124	G407-E1124	ORIGINAL22_RUNNING	P1003-E0639	G399-E0824	f71v	f71v	CELESTIAL	f71v.12	1298	P1009-S048	zweite lokale Figuren-/Sternringgruppe	okol	OK+OL	SETZEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1125	G407-E1125	ORIGINAL22_RUNNING	P1003-E0640	G399-E0825	f71v	f71v	CELESTIAL	f71v.12	1299	P1009-S048	zweite lokale Figuren-/Sternringgruppe	sheeor	SH+EE+OR	HALTEN · GRAD II · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1126	G407-E1126	ORIGINAL22_RUNNING	P1003-E0647	G399-E0826	f71v	f71v	CELESTIAL	f71v.18	1306	P1009-S049	dritte lokale Ringgruppe	okeey	OK+EE+Y	SETZEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1127	G407-E1127	ORIGINAL22_RUNNING	P1003-E0648	G399-E0827	f71v	f71v	CELESTIAL	f71v.18	1307	P1009-S049	dritte lokale Ringgruppe	okeosar	OK+E+O+S+AR	SETZEN · GRAD I · AUSFÜHRUNG · WÄHLEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1128	G407-E1128	ORIGINAL22_RUNNING	P1003-E0649	G399-E0828	f71v	f71v	CELESTIAL	f71v.18	1308	P1009-S049	dritte lokale Ringgruppe	otaiin	OT+AIIN	DANACH · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1129	G407-E1129	ORIGINAL22_RUNNING	P1003-E0650	G399-E0829	f71v	f71v	CELESTIAL	f71v.18	1309	P1009-S049	dritte lokale Ringgruppe	chkeeal	CH+K+EE+AL	NEHMEN · GEBEN · GRAD II · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1130	G407-E1130	ORIGINAL22_RUNNING	P1003-E0651	G399-E0830	f71v	f71v	CELESTIAL	f71v.18	1310	P1009-S049	dritte lokale Ringgruppe	okal	OK+AL	SETZEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1131	G407-E1131	ORIGINAL22_RUNNING	P1003-E0652	G399-E0831	f71v	f71v	CELESTIAL	f71v.18	1311	P1009-S049	dritte lokale Ringgruppe	cheekaiin	CH+K+EE+K+AIIN	NEHMEN · GEBEN · GRAD II · GEBEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1132	G407-E1132	ORIGINAL22_RUNNING	P1003-E0653	G399-E0832	f71v	f71v	CELESTIAL	f71v.18	1312	P1009-S049	dritte lokale Ringgruppe	okaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1133	G407-E1133	ORIGINAL22_RUNNING	P1003-E0654	G399-E0833	f71v	f71v	CELESTIAL	f71v.18	1313	P1009-S049	dritte lokale Ringgruppe	okchor	OK+CH+OR	SETZEN · NEHMEN · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1134	G407-E1134	ORIGINAL22_RUNNING	P1003-E0655	G399-E0834	f71v	f71v	CELESTIAL	f71v.18	1314	P1009-S049	dritte lokale Ringgruppe	dar	D_ADDR+AR	HIER · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1135	G407-E1135	ORIGINAL22_RUNNING	P1003-E0656	G399-E0835	f71v	f71v	CELESTIAL	f71v.18	1315	P1009-S049	dritte lokale Ringgruppe	oteey	OT+EE+Y	DANACH · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1136	G407-E1136	ORIGINAL22_RUNNING	P1003-E0657	G399-E0836	f71v	f71v	CELESTIAL	f71v.18	1316	P1009-S049	dritte lokale Ringgruppe	kal	K+AL	GEBEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1137	G407-E1137	ORIGINAL22_RUNNING	P1008-E0085	G399-E0837	f72r	f72r1	CELESTIAL	f72r1.1	1317	P1009-S050	Tierkreis-Ringgruppe A	oteeo	OT+EE+O	DANACH · GRAD II · AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1138	G407-E1138	ORIGINAL22_RUNNING	P1008-E0086	G399-E0838	f72r	f72r1	CELESTIAL	f72r1.1	1318	P1009-S050	Tierkreis-Ringgruppe A	cthey	CH+T+E+Y	NEHMEN · EINSTELLEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1139	G407-E1139	ORIGINAL22_RUNNING	P1008-E0087	G399-E0839	f72r	f72r1	CELESTIAL	f72r1.1	1319	P1009-S050	Tierkreis-Ringgruppe A	chlol	L+OL	VERBINDUNG · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1140	G407-E1140	ORIGINAL22_RUNNING	P1008-E0088	G399-E0840	f72r	f72r1	CELESTIAL	f72r1.1	1320	P1009-S050	Tierkreis-Ringgruppe A	cheol	CH+E+O+L	NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1141	G407-E1141	ORIGINAL22_RUNNING	P1008-E0089	G399-E0841	f72r	f72r1	CELESTIAL	f72r1.1	1321	P1009-S050	Tierkreis-Ringgruppe A	olcheor	OL+CH+E+O+DY	FORTSETZEN · NEHMEN · GRAD I · AUSFÜHRUNG · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1142	G407-E1142	ORIGINAL22_RUNNING	P1008-E0090	G399-E0842	f72r	f72r1	CELESTIAL	f72r1.1	1322	P1009-S051	Tierkreis-Ringgruppe A	al	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1143	G407-E1143	ORIGINAL22_RUNNING	P1008-E0091	G399-E0843	f72r	f72r1	CELESTIAL	f72r1.1	1323	P1009-S051	Tierkreis-Ringgruppe A	oteey	OT+EE+Y	DANACH · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1144	G407-E1144	ORIGINAL22_RUNNING	P1008-E0092	G399-E0844	f72r	f72r1	CELESTIAL	f72r1.1	1324	P1009-S051	Tierkreis-Ringgruppe A	chedal	CHD+AL	UMSETZEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1145	G407-E1145	ORIGINAL22_RUNNING	P1008-E0093	G399-E0845	f72r	f72r1	CELESTIAL	f72r1.1	1325	P1009-S051	Tierkreis-Ringgruppe A	oteedy	OT+EE+DY	DANACH · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1146	G407-E1146	ORIGINAL22_RUNNING	P1008-E0094	G399-E0846	f72r	f72r1	CELESTIAL	f72r1.1	1326	P1009-S052	Tierkreis-Ringgruppe A	okeodaly	OK+E+O+D_ADDR+AL+Y	SETZEN · GRAD I · AUSFÜHRUNG · HIER · ZIELORT · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1147	G407-E1147	ORIGINAL22_RUNNING	P1008-E0095	G399-E0847	f72r	f72r1	CELESTIAL	f72r1.1	1327	P1009-S052	Tierkreis-Ringgruppe A	chol	OL	FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1148	G407-E1148	ORIGINAL22_RUNNING	P1008-E0096	G399-E0848	f72r	f72r1	CELESTIAL	f72r1.1	1328	P1009-S052	Tierkreis-Ringgruppe A	chokeol	OK+E+OL	SETZEN · GRAD I · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1149	G407-E1149	ORIGINAL22_RUNNING	P1008-E0097	G399-E0849	f72r	f72r1	CELESTIAL	f72r1.1	1329	P1009-S052	Tierkreis-Ringgruppe A	cheoky	CH+E+O+K+Y	NEHMEN · GRAD I · AUSFÜHRUNG · GEBEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1150	G407-E1150	ORIGINAL22_RUNNING	P1008-E0098	G399-E0850	f72r	f72r1	CELESTIAL	f72r1.1	1330	P1009-S052	Tierkreis-Ringgruppe A	okaiir	OK+IIN+R	SETZEN · STUFE · MARKIEREN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1151	G407-E1151	ORIGINAL22_RUNNING	P1008-E0099	G399-E0851	f72r	f72r1	CELESTIAL	f72r1.1	1331	P1009-S052	Tierkreis-Ringgruppe A	okeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1152	G407-E1152	ORIGINAL22_RUNNING	P1008-E0100	G399-E0852	f72r	f72r1	CELESTIAL	f72r1.1	1332	P1009-S053	Tierkreis-Ringgruppe A	sheoltey	SH+E+OL+T+E+Y	HALTEN · GRAD I · FORTSETZEN · EINSTELLEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1153	G407-E1153	ORIGINAL22_RUNNING	P1008-E0101	G399-E0853	f72r	f72r1	CELESTIAL	f72r1.1	1333	P1009-S053	Tierkreis-Ringgruppe A	cheor	CH+E+O+R	NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1154	G407-E1154	ORIGINAL22_RUNNING	P1008-E0102	G399-E0854	f72r	f72r1	CELESTIAL	f72r1.1	1334	P1009-S053	Tierkreis-Ringgruppe A	aiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1155	G407-E1155	ORIGINAL22_RUNNING	P1008-E0103	G399-E0855	f72r	f72r1	CELESTIAL	f72r1.1	1335	P1009-S053	Tierkreis-Ringgruppe A	ydal	Y+AL	AKTIVER POSTEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1156	G407-E1156	ORIGINAL22_RUNNING	P1008-E0104	G399-E0856	f72r	f72r1	CELESTIAL	f72r1.1	1336	P1009-S053	Tierkreis-Ringgruppe A	okochey	OK+O+Y	SETZEN · AUSFÜHRUNG · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1157	G407-E1157	ORIGINAL22_RUNNING	P1008-E0105	G399-E0857	f72r	f72r1	CELESTIAL	f72r1.1	1337	P1009-S053	Tierkreis-Ringgruppe A	sho	SH+O	HALTEN · AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1158	G407-E1158	ORIGINAL22_RUNNING	P1008-E0106	G399-E0858	f72r	f72r1	CELESTIAL	f72r1.1	1338	P1009-S053	Tierkreis-Ringgruppe A	okalshey	S+A_ADDR+L+SH+E+Y	WÄHLEN · HIER · VERBINDUNG · HALTEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1159	G407-E1159	ORIGINAL22_RUNNING	P1008-E0107	G399-E0859	f72r	f72r1	CELESTIAL	f72r1.1	1339	P1009-S053	Tierkreis-Ringgruppe A	shol	SH+OL	HALTEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1160	G407-E1160	ORIGINAL22_RUNNING	P1008-E0108	G399-E0860	f72r	f72r1	CELESTIAL	f72r1.1	1340	P1009-S053	Tierkreis-Ringgruppe A	chalaiin	AL+AIIN	ZIELORT · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1161	G407-E1161	ORIGINAL22_RUNNING	P1008-E0109	G399-E0861	f72r	f72r1	CELESTIAL	f72r1.1	1341	P1009-S053	Tierkreis-Ringgruppe A	chekeol	CH+K+E+OL	NEHMEN · GEBEN · GRAD I · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1162	G407-E1162	ORIGINAL22_RUNNING	P1008-E0110	G399-E0862	f72r	f72r1	CELESTIAL	f72r1.1	1342	P1009-S053	Tierkreis-Ringgruppe A	kol	K+OL	GEBEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1163	G407-E1163	ORIGINAL22_RUNNING	P1008-E0111	G399-E0863	f72r	f72r1	CELESTIAL	f72r1.1	1343	P1009-S053	Tierkreis-Ringgruppe A	otos	OT+O+S	DANACH · AUSFÜHRUNG · WÄHLEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1164	G407-E1164	ORIGINAL22_RUNNING	P1008-E0112	G399-E0864	f72r	f72r1	CELESTIAL	f72r1.1	1344	P1009-S053	Tierkreis-Ringgruppe A	ar	AR	AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1165	G407-E1165	ORIGINAL22_RUNNING	P1008-E0113	G399-E0865	f72r	f72r1	CELESTIAL	f72r1.1	1345	P1009-S053	Tierkreis-Ringgruppe A	aiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1166	G407-E1166	ORIGINAL22_RUNNING	P1008-E0114	G399-E0866	f72r	f72r1	CELESTIAL	f72r1.1	1346	P1009-S053	Tierkreis-Ringgruppe A	otam	OT+AM_ADDR	DANACH · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1167	G407-E1167	ORIGINAL22_RUNNING	P1008-E0115	G399-E0867	f72r	f72r1	CELESTIAL	f72r1.1	1347	P1009-S053	Tierkreis-Ringgruppe A	otam	OT+AM_ADDR	DANACH · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1168	G407-E1168	ORIGINAL22_RUNNING	P1008-E0116	G399-E0868	f72r	f72r1	CELESTIAL	f72r1.1	1348	P1009-S053	Tierkreis-Ringgruppe A	chotam	CH+OT+AM_ADDR	NEHMEN · DANACH · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1169	G407-E1169	ORIGINAL22_RUNNING	P1008-E0117	G399-E0869	f72r	f72r1	CELESTIAL	f72r1.1	1349	P1009-S053	Tierkreis-Ringgruppe A	sal	S+AL	WÄHLEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1170	G407-E1170	ORIGINAL22_RUNNING	P1008-E0118	G399-E0870	f72r	f72r1	CELESTIAL	f72r1.1	1350	P1009-S053	Tierkreis-Ringgruppe A	okeo	OK+E+O	SETZEN · GRAD I · AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1171	G407-E1171	ORIGINAL22_RUNNING	P1008-E0119	G399-E0871	f72r	f72r1	CELESTIAL	f72r1.1	1351	P1009-S053	Tierkreis-Ringgruppe A	dar	D_ADDR+AR	HIER · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1172	G407-E1172	ORIGINAL22_RUNNING	P1008-E0120	G399-E0872	f72r	f72r1	CELESTIAL	f72r1.1	1352	P1009-S053	Tierkreis-Ringgruppe A	ar	AR	AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1173	G407-E1173	ORIGINAL22_RUNNING	P1008-E0121	G399-E0873	f72r	f72r1	CELESTIAL	f72r1.1	1353	P1009-S053	Tierkreis-Ringgruppe A	adal	A_ADDR+AL	HIER · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1174	G407-E1174	ORIGINAL22_RUNNING	P1008-E0122	G399-E0874	f72r	f72r1	CELESTIAL	f72r1.1	1354	P1009-S053	Tierkreis-Ringgruppe A	dar	D_ADDR+AR	HIER · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1175	G407-E1175	ORIGINAL22_RUNNING	P1008-E0123	G399-E0875	f72r	f72r1	CELESTIAL	f72r1.1	1355	P1009-S053	Tierkreis-Ringgruppe A	okeeas	OK+EE+Y	SETZEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1176	G407-E1176	ORIGINAL22_RUNNING	P1008-E0124	G399-E0876	f72r	f72r1	CELESTIAL	f72r1.1	1356	P1009-S053	Tierkreis-Ringgruppe A	aiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1177	G407-E1177	ORIGINAL22_RUNNING	P1008-E0125	G399-E0877	f72r	f72r1	CELESTIAL	f72r1.1	1357	P1009-S053	Tierkreis-Ringgruppe A	oteey	OT+EE+Y	DANACH · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1178	G407-E1178	ORIGINAL22_RUNNING	P1008-E0126	G399-E0878	f72r	f72r1	CELESTIAL	f72r1.1	1358	P1009-S053	Tierkreis-Ringgruppe A	okaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1179	G407-E1179	ORIGINAL22_RUNNING	P1008-E0144	G399-E0879	f72r	f72r1	CELESTIAL	f72r1.12	1376	P1009-S054	Tierkreis-Ringgruppe B	oteodar	OT+E+O+D_ADDR+AR	DANACH · GRAD I · AUSFÜHRUNG · HIER · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1180	G407-E1180	ORIGINAL22_RUNNING	P1008-E0145	G399-E0880	f72r	f72r1	CELESTIAL	f72r1.12	1377	P1009-S054	Tierkreis-Ringgruppe B	ytey	T+E+Y	EINSTELLEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1181	G407-E1181	ORIGINAL22_RUNNING	P1008-E0146	G399-E0881	f72r	f72r1	CELESTIAL	f72r1.12	1378	P1009-S054	Tierkreis-Ringgruppe B	otey	OT+E+Y	DANACH · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1182	G407-E1182	ORIGINAL22_RUNNING	P1008-E0147	G399-E0882	f72r	f72r1	CELESTIAL	f72r1.12	1379	P1009-S054	Tierkreis-Ringgruppe B	shetey	SH+E+T+E+Y	HALTEN · GRAD I · EINSTELLEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1183	G407-E1183	ORIGINAL22_RUNNING	P1008-E0148	G399-E0883	f72r	f72r1	CELESTIAL	f72r1.12	1380	P1009-S054	Tierkreis-Ringgruppe B	chokshor	OK+OR	SETZEN · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1184	G407-E1184	ORIGINAL22_RUNNING	P1008-E0149	G399-E0884	f72r	f72r1	CELESTIAL	f72r1.12	1381	P1009-S054	Tierkreis-Ringgruppe B	okalal	OK+AL+AL	SETZEN · ZIELORT · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1185	G407-E1185	ORIGINAL22_RUNNING	P1008-E0150	G399-E0885	f72r	f72r1	CELESTIAL	f72r1.12	1382	P1009-S054	Tierkreis-Ringgruppe B	otaiin	OT+AIIN	DANACH · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1186	G407-E1186	ORIGINAL22_RUNNING	P1008-E0151	G399-E0886	f72r	f72r1	CELESTIAL	f72r1.12	1383	P1009-S054	Tierkreis-Ringgruppe B	sheolaiin	SH+E+OL+AIIN	HALTEN · GRAD I · FORTSETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1187	G407-E1187	ORIGINAL22_RUNNING	P1008-E0152	G399-E0887	f72r	f72r1	CELESTIAL	f72r1.12	1384	P1009-S054	Tierkreis-Ringgruppe B	otaiin	OT+AIIN	DANACH · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
1188	G407-E1188	ORIGINAL22_RUNNING	P1008-E0153	G399-E0888	f72r	f72r1	CELESTIAL	f72r1.12	1385	P1009-S054	Tierkreis-Ringgruppe B	chetey	CH+E+T+E+Y	NEHMEN · GRAD I · EINSTELLEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
