global_attachment_ordinal	global_attachment_id	source_layer	source_factorized_id	source_attachment_id	physical_page	register	source_statement_id	global_statement_id	source_event_id	global_running_event_id	surface	focus_core	focus_value_de	focus_family	focus_atom_ordinal	selector_rule	attachment_geometry	selected_action_source_event_id	resolved_action_source_event_id	selected_action_global_event_id	selected_action_atom_ordinal	action_core	action_value_de	head_kind	r_topology	duplicate_mode	duplicate_role	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	factorized_result
983	G407-A00983	ORIGINAL22_GDT402	G402-A00713	G399-A00713	f68r1	CELESTIAL	P1009-S042	G407-S052	P912-E1950	G407-E1039	qokeeedy	EEE	GRAD III	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1950	P912-E1950	G407-E1039	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
984	G407-A00984	ORIGINAL22_GDT402	G402-A00714	G399-A00714	f68r1	CELESTIAL	P1009-S043	G407-S053	P912-E1951	G407-E1040	cheey	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1951	P912-E1951	G407-E1040	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
985	G407-A00985	ORIGINAL22_GDT402	G402-A00715	G399-A00715	f68r1	CELESTIAL	P1009-S043	G407-S053	P912-E1951	G407-E1040	cheey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1951	P912-E1951	G407-E1040	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
986	G407-A00986	ORIGINAL22_GDT402	G402-A00716	G399-A00716	f68r1	CELESTIAL	P1009-S043	G407-S053	P912-E1952	G407-E1041	cheeteey	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1952	P912-E1952	G407-E1041	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
987	G407-A00987	ORIGINAL22_GDT402	G402-A00717	G399-A00717	f68r1	CELESTIAL	P1009-S043	G407-S053	P912-E1952	G407-E1041	cheeteey	EE	GRAD II	GRADE	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1952	P912-E1952	G407-E1041	3	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
988	G407-A00988	ORIGINAL22_GDT402	G402-A00718	G399-A00718	f68r1	CELESTIAL	P1009-S043	G407-S053	P912-E1952	G407-E1041	cheeteey	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1952	P912-E1952	G407-E1041	3	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
989	G407-A00989	ORIGINAL22_GDT402	G402-A00719	G399-A00719	f68r1	CELESTIAL	P1009-S043	G407-S053	P912-E1953	G407-E1042	yteody	Y	AKTIVER POSTEN	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1953	P912-E1953	G407-E1042	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
990	G407-A00990	ORIGINAL22_GDT402	G402-A00720	G399-A00720	f68r1	CELESTIAL	P1009-S043	G407-S053	P912-E1953	G407-E1042	yteody	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1953	P912-E1953	G407-E1042	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
991	G407-A00991	ORIGINAL22_GDT402	G402-A00721	G399-A00721	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1954	G407-E1043	chpor	OR	EINHEIT	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1954	P912-E1954	G407-E1043	2	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
992	G407-A00992	ORIGINAL22_GDT402	G402-A00722	G399-A00722	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1955	G407-E1044	cheokorchey	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1955	P912-E1955	G407-E1044	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
993	G407-A00993	ORIGINAL22_GDT402	G402-A00723	G399-A00723	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1955	G407-E1044	cheokorchey	OR	EINHEIT	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1955	P912-E1955	G407-E1044	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
994	G407-A00994	ORIGINAL22_GDT402	G402-A00724	G399-A00724	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1955	G407-E1044	cheokorchey	E	GRAD I	GRADE	7	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1955	P912-E1955	G407-E1044	6	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
995	G407-A00995	ORIGINAL22_GDT402	G402-A00725	G399-A00725	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1955	G407-E1044	cheokorchey	Y	AKTIVER POSTEN	ARGUMENT	8	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1955	P912-E1955	G407-E1044	6	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
996	G407-A00996	ORIGINAL22_GDT402	G402-A00726	G399-A00726	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1957	G407-E1046	ykor	Y	AKTIVER POSTEN	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1957	P912-E1957	G407-E1046	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
997	G407-A00997	ORIGINAL22_GDT402	G402-A00727	G399-A00727	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1957	G407-E1046	ykor	OR	EINHEIT	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1957	P912-E1957	G407-E1046	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
998	G407-A00998	ORIGINAL22_GDT402	G402-A00728	G399-A00728	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1958	G407-E1047	shey	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1958	P912-E1958	G407-E1047	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
999	G407-A00999	ORIGINAL22_GDT402	G402-A00729	G399-A00729	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1958	G407-E1047	shey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1958	P912-E1958	G407-E1047	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1000	G407-A01000	ORIGINAL22_GDT402	G402-A00730	G399-A00730	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1959	G407-E1048	qocheey	EE	GRAD II	GRADE	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1959	P912-E1959	G407-E1048	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1001	G407-A01001	ORIGINAL22_GDT402	G402-A00731	G399-A00731	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1959	G407-E1048	qocheey	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1959	P912-E1959	G407-E1048	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1002	G407-A01002	ORIGINAL22_GDT402	G402-A00732	G399-A00732	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1960	G407-E1049	chokal	AL	ZIELORT	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1960	P912-E1960	G407-E1049	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1003	G407-A01003	ORIGINAL22_GDT402	G402-A00733	G399-A00733	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1961	G407-E1050	okeey	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1961	P912-E1961	G407-E1050	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1004	G407-A01004	ORIGINAL22_GDT402	G402-A00734	G399-A00734	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1961	G407-E1050	okeey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1961	P912-E1961	G407-E1050	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1005	G407-A01005	ORIGINAL22_GDT402	G402-A00735	G399-A00735	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1962	G407-E1051	ror	OR	EINHEIT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1962	P912-E1962	G407-E1051	1	R	MARKIEREN	R_ACTION_HEAD	R_POSITIONAL_HEAD	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1006	G407-A01006	ORIGINAL22_GDT402	G402-A00736	G399-A00736	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1963	G407-E1052	eckhear	E	GRAD I	GRADE	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1963	P912-E1963	G407-E1052	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1007	G407-A01007	ORIGINAL22_GDT402	G402-A00737	G399-A00737	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1963	G407-E1052	eckhear	E	GRAD I	GRADE	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1963	P912-E1963	G407-E1052	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1008	G407-A01008	ORIGINAL22_GDT402	G402-A00738	G399-A00738	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1963	G407-E1052	eckhear	AR	AUSGANG	RELATION	5	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E1963	P912-E1963	G407-E1052	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1009	G407-A01009	ORIGINAL22_GDT402	G402-A00739	G399-A00739	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1965	G407-E1054	dchor	OR	EINHEIT	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1965	P912-E1965	G407-E1054	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1010	G407-A01010	ORIGINAL22_GDT402	G402-A00740	G399-A00740	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1967	G407-E1056	yky	Y	AKTIVER POSTEN	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E1967	P912-E1967	G407-E1056	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1011	G407-A01011	ORIGINAL22_GDT402	G402-A00741	G399-A00741	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1967	G407-E1056	yky	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1967	P912-E1967	G407-E1056	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1012	G407-A01012	ORIGINAL22_GDT402	G402-A00742	G399-A00742	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1968	G407-E1057	dary	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1968	P912-E1968	G407-E1057	2	R	MARKIEREN	R_ACTION_HEAD	R_POSITIONAL_HEAD	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1013	G407-A01013	ORIGINAL22_GDT402	G402-A00743	G399-A00743	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1969	G407-E1058	chkchykoly	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1969	P912-E1969	G407-E1058	3	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1014	G407-A01014	ORIGINAL22_GDT402	G402-A00744	G399-A00744	f68r1	CELESTIAL	P1009-S044	G407-S054	P912-E1969	G407-E1058	chkchykoly	Y	AKTIVER POSTEN	ARGUMENT	7	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E1969	P912-E1969	G407-E1058	5	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1015	G407-A01015	ORIGINAL22_GDT402	G402-A00745	G399-A00745	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0558	G407-E1059	osheo	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0558	P1003-E0558	G407-E1059	2	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1016	G407-A01016	ORIGINAL22_GDT402	G402-A00746	G399-A00746	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0559	G407-E1060	parar	AR	AUSGANG	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0559	P1003-E0559	G407-E1060	1	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	FREE_PLURAL_OR_REPEAT	FREE_PEER_1	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1017	G407-A01017	ORIGINAL22_GDT402	G402-A00747	G399-A00747	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0559	G407-E1060	parar	AR	AUSGANG	RELATION	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0559	P1003-E0559	G407-E1060	1	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	FREE_PLURAL_OR_REPEAT	FREE_PEER_2	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1018	G407-A01018	ORIGINAL22_GDT402	G402-A00748	G399-A00748	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0560	G407-E1061	oteeodaiin	EE	GRAD II	GRADE	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P1003-E0559	P1003-E0559	G407-E1060	1	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1019	G407-A01019	ORIGINAL22_GDT402	G402-A00749	G399-A00749	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0560	G407-E1061	oteeodaiin	AIIN	WERT	ARGUMENT	5	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P1003-E0559	P1003-E0559	G407-E1060	1	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1020	G407-A01020	ORIGINAL22_GDT402	G402-A00750	G399-A00750	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0561	G407-E1062	she	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0561	P1003-E0561	G407-E1062	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1021	G407-A01021	ORIGINAL22_GDT402	G402-A00751	G399-A00751	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0562	G407-E1063	ateey	EE	GRAD II	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0562	P1003-E0562	G407-E1063	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1022	G407-A01022	ORIGINAL22_GDT402	G402-A00752	G399-A00752	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0562	G407-E1063	ateey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0562	P1003-E0562	G407-E1063	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1023	G407-A01023	ORIGINAL22_GDT402	G402-A00753	G399-A00753	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0563	G407-E1064	daiin	AIIN	WERT	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P1003-E0562	P1003-E0562	G407-E1063	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1024	G407-A01024	ORIGINAL22_GDT402	G402-A00754	G399-A00754	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0564	G407-E1065	oteokeey	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P1003-E0564	P1003-E0564	G407-E1065	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1025	G407-A01025	ORIGINAL22_GDT402	G402-A00755	G399-A00755	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0564	G407-E1065	oteokeey	EE	GRAD II	GRADE	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0564	P1003-E0564	G407-E1065	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1026	G407-A01026	ORIGINAL22_GDT402	G402-A00756	G399-A00756	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0564	G407-E1065	oteokeey	Y	AKTIVER POSTEN	ARGUMENT	6	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0564	P1003-E0564	G407-E1065	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1027	G407-A01027	ORIGINAL22_GDT402	G402-A00757	G399-A00757	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0565	G407-E1066	dal	AL	ZIELORT	RELATION	1	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	P1003-E0564	P1003-E0564	G407-E1065	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1028	G407-A01028	ORIGINAL22_GDT402	G402-A00758	G399-A00758	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0566	G407-E1067	al	AL	ZIELORT	RELATION	1	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	P1003-E0564	P1003-E0564	G407-E1065	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1029	G407-A01029	ORIGINAL22_GDT402	G402-A00759	G399-A00759	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0567	G407-E1068	oteey	EE	GRAD II	GRADE	2	INHERITED_ACTION_STACK	INHERITED_ACTION	P1003-E0564	P1003-E0564	G407-E1065	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1030	G407-A01030	ORIGINAL22_GDT402	G402-A00760	G399-A00760	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0567	G407-E1068	oteey	Y	AKTIVER POSTEN	ARGUMENT	3	INHERITED_ACTION_STACK	INHERITED_ACTION	P1003-E0564	P1003-E0564	G407-E1065	4	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1031	G407-A01031	ORIGINAL22_GDT402	G402-A00761	G399-A00761	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0568	G407-E1069	teey	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0568	P1003-E0568	G407-E1069	1	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1032	G407-A01032	ORIGINAL22_GDT402	G402-A00762	G399-A00762	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0568	G407-E1069	teey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0568	P1003-E0568	G407-E1069	1	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1033	G407-A01033	ORIGINAL22_GDT402	G402-A00763	G399-A00763	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0569	G407-E1070	dy	Y	AKTIVER POSTEN	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P1003-E0568	P1003-E0568	G407-E1069	1	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1034	G407-A01034	ORIGINAL22_GDT402	G402-A00764	G399-A00764	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0570	G407-E1071	otchy	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0570	P1003-E0570	G407-E1071	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1035	G407-A01035	ORIGINAL22_GDT402	G402-A00765	G399-A00765	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0571	G407-E1072	keey	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0571	P1003-E0571	G407-E1072	1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1036	G407-A01036	ORIGINAL22_GDT402	G402-A00766	G399-A00766	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0571	G407-E1072	keey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0571	P1003-E0571	G407-E1072	1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1037	G407-A01037	ORIGINAL22_GDT402	G402-A00767	G399-A00767	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0572	G407-E1073	sheeo	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0572	P1003-E0572	G407-E1073	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1038	G407-A01038	ORIGINAL22_GDT402	G402-A00768	G399-A00768	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0573	G407-E1074	ochey	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0573	P1003-E0573	G407-E1074	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
1039	G407-A01039	ORIGINAL22_GDT402	G402-A00769	G399-A00769	f71v	CELESTIAL	P1009-S045	G407-S055	P1003-E0573	G407-E1074	ochey	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0573	P1003-E0573	G407-E1074	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
