event_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	written_slot_count	target_slot_count	target_roots	gdt584_rule_ids	anchored_host_count	packet_membership_host_count	gdt584_polished_event_clause_de	gdt584_local_written_slot_ids	gdt584_guard
430	G407-E1565	G407-S113	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad II. Schließe den Arbeitsgang.	RUNNING:G407-E1565@1|RUNNING:G407-E1565@2|RUNNING:G407-E1565@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
431	G407-E1567	G407-S114	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shokain	3	1	SH	SH_REST_HOLD	2	2	Halte den Zustand. Beschicke oder bereite die Anwendungsportion und den Stationsansatz vor.	RUNNING:G407-E1567@1|RUNNING:G407-E1567@2|RUNNING:G407-E1567@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
432	G407-E1569	G407-S114	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	okshedy	4	1	SH	SH_BIO_BATHE	3	3	Beschicke oder bereite vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1569@1|RUNNING:G407-E1569@2|RUNNING:G407-E1569@3|RUNNING:G407-E1569@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
433	G407-E1571	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz.	RUNNING:G407-E1571@1|RUNNING:G407-E1571@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
434	G407-E1572	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pchedar	3	1	CHD	CHD_BIO_TREAT	2	2	Wende an. Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken.	RUNNING:G407-E1572@1|RUNNING:G407-E1572@2|RUNNING:G407-E1572@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
435	G407-E1573	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shepchy	4	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Wende den Stationsansatz an.	RUNNING:G407-E1573@1|RUNNING:G407-E1573@2|RUNNING:G407-E1573@3|RUNNING:G407-E1573@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
436	G407-E1574	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lshedary	6	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I, an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung.	RUNNING:G407-E1574@1|RUNNING:G407-E1574@2|RUNNING:G407-E1574@3|RUNNING:G407-E1574@4|RUNNING:G407-E1574@5|RUNNING:G407-E1574@6	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
437	G407-E1576	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shal	2	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad zur Zielstation oder ins Zielbecken.	RUNNING:G407-E1576@1|RUNNING:G407-E1576@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
438	G407-E1579	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1579@1|RUNNING:G407-E1579@2|RUNNING:G407-E1579@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
439	G407-E1582	G407-S116	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad II. Schließe den Arbeitsgang.	RUNNING:G407-E1582@1|RUNNING:G407-E1582@2|RUNNING:G407-E1582@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
440	G407-E1584	G407-S117	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1584@1|RUNNING:G407-E1584@2|RUNNING:G407-E1584@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
441	G407-E1588	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sar	2	1	S	S_BIO_DIVERT	1	1	Leite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken um.	RUNNING:G407-E1588@1|RUNNING:G407-E1588@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
442	G407-E1590	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokshedy	4	1	SH	SH_BIO_BATHE	3	3	Beschicke oder bereite vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1590@1|RUNNING:G407-E1590@2|RUNNING:G407-E1590@3|RUNNING:G407-E1590@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
443	G407-E1592	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1592@1|RUNNING:G407-E1592@2|RUNNING:G407-E1592@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
444	G407-E1594	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1594@1|RUNNING:G407-E1594@2|RUNNING:G407-E1594@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
445	G407-E1599	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz, die Becken- oder Körpereinheit und die Anwendungsportion im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung.	RUNNING:G407-E1599@1|RUNNING:G407-E1599@2|RUNNING:G407-E1599@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
446	G407-E1605	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1605@1|RUNNING:G407-E1605@2|RUNNING:G407-E1605@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
447	G407-E1611	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ysheor	4	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz und die Becken- oder Körpereinheit im Bad in Anwendungsform, auf Grad I, an der Stations-Arbeitsstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung.	RUNNING:G407-E1611@1|RUNNING:G407-E1611@2|RUNNING:G407-E1611@3|RUNNING:G407-E1611@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
448	G407-E1616	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1616@1|RUNNING:G407-E1616@2|RUNNING:G407-E1616@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
449	G407-E1618	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz und die Becken- oder Körpereinheit.	RUNNING:G407-E1618@1|RUNNING:G407-E1618@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
450	G407-E1620	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	3	1	SH	SH_BIO_BATHE	1	1	Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1620@1|RUNNING:G407-E1620@2|RUNNING:G407-E1620@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
451	G407-E1622	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz.	RUNNING:G407-E1622@1|RUNNING:G407-E1622@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
452	G407-E1623	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sar	2	1	S	S_BIO_DIVERT	1	1	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um.	RUNNING:G407-E1623@1|RUNNING:G407-E1623@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
453	G407-E1625	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	kshey	4	1	SH	SH_BIO_BATHE	2	2	Führe zu. Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1625@1|RUNNING:G407-E1625@2|RUNNING:G407-E1625@3|RUNNING:G407-E1625@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
454	G407-E1628	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sshey	4	2	S|SH	SH_BIO_BATHE|S_REST_SELECT	2	2	Wähle die Einheit aus. Halte den Stationsansatz im Bad auf Grad I.	RUNNING:G407-E1628@1|RUNNING:G407-E1628@2|RUNNING:G407-E1628@3|RUNNING:G407-E1628@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
455	G407-E1630	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedyqokam	4	1	CHD	CHD_BIO_TREAT	2	2	Behandle den Stationsansatz. Beschicke oder bereite an der Stations-Nebenstelle vor.	RUNNING:G407-E1630@1|RUNNING:G407-E1630@2|RUNNING:G407-E1630@3|RUNNING:G407-E1630@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
456	G407-E1634	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sain	2	1	S	S_REST_SELECT	1	1	Wähle die Anwendungsportion aus.	RUNNING:G407-E1634@1|RUNNING:G407-E1634@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
457	G407-E1635	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	checthy	3	1	T	T_BIO_STATION_REGULATE	2	2	Entnimm oder lass ab. Reguliere den Stationsansatz und die Becken- oder Körpereinheit über den Stationskontakt oder die Leitung.	RUNNING:G407-E1635@1|RUNNING:G407-E1635@2|RUNNING:G407-E1635@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
458	G407-E1638	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sain	2	1	S	S_REST_SELECT	1	1	Wähle die Anwendungsportion aus.	RUNNING:G407-E1638@1|RUNNING:G407-E1638@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
459	G407-E1639	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shckhy	4	1	SH	SH_REST_HOLD	3	3	Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz zu.	RUNNING:G407-E1639@1|RUNNING:G407-E1639@2|RUNNING:G407-E1639@3|RUNNING:G407-E1639@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
460	G407-E1644	G407-S121	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lchedy	3	1	CHD	CHD_BIO_TREAT	2	2	Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	RUNNING:G407-E1644@1|RUNNING:G407-E1644@2|RUNNING:G407-E1644@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
461	G407-E1648	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheol	3	1	SH	SH_BIO_BATHE	3	3	Halte die Anwendungsportion und den Stationsansatz im Bad an der Stations-Hauptstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E1648@1|RUNNING:G407-E1648@2|RUNNING:G407-E1648@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
462	G407-E1654	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pdalshor	5	1	SH	SH_BIO_BATHE	2	2	Wende an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken an. Halte die Becken- oder Körpereinheit im Bad.	RUNNING:G407-E1654@1|RUNNING:G407-E1654@2|RUNNING:G407-E1654@3|RUNNING:G407-E1654@4|RUNNING:G407-E1654@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
463	G407-E1655	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shtol	3	2	SH|T	SH_REST_HOLD|T_AFTER_SH_COOL	3	3	Halte den Zustand. Lass den Stationsansatz anschließend abkühlen. Fahre im selben Arbeitsgang fort.	RUNNING:G407-E1655@1|RUNNING:G407-E1655@2|RUNNING:G407-E1655@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
464	G407-E1657	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pshar	3	1	SH	SH_REST_HOLD	2	2	Wende an. Halte den Zustand von der Ausgangsstation oder aus dem Ausgangsbecken.	RUNNING:G407-E1657@1|RUNNING:G407-E1657@2|RUNNING:G407-E1657@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
465	G407-E1658	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1658@1|RUNNING:G407-E1658@2|RUNNING:G407-E1658@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
466	G407-E1665	G407-S125	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	tchedy	3	2	CHD|T	CHD_BIO_TREAT|T_BIO_STATION_REGULATE	2	2	Reguliere die Stationsbedingung. Behandle den Stationsansatz.	RUNNING:G407-E1665@1|RUNNING:G407-E1665@2|RUNNING:G407-E1665@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
467	G407-E1666	G407-S125	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pchedy	3	1	CHD	CHD_BIO_TREAT	3	3	Wende an. Behandle den Ansatz. Schließe den Arbeitsgang.	RUNNING:G407-E1666@1|RUNNING:G407-E1666@2|RUNNING:G407-E1666@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
468	G407-E1670	G407-S126	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shecthy	5	2	SH|T	SH_BIO_BATHE|T_BIO_STATION_REGULATE	3	3	Halte im Bad auf Grad I. Entnimm oder lass ab. Reguliere den Stationsansatz über den Stationskontakt oder die Leitung.	RUNNING:G407-E1670@1|RUNNING:G407-E1670@2|RUNNING:G407-E1670@3|RUNNING:G407-E1670@4|RUNNING:G407-E1670@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
469	G407-E1673	G407-S126	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad II. Schließe den Arbeitsgang.	RUNNING:G407-E1673@1|RUNNING:G407-E1673@2|RUNNING:G407-E1673@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
470	G407-E1675	G407-S128	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lolchedy	4	1	CHD	CHD_BIO_TREAT	3	3	Behandle den Ansatz über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Schließe den Arbeitsgang.	RUNNING:G407-E1675@1|RUNNING:G407-E1675@2|RUNNING:G407-E1675@3|RUNNING:G407-E1675@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
471	G407-E1686	G407-S130	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz und die Anwendungsportion.	RUNNING:G407-E1686@1|RUNNING:G407-E1686@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
472	G407-E1696	G407-S130	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz.	RUNNING:G407-E1696@1|RUNNING:G407-E1696@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
473	G407-E1699	G407-S130	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1699@1|RUNNING:G407-E1699@2|RUNNING:G407-E1699@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
474	G407-E1702	G407-S131	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dshedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1702@1|RUNNING:G407-E1702@2|RUNNING:G407-E1702@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
475	G407-E1706	G407-S132	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1706@1|RUNNING:G407-E1706@2|RUNNING:G407-E1706@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
476	G407-E1711	G407-S135	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	polshy	4	1	SH	SH_BIO_BATHE	3	3	Wende an. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad zur Zielstation oder ins Zielbecken.	RUNNING:G407-E1711@1|RUNNING:G407-E1711@2|RUNNING:G407-E1711@3|RUNNING:G407-E1711@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
477	G407-E1713	G407-S135	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1713@1|RUNNING:G407-E1713@2|RUNNING:G407-E1713@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
478	G407-E1716	G407-S136	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chsdy	3	1	S	S_REST_SELECT	3	3	Entnimm oder lass ab. Wähle die Einheit aus. Schließe den Arbeitsgang.	RUNNING:G407-E1716@1|RUNNING:G407-E1716@2|RUNNING:G407-E1716@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
479	G407-E1717	G407-S137	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1717@1|RUNNING:G407-E1717@2|RUNNING:G407-E1717@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
480	G407-E1719	G407-S138	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken. Schließe den Arbeitsgang.	RUNNING:G407-E1719@1|RUNNING:G407-E1719@2|RUNNING:G407-E1719@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
481	G407-E1723	G407-S140	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	3	1	SH	SH_BIO_BATHE	2	2	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1723@1|RUNNING:G407-E1723@2|RUNNING:G407-E1723@3	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
482	G407-E1726	G407-S141	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	2	1	CHD	CHD_BIO_TREAT	1	1	Behandle den Stationsansatz über den Stationskontakt oder die Leitung.	RUNNING:G407-E1726@1|RUNNING:G407-E1726@2	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
483	G407-E1728	G407-S141	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chcthedy	5	1	T	T_PHYSICAL_GRADE_TEMPER	4	4	Entnimm oder lass ab. Entnimm oder lass ab. Temperiere auf Grad I. Schließe den Arbeitsgang.	RUNNING:G407-E1728@1|RUNNING:G407-E1728@2|RUNNING:G407-E1728@3|RUNNING:G407-E1728@4|RUNNING:G407-E1728@5	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
484	G407-E1729	G407-S142	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ltedy	4	1	T	T_PHYSICAL_GRADE_TEMPER	2	2	Temperiere auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	RUNNING:G407-E1729@1|RUNNING:G407-E1729@2|RUNNING:G407-E1729@3|RUNNING:G407-E1729@4	EVENT_SURFACE_AND_WRITTEN_PACKET_FIXED__FULL_ARGUMENTS_RENDERED_AT_STATEMENT_WIDE_GOVERNOR_ANCHOR
