event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	previous_contextual_event_reading_de	paradigm_revision	revision_strength	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_previous_context_de	component_completion_source	component_completion_strength	direction_previous_segmentation	direction_previous_nucleus_de	direction_previous_gloss_de	direction_previous_context_de	direction_revision_source	direction_revision_strength	quantity_previous_segmentation	quantity_previous_nucleus_de	quantity_previous_gloss_de	quantity_previous_context_de	quantity_revision_source	quantity_revision_strength	workshop_slots	state_endpoint_previous_segmentation	state_endpoint_previous_nucleus_de	state_endpoint_previous_gloss_de	state_endpoint_previous_context_de	state_endpoint_revision_family	state_endpoint_revision_strength	filtration_previous_segmentation	filtration_previous_nucleus_de	filtration_previous_gloss_de	filtration_previous_context_de	filtration_revision_family	filtration_revision_strength	application_previous_segmentation	application_previous_nucleus_de	application_previous_gloss_de	application_previous_context_de	application_revision_family	application_revision_strength	r3_previous_segmentation	r3_previous_nucleus_de	r3_previous_gloss_de	r3_previous_context_de	r3_revision_family	r3_revision_strength	r3_revision_note
130	E130	B1	f81v	f81v.17	F028	B1-S006	4da0f0f7b5fc7ac20067	ral	ral=abkühlen	abkühlen	abkühlen	Und lasse es abkühlen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ral=abkühlen	abkühlen	abkühlen	Und lasse es abkühlen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
131	E131	B1	f81v	f81v.18	F029	B1-S007	87411f84689b4f93a303	qokchdy	RENDERER_Q+OK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; Q ohne Semantik; OK=in Gang setzen oder anwenden; umhüllte DY-Abschlusskonstruktion	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE	qokch=einmal erhitzen + dy=Ende	einmal erhitzen + Ende	einmal erhitzen; Ende	Erwärme es einmal und beende den Schritt	CHED_PARADIGM	MEDIUM					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	PREPARATION+OPERATION+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	RENDERER_Q+OK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; Q ohne Semantik; OK=in Gang setzen oder anwenden; umhüllte DY-Abschlusskonstruktion	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
132	E132	B1	f81v	f81v.18	F030	B1-S008	b921a237be883a820352	chey	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	Y_REFERENT	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
133	E133	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	UNCHANGED	UNCHANGED	NOT_APPLICABLE
134	E134	B1	f81v	f81v.18	F030	B1-S008	d904bf7b044dd3922781	cheky	CHK_WARM+GRADE_1+Y_CONTINUE	CHK=wärmen; E=kurz/mild; Weiterführung	kurz oder mild erwärmen	Kurz oder mild erwärmen	CONTINUES_ACROSS_LINE	cheky=sanfte Wärme	sanfte Wärme	sanfte Wärme	Bei sanfter Wärme	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	CH+E+KY	E-Grad=BRIEF_MILD_HOLD; Zustand=OPEN_STATE	kurze oder milde Zustands- beziehungsweise Haltestufe	Kurze oder milde Zustands- beziehungsweise Haltestufe	HOLD_CORES	SELECTED_PRODUCTIVE_PAIR					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE	CHK_WARMTH_PAIR+E_GRADE_1	gelernte Wärmefamilie; kurzer oder milder Grad	kurz oder mild erwärmen	Kurz oder mild erwärmen	CHK_STATE_GRID	SELECTED_RECURRENT					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHK_WARM+GRADE_1+Y_CONTINUE	CHK=wärmen; E=kurz/mild; Weiterführung	kurz oder mild erwärmen	Kurz oder mild erwärmen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
135	E135	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	UNCHANGED	UNCHANGED	NOT_APPLICABLE
136	E136	B1	f81v	f81v.18	F030	B1-S008	bc4f1f5c006c74a4d26d	shedy	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE+CLOSE	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	SHED_STATE_GRID	SELECTED_STRONG_LEARNED_FAMILY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
137	E137	B1	f81v	f81v.18	F031	B1-S009	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	OK=einsetzen; E=kurz; Endkarte=Schluss	kurz benetzen; Schluss	Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE	OK+E+DY	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=CLOSED	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+GRADE_1+DY_CLOSE	OK=einsetzen; E=kurz; Endkarte=Schluss	kurz benetzen; Schluss	Kurz benetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
138	E138	B1	f81v	f81v.18	F032	B1-S010	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	OK=einsetzen; E=kurz; Endkarte=Schluss	kurz benetzen; Schluss	Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE	OK+E+DY	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=CLOSED	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+GRADE_1+DY_CLOSE	OK=einsetzen; E=kurz; Endkarte=Schluss	kurz benetzen; Schluss	Kurz benetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
139	E139	B1	f81v	f81v.18	F033	B1-S011	2cc8bb3c2af19607888f	chckhy	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlass; Y=aktueller Posten	durch den Durchlass führen	Führe den Posten durch den Durchlass	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION+FLOW_TRANSFER					UNCHANGED	UNCHANGED	ckhy=Durchlauf	Durchlauf	durch verbundenen Lauf	Durch die verbundenen Läufe	CKH_PASSAGE	SELECTED_RECURRENT					UNCHANGED	UNCHANGED	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlauf; Y=aktueller Posten	durch den Durchlauf führen	Durch den Durchlauf führen	PASSAGE_NOT_CURRENT	SELECTED_RECURRENT_CORE	Four events identify the passage/aperture; AIR is reserved for current or flow.
140	E140	B1	f81v	f81v.18	F033	B1-S011	276a7c2d74d1143446f4	qoky	OK+Y_CURRENT_ITEM	OK=in Arbeit setzen; Y=aktueller Posten	den laufenden Posten einsetzen	Den laufenden Posten einsetzen	CONTINUES_ACROSS_LINE	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Badecharge am vorgesehenen Waschplatz gebrauchen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+Y	E-Grad=UNMARKED; Zustand=OPEN_ACTIVE	aktiven Ansatz einsetzen oder anwenden	Aktiven Ansatz einsetzen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION	OK+Y_REFERENT	OK=in Arbeit setzen; Y=laufender Posten	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	OK_STATE_GRID	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+Y_CURRENT_ITEM	OK=in Arbeit setzen; Y=aktueller Posten	den laufenden Posten einsetzen	Den laufenden Posten einsetzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
141	E141	B1	f81v	f81v.21	F034	B1-S012	be0974b366c981dc1eef	lsho	LSH_WASH	LSH=waschen oder spülen	Waschgang	Waschgang	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED	lsh=waschen	waschen	Spülung beginnen	Beginne die Spülung	LSH_WASH	SELECTED_OPEN_BASE					UNCHANGED	UNCHANGED	LSH_WASH	LSH=waschen oder spülen	Waschgang	Waschgang	UNCHANGED	UNCHANGED	NOT_APPLICABLE
142	E142	B1	f81v	f81v.21	F034	B1-S012	08bd5ca0c2ad137a056d	qokey	OK+GRADE_1+Y_REFERENT	OK=ansetzen; E=kurz; Y=laufender Posten	kurz anlegen	Kurz anlegen	CONTINUES_ACROSS_LINE	ok=geben + ey=Wasser	geben + Wasser	Wasser zugeben	Warmes Wasser	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+E+Y	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz kurz anlegen oder benetzen	Aktiven Ansatz kurz anlegen oder benetzen	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION+STATE_GRADE	OK+E_GRADE_1+Y_REFERENT	OK=in Arbeit setzen; E=kurzer Kontakt; Y=laufender Posten	den laufenden Posten kurz anlegen oder benetzen	Den laufenden Posten kurz anlegen oder benetzen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_1+Y_CURRENT_ITEM	OK=einsetzen; E=kurz; Y=aktueller Posten	den laufenden Posten kurz anlegen	Den laufenden Posten kurz anlegen	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_1+Y_REFERENT	OK=ansetzen; E=kurz; Y=laufender Posten	kurz anlegen	Kurz anlegen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
143	E143	B1	f81v	f81v.21	F034	B1-S012	2e7e89e0bd12b999c280	lshedy	LSH_WASH+DY_CLOSE	LSH=waschen oder spülen; Endkarte=Schluss	waschen; Schluss	Waschen; Schluss	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED	lsh=waschen + dy=Ende	waschen + Ende	waschen; Ende	Wasche einmal und beende diesen Durchgang	LSH_WASH	SELECTED_RECURRENT_CLOSE					UNCHANGED	UNCHANGED	LSH_WASH+DY_CLOSE	LSH=waschen oder spülen; Endkarte=Schluss	waschen; Schluss	Waschen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
144	E144	B1	f81v	f81v.21	F035	B1-S013	2e7e89e0bd12b999c280	lshedy	LSH_WASH+DY_CLOSE	LSH=waschen oder spülen; Endkarte=Schluss	waschen; Schluss	Waschen; Schluss	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED	lsh=waschen + dy=Ende	waschen + Ende	waschen; Ende	Wasche einmal und beende diesen Durchgang	LSH_WASH	SELECTED_RECURRENT_CLOSE					UNCHANGED	UNCHANGED	LSH_WASH+DY_CLOSE	LSH=waschen oder spülen; Endkarte=Schluss	waschen; Schluss	Waschen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
145	E145	B1	f81v	f81v.21	F036	B1-S014	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
146	E146	B1	f81v	f81v.21	F036	B1-S014	c205570c49d4d93c23d3	qolky	QOLKY_TREATMENT_SITE_WHOLE_CARD	QOLKY=Behandlungsstelle	Behandlungsstelle	Behandlungsstelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	qolky=betroffene Stelle	betroffene Stelle	betroffene Stelle	Die betroffene Stelle	APPLICATION_SITE_DECK	SELECTED_SINGLETON_WHOLE_CARD	QOLKY_TREATMENT_SITE_WHOLE_CARD	QOLKY=Behandlungsstelle	Behandlungsstelle	Behandlungsstelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE
147	E147	B1	f81v	f81v.21	F036	B1-S014	433713294b25b0a12f66	lchedal	L+CHED+AL_SITE	L+CHED=hinausführen; AL=Stelle	Auslassstelle	Auslassstelle	CONTINUES_ACROSS_LINE	lch=ablassen + al=Stelle	ablassen + Stelle	Ablassstelle	Das untere Becken	CHED_PARADIGM	MEDIUM_HIGH					UNCHANGED	UNCHANGED	L+CHED+AL	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; AL=Stelle	Ablass- oder Transferstelle	Ablass- oder Transferstelle	DIRECTION_WORKSHOP	SELECTED_COMPOSITIONAL					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	L+CHED+AL_TARGET	L+CHED=hinausführen; AL=Auslassstelle	Auslassstelle	Auslassstelle	AL_SITE_EXTENSION	SELECTED_SINGLETON_COMPOSITION	L+CHED+AL_SITE	L+CHED=hinausführen; AL=Stelle	Auslassstelle	Auslassstelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE
148	E148	B1	f81v	f81v.21	F036	B1-S014	dcda95c81a5460feb191	qol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	UNCHANGED	UNCHANGED	NOT_APPLICABLE
149	E149	B1	f81v	f81v.21	F036	B1-S014	b6b654722e55729cc947	otar	OT+AR_SOURCE	OT=danach; AR=aus	danach auslassen	Danach auslassen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ot=danach + ar=aus	danach + aus	danach auslassen	Benutze danach den unteren Ablauf	DIRECTION_WORKSHOP	SELECTED_COMPOSITIONAL					UNCHANGED	UNCHANGED	SOURCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT+AR_SOURCE	OT=danach; AR=aus	danach auslassen	Danach auslassen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
150	E150	B1	f81v	f81v.24	F037	B1-S015	a7af89ab31ce5e247395	ytey	YTEY_FILL_WHOLE_CARD	YTEY=füllen	füllen	Fülle das Gefäß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ytey=Gefäß füllen	Gefäß füllen	Gefäß füllen	Fülle danach das Gefäß	FILL_ACTION	SELECTED_SINGLETON_WHOLE_CARD	B1-S015 supplies the vessel; the card supplies filling.
151	E151	B1	f81v	f81v.24	F037	B1-S015	07913ef9b1fb773cd325	okchedy	OK+CHED+TERMINAL_Y / RENDERER_Q+OK+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OK=in Gang setzen oder anwenden; Q ohne Semantik; OK=in Gang setzen oder anwenden; umhüllte DY-Abschlusskonstruktion	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE	okche=abkühlen + dy=Ende	abkühlen + Ende	abkühlen; Ende	Lasse es abkühlen und beende den Schritt	CHED_PARADIGM	MEDIUM					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	PREPARATION+OPERATION+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+CHED+TERMINAL_Y / RENDERER_Q+OK+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OK=in Gang setzen oder anwenden; Q ohne Semantik; OK=in Gang setzen oder anwenden; umhüllte DY-Abschlusskonstruktion	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
152	E152	B1	f81v	f81v.24	F038	B1-S016	308e8ea2d5d190c498e8	qokal	Q_RENDERER+OK+AL_SITE	OK=einsetzen; AL=Stelle	an die Stelle setzen	An die Stelle setzen	CONTINUES_ACROSS_LINE	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	Den aktiven Posten an der örtlich bezeichneten Station führen	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED	OK+AL	OK=in den laufenden Arbeitsgang setzen; Zielstelle	an der Zielstelle anwenden; dorthin führen	An der Zielstelle anwenden; dorthin führen	DIRECTION_WORKSHOP	SELECTED_RECURRENT_COMPOSITION					UNCHANGED	UNCHANGED	TARGET+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Q_RENDERER+OK+AL_TARGET	OK=in Arbeit setzen; AL=Zielstelle	an der Zielstelle einsetzen	An der Zielstelle einsetzen	AL_SITE	SELECTED_RECURRENT_COMPOSITION	Q_RENDERER+OK+AL_SITE	OK=einsetzen; AL=Stelle	an die Stelle setzen	An die Stelle setzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
153	E153	B1	f81v	f81v.24	F038	B1-S016	0275fbf14e07935b0a45	okeey	OK+GRADE_2+Y_REFERENT	OK=ansetzen; EE=länger; Y=laufender Posten	länger halten	Länger halten	CONTINUES_ACROSS_LINE	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+EE+Y	E-Grad=SUSTAINED_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz anhaltend in Kontakt halten	Aktiven Ansatz anhaltend in Kontakt halten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION+STATE_GRADE	OK+E_GRADE_2+Y_REFERENT	OK=in Arbeit setzen; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten anhaltend in Kontakt halten	Den laufenden Posten anhaltend in Kontakt halten	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+Y_CURRENT_ITEM	OK=einsetzen; EE=anhaltend; Y=aktueller Posten	den laufenden Posten länger einwirken lassen	Den laufenden Posten länger einwirken lassen	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+Y_REFERENT	OK=ansetzen; EE=länger; Y=laufender Posten	länger halten	Länger halten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
154	E154	B1	f81v	f81v.24	F038	B1-S016	dcda95c81a5460feb191	qol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	UNCHANGED	UNCHANGED	NOT_APPLICABLE
155	E155	B1	f81v	f81v.24	F038	B1-S016	bc4f1f5c006c74a4d26d	cheedy	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE+CLOSE	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	SHED_STATE_GRID	SELECTED_STRONG_LEARNED_FAMILY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
156	E156	B1	f81v	f81v.24	F039	B1-S017	dd0ecaf5e27d81befffc	sal	AL_SITE	AL=Stelle	Stelle	Stelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	DIRECTION_WORKSHOP	SELECTED_RECURRENT					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AL_TARGET	AL=Ziel- oder Arbeitsstelle; an/zu	Zielstelle	Zielstelle	AL_SITE	SELECTED_RECURRENT_CORE	AL_SITE	AL=Stelle	Stelle	Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE
157	E157	B1	f81v	f81v.24	F039	B1-S017	a06244ef1f2b37ca44c1	teol	teol=erste Öffnung	erste Öffnung	erste Öffnung	Die erste Öffnung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	teol=erste Öffnung	erste Öffnung	erste Öffnung	Die erste Öffnung	UNCHANGED	UNCHANGED	NOT_APPLICABLE
