surface	component_recipe	portable_core_de	events	physical_pages	registers	layers	cross_layer	cross_register	event_ids
oteotey	OT+E+O+T+E+Y	DANACH · KURZ · AUSFÜHREN · EINSTELLEN · KURZ · DIES	2	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2236|P912-E2309
otey	OT+E+Y	DANACH · KURZ · DIES	3	f70v|f75r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0525|P912-E0788|P912-E2232
otoaiin	OT+O+AIIN	DANACH · AUSFÜHREN · SOLLWERT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2265
otoar	OT+O+AR	DANACH · AUSFÜHREN · QUELLE	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2086
otochedy	OT+O+CHD+Y	DANACH · AUSFÜHREN · UMSETZEN · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1997
otodal	OT+O+AL	DANACH · AUSFÜHREN · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2199
otody	OT+O+DY	DANACH · AUSFÜHREN · SCHLIESSEN	3	f69v|f70v|f75r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0677|P912-E2121|P912-E2281
otokeeey	OT+OK+EEE+Y	DANACH · SETZEN · VOLL · DIES	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2016
otoky	OT+OK+Y	DANACH · SETZEN · DIES	1	f88r	HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2366
otol	OT+OL	DANACH · FORTSETZEN	4	f10r|f11r|f68r1|f75r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0065|P912-E0140|P912-E0845|P912-E1987
otolal	OT+OL+AL	DANACH · FORTSETZEN · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2361
otoldaiin	OT+OL+D_ADDR+AIIN	DANACH · FORTSETZEN · TEIL · SOLLWERT	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0232
otoldos	OT+OL+D_ADDR+O+S	DANACH · FORTSETZEN · TEIL · AUSFÜHREN · AUSWÄHLEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1841
otolor	OT+OL+OR	DANACH · FORTSETZEN · SATZ	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1891
otoly	OT+OL+Y	DANACH · FORTSETZEN · DIES	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2101
otor	OT+OR	DANACH · SATZ	7	f10r|f68r1|f70v|f83r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0079|P912-E1562|P912-E1615|P912-E1945|P912-E1988|P912-E2149|P912-E2461
otorchety	OT+OR+CH+E+T+Y	DANACH · SATZ · NEHMEN · KURZ · EINSTELLEN · DIES	1	f88r	HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2362
otshdy	OT+SH+D_ADDR+Y	DANACH · HALTEN · TEIL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1565
otsheo	OT+SH+E+O	DANACH · HALTEN · KURZ · AUSFÜHREN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2235
otshey	OT+SH+E+Y	DANACH · HALTEN · KURZ · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1976
otshshdy	OT+SH+SH+DY	DANACH · HALTEN · HALTEN · SCHLIESSEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2194
oty	OT+Y	DANACH · DIES	6	f56r|f69v|f70v|f75r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0339|P912-E0750|P912-E0834|P912-E2037|P912-E2275|P912-E2278
otyda	OT+Y+DA	DANACH · DIES · ZWEIT	1	f88r	HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2420
otydy	OT+Y+D_ADDR+Y	DANACH · DIES · TEIL · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1977
otykchs	OT+Y+K+CH+S	DANACH · DIES · GEBEN · NEHMEN · AUSWÄHLEN	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1986
otys	OT+Y+S	DANACH · DIES · AUSWÄHLEN	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1981
otytchol	OT+Y+T+CH+OL	DANACH · DIES · EINSTELLEN · NEHMEN · FORTSETZEN	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0015
oygy	O+Y+G_LABEL+Y	AUSFÜHREN · DIES · PRÜFEN · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2003
oykchor	O+Y+K+CH+OR	AUSFÜHREN · DIES · GEBEN · NEHMEN · SATZ	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0071
par	P+AR	EINSETZEN · QUELLE	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0858
pchal	P+CH+AL	EINSETZEN · NEHMEN · ZIEL	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0279
pchdy	P+CHD+Y	EINSETZEN · UMSETZEN · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1009
pchedal	P+CHD+AL	EINSETZEN · UMSETZEN · ZIEL	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1470
pchedar	P+CHD+AR	EINSETZEN · UMSETZEN · QUELLE	2	f75r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0587|P912-E1408
pchedy	P+CHD+DY	EINSETZEN · UMSETZEN · SCHLIESSEN	5	f75r|f81v|f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0492|P912-E0549|P912-E0681|P912-E0865|P912-E1332
pcheoly	P+CHEO+L+Y	EINSETZEN · AUSZUG · LEITEN · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2424
pchey	P+Y	EINSETZEN · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0639
pcheykeeor	P+Y+K+EE+OR	EINSETZEN · DIES · GEBEN · LÄNGER · SATZ	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0484
pchocthy	P+CH+O+CTH+Y	EINSETZEN · NEHMEN · AUSFÜHREN · BEREIT · DIES	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0001
pchodol	P+CH+O+D_ADDR+OL	EINSETZEN · NEHMEN · AUSFÜHREN · TEIL · FORTSETZEN	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0005
pchor	P+CH+OR	EINSETZEN · NEHMEN · SATZ	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1476
pdalshdy	P+DA+LSH+D_ADDR+Y	EINSETZEN · ZWEIT · SPÜLEN · TEIL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1560
pdalshor	P+D_ADDR+AL+SH+OR	EINSETZEN · TEIL · ZIEL · HALTEN · SATZ	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0669
poeear	P+O+EE+AR	EINSETZEN · AUSFÜHREN · LÄNGER · QUELLE	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2464
polched	P+OL+CHD	EINSETZEN · FORTSETZEN · UMSETZEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1249
poldy	P+OL+D_ADDR+Y	EINSETZEN · FORTSETZEN · TEIL · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2468
polshy	P+OL+SH+Y	EINSETZEN · FORTSETZEN · HALTEN · DIES	2	f75r|f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0726|P912-E0946
posalshy	P+O+S+A_ADDR+LSH+Y	EINSETZEN · AUSFÜHREN · AUSWÄHLEN · ORT · SPÜLEN · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1266
pshar	P+SH+AR	EINSETZEN · HALTEN · QUELLE	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0672
qckhsy	CKH+Y	DURCHLASS · DIES	1	f75r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0624
qcthey	CTH+E+Y	BEREIT · KURZ · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1295
qear	CARRIER_Q+E+AR	BEGINNEN · KURZ · QUELLE	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2002
qedy	CARRIER_Q+E+DY	BEGINNEN · KURZ · SCHLIESSEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1524
qeeedy	CARRIER_Q+EEE+D_ADDR+Y	BEGINNEN · VOLL · TEIL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1462
qekaiin	CARRIER_Q+E+K+AIIN	BEGINNEN · KURZ · GEBEN · SOLLWERT	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1439
qekeey	CARRIER_Q+E+K+EE+Y	BEGINNEN · KURZ · GEBEN · LÄNGER · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1169
qekey	E+K+E+Y	KURZ · GEBEN · KURZ · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1734
qetal	CARRIER_Q+E+T+AL	BEGINNEN · KURZ · EINSTELLEN · ZIEL	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1575
qetchy	CARRIER_Q+E+T+CH+Y	BEGINNEN · KURZ · EINSTELLEN · NEHMEN · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1065
qey	E+Y	KURZ · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0458
qeykeey	CARRIER_Q+E+Y+K+EE+Y	BEGINNEN · KURZ · DIES · GEBEN · LÄNGER · DIES	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1918
qkoy	CARRIER_Q+K+O+Y	BEGINNEN · GEBEN · AUSFÜHREN · DIES	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1906
qo	O	AUSFÜHREN	2	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0703|P912-E0739
qoaiin	CARRIER_Q+O+AIIN	BEGINNEN · AUSFÜHREN · SOLLWERT	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0237
qocheey	CARRIER_Q+O+CH+EE+Y	BEGINNEN · AUSFÜHREN · NEHMEN · LÄNGER · DIES	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1959
qockhey	O+CKH+E+Y	AUSFÜHREN · DURCHLASS · KURZ · DIES	3	f82r|f83r|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E1318|P912-E1692|P912-E2370
qockhol	CARRIER_Q+O+CKH+OL	BEGINNEN · AUSFÜHREN · DURCHLASS · FORTSETZEN	2	f83r|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E1508|P912-E2433
qockhy	CARRIER_Q+O+CKH+Y	BEGINNEN · AUSFÜHREN · DURCHLASS · DIES	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1930
qocthey	CARRIER_Q+O+CTH+E+Y	BEGINNEN · AUSFÜHREN · BEREIT · KURZ · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1039
qoctholy	CARRIER_Q+O+CTH+OL+Y	BEGINNEN · AUSFÜHREN · BEREIT · FORTSETZEN · DIES	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0048
qodched	CARRIER_Q+O+D_ADDR+CHD	BEGINNEN · AUSFÜHREN · TEIL · UMSETZEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1195
qodchy	O+D_ADDR+Y	AUSFÜHREN · TEIL · DIES	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0183
qodor	CARRIER_Q+O+D_ADDR+OR	BEGINNEN · AUSFÜHREN · TEIL · SATZ	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0102
qody	CARRIER_Q+O+DY	BEGINNEN · AUSFÜHREN · SCHLIESSEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1648
qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	BEGINNEN · AUSFÜHREN · LÄNGER · TEIL · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1002
qoekeor	CARRIER_Q+O+E+K+E+OR	BEGINNEN · AUSFÜHREN · KURZ · GEBEN · KURZ · SATZ	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2510
qoekol	CARRIER_Q+O+E+K+OL	BEGINNEN · AUSFÜHREN · KURZ · GEBEN · FORTSETZEN	2	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2431|P912-E2432
qoesedy	CARRIER_Q+O+E+S+E+DY	BEGINNEN · AUSFÜHREN · KURZ · AUSWÄHLEN · KURZ · SCHLIESSEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1314
qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	BEGINNEN · AUSFÜHREN · NEBENWEG · LAUF	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1908
qofchedy	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	BEGINNEN · AUSFÜHREN · NEBENWEG · UMSETZEN · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0996
qokaiin	OK+AIIN	SETZEN · SOLLWERT	18	f55v|f81v|f82r|f83r	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0259|P912-E0285|P912-E0890|P912-E1134|P912-E1135|P912-E1180|P912-E1184|P912-E1217|P912-E1224|P912-E1285|P912-E1288|P912-E1330|P912-E1347|P912-E1413|P912-E1429|P912-E1455|P912-E1500|P912-E1533
qokain	OK+AIN	SETZEN · EINHEIT	30	f55v|f75r|f81v|f82r|f83r	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0257|P912-E0455|P912-E0488|P912-E0505|P912-E0522|P912-E0555|P912-E0560|P912-E0563|P912-E0565|P912-E0569|P912-E0585|P912-E0611|P912-E0621|P912-E0632|P912-E0646|P912-E0707|P912-E0729|P912-E0742|P912-E0756|P912-E0758|P912-E0762|P912-E0792|P912-E0813|P912-E0909|P912-E1015|P912-E1123|P912-E1214|P912-E1374|P912-E1551|P912-E1694
qokair	OK+AIR	SETZEN · LAUF	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0529
qokal	OK+AL	SETZEN · ZIEL	16	f75r|f81v|f82r|f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0533|P912-E0539|P912-E0642|P912-E0709|P912-E0991|P912-E1036|P912-E1056|P912-E1075|P912-E1126|P912-E1140|P912-E1146|P912-E1150|P912-E1212|P912-E1453|P912-E1516|P912-E1610
qokaly	OK+AL+Y	SETZEN · ZIEL · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1131
qokam	OK+AM_ADDR	SETZEN · INNEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0595
qokan	OK+AN	SETZEN · ZUSATZ	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0513
qokar	OK+AR	SETZEN · QUELLE	8	f75r|f81v|f82r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0442|P912-E0496|P912-E0515|P912-E0579|P912-E0720|P912-E1032|P912-E1035|P912-E1162
qokardy	OK+AR+DY	SETZEN · QUELLE · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0503
qokchdy	OK+CHD+DY	SETZEN · UMSETZEN · SCHLIESSEN	5	f75r|f81v|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0509|P912-E1019|P912-E1480|P912-E1547|P912-E1721
qokchedy	OK+CHD+Y	SETZEN · UMSETZEN · DIES	3	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1527|P912-E1595|P912-E1661
qokcheey	OK+CH+EE+Y	SETZEN · NEHMEN · LÄNGER · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0428
qokchol	OK+OL	SETZEN · FORTSETZEN	1	f10r	HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0054
qokchy	OK+Y	SETZEN · DIES	4	f10r|f13r|f55v|f83r	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0040|P912-E0213|P912-E0295|P912-E1673
qokeal	OK+E+AL	SETZEN · KURZ · ZIEL	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1511
qokechdy	OK+E+CHD+DY	SETZEN · KURZ · UMSETZEN · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0776
qoked	OK+E+D_ADDR	SETZEN · KURZ · TEIL	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0723
qokedol	OK+E+D_ADDR+OL	SETZEN · KURZ · TEIL · FORTSETZEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1566
qokedy	OK+E+DY	SETZEN · KURZ · SCHLIESSEN	38	f75r|f81v|f82r|f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0512|P912-E0551|P912-E0552|P912-E0553|P912-E0554|P912-E0724|P912-E0771|P912-E0774|P912-E0780|P912-E0781|P912-E0805|P912-E0820|P912-E0840|P912-E0842|P912-E0869|P912-E0969|P912-E0989|P912-E1025|P912-E1026|P912-E1042|P912-E1171|P912-E1187|P912-E1221|P912-E1245|P912-E1267|P912-E1434|P912-E1467|P912-E1478|P912-E1503|P912-E1515|P912-E1523|P912-E1583|P912-E1586|P912-E1590|P912-E1596|P912-E1612|P912-E1626|P912-E1643
qokeed	OK+EE+D_ADDR	SETZEN · LÄNGER · TEIL	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0988
qokeedal	OK+EE+AL	SETZEN · LÄNGER · ZIEL	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0924
qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLIESSEN	38	f75r|f82r|f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0473|P912-E0490|P912-E0528|P912-E0531|P912-E0655|P912-E0658|P912-E0689|P912-E0700|P912-E0766|P912-E0775|P912-E0778|P912-E0779|P912-E0782|P912-E0785|P912-E0786|P912-E0798|P912-E0806|P912-E1125|P912-E1145|P912-E1204|P912-E1222|P912-E1229|P912-E1231|P912-E1247|P912-E1264|P912-E1303|P912-E1324|P912-E1335|P912-E1338|P912-E1342|P912-E1352|P912-E1366|P912-E1457|P912-E1528|P912-E1601|P912-E1623|P912-E1637|P912-E1653
qokeeedy	OK+EEE+DY	SETZEN · VOLL · SCHLIESSEN	2	f68r1|f82r	BATH_STATION|CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E1300|P912-E1950
qokeeey	OK+EEE+Y	SETZEN · VOLL · DIES	3	f55v|f82r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0240|P912-E1244|P912-E1292
qokeeody	OK+EE+O+D_ADDR+Y	SETZEN · LÄNGER · AUSFÜHREN · TEIL · DIES	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1927
qokeeol	OK+EE+OL	SETZEN · LÄNGER · FORTSETZEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2206
qokeey	OK+EE+Y	SETZEN · LÄNGER · DIES	20	f56r|f75r|f81v|f82r|f83r|f88r	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0356|P912-E0482|P912-E0641|P912-E0682|P912-E0736|P912-E0955|P912-E1129|P912-E1165|P912-E1216|P912-E1255|P912-E1283|P912-E1296|P912-E1308|P912-E1310|P912-E1364|P912-E1447|P912-E1582|P912-E1625|P912-E1630|P912-E2437
qokeochy	OK+E+O+CH+Y	SETZEN · KURZ · AUSFÜHREN · NEHMEN · DIES	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1921
qokeody	OK+E+O+D_ADDR+Y	SETZEN · KURZ · AUSFÜHREN · TEIL · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2394
qokeol	OK+E+OL	SETZEN · KURZ · FORTSETZEN	3	f82r|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E1114|P912-E2399|P912-E2449
qokeor	OK+E+OR	SETZEN · KURZ · SATZ	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2503
qokeoy	OK+E+O+Y	SETZEN · KURZ · AUSFÜHREN · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1305
qokey	OK+E+Y	SETZEN · KURZ · DIES	9	f75r|f81v|f82r|f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0706|P912-E0718|P912-E0767|P912-E0831|P912-E0839|P912-E1048|P912-E1175|P912-E1663|P912-E1668
qokoaiin	OK+O+AIIN	SETZEN · AUSFÜHREN · SOLLWERT	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1934
qokoiin	OK+O+IIN	SETZEN · AUSFÜHREN · STUFE	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1340
qokokchy	OK+OK+CH+Y	SETZEN · SETZEN · NEHMEN · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0409
qokol	OK+OL	SETZEN · FORTSETZEN	6	f83r|f88r	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E1688|P912-E2471|P912-E2473|P912-E2474|P912-E2492|P912-E2495
qokor	OK+OR	SETZEN · SATZ	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2381
qokshdy	OK+SH+DY	SETZEN · HALTEN · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0493
qokshedy	OK+SH+E+DY	SETZEN · HALTEN · KURZ · SCHLIESSEN	3	f75r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0605|P912-E1432|P912-E1530
qoky	OK+Y	SETZEN · DIES	21	f13r|f75r|f81v|f82r|f83r	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0204|P912-E0483|P912-E0491|P912-E0500|P912-E0548|P912-E0577|P912-E0608|P912-E0800|P912-E0905|P912-E0959|P912-E1028|P912-E1069|P912-E1142|P912-E1166|P912-E1459|P912-E1463|P912-E1473|P912-E1587|P912-E1631|P912-E1654|P912-E1684
