surface	component_recipe	atomic_pocket_gloss_de	workshop_composition_de	image_composition_de	events	physical_pages	registers	observed_channels	channel_class
chod	CH+O+D_ADDR	AUSWAHL + GANG + UNTER	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil	Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
chodaiin	CH+O+D_ADDR+AIIN	AUSWAHL + GANG + UNTER + SOLLWERT	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; Sollmaß	Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz; verzeichneter Sollwert	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chodaly	HO+AL+Y	TEIL + ZIEL + DIES	Teil des sichtbaren Gegenstands; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Teil oder Mitglied der Bildklasse; Zielplatz; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chodl	CH+O+D_ADDR+L	AUSWAHL + GANG + UNTER + VERBINDUNG	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen	Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz; Bildverbindung	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
choeea	CH+O+EE+A_ADDR	AUSWAHL + GANG + LANG + ADRESSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; länger oder gehalten; lokale Arbeitsstelle	Klasse oder Figur kennzeichnen; Reihe aufrufen; zweiter Grad; lokale Bildadresse	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
choer	CH+O+E+R	AUSWAHL + GANG + KURZ + MARKE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; kurz oder direkt; Zustand kennzeichnen	Klasse oder Figur kennzeichnen; Reihe aufrufen; erster Grad; Zustandsmarke	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
choeteedy	HO+E+T+EE+DY	TEIL + KURZ + EINSTELLUNG + LANG + ENDE	Teil des sichtbaren Gegenstands; kurz oder direkt; Arbeitsgang einstellen; länger oder gehalten; Arbeitsschritt schließen	Teil oder Mitglied der Bildklasse; erster Grad; Platz oder Wert einstellen; zweiter Grad; Bildeintrag schließen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
chok	OK	START	Arbeitsgang ansetzen	Bildplatz aktivieren	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chokain	OK+AIN	START + EINHEIT	Arbeitsgang ansetzen; Portion	Bildplatz aktivieren; Einheit oder Index	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
chokal	OK+AL	START + ZIEL	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle	Bildplatz aktivieren; Zielplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
chokcheo	OK+CHEO	START + AUSZUG	Arbeitsgang ansetzen; Auszug	Bildplatz aktivieren; lokaler Eintrag	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chokchey	OK+CH+E+Y	START + AUSWAHL + KURZ + DIES	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chokchol	OK+OL	START + WEITER	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; dieselbe Reihe fortführen	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chokchy	OK+CH+Y	START + AUSWAHL + DIES	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chokear	OK+E+AR	START + KURZ + QUELLE	Arbeitsgang ansetzen; kurz oder direkt; Entnahmestelle	Bildplatz aktivieren; erster Grad; Quell- oder Bezugsstelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
chokol	OK+OL	START + WEITER	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
choksy	OK+S+Y	START + WAHL + DIES	Arbeitsgang ansetzen; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	Bildplatz aktivieren; Bildklasse auswählen; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
cholaiin	OL+AIIN	WEITER + SOLLWERT	im selben Arbeitsgang fortfahren; Sollmaß	dieselbe Reihe fortführen; verzeichneter Sollwert	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
cholkal	OL+K+AL	WEITER + ZUORDNUNG + ZIEL	im selben Arbeitsgang fortfahren; Material zugeben; Ziel- oder Anschlussstelle	dieselbe Reihe fortführen; Wert zuordnen; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
cholor	OL+OR	WEITER + EINTRAG	im selben Arbeitsgang fortfahren; Ansatz oder Zubereitung	dieselbe Reihe fortführen; Eintragsklasse	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chopchal	CH+O+P+CH+AL	AUSWAHL + GANG + EINSATZ + AUSWAHL + ZIEL	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	Klasse oder Figur kennzeichnen; Reihe aufrufen; Platz besetzen; Klasse oder Figur kennzeichnen; Zielplatz	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chopchedy	CH+O+P+CHD+Y	AUSWAHL + GANG + EINSATZ + WECHSEL + DIES	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Reihe aufrufen; Platz besetzen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
chorcholsal	CH+OR+OL+S+AL	AUSWAHL + EINTRAG + WEITER + WAHL + ZIEL	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung; im selben Arbeitsgang fortfahren; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle	Klasse oder Figur kennzeichnen; Eintragsklasse; dieselbe Reihe fortführen; Bildklasse auswählen; Zielplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
chosals	CH+O+S+AL+S	AUSWAHL + GANG + WAHL + ZIEL + WAHL	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen	Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildklasse auswählen; Zielplatz; Bildklasse auswählen	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
chotchey	CH+OT+CH+E+Y	AUSWAHL + NAECHST + AUSWAHL + KURZ + DIES	bezeichneten Anteil entnehmen; danach oder nächster Posten; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; nächster Bildplatz; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
choy	HO+Y	TEIL + DIES	Teil des sichtbaren Gegenstands; dieser Arbeitsgegenstand	Teil oder Mitglied der Bildklasse; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chpor	CH+P+OR	AUSWAHL + EINSATZ + EINTRAG	bezeichneten Anteil entnehmen; Material einsetzen; Ansatz oder Zubereitung	Klasse oder Figur kennzeichnen; Platz besetzen; Eintragsklasse	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
chtchor	CH+T+CH+OR	AUSWAHL + EINSTELLUNG + AUSWAHL + EINTRAG	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Klasse oder Figur kennzeichnen; Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chteey	CH+T+EE+Y	AUSWAHL + EINSTELLUNG + LANG + DIES	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
chtorol	CH+T+OR+OL	AUSWAHL + EINSTELLUNG + EINTRAG + WEITER	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; Ansatz oder Zubereitung; im selben Arbeitsgang fortfahren	Klasse oder Figur kennzeichnen; Platz oder Wert einstellen; Eintragsklasse; dieselbe Reihe fortführen	1	f83r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
chty	CH+T+Y	AUSWAHL + EINSTELLUNG + DIES	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Platz oder Wert einstellen; dieser Bildplatz	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
chykar	CH+Y+K+AR	AUSWAHL + DIES + ZUORDNUNG + QUELLE	bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle	Klasse oder Figur kennzeichnen; dieser Bildplatz; Wert zuordnen; Quell- oder Bezugsstelle	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
chykchs	CH+Y+K+CH+S	AUSWAHL + DIES + ZUORDNUNG + AUSWAHL + WAHL	bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen	Klasse oder Figur kennzeichnen; dieser Bildplatz; Wert zuordnen; Klasse oder Figur kennzeichnen; Bildklasse auswählen	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
chykey	CH+Y+K+E+Y	AUSWAHL + DIES + ZUORDNUNG + KURZ + DIES	bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; dieser Bildplatz; Wert zuordnen; erster Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
cphal	CPH+AL	GEGENLAUF + ZIEL	umleiten; Ziel- oder Anschlussstelle	Gegenplatz; Zielplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
cphedy	CPH+E+DY	GEGENLAUF + KURZ + ENDE	umleiten; kurz oder direkt; Arbeitsschritt schließen	Gegenplatz; erster Grad; Bildeintrag schließen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
cpheey	CPH+EE+Y	GEGENLAUF + LANG + DIES	umleiten; länger oder gehalten; dieser Arbeitsgegenstand	Gegenplatz; zweiter Grad; dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
cphocthy	CPH+O+CTH+Y	GEGENLAUF + GANG + BEREIT + DIES	umleiten; Arbeitsgang ausführen; bis bereit führen; dieser Arbeitsgegenstand	Gegenplatz; Reihe aufrufen; Bereitschaftsklasse; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
cphy	CPH+Y	GEGENLAUF + DIES	umleiten; dieser Arbeitsgegenstand	Gegenplatz; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
cth	CTH	BEREIT	bis bereit führen	Bereitschaftsklasse	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
cthaiin	CTH+AIIN	BEREIT + SOLLWERT	bis bereit führen; Sollmaß	Bereitschaftsklasse; verzeichneter Sollwert	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
ctheol	CTH+E+OL	BEREIT + KURZ + WEITER	bis bereit führen; kurz oder direkt; im selben Arbeitsgang fortfahren	Bereitschaftsklasse; erster Grad; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
cthey	CTH+E+Y	BEREIT + KURZ + DIES	bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand	Bereitschaftsklasse; erster Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
cthoor	CTH+O+OR	BEREIT + GANG + EINTRAG	bis bereit führen; Arbeitsgang ausführen; Ansatz oder Zubereitung	Bereitschaftsklasse; Reihe aufrufen; Eintragsklasse	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
cthor	CTH+OR	BEREIT + EINTRAG	bis bereit führen; Ansatz oder Zubereitung	Bereitschaftsklasse; Eintragsklasse	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
cthyd	CTH+Y+D_ADDR	BEREIT + DIES + UNTER	bis bereit führen; dieser Arbeitsgegenstand; bezeichneter Teil	Bereitschaftsklasse; dieser Bildplatz; Unterplatz	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
dackhy	DA+CKH+Y	ZWEIT + DURCHLASS + DIES	zweite Arbeitsstufe; durch einen Durchlass führen; dieser Arbeitsgegenstand	zweite Bildstufe; Verbindung oder Durchlass; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dadaiin	DA+D_ADDR+AIIN	ZWEIT + UNTER + SOLLWERT	zweite Arbeitsstufe; bezeichneter Teil; Sollmaß	zweite Bildstufe; Unterplatz; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
daii	DA+IIN	ZWEIT + STUFE	zweite Arbeitsstufe; Arbeitsstufe	zweite Bildstufe; Wertstufe	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
daiial	DA+IIN+AL	ZWEIT + STUFE + ZIEL	zweite Arbeitsstufe; Arbeitsstufe; Ziel- oder Anschlussstelle	zweite Bildstufe; Wertstufe; Zielplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
daiidy	DA+IIN+DY	ZWEIT + STUFE + ENDE	zweite Arbeitsstufe; Arbeitsstufe; Arbeitsschritt schließen	zweite Bildstufe; Wertstufe; Bildeintrag schließen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
daiiin	DA+IIN	ZWEIT + STUFE	zweite Arbeitsstufe; Arbeitsstufe	zweite Bildstufe; Wertstufe	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
daiiny	D_ADDR+AIIN+Y	UNTER + SOLLWERT + DIES	bezeichneter Teil; Sollmaß; dieser Arbeitsgegenstand	Unterplatz; verzeichneter Sollwert; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
daim	DA+IIN+M_LOCAL	ZWEIT + STUFE + MITTE	zweite Arbeitsstufe; Arbeitsstufe; im Mittelgang ausführen	zweite Bildstufe; Wertstufe; Mittelplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
dainy	AIN+Y	EINHEIT + DIES	Portion; dieser Arbeitsgegenstand	Einheit oder Index; dieser Bildplatz	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	UNTER + LAUFWEG + ADRESSE + INNEN	bezeichneter Teil; Flüssigkeits- oder Stationslauf; lokale Arbeitsstelle; Innenstelle	Unterplatz; Ringlauf; lokale Bildadresse; Innenplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dairchey	D_ADDR+AIR+CH+E+Y	UNTER + LAUFWEG + AUSWAHL + KURZ + DIES	bezeichneter Teil; Flüssigkeits- oder Stationslauf; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Unterplatz; Ringlauf; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dairydy	AIR+Y+DY	LAUFWEG + DIES + ENDE	Flüssigkeits- oder Stationslauf; dieser Arbeitsgegenstand; Arbeitsschritt schließen	Ringlauf; dieser Bildplatz; Bildeintrag schließen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dalalody	AL+AL+O+DY	ZIEL + ZIEL + GANG + ENDE	Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle; Arbeitsgang ausführen; Arbeitsschritt schließen	Zielplatz; Zielplatz; Reihe aufrufen; Bildeintrag schließen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
dalchdy	AL+CHD+DY	ZIEL + WECHSEL + ENDE	Ziel- oder Anschlussstelle; Arbeitsgut umsetzen; Arbeitsschritt schließen	Zielplatz; zu Gegen- oder Folgeplatz wechseln; Bildeintrag schließen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dam	DA+AM_ADDR	ZWEIT + INNEN	zweite Arbeitsstufe; Innenstelle	zweite Bildstufe; Innenplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dara	D_ADDR+AR+A_ADDR	UNTER + QUELLE + ADRESSE	bezeichneter Teil; Entnahmestelle; lokale Arbeitsstelle	Unterplatz; Quell- oder Bezugsstelle; lokale Bildadresse	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
daram	DA+R+A_ADDR+AM_ADDR	ZWEIT + MARKE + ADRESSE + INNEN	zweite Arbeitsstufe; Zustand kennzeichnen; lokale Arbeitsstelle; Innenstelle	zweite Bildstufe; Zustandsmarke; lokale Bildadresse; Innenplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
darary	DA+R+AR+Y	ZWEIT + MARKE + QUELLE + DIES	zweite Arbeitsstufe; Zustand kennzeichnen; Entnahmestelle; dieser Arbeitsgegenstand	zweite Bildstufe; Zustandsmarke; Quell- oder Bezugsstelle; dieser Bildplatz	1	f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
dardardy	D_ADDR+AR+D_ADDR+AR+DY	UNTER + QUELLE + UNTER + QUELLE + ENDE	bezeichneter Teil; Entnahmestelle; bezeichneter Teil; Entnahmestelle; Arbeitsschritt schließen	Unterplatz; Quell- oder Bezugsstelle; Unterplatz; Quell- oder Bezugsstelle; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
darol	DA+R+OL	ZWEIT + MARKE + WEITER	zweite Arbeitsstufe; Zustand kennzeichnen; im selben Arbeitsgang fortfahren	zweite Bildstufe; Zustandsmarke; dieselbe Reihe fortführen	1	f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
darolsy	DA+R+OL+S+Y	ZWEIT + MARKE + WEITER + WAHL + DIES	zweite Arbeitsstufe; Zustand kennzeichnen; im selben Arbeitsgang fortfahren; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	zweite Bildstufe; Zustandsmarke; dieselbe Reihe fortführen; Bildklasse auswählen; dieser Bildplatz	1	f83r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
darom	D_ADDR+AR+O+AM_ADDR	UNTER + QUELLE + GANG + INNEN	bezeichneter Teil; Entnahmestelle; Arbeitsgang ausführen; Innenstelle	Unterplatz; Quell- oder Bezugsstelle; Reihe aufrufen; Innenplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dateey	DA+T+EE+Y	ZWEIT + EINSTELLUNG + LANG + DIES	zweite Arbeitsstufe; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	zweite Bildstufe; Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
dchdar	D_ADDR+CHD+AR	UNTER + WECHSEL + QUELLE	bezeichneter Teil; Arbeitsgut umsetzen; Entnahmestelle	Unterplatz; zu Gegen- oder Folgeplatz wechseln; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
dchdy	CHD+DY	WECHSEL + ENDE	Arbeitsgut umsetzen; Arbeitsschritt schließen	zu Gegen- oder Folgeplatz wechseln; Bildeintrag schließen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dcheokedy	D_ADDR+CHEO+K+E+D_ADDR+Y	UNTER + AUSZUG + ZUORDNUNG + KURZ + UNTER + DIES	bezeichneter Teil; Auszug; Material zugeben; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	Unterplatz; lokaler Eintrag; Wert zuordnen; erster Grad; Unterplatz; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dchetay	D_ADDR+CH+E+T+A_ADDR+Y	UNTER + AUSWAHL + KURZ + EINSTELLUNG + ADRESSE + DIES	bezeichneter Teil; bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; lokale Arbeitsstelle; dieser Arbeitsgegenstand	Unterplatz; Klasse oder Figur kennzeichnen; erster Grad; Platz oder Wert einstellen; lokale Bildadresse; dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
dchg	D_ADDR+CH+LOCAL_CHAR_G	UNTER + AUSWAHL + EINMAL	bezeichneter Teil; bezeichneten Anteil entnehmen; einmal ausführen	Unterplatz; Klasse oder Figur kennzeichnen; Einzelmarke	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
dchsed	D_ADDR+CH+S+E+D_ADDR	UNTER + AUSWAHL + WAHL + KURZ + UNTER	bezeichneter Teil; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen; kurz oder direkt; bezeichneter Teil	Unterplatz; Klasse oder Figur kennzeichnen; Bildklasse auswählen; erster Grad; Unterplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dedy	D_ADDR+E+DY	UNTER + KURZ + ENDE	bezeichneter Teil; kurz oder direkt; Arbeitsschritt schließen	Unterplatz; erster Grad; Bildeintrag schließen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
deeedy	D_ADDR+EEE+D_ADDR+Y	UNTER + VOLL + UNTER + DIES	bezeichneter Teil; vollständig; bezeichneter Teil; dieser Arbeitsgegenstand	Unterplatz; dritter oder voller Grad; Unterplatz; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
deey	D_ADDR+EE+Y	UNTER + LANG + DIES	bezeichneter Teil; länger oder gehalten; dieser Arbeitsgegenstand	Unterplatz; zweiter Grad; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dkain	D_ADDR+K+AIN	UNTER + ZUORDNUNG + EINHEIT	bezeichneter Teil; Material zugeben; Portion	Unterplatz; Wert zuordnen; Einheit oder Index	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
dky	D_ADDR+K+Y	UNTER + ZUORDNUNG + DIES	bezeichneter Teil; Material zugeben; dieser Arbeitsgegenstand	Unterplatz; Wert zuordnen; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
dlal	D_ADDR+L+AL	UNTER + VERBINDUNG + ZIEL	bezeichneter Teil; entlang des Arbeitswegs führen; Ziel- oder Anschlussstelle	Unterplatz; Bildverbindung; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
doaiin	D_ADDR+O+AIIN	UNTER + GANG + SOLLWERT	bezeichneter Teil; Arbeitsgang ausführen; Sollmaß	Unterplatz; Reihe aufrufen; verzeichneter Sollwert	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
doair	D_ADDR+O+AIR	UNTER + GANG + LAUFWEG	bezeichneter Teil; Arbeitsgang ausführen; Flüssigkeits- oder Stationslauf	Unterplatz; Reihe aufrufen; Ringlauf	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
dod	D_ADDR+O+D_ADDR	UNTER + GANG + UNTER	bezeichneter Teil; Arbeitsgang ausführen; bezeichneter Teil	Unterplatz; Reihe aufrufen; Unterplatz	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
dodyd	D_ADDR+O+DY+D_LABEL	UNTER + GANG + ENDE + RAND	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsschritt schließen; am Rand abschließen	Unterplatz; Reihe aufrufen; Bildeintrag schließen; Randmarke	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
dokan	D_ADDR+OK+AN	UNTER + START + ZUSATZ	bezeichneter Teil; Arbeitsgang ansetzen; weiteren Posten zugeben	Unterplatz; Bildplatz aktivieren; zusätzlicher Eintrag	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
dolaram	D_ADDR+OL+AR+AM_ADDR	UNTER + WEITER + QUELLE + INNEN	bezeichneter Teil; im selben Arbeitsgang fortfahren; Entnahmestelle; Innenstelle	Unterplatz; dieselbe Reihe fortführen; Quell- oder Bezugsstelle; Innenplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
dolchedy	D_ADDR+OL+CHD+Y	UNTER + WEITER + WECHSEL + DIES	bezeichneter Teil; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Unterplatz; dieselbe Reihe fortführen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	UNTER + WEITER + AUSWAHL + STERNORT + GANG + ENDE	bezeichneter Teil; im selben Arbeitsgang fortfahren; bezeichneten Anteil entnehmen; bezeichnete s-Stelle; Arbeitsgang ausführen; Arbeitsschritt schließen	Unterplatz; dieselbe Reihe fortführen; Klasse oder Figur kennzeichnen; Stern- oder s-Stelle; Reihe aufrufen; Bildeintrag schließen	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
doleeey	D_ADDR+OL+EEE+Y	UNTER + WEITER + VOLL + DIES	bezeichneter Teil; im selben Arbeitsgang fortfahren; vollständig; dieser Arbeitsgegenstand	Unterplatz; dieselbe Reihe fortführen; dritter oder voller Grad; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
