page	diagram_id	locus	namespace_id	local_image_owner	local_content_class	group_count	surface_sequence	bridge_class_sequence	component_sequence	exact_surface_groups	composed_component_groups	single_component_groups	local_nomenclator_groups	complete_workshop_reading_de	owner_default_de	orientation_status	nomenclator_family_sequence	compact_default_sequence_de	family_resolved_groups	closed_locus_reading_de
f69v	A3	f69v.3	A3_RIGHT_WHEEL_ONLY	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	29	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE COMPOSED_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR LOCAL_ASTRO_NOMENCLATOR COMPOSED_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	B02_AIR_COURSE || B06_OT_NEXT|B09_AL_TARGET|B09_AL_TARGET || B02_AIR_COURSE || EXACT:umsetzen || B06_OT_NEXT|B10_AR_SOURCE || B10_AR_SOURCE || EXACT:dieser Posten || B06_OT_NEXT|B08_OR_WORKSET || EXACT:Zutat || B06_OT_NEXT|B02_AIR_COURSE || B16_TRANSFER || B06_OT_NEXT|B13_GRADE|B09_AL_TARGET || B08_OR_WORKSET || B10_AR_SOURCE || B02_AIR_COURSE || B06_OT_NEXT || B12_TY_PART_UNIT || LOCAL_NAME_OR_VALUE || LOCAL_NAME_OR_VALUE || B06_OT_NEXT|B07_OL_CONTINUE || B05_OK_SET|B09_AL_TARGET || B06_OT_NEXT|B10_AR_SOURCE|B10_AR_SOURCE || B13_GRADE || B02_AIR_COURSE || EXACT:dieser Posten || B05_OK_SET || EXACT:dorthin || EXACT:langer Folgeposten || EXACT:langer Folgeposten	7	8	12	2	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: notiere Himmels-, Ring- oder Zeigerlauf | naechster Platz oder folgende Bedingung + Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld | Himmels-, Ring- oder Zeigerlauf | auf den bezeichneten Diagrammplatz uebertragen | naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | dieser lokale Diagrammposten | naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz | Eingangsobjekt oder Eingangsbedingung | naechster Platz oder folgende Bedingung + Himmels-, Ring- oder Zeigerlauf | Wert oder Platzbezug uebertragen | naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld | Bedingungs-, Tabellen- oder Wahlansatz | Ausgangssektor, Ursprung oder Bezugswert | Himmels-, Ring- oder Zeigerlauf | naechster Platz oder folgende Bedingung | Teilsektor oder Untereintrag | naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen | Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld | naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert | lange oder volle Diagrammstufe | Himmels-, Ring- oder Zeigerlauf | dieser lokale Diagrammposten | Diagrammposten setzen oder aktivieren | zum bezeichneten Zielplatz | naechster Diagrammposten in langer Stufe | naechster Diagrammposten in langer Stufe; ergaenze 2 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	Ringtext des rechten Gesicht-Strahlenrades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N01_VALUE_SIGNS || N06_CH_CTH_CONDITION || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Himmels-, Ring- oder Zeigerlauf | naechster Platz oder folgende Bedingung + Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld | Himmels-, Ring- oder Zeigerlauf | auf den bezeichneten Diagrammplatz uebertragen | naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | dieser lokale Diagrammposten | naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz | Eingangsobjekt oder Eingangsbedingung | naechster Platz oder folgende Bedingung + Himmels-, Ring- oder Zeigerlauf | Wert oder Platzbezug uebertragen | naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld | Bedingungs-, Tabellen- oder Wahlansatz | Ausgangssektor, Ursprung oder Bezugswert | Himmels-, Ring- oder Zeigerlauf | naechster Platz oder folgende Bedingung | Teilsektor oder Untereintrag | Hauptwert | fester Zustand | naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen | Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld | naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert | lange oder volle Diagrammstufe | Himmels-, Ring- oder Zeigerlauf | dieser lokale Diagrammposten | Diagrammposten setzen oder aktivieren | zum bezeichneten Zielplatz | naechster Diagrammposten in langer Stufe | naechster Diagrammposten in langer Stufe	2	A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf | naechster Platz oder folgende Bedingung + Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld | Himmels-, Ring- oder Zeigerlauf | auf den bezeichneten Diagrammplatz uebertragen | naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | dieser lokale Diagrammposten | naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz | Eingangsobjekt oder Eingangsbedingung | naechster Platz oder folgende Bedingung + Himmels-, Ring- oder Zeigerlauf | Wert oder Platzbezug uebertragen | naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld | Bedingungs-, Tabellen- oder Wahlansatz | Ausgangssektor, Ursprung oder Bezugswert | Himmels-, Ring- oder Zeigerlauf | naechster Platz oder folgende Bedingung | Teilsektor oder Untereintrag | Hauptwert | fester Zustand | naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen | Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld | naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert | lange oder volle Diagrammstufe | Himmels-, Ring- oder Zeigerlauf | dieser lokale Diagrammposten | Diagrammposten setzen oder aktivieren | zum bezeichneten Zielplatz | naechster Diagrammposten in langer Stufe | naechster Diagrammposten in langer Stufe.
f69v	A3	f69v.4	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_01	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	2	okeey sar	EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	EXACT:länger ansetzen || EXACT:daraus	2	0	0	0	Radstelle A3_LEFT_RADIAL_SLOT_01: notiere in langer Stufe setzen | vom bezeichneten Ausgangsplatz.	lokaler Radialplatz 01 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	in langer Stufe setzen | vom bezeichneten Ausgangsplatz	0	A3_LEFT_RADIAL_SLOT_01: in langer Stufe setzen | vom bezeichneten Ausgangsplatz.
f69v	A3	f69v.5	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_02	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	2	okeo dy	SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	B05_OK_SET || EXACT:dieser Posten	1	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_02: notiere Diagrammposten setzen oder aktivieren | dieser lokale Diagrammposten.	lokaler Radialplatz 02 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren | dieser lokale Diagrammposten	0	A3_LEFT_RADIAL_SLOT_02: Diagrammposten setzen oder aktivieren | dieser lokale Diagrammposten.
f69v	A3	f69v.6	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_03	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	ochoyk	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	0	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_03: notiere Himmelsobjekt oder Eingangsbedingung.	lokaler Radialplatz 03 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Himmelsobjekt oder Eingangsbedingung	0	A3_LEFT_RADIAL_SLOT_03: Himmelsobjekt oder Eingangsbedingung.
f69v	A3	f69v.7	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_04	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	ykeey	SINGLE_COMPONENT_BRIDGE	B13_GRADE	0	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_04: notiere lange oder volle Diagrammstufe.	lokaler Radialplatz 04 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	lange oder volle Diagrammstufe	0	A3_LEFT_RADIAL_SLOT_04: lange oder volle Diagrammstufe.
f69v	A3	f69v.8	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_05	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	ytory	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	0	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_05: notiere Bedingungs-, Tabellen- oder Wahlansatz.	lokaler Radialplatz 05 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Bedingungs-, Tabellen- oder Wahlansatz	0	A3_LEFT_RADIAL_SLOT_05: Bedingungs-, Tabellen- oder Wahlansatz.
f69v	A3	f69v.9	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_06	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	oeesy	SINGLE_COMPONENT_BRIDGE	B13_GRADE	0	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_06: notiere lange oder volle Diagrammstufe.	lokaler Radialplatz 06 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	lange oder volle Diagrammstufe	0	A3_LEFT_RADIAL_SLOT_06: lange oder volle Diagrammstufe.
f69v	A3	f69v.10	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_07	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	ytody	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	0	0	0	1	Radstelle A3_LEFT_RADIAL_SLOT_07: kopiere die 1 lokalen Namen-/Wertsegmente als einen Eintrag.	lokaler Radialplatz 07 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N03_TO_TE_PLACE_PHASE	Platz fest eingetragen	1	A3_LEFT_RADIAL_SLOT_07: Platz fest eingetragen.
f69v	A3	f69v.11	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_08	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	okody	SINGLE_COMPONENT_BRIDGE	B05_OK_SET	0	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_08: notiere Diagrammposten setzen oder aktivieren.	lokaler Radialplatz 08 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren	0	A3_LEFT_RADIAL_SLOT_08: Diagrammposten setzen oder aktivieren.
f69v	A3	f69v.12	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_09	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	otody	SINGLE_COMPONENT_BRIDGE	B06_OT_NEXT	0	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_09: notiere naechster Platz oder folgende Bedingung.	lokaler Radialplatz 09 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	naechster Platz oder folgende Bedingung	0	A3_LEFT_RADIAL_SLOT_09: naechster Platz oder folgende Bedingung.
f69v	A3	f69v.13	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_10	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	okeal	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B09_AL_TARGET	0	1	0	0	Radstelle A3_LEFT_RADIAL_SLOT_10: notiere Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld.	lokaler Radialplatz 10 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld	0	A3_LEFT_RADIAL_SLOT_10: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld.
f69v	A3	f69v.14	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_11	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	okeod	SINGLE_COMPONENT_BRIDGE	B05_OK_SET	0	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_11: notiere Diagrammposten setzen oder aktivieren.	lokaler Radialplatz 11 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren	0	A3_LEFT_RADIAL_SLOT_11: Diagrammposten setzen oder aktivieren.
f69v	A3	f69v.15	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_12	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	oteeys	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B13_GRADE	0	1	0	0	Radstelle A3_LEFT_RADIAL_SLOT_12: notiere naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe.	lokaler Radialplatz 12 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe	0	A3_LEFT_RADIAL_SLOT_12: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe.
f69v	A3	f69v.16	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_13	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	oteol	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B07_OL_CONTINUE	0	1	0	0	Radstelle A3_LEFT_RADIAL_SLOT_13: notiere naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen.	lokaler Radialplatz 13 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen	0	A3_LEFT_RADIAL_SLOT_13: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen.
f69v	A3	f69v.17	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_14	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	ykeydy	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	0	0	0	1	Radstelle A3_LEFT_RADIAL_SLOT_14: kopiere die 1 lokalen Namen-/Wertsegmente als einen Eintrag.	lokaler Radialplatz 14 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N04_K_HOUSE_CLASS	aktuelle Klasse fest	1	A3_LEFT_RADIAL_SLOT_14: aktuelle Klasse fest.
f69v	A3	f69v.18	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_15	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	okeod	SINGLE_COMPONENT_BRIDGE	B05_OK_SET	0	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_15: notiere Diagrammposten setzen oder aktivieren.	lokaler Radialplatz 15 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren	0	A3_LEFT_RADIAL_SLOT_15: Diagrammposten setzen oder aktivieren.
f69v	A3	f69v.19	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_16	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	saral	COMPOSED_COMPONENT_BRIDGE	B10_AR_SOURCE|B09_AL_TARGET	0	1	0	0	Radstelle A3_LEFT_RADIAL_SLOT_16: notiere Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld.	lokaler Radialplatz 16 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld	0	A3_LEFT_RADIAL_SLOT_16: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld.
f69v	A3	f69v.20	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_17	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	saiir	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	0	0	0	1	Radstelle A3_LEFT_RADIAL_SLOT_17: kopiere die 1 lokalen Namen-/Wertsegmente als einen Eintrag.	lokaler Radialplatz 17 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N07_IIR_INDEX	sekundärer Hauptindex	1	A3_LEFT_RADIAL_SLOT_17: sekundärer Hauptindex.
f69v	A3	f69v.21	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_18	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	okolar	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B07_OL_CONTINUE|B10_AR_SOURCE	0	1	0	0	Radstelle A3_LEFT_RADIAL_SLOT_18: notiere Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	lokaler Radialplatz 18 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert	0	A3_LEFT_RADIAL_SLOT_18: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.
f69v	A3	f69v.22	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_19	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	ykeody	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	0	0	0	1	Radstelle A3_LEFT_RADIAL_SLOT_19: kopiere die 1 lokalen Namen-/Wertsegmente als einen Eintrag.	lokaler Radialplatz 19 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N04_K_HOUSE_CLASS	Klassenplatz fest eingetragen	1	A3_LEFT_RADIAL_SLOT_19: Klassenplatz fest eingetragen.
f69v	A3	f69v.23	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_20	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	sarydy	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	0	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_20: notiere Ausgangssektor, Ursprung oder Bezugswert.	lokaler Radialplatz 20 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Ausgangssektor, Ursprung oder Bezugswert	0	A3_LEFT_RADIAL_SLOT_20: Ausgangssektor, Ursprung oder Bezugswert.
f69v	A3	f69v.24	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_21	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	otchy	SINGLE_COMPONENT_BRIDGE	B06_OT_NEXT	0	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_21: notiere naechster Platz oder folgende Bedingung.	lokaler Radialplatz 21 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	naechster Platz oder folgende Bedingung	0	A3_LEFT_RADIAL_SLOT_21: naechster Platz oder folgende Bedingung.
f69v	A3	f69v.25	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_22	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	2	okeey dy	EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	EXACT:länger ansetzen || EXACT:dieser Posten	2	0	0	0	Radstelle A3_LEFT_RADIAL_SLOT_22: notiere in langer Stufe setzen | dieser lokale Diagrammposten.	lokaler Radialplatz 22 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	in langer Stufe setzen | dieser lokale Diagrammposten	0	A3_LEFT_RADIAL_SLOT_22: in langer Stufe setzen | dieser lokale Diagrammposten.
f69v	A3	f69v.26	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_23	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	2	okey d	EXACT_PROSE_SURFACE_BRIDGE LOCAL_ASTRO_NOMENCLATOR	EXACT:kurz ansetzen || LOCAL_NAME_OR_VALUE	1	0	0	1	Radstelle A3_LEFT_RADIAL_SLOT_23: notiere in kurzer Stufe setzen; ergaenze 1 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	lokaler Radialplatz 23 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || N01_VALUE_SIGNS	in kurzer Stufe setzen | Festwert	1	A3_LEFT_RADIAL_SLOT_23: in kurzer Stufe setzen | Festwert.
f69v	A3	f69v.27	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_24	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	okeod	SINGLE_COMPONENT_BRIDGE	B05_OK_SET	0	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_24: notiere Diagrammposten setzen oder aktivieren.	lokaler Radialplatz 24 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren	0	A3_LEFT_RADIAL_SLOT_24: Diagrammposten setzen oder aktivieren.
f69v	A3	f69v.28	A3_LEFT_WHEEL_ONLY	A3_LEFT_RADIAL_SLOT_25	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	1	okodchy	SINGLE_COMPONENT_BRIDGE	B05_OK_SET	0	0	1	0	Radstelle A3_LEFT_RADIAL_SLOT_25: notiere Diagrammposten setzen oder aktivieren.	lokaler Radialplatz 25 des linken f69v-Rades; Nummer nur editoriale Adresse	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren	0	A3_LEFT_RADIAL_SLOT_25: Diagrammposten setzen oder aktivieren.
