group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display	namespace_id	local_image_owner	local_content_class	bridge_class	matched_component_ids	matched_component_values_de	matched_character_fraction	residual_local_segments	astro_working_reading_de	orientation_rule	crosspage_rule
231	A2	f68r1	f68r1.17	1	A2:G041	cphocthy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_09	LOCAL_STAR_OR_ASTERISM_STATION	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	Himmelsobjekt oder Eingangsbedingung	2/8	cp/cthy	Sternplatz A2_STAR_STATION_09: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest cp/cthy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
232	A2	f68r1	f68r1.18	1	A2:G042	ytchody	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_10	LOCAL_STAR_OR_ASTERISM_STATION	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	Himmelsobjekt oder Eingangsbedingung	2/7	ytc/dy	Sternplatz A2_STAR_STATION_10: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
233	A2	f68r1	f68r1.19	1	A2:G043	otys	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_11	LOCAL_STAR_OR_ASTERISM_STATION	SINGLE_COMPONENT_BRIDGE	B12_TY_PART_UNIT	Teilsektor oder Untereintrag	2/4	o/s	Sternplatz A2_STAR_STATION_11: Teilsektor oder Untereintrag; lokaler Namensrest o/s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
234	A2	f68r1	f68r1.20	1	A2:G044	olor	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_12	LOCAL_STAR_OR_ASTERISM_STATION	EXACT_PROSE_SURFACE_BRIDGE	EXACT:Fortsetzungsansatz	fortgesetzter Bedingungs- oder Tabellensatz	4/4	NONE	Sternplatz A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
235	A2	f68r1	f68r1.21	1	A2:G045	ockhy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_13	LOCAL_STAR_OR_ASTERISM_STATION	SINGLE_COMPONENT_BRIDGE	B17_PASS	durch Sektor, Ring oder Pruefweg fuehren	3/5	o/y	Sternplatz A2_STAR_STATION_13: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
236	A2	f68r1	f68r1.22	1	A2:G046	ofcheor	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_14	LOCAL_STAR_OR_ASTERISM_STATION	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	Bedingungs-, Tabellen- oder Wahlansatz	2/7	ofche	Sternplatz A2_STAR_STATION_14: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest ofche.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
237	A2	f68r1	f68r1.23	1	A2:G047	otchdy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_15	LOCAL_STAR_OR_ASTERISM_STATION	EXACT_PROSE_SURFACE_BRIDGE	EXACT:Folgeumsetzung; Schluss	den folgenden Platz uebertragen und den Eintrag schliessen	6/6	NONE	Sternplatz A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
238	A2	f68r1	f68r1.24	1	A2:G048	otykchs	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_16	LOCAL_STAR_OR_ASTERISM_STATION	COMPOSED_COMPONENT_BRIDGE	B12_TY_PART_UNIT|B19_PROCESS	Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten	5/7	o/s	Sternplatz A2_STAR_STATION_16: Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest o/s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
239	A2	f68r1	f68r1.25	1	A2:G049	otol	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_17	LOCAL_STAR_OR_ASTERISM_STATION	EXACT_PROSE_SURFACE_BRIDGE	EXACT:danach fortsetzen	danach im selben Ring oder Band fortsetzen	4/4	NONE	Sternplatz A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
240	A2	f68r1	f68r1.26	1	A2:G050	otor	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_18	LOCAL_STAR_OR_ASTERISM_STATION	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B08_OR_WORKSET	naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz	4/4	NONE	Sternplatz A2_STAR_STATION_18: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
241	A2	f68r1	f68r1.27	1	A2:G051	oiinar	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_19	LOCAL_STAR_OR_ASTERISM_STATION	COMPOSED_COMPONENT_BRIDGE	B04_IIN_STAGE|B10_AR_SOURCE	Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert	5/6	o	Sternplatz A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
242	A2	f68r1	f68r1.28	1	A2:G052	okoldy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_20	LOCAL_STAR_OR_ASTERISM_STATION	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B07_OL_CONTINUE	Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen	4/6	dy	Sternplatz A2_STAR_STATION_20: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
243	A2	f68r1	f68r1.29	1	A2:G053	ykchdy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_21	LOCAL_STAR_OR_ASTERISM_STATION	SINGLE_COMPONENT_BRIDGE	B16_TRANSFER	Wert oder Platzbezug uebertragen	3/6	yk/y	Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
244	A2	f68r1	f68r1.30	1	A2:G054	oeeody	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_22	LOCAL_STAR_OR_ASTERISM_STATION	SINGLE_COMPONENT_BRIDGE	B13_GRADE	lange oder volle Diagrammstufe	2/6	o/ody	Sternplatz A2_STAR_STATION_22: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
245	A2	f68r1	f68r1.31	1	A2:G055	ocphy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_23	LOCAL_STAR_OR_ASTERISM_STATION	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/5	ocphy	Sternplatz A2_STAR_STATION_23: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest ocphy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
246	A2	f68r1	f68r1.32	1	A2:G056	okeeodal	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_24	LOCAL_STAR_OR_ASTERISM_STATION	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B13_GRADE|B09_AL_TARGET	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld	6/8	od	Sternplatz A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
247	A2	f68r1	f68r1.33	1	A2:G057	okshor	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_25	LOCAL_STAR_OR_ASTERISM_STATION	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B15_HOLD|B08_OR_WORKSET	Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz	6/6	NONE	Sternplatz A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
248	A2	f68r1	f68r1.34	1	A2:G058	osdaiin	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_26	LOCAL_STAR_OR_ASTERISM_STATION	SINGLE_COMPONENT_BRIDGE	B01_AIIN_VALUE	Sollwert oder Grad eines Diagrammplatzes	4/7	osd	Sternplatz A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest osd.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
249	A2	f68r1	f68r1.35	1	A2:G059	otochedy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_27	LOCAL_STAR_OR_ASTERISM_STATION	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B16_TRANSFER	naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen	6/8	o/y	Sternplatz A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
250	A2	f68r1	f68r1.36	1	A2:G060	dolchedy	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_28	LOCAL_STAR_OR_ASTERISM_STATION	COMPOSED_COMPONENT_BRIDGE	B07_OL_CONTINUE|B16_TRANSFER	im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen	6/8	d/y	Sternplatz A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
251	A2	f68r1	f68r1.37	1	A2:G061	oky	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	CENTRAL_PANEL_LEGEND_UNRESOLVED	EXACT_PROSE_SURFACE_BRIDGE	EXACT:Posten ansetzen	diesen Diagrammposten setzen	3/3	NONE	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
252	A2	f68r1	f68r1.37	2	A2:G062	okchdy	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	CENTRAL_PANEL_LEGEND_UNRESOLVED	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B16_TRANSFER	Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen	5/6	y	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
253	A2	f68r1	f68r1.37	3	A2:G063	okardy	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	CENTRAL_PANEL_LEGEND_UNRESOLVED	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B10_AR_SOURCE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	4/6	dy	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
254	A2	f68r1	f68r1.37	4	A2:G064	qear	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	CENTRAL_PANEL_LEGEND_UNRESOLVED	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/4	qe	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest qe.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
255	A2	f68r1	f68r1.37	5	A2:G065	oygy	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	CENTRAL_PANEL_LEGEND_UNRESOLVED	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/4	oygy	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest oygy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
256	A3	f69v	f69v.1	1	A3:G001	dair	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B02_AIR_COURSE	Himmels-, Ring- oder Zeigerlauf	3/4	d	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
257	A3	f69v	f69v.1	2	A3:G002	cheyky	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/6	cheyky	Radstelle A3_LEFT_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest cheyky.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
258	A3	f69v	f69v.1	3	A3:G003	otaza	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B06_OT_NEXT	naechster Platz oder folgende Bedingung	2/5	aza	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest aza.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
259	A3	f69v	f69v.1	4	A3:G004	sar	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:daraus	vom bezeichneten Ausgangsplatz	3/3	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
260	A3	f69v	f69v.1	5	A3:G005	ar	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/2	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
261	A3	f69v	f69v.1	6	A3:G006	chykar	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/6	chyk	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest chyk.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
262	A3	f69v	f69v.1	7	A3:G007	okoirsh	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B15_HOLD	Diagrammposten setzen oder aktivieren + Position oder Bedingung halten	4/7	oir	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten; lokaler Namensrest oir.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
263	A3	f69v	f69v.1	8	A3:G008	ar	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/2	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
264	A3	f69v	f69v.1	9	A3:G009	chetody	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/7	chetody	Radstelle A3_LEFT_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest chetody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
265	A3	f69v	f69v.1	10	A3:G010	okeeos	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B13_GRADE	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe	4/6	os	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest os.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
266	A3	f69v	f69v.1	11	A3:G011	o	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/1	o	Radstelle A3_LEFT_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest o.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
267	A3	f69v	f69v.1	12	A3:G012	tey	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/3	tey	Radstelle A3_LEFT_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest tey.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
268	A3	f69v	f69v.1	13	A3:G013	otokeeey	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B05_OK_SET|B13_GRADE	naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe	7/8	y	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
269	A3	f69v	f69v.1	14	A3:G014	okeeody	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B13_GRADE	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe	4/7	ody	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
270	A3	f69v	f69v.1	15	A3:G015	okeey	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:länger ansetzen	in langer Stufe setzen	5/5	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: in langer Stufe setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
271	A3	f69v	f69v.1	16	A3:G016	doiir	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/5	doiir	Radstelle A3_LEFT_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest doiir.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
272	A3	f69v	f69v.1	17	A3:G017	teeo	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B13_GRADE	lange oder volle Diagrammstufe	2/4	t/o	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest t/o.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
273	A3	f69v	f69v.1	18	A3:G018	y	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	1/1	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
274	A3	f69v	f69v.1	19	A3:G019	chey	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	4/4	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
275	A3	f69v	f69v.1	20	A3:G020	ot	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B06_OT_NEXT	naechster Platz oder folgende Bedingung	2/2	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
276	A3	f69v	f69v.1	21	A3:G021	y	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	1/1	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
277	A3	f69v	f69v.1	22	A3:G022	okedy	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B05_OK_SET	Diagrammposten setzen oder aktivieren	2/5	edy	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest edy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
278	A3	f69v	f69v.1	23	A3:G023	chsdy	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/5	chsdy	Radstelle A3_LEFT_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest chsdy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
