global_running_ordinal	global_running_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	working_core_reading_de	portable_core_inventory	reading_layer	surface_status	admission_color	owner_class	owner_local_reading_de	back_projected_core_reading_de	roundtrip_exact	local_expansion_rule
1185	G407-E1185	f72r	f72r1	CELESTIAL	f72r1.12	1382	P1009-S054	Tierkreis-Ringgruppe B	otaiin	OT+AIIN	DANACH · WERT	OT|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	NÄCHSTE POSITION · POSITIONSWERT	DANACH · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1186	G407-E1186	f72r	f72r1	CELESTIAL	f72r1.12	1383	P1009-S054	Tierkreis-Ringgruppe B	sheolaiin	SH+E+OL+AIIN	HALTEN · GRAD I · FORTSETZEN · WERT	SH|OL|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION HALTEN · GRAD I · RINGFOLGE FORTSETZEN · POSITIONSWERT	HALTEN · GRAD I · FORTSETZEN · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1187	G407-E1187	f72r	f72r1	CELESTIAL	f72r1.12	1384	P1009-S054	Tierkreis-Ringgruppe B	otaiin	OT+AIIN	DANACH · WERT	OT|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	NÄCHSTE POSITION · POSITIONSWERT	DANACH · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1188	G407-E1188	f72r	f72r1	CELESTIAL	f72r1.12	1385	P1009-S054	Tierkreis-Ringgruppe B	chetey	CH+E+T+E+Y	NEHMEN · GRAD I · EINSTELLEN · GRAD I · POSTEN	CH|T|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION AUFNEHMEN · GRAD I · WERT EINSTELLEN · GRAD I · POSITIONSPOSTEN	NEHMEN · GRAD I · EINSTELLEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1189	G407-E1189	f72r	f72r1	CELESTIAL	f72r1.12	1386	P1009-S054	Tierkreis-Ringgruppe B	cheolor	OL+E+OR	FORTSETZEN · GRAD I · EINHEIT	OL|OR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	RINGFOLGE FORTSETZEN · GRAD I · POSITIONSEINHEIT	FORTSETZEN · GRAD I · EINHEIT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1190	G407-E1190	f72r	f72r1	CELESTIAL	f72r1.12	1387	P1009-S054	Tierkreis-Ringgruppe B	oteo	OT+E+O	DANACH · GRAD I · AUSFÜHRUNG	OT	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	NÄCHSTE POSITION · GRAD I · AUSFÜHRUNG	DANACH · GRAD I · AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1191	G407-E1191	f72r	f72r1	CELESTIAL	f72r1.12	1388	P1009-S054	Tierkreis-Ringgruppe B	teeody	T+EE+O+DY	EINSTELLEN · GRAD II · AUSFÜHRUNG · SCHLUSS	T	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	WERT EINSTELLEN · GRAD II · AUSFÜHRUNG · SCHLUSS	EINSTELLEN · GRAD II · AUSFÜHRUNG · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1192	G407-E1192	f72r	f72r1	CELESTIAL	f72r1.12	1389	P1009-S055	Tierkreis-Ringgruppe B	otar	OT+AR	DANACH · AUSGANG	OT|AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	NÄCHSTE POSITION · AUSGANGSPOSITION	DANACH · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1193	G407-E1193	f72r	f72r1	CELESTIAL	f72r1.12	1390	P1009-S055	Tierkreis-Ringgruppe B	chokaiin	OK+AIIN	SETZEN · WERT	OK|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION SETZEN · POSITIONSWERT	SETZEN · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1194	G407-E1194	f72r	f72r1	CELESTIAL	f72r1.12	1391	P1009-S055	Tierkreis-Ringgruppe B	okaiin	OK+AIIN	SETZEN · WERT	OK|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION SETZEN · POSITIONSWERT	SETZEN · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1195	G407-E1195	f72r	f72r1	CELESTIAL	f72r1.12	1392	P1009-S055	Tierkreis-Ringgruppe B	al	AL	ZIELORT	AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	ZIELPOSITION	ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1196	G407-E1196	f72r	f72r1	CELESTIAL	f72r1.12	1393	P1009-S055	Tierkreis-Ringgruppe B	alo	AL+O	ZIELORT · AUSFÜHRUNG	AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	ZIELPOSITION · AUSFÜHRUNG	ZIELORT · AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1197	G407-E1197	f72r	f72r1	CELESTIAL	f72r1.12	1394	P1009-S055	Tierkreis-Ringgruppe B	cheedy	CH+EE+D_ADDR+Y	NEHMEN · GRAD II · HIER · POSTEN	CH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION AUFNEHMEN · GRAD II · HIER · POSITIONSPOSTEN	NEHMEN · GRAD II · HIER · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1198	G407-E1198	f72r	f72r1	CELESTIAL	f72r1.12	1395	P1009-S055	Tierkreis-Ringgruppe B	otear	OT+E+AR	DANACH · GRAD I · AUSGANG	OT|AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	NÄCHSTE POSITION · GRAD I · AUSGANGSPOSITION	DANACH · GRAD I · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1199	G407-E1199	f72r	f72r1	CELESTIAL	f72r1.12	1396	P1009-S055	Tierkreis-Ringgruppe B	ar	AR	AUSGANG	AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	AUSGANGSPOSITION	AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1200	G407-E1200	f72r	f72r1	CELESTIAL	f72r1.12	1397	P1009-S055	Tierkreis-Ringgruppe B	cheky	CH+K+E+Y	NEHMEN · GEBEN · GRAD I · POSTEN	CH|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION AUFNEHMEN · WERT ZUORDNEN · GRAD I · POSITIONSPOSTEN	NEHMEN · GEBEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1201	G407-E1201	f72r	f72r1	CELESTIAL	f72r1.12	1398	P1009-S055	Tierkreis-Ringgruppe B	chokal	OK+AL	SETZEN · ZIELORT	OK|AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION SETZEN · ZIELPOSITION	SETZEN · ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1202	G407-E1202	f72r	f72r1	CELESTIAL	f72r1.12	1399	P1009-S055	Tierkreis-Ringgruppe B	otar	OT+AR	DANACH · AUSGANG	OT|AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	NÄCHSTE POSITION · AUSGANGSPOSITION	DANACH · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1203	G407-E1203	f72r	f72r1	CELESTIAL	f72r1.12	1400	P1009-S055	Tierkreis-Ringgruppe B	al	AL	ZIELORT	AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	ZIELPOSITION	ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1204	G407-E1204	f72r	f72r1	CELESTIAL	f72r1.12	1401	P1009-S055	Tierkreis-Ringgruppe B	o	O	AUSFÜHRUNG	NONE	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	AUSFÜHRUNG	AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1205	G407-E1205	f72r	f72r1	CELESTIAL	f72r1.12	1402	P1009-S055	Tierkreis-Ringgruppe B	qokar	OK+AR	SETZEN · AUSGANG	OK|AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION SETZEN · AUSGANGSPOSITION	SETZEN · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1206	G407-E1206	f72r	f72r1	CELESTIAL	f72r1.18	1409	P1009-S056	Tierkreis-Ringgruppe C	okeeols	OK+EE+OL+S	SETZEN · GRAD II · FORTSETZEN · WÄHLEN	OK|OL|S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION SETZEN · GRAD II · RINGFOLGE FORTSETZEN · POSITION WÄHLEN	SETZEN · GRAD II · FORTSETZEN · WÄHLEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1207	G407-E1207	f72r	f72r1	CELESTIAL	f72r1.18	1410	P1009-S056	Tierkreis-Ringgruppe C	aroly	AR+OL+Y	AUSGANG · FORTSETZEN · POSTEN	AR|OL|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	AUSGANGSPOSITION · RINGFOLGE FORTSETZEN · POSITIONSPOSTEN	AUSGANG · FORTSETZEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1208	G407-E1208	f72r	f72r1	CELESTIAL	f72r1.18	1411	P1009-S056	Tierkreis-Ringgruppe C	okees	OK+EE+S	SETZEN · GRAD II · WÄHLEN	OK|S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION SETZEN · GRAD II · POSITION WÄHLEN	SETZEN · GRAD II · WÄHLEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1209	G407-E1209	f72r	f72r1	CELESTIAL	f72r1.18	1412	P1009-S056	Tierkreis-Ringgruppe C	alaiin	AL+AIIN	ZIELORT · WERT	AL|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	ZIELPOSITION · POSITIONSWERT	ZIELORT · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1210	G407-E1210	f72r	f72r1	CELESTIAL	f72r1.18	1413	P1009-S056	Tierkreis-Ringgruppe C	okeor	OK+E+OR	SETZEN · GRAD I · EINHEIT	OK|OR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION SETZEN · GRAD I · POSITIONSEINHEIT	SETZEN · GRAD I · EINHEIT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1211	G407-E1211	f72r	f72r1	CELESTIAL	f72r1.18	1414	P1009-S056	Tierkreis-Ringgruppe C	chol	OL	FORTSETZEN	OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	RINGFOLGE FORTSETZEN	FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1212	G407-E1212	f72r	f72r1	CELESTIAL	f72r1.18	1415	P1009-S056	Tierkreis-Ringgruppe C	o	O	AUSFÜHRUNG	NONE	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	AUSFÜHRUNG	AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1213	G407-E1213	f72r	f72r1	CELESTIAL	f72r1.18	1416	P1009-S056	Tierkreis-Ringgruppe C	oteos	OT+E+O+S_ADDR	DANACH · GRAD I · AUSFÜHRUNG · HIER	OT	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	NÄCHSTE POSITION · GRAD I · AUSFÜHRUNG · HIER	DANACH · GRAD I · AUSFÜHRUNG · HIER	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1214	G407-E1214	f72r	f72r1	CELESTIAL	f72r1.18	1417	P1009-S056	Tierkreis-Ringgruppe C	aiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITIONSWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1215	G407-E1215	f72r	f72r1	CELESTIAL	f72r1.18	1418	P1009-S056	Tierkreis-Ringgruppe C	chal	CH+AL	NEHMEN · ZIELORT	CH|AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION AUFNEHMEN · ZIELPOSITION	NEHMEN · ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1216	G407-E1216	f72r	f72r1	CELESTIAL	f72r1.18	1419	P1009-S056	Tierkreis-Ringgruppe C	otaiin	OT+AIIN	DANACH · WERT	OT|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	NÄCHSTE POSITION · POSITIONSWERT	DANACH · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1217	G407-E1217	f72r	f72r1	CELESTIAL	f72r1.18	1420	P1009-S056	Tierkreis-Ringgruppe C	atchor	A_ADDR+T+CH+OR	HIER · EINSTELLEN · NEHMEN · EINHEIT	T|CH|OR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	HIER · WERT EINSTELLEN · POSITION AUFNEHMEN · POSITIONSEINHEIT	HIER · EINSTELLEN · NEHMEN · EINHEIT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1218	G407-E1218	f72r	f72r1	CELESTIAL	f72r1.18	1421	P1009-S056	Tierkreis-Ringgruppe C	chckhy	CH+K+Y	NEHMEN · GEBEN · POSTEN	CH|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION AUFNEHMEN · WERT ZUORDNEN · POSITIONSPOSTEN	NEHMEN · GEBEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1219	G407-E1219	f72r	f72r2	CELESTIAL	f72r2.6	1427	P1009-S057	Tierkreis-Ringgruppe D	oteos	OT+E+O+S_ADDR	DANACH · GRAD I · AUSFÜHRUNG · HIER	OT	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	NÄCHSTE POSITION · GRAD I · AUSFÜHRUNG · HIER	DANACH · GRAD I · AUSFÜHRUNG · HIER	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1220	G407-E1220	f72r	f72r2	CELESTIAL	f72r2.6	1428	P1009-S057	Tierkreis-Ringgruppe D	aiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITIONSWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1221	G407-E1221	f72r	f72r2	CELESTIAL	f72r2.6	1429	P1009-S057	Tierkreis-Ringgruppe D	okeo	OK+E+O	SETZEN · GRAD I · AUSFÜHRUNG	OK	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION SETZEN · GRAD I · AUSFÜHRUNG	SETZEN · GRAD I · AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1222	G407-E1222	f72r	f72r2	CELESTIAL	f72r2.6	1430	P1009-S057	Tierkreis-Ringgruppe D	daiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITIONSWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1223	G407-E1223	f72r	f72r2	CELESTIAL	f72r2.6	1431	P1009-S057	Tierkreis-Ringgruppe D	okeey	OK+EE+Y	SETZEN · GRAD II · POSTEN	OK|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION SETZEN · GRAD II · POSITIONSPOSTEN	SETZEN · GRAD II · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1224	G407-E1224	f72r	f72r2	CELESTIAL	f72r2.6	1432	P1009-S057	Tierkreis-Ringgruppe D	cheo	CH+E+O	NEHMEN · GRAD I · AUSFÜHRUNG	CH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION AUFNEHMEN · GRAD I · AUSFÜHRUNG	NEHMEN · GRAD I · AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1225	G407-E1225	f72r	f72r2	CELESTIAL	f72r2.6	1433	P1009-S057	Tierkreis-Ringgruppe D	keodal	K+E+O+AL	GEBEN · GRAD I · AUSFÜHRUNG · ZIELORT	K|AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	WERT ZUORDNEN · GRAD I · AUSFÜHRUNG · ZIELPOSITION	GEBEN · GRAD I · AUSFÜHRUNG · ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1226	G407-E1226	f72r	f72r2	CELESTIAL	f72r2.6	1434	P1009-S057	Tierkreis-Ringgruppe D	chol	OL	FORTSETZEN	OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	RINGFOLGE FORTSETZEN	FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1227	G407-E1227	f72r	f72r2	CELESTIAL	f72r2.6	1435	P1009-S057	Tierkreis-Ringgruppe D	okeol	OK+E+OL	SETZEN · GRAD I · FORTSETZEN	OK|OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION SETZEN · GRAD I · RINGFOLGE FORTSETZEN	SETZEN · GRAD I · FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1228	G407-E1228	f72r	f72r2	CELESTIAL	f72r2.6	1436	P1009-S057	Tierkreis-Ringgruppe D	oly	OL+Y	FORTSETZEN · POSTEN	OL|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	RINGFOLGE FORTSETZEN · POSITIONSPOSTEN	FORTSETZEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1229	G407-E1229	f72r	f72r2	CELESTIAL	f72r2.6	1437	P1009-S057	Tierkreis-Ringgruppe D	oteeykeey	OT+E+O+K+EE+Y	DANACH · GRAD I · AUSFÜHRUNG · GEBEN · GRAD II · POSTEN	OT|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	NÄCHSTE POSITION · GRAD I · AUSFÜHRUNG · WERT ZUORDNEN · GRAD II · POSITIONSPOSTEN	DANACH · GRAD I · AUSFÜHRUNG · GEBEN · GRAD II · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1230	G407-E1230	f72r	f72r2	CELESTIAL	f72r2.6	1438	P1009-S057	Tierkreis-Ringgruppe D	tey	T+E+Y	EINSTELLEN · GRAD I · POSTEN	T|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	WERT EINSTELLEN · GRAD I · POSITIONSPOSTEN	EINSTELLEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1231	G407-E1231	f72r	f72r2	CELESTIAL	f72r2.6	1439	P1009-S057	Tierkreis-Ringgruppe D	okalaiin	OK+AIIN	SETZEN · WERT	OK|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION SETZEN · POSITIONSWERT	SETZEN · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1232	G407-E1232	f72r	f72r2	CELESTIAL	f72r2.6	1440	P1009-S057	Tierkreis-Ringgruppe D	okalchal	OK+CH+AL	SETZEN · NEHMEN · ZIELORT	OK|CH|AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITION SETZEN · POSITION AUFNEHMEN · ZIELPOSITION	SETZEN · NEHMEN · ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1233	G407-E1233	f72r	f72r2	CELESTIAL	f72r2.6	1441	P1009-S057	Tierkreis-Ringgruppe D	chey	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	POSITIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
1234	G407-E1234	f72r	f72r2	CELESTIAL	f72r2.6	1442	P1009-S057	Tierkreis-Ringgruppe D	al	AL	ZIELORT	AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TIERKREISRING	ZIELPOSITION	ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
