event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	surface	final_recipe	gdt553_target_member	gdt553_resolution_generation	gdt553_former_queue_card	gdt553_recipe_match	gdt553_context_reading_match	slot_transition_template	explicit_action_roots	inherited_action_root	resolved_action_roots	explicit_argument_roots	inherited_argument_root	resolved_argument_roots	ordered_control_chain	portable_semantic_macro	abstract_event_template	contextual_clause_de	portable_consistency_key	guard
186	G515-E0186	G515-S010	26	f31r	HERBAL	sheeody	SH+EE+O+D_ADDR+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	SH	NONE	SH	Y	NONE	Y	GRADE:II>EXEC>ADDR:D	A:SH;X:Y;C:GRADE:II>EXEC>ADDR:D	SET_A1__SET_X1|A>G2>EXEC>ADDR>X	Halte den Pflanzenposten; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	SH+EE+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
187	G515-E0187	G515-S010	27	f31r	HERBAL	qokeor	OK+E+OR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	OR	NONE	OR	GRADE:I	A:OK;X:OR;C:GRADE:I	SET_A1__SET_X1|A>G1>X	Setze die Arbeitseinheit im Arbeitsgang an; auf Grad I.	OK+E+OR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
188	G515-E0188	G515-S011	1	f31r	HERBAL	tshokeody	T+SH+OK+E+O+D_ADDR+Y	YES	BASE_GDT548	NO	YES	YES	SET_A3__SET_X1	T|SH|OK	NONE	T|SH|OK	Y	NONE	Y	GRADE:I>EXEC>ADDR:D	A:T+SH+OK;X:Y;C:GRADE:I>EXEC>ADDR:D	SET_A3__SET_X1|A>A>A>G1>EXEC>ADDR>X	Stelle den Pflanzenposten ein, halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	T+SH+OK+E+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
189	G515-E0189	G515-S011	2	f31r	HERBAL	qokedy	OK+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	OK	NONE	OK	NONE	Y	Y	GRADE:I>CLOSE	A:OK;X:^Y;C:GRADE:I>CLOSE	SET_A1__KEEP_X1|A>G1>CLOSE	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK+E+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
190	G515-E0190	G515-S012	1	f31r	HERBAL	qotedy	OT+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	EMPTY_A__EMPTY_X	NONE	NONE	NONE	NONE	NONE	NONE	THEN>GRADE:I>CLOSE	A:-;X:-;C:THEN>GRADE:I>CLOSE	EMPTY_A__EMPTY_X|THEN>G1>CLOSE	Danach: auf Grad I; schließe den Schritt.	OT+E+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
191	G515-E0191	G515-S013	1	f31r	HERBAL	chepos	CH+E+P+O+S	YES	BASE_GDT548	NO	YES	YES	SET_A3__EMPTY_X	CH|P|S	NONE	CH|P|S	NONE	NONE	NONE	GRADE:I>EXEC	A:CH+P+S;X:-;C:GRADE:I>EXEC	SET_A3__EMPTY_X|A>G1>A>EXEC>A	Nimm, setze ein und wähle; auf Grad I und zur Ausführung.	CH+E+P+O+S|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
192	G515-E0192	G515-S013	2	f31r	HERBAL	cheda	CHD+A_ADDR	YES	BASE_GDT548	NO	YES	YES	SET_A1__EMPTY_X	CHD	NONE	CHD	NONE	NONE	NONE	ADDR:A	A:CHD;X:-;C:ADDR:A	SET_A1__EMPTY_X|A>ADDR	Bearbeite; an der bezeichneten Stelle.	CHD+A_ADDR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
193	G515-E0193	G515-S013	3	f31r	HERBAL	s	S	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	S	NONE	S	NONE	NONE	NONE	NONE	A:S;X:-;C:-	SET_A1__EMPTY_X|A	Wähle.	S|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
194	G515-E0194	G515-S013	4	f31r	HERBAL	aiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	S	S	AIIN	NONE	AIIN	NONE	A:^S;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz wähle den Arbeitswert.	AIIN|IA:S|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
195	G515-E0195	G515-S013	5	f31r	HERBAL	dal	AL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	S	S	NONE	AIIN	AIIN	REL:AL	A:^S;X:^AIIN;C:REL:AL	KEEP_A1__KEEP_X1|REL	Im laufenden Satz wähle den Arbeitswert [wie zuvor]; zur Zielstelle.	AL|IA:S|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
196	G515-E0196	G515-S013	6	f31r	HERBAL	ykeedar	Y+K+EE+D_ADDR+AR	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	GRADE:II>ADDR:D>REL:AR	A:K;X:Y;C:GRADE:II>ADDR:D>REL:AR	SET_A1__SET_X1|X>A>G2>ADDR>REL	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	Y+K+EE+D_ADDR+AR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
197	G515-E0197	G515-S013	7	f31r	HERBAL	saiin	S+AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	S	NONE	S	AIIN	NONE	AIIN	NONE	A:S;X:AIIN;C:-	SET_A1__SET_X1|A>X	Wähle den Arbeitswert.	S+AIIN|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
198	G515-E0198	G515-S013	8	f31r	HERBAL	checkhey	CH+E+CH+K+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A3__SET_X1	CH|CH|K	NONE	CH|CH|K	Y	NONE	Y	GRADE:I>GRADE:I	A:CH+CH+K;X:Y;C:GRADE:I>GRADE:I	SET_A3__SET_X1|A>G1>A>A>G1>X	Nimm den Pflanzenposten, nimm den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I [außen] und auf Grad I [innen].	CH+E+CH+K+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
199	G515-E0199	G515-S013	9	f31r	HERBAL	sheol	SH+E+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	GRADE:I>CONTINUE	A:SH;X:^Y;C:GRADE:I>CONTINUE	SET_A1__KEEP_X1|A>G1>CONT	Halte den Pflanzenposten [wie zuvor]; auf Grad I; führe fort.	SH+E+OL|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
200	G515-E0200	G515-S013	10	f31r	HERBAL	qokedy	OK+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	OK	NONE	OK	NONE	Y	Y	GRADE:I>CLOSE	A:OK;X:^Y;C:GRADE:I>CLOSE	SET_A1__KEEP_X1|A>G1>CLOSE	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK+E+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
201	G515-E0201	G515-S014	1	f31r	HERBAL	ykeedy	Y+K+EE+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X2	K	NONE	K	Y|Y	NONE	Y|Y	GRADE:II>ADDR:D	A:K;X:Y+Y;C:GRADE:II>ADDR:D	SET_A1__SET_X2|X>A>G2>ADDR>X	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu; auf Grad II; an der bezeichneten Stelle.	Y+K+EE+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
202	G515-E0202	G515-S014	2	f31r	HERBAL	chedy	CHD+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CHD	NONE	CHD	Y	NONE	Y	NONE	A:CHD;X:Y;C:-	SET_A1__SET_X1|A>X	Bearbeite den Pflanzenposten.	CHD+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
203	G515-E0203	G515-S014	3	f31r	HERBAL	ldy	L+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	CHD	CHD	NONE	Y	Y	REL:L>CLOSE	A:^CHD;X:^Y;C:REL:L>CLOSE	KEEP_A1__KEEP_X1|REL>CLOSE	Im laufenden Satz bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; schließe den Schritt.	L+DY|IA:CHD|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
204	G515-E0204	G515-S015	1	f31r	HERBAL	shedy	SH+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	SH	NONE	SH	NONE	NONE	NONE	GRADE:I>CLOSE	A:SH;X:-;C:GRADE:I>CLOSE	SET_A1__EMPTY_X|A>G1>CLOSE	Halte; auf Grad I; schließe den Schritt.	SH+E+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
205	G515-E0205	G515-S016	1	f31r	HERBAL	qokedy	OK+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	OK	NONE	OK	NONE	NONE	NONE	GRADE:I>CLOSE	A:OK;X:-;C:GRADE:I>CLOSE	SET_A1__EMPTY_X|A>G1>CLOSE	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK+E+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
206	G515-E0206	G515-S017	1	f31r	HERBAL	cheol	CH+E+O+L	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	CH	NONE	CH	NONE	NONE	NONE	GRADE:I>EXEC>REL:L	A:CH;X:-;C:GRADE:I>EXEC>REL:L	SET_A1__EMPTY_X|A>G1>EXEC>REL	Nimm; über die Verbindung im Pflanzenartikel; auf Grad I und zur Ausführung.	CH+E+O+L|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
207	G515-E0207	G515-S017	2	f31r	HERBAL	cheod	CH+E+O+D_ADDR	YES	BASE_GDT548	NO	YES	YES	SET_A1__EMPTY_X	CH	NONE	CH	NONE	NONE	NONE	GRADE:I>EXEC>ADDR:D	A:CH;X:-;C:GRADE:I>EXEC>ADDR:D	SET_A1__EMPTY_X|A>G1>EXEC>ADDR	Nimm; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	CH+E+O+D_ADDR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
208	G515-E0208	G515-S017	3	f31r	HERBAL	qokeody	OK+E+O+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:I>EXEC>ADDR:D	A:OK;X:Y;C:GRADE:I>EXEC>ADDR:D	SET_A1__SET_X1|A>G1>EXEC>ADDR>X	Setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	OK+E+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
209	G515-E0209	G515-S017	4	f31r	HERBAL	cheol	CH+E+O+L	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	CH	NONE	CH	NONE	Y	Y	GRADE:I>EXEC>REL:L	A:CH;X:^Y;C:GRADE:I>EXEC>REL:L	SET_A1__KEEP_X1|A>G1>EXEC>REL	Nimm den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; auf Grad I und zur Ausführung.	CH+E+O+L|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
210	G515-E0210	G515-S017	5	f31r	HERBAL	checthy	CH+T+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|T	NONE	CH|T	Y	NONE	Y	NONE	A:CH+T;X:Y;C:-	SET_A2__SET_X1|A>A>X	Nimm den Pflanzenposten und stelle den Pflanzenposten ein.	CH+T+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
211	G515-E0211	G515-S017	6	f31r	HERBAL	daiir	DA+IIN+R	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	R	NONE	R	NONE	Y	Y	STAGE:II>STAGE	A:R;X:^Y;C:STAGE:II>STAGE	SET_A1__KEEP_X1|STAGE2>STAGE>A	Markiere den Pflanzenposten [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe.	DA+IIN+R|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
212	G515-E0212	G515-S017	7	f31r	HERBAL	sheeo	SH+EE+O	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	GRADE:II>EXEC	A:SH;X:^Y;C:GRADE:II>EXEC	SET_A1__KEEP_X1|A>G2>EXEC	Halte den Pflanzenposten [wie zuvor]; auf Grad II und zur Ausführung.	SH+EE+O|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
213	G515-E0213	G515-S017	8	f31r	HERBAL	shcthey	SH+CH+T+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A3__SET_X1	SH|CH|T	NONE	SH|CH|T	Y	NONE	Y	GRADE:I	A:SH+CH+T;X:Y;C:GRADE:I	SET_A3__SET_X1|A>A>A>G1>X	Halte den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein; auf Grad I.	SH+CH+T+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
214	G515-E0214	G515-S017	9	f31r	HERBAL	okeol	OK+E+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	OK	NONE	OK	NONE	Y	Y	GRADE:I>CONTINUE	A:OK;X:^Y;C:GRADE:I>CONTINUE	SET_A1__KEEP_X1|A>G1>CONT	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; führe fort.	OK+E+OL|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
215	G515-E0215	G515-S018	1	f31r	HERBAL	tol	T+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	T	NONE	T	NONE	NONE	NONE	CONTINUE	A:T;X:-;C:CONTINUE	SET_A1__EMPTY_X|A>CONT	Stelle ein; führe fort.	T+OL|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
216	G515-E0216	G515-S018	2	f31r	HERBAL	shso	SH+S+O	YES	GDT552_BOUNDARY_FAMILY	YES	YES	YES	SET_A2__EMPTY_X	SH|S	NONE	SH|S	NONE	NONE	NONE	EXEC	A:SH+S;X:-;C:EXEC	SET_A2__EMPTY_X|A>A>EXEC	Halte und wähle; zur Ausführung.	SH+S+O|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
217	G515-E0217	G515-S018	3	f31r	HERBAL	okedy	OK+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	OK	NONE	OK	NONE	NONE	NONE	GRADE:I>CLOSE	A:OK;X:-;C:GRADE:I>CLOSE	SET_A1__EMPTY_X|A>G1>CLOSE	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK+E+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
218	G515-E0218	G515-S019	1	f31r	HERBAL	okedy	OK+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	OK	NONE	OK	NONE	NONE	NONE	GRADE:I>CLOSE	A:OK;X:-;C:GRADE:I>CLOSE	SET_A1__EMPTY_X|A>G1>CLOSE	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK+E+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
219	G515-E0219	G515-S020	1	f31r	HERBAL	qokedy	OK+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	OK	NONE	OK	NONE	NONE	NONE	GRADE:I>CLOSE	A:OK;X:-;C:GRADE:I>CLOSE	SET_A1__EMPTY_X|A>G1>CLOSE	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK+E+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
220	G515-E0220	G515-S021	1	f31r	HERBAL	qokeedy	OK+EE+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	OK	NONE	OK	NONE	NONE	NONE	GRADE:II>CLOSE	A:OK;X:-;C:GRADE:II>CLOSE	SET_A1__EMPTY_X|A>G2>CLOSE	Setze im Arbeitsgang an; auf Grad II; schließe den Schritt.	OK+EE+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
221	G515-E0221	G515-S022	1	f31r	HERBAL	dar	D_ADDR+AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	EMPTY_A__EMPTY_X	NONE	NONE	NONE	NONE	NONE	NONE	ADDR:D>REL:AR	A:-;X:-;C:ADDR:D>REL:AR	EMPTY_A__EMPTY_X|ADDR>REL	Vom Ausgangsmaterial; an der bezeichneten Stelle.	D_ADDR+AR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
222	G515-E0222	G515-S022	2	f31r	HERBAL	shedshey	SH+E+D_ADDR+SH+E+Y	YES	BASE_GDT548	NO	YES	YES	SET_A2__SET_X1	SH|SH	NONE	SH|SH	Y	NONE	Y	GRADE:I>ADDR:D>GRADE:I	A:SH+SH;X:Y;C:GRADE:I>ADDR:D>GRADE:I	SET_A2__SET_X1|A>G1>ADDR>A>G1>X	Halte den Pflanzenposten und halte den Pflanzenposten; auf Grad I [außen] und auf Grad I [innen]; an der bezeichneten Stelle.	SH+E+D_ADDR+SH+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
223	G515-E0223	G515-S022	3	f31r	HERBAL	olsheol	OL+K+E+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	K	NONE	K	NONE	Y	Y	CONTINUE>GRADE:I>CONTINUE	A:K;X:^Y;C:CONTINUE>GRADE:I>CONTINUE	SET_A1__KEEP_X1|CONT>A>G1>CONT	Gib den Pflanzenposten [wie zuvor] zu; auf Grad I; führe 2-mal fort.	OL+K+E+OL|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
224	G515-E0224	G515-S022	4	f31r	HERBAL	qokchy	OK+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	NONE	A:OK;X:Y;C:-	SET_A1__SET_X1|A>X	Setze den Pflanzenposten im Arbeitsgang an.	OK+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
225	G515-E0225	G515-S022	5	f31r	HERBAL	dal	AL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	OK	OK	NONE	Y	Y	REL:AL	A:^OK;X:^Y;C:REL:AL	KEEP_A1__KEEP_X1|REL	Im laufenden Satz setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	AL|IA:OK|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
226	G515-E0226	G515-S022	6	f31r	HERBAL	chey	Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	OK	OK	Y	NONE	Y	NONE	A:^OK;X:Y;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an.	Y|IA:OK|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
227	G515-E0227	G515-S022	7	f31r	HERBAL	deey	D_ADDR+EE+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	OK	OK	Y	NONE	Y	ADDR:D>GRADE:II	A:^OK;X:Y;C:ADDR:D>GRADE:II	KEEP_A1__SET_X1|ADDR>G2>X	Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an; auf Grad II; an der bezeichneten Stelle.	D_ADDR+EE+Y|IA:OK|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
228	G515-E0228	G515-S022	8	f31r	HERBAL	kchy	K+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	NONE	A:K;X:Y;C:-	SET_A1__SET_X1|A>X	Gib den Pflanzenposten zu.	K+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
229	G515-E0229	G515-S022	9	f31r	HERBAL	keey	K+EE+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	GRADE:II	A:K;X:Y;C:GRADE:II	SET_A1__SET_X1|A>G2>X	Gib den Pflanzenposten zu; auf Grad II.	K+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
230	G515-E0230	G515-S022	10	f31r	HERBAL	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	OK	NONE	OK	NONE	Y	Y	ADDR:A>LOCAL:I>STAGE	A:OK;X:^Y;C:ADDR:A>LOCAL:I>STAGE	SET_A1__KEEP_X1|A>ADDR>LOCAL>STAGE	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf der bezeichneten Stufe; an der bezeichneten Stelle und mit der lokalen Variante i.	OK+A_ADDR+LOCAL_CHAR_I+IIN|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
231	G515-E0231	G515-S022	11	f31r	HERBAL	ykeey	Y+K+EE+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X2	K	NONE	K	Y|Y	NONE	Y|Y	GRADE:II	A:K;X:Y+Y;C:GRADE:II	SET_A1__SET_X2|X>A>G2>X	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu; auf Grad II.	Y+K+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
232	G515-E0232	G515-S022	12	f31r	HERBAL	qoaiin	CARRIER_Q+O+AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	K	K	AIIN	NONE	AIIN	BEGIN>EXEC	A:^K;X:AIIN;C:BEGIN>EXEC	KEEP_A1__SET_X1|BEGIN>EXEC>X	Im laufenden Satz gib den Arbeitswert zu; mit Beginnmarker und zur Ausführung.	CARRIER_Q+O+AIIN|IA:K|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
