edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard
3125	G407-E3125	G407-S484	9	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	cheey	SH+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten; auf Grad II.	Halte den Stationsposten; auf Grad II.	Halte den Stationsposten; auf Grad II.	Halte den Stationsposten; auf Grad II.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten; auf Grad II.	Halte den Stationsposten; auf Grad II.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:SH=Halte oder bade|RUNNING:G407-E3125@1|ACTION:G407-E3125@1:SH] [2:EE=auf Grad II|RUNNING:G407-E3125@2|ACTION:G407-E3125@1:SH] [3:Y=Stationsansatz|RUNNING:G407-E3125@3|ACTION:G407-E3125@1:SH]	Halte oder bade: auf Grad II, Stationsansatz.	Halte den Stationsposten; auf Grad II.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3126	G407-E3126	G407-S484	10	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dal	AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E3126@1|ACTION:G407-E3125@1:SH]	beim Halten oder Baden [ACTION:G407-E3125@1:SH]: zur Zielstation oder ins Zielbecken.	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3127	G407-E3127	G407-S484	11	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lchedy	L+CHD+DY	STATE_CARD	DY	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3127@1|ACTION:G407-E3127@2:CHD] [2:CHD=Behandle|RUNNING:G407-E3127@2|ACTION:G407-E3127@2:CHD] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3127@3|CONTROL:G407-E3127@3:DY]	Behandle: über den Stationskontakt oder die Leitung; im Steuerrahmen [CONTROL:G407-E3127@3:DY]: Arbeitsgang abschließen.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3128	G407-E3128	G407-S485	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:CHD=Behandle|RUNNING:G407-E3128@1|ACTION:G407-E3128@1:CHD] [2:Y=Stationsansatz|RUNNING:G407-E3128@2|ACTION:G407-E3128@1:CHD]	Behandle: Stationsansatz.	Bearbeite den Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3129	G407-E3129	G407-S485	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Stationsposten, entnimm ihn, stelle ihn ein und stelle ihn ein; zur Zielstation und von der Ausgangsstation; auf Grad I; an der D-Stelle.	Wähle den Stationsposten, entnimm ihn, stelle ihn ein und stelle ihn ein; zur Zielstation und von der Ausgangsstation; auf Grad I; an der D-Stelle.	Wähle den Stationsposten, entnimm ihn, stelle ihn ein und stelle ihn ein; zur Zielstation und von der Ausgangsstation; auf Grad I; an der D-Stelle.	Wähle den Stationsposten, entnimm ihn, stelle ihn ein und stelle ihn ein; zur Zielstation und von der Ausgangsstation; auf Grad I; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle den Stationsposten, entnimm ihn, stelle ihn ein und stelle ihn ein; zur Zielstation und von der Ausgangsstation; auf Grad I; an der D-Stelle.	Wähle den Stationsposten, entnimm ihn, stelle ihn ein und stelle ihn ein; zur Zielstation und von der Ausgangsstation; auf Grad I; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	9	9	0	[1:S=Wähle oder leite um|RUNNING:G407-E3129@1|ACTION:G407-E3129@1:S] [2:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E3129@2|ACTION:G407-E3129@1:S] [3:CH=Entnimm oder lass ab|RUNNING:G407-E3129@3|ACTION:G407-E3129@3:CH] [4:T=Reguliere oder temperiere|RUNNING:G407-E3129@4|ACTION:G407-E3129@4:T] [5:E=auf Grad I|RUNNING:G407-E3129@5|ACTION:G407-E3129@4:T] [6:D_ADDR=an der Stations-Arbeitsstelle|RUNNING:G407-E3129@6|ACTION:G407-E3129@4:T] [7:Y=Stationsansatz|RUNNING:G407-E3129@7|ACTION:G407-E3129@8:T] [8:T=Reguliere oder temperiere|RUNNING:G407-E3129@8|ACTION:G407-E3129@8:T] [9:AR=von der Ausgangsstation oder aus dem Ausgangsbecken|RUNNING:G407-E3129@9|ACTION:G407-E3129@8:T]	Wähle oder leite um: zur Zielstation oder ins Zielbecken; Entnimm oder lass ab; Reguliere oder temperiere: auf Grad I, an der Stations-Arbeitsstelle; Reguliere oder temperiere: Stationsansatz, von der Ausgangsstation oder aus dem Ausgangsbecken.	Wähle den Stationsposten, entnimm ihn, stelle ihn ein und stelle ihn ein; zur Zielstation und von der Ausgangsstation; auf Grad I; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3130	G407-E3130	G407-S485	3	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shol	SH+OL	STATE_CARD	OL	Weiter: halte denselben Stationsposten.	Weiter: halte denselben Stationsposten.	Weiter: halte denselben Stationsposten.	Weiter: halte denselben Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: halte denselben Stationsposten.	Weiter: halte denselben Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	1	1	[1:SH=Halte oder bade|RUNNING:G407-E3130@1|ACTION:G407-E3130@1:SH] [2:OL=weiter im selben Arbeitsgang|RUNNING:G407-E3130@2|CONTROL:G407-E3130@2:OL]	Halte oder bade; im Steuerrahmen [CONTROL:G407-E3130@2:OL]: weiter im selben Arbeitsgang.	Weiter: halte denselben Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3131	G407-E3131	G407-S485	4	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qetchy	CARRIER_Q+E+T+CH+Y	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Stationsposten ein und entnimm ihn; als neuen Einsatz und auf Grad I.	Stelle den Stationsposten ein und entnimm ihn; als neuen Einsatz und auf Grad I.	Stelle den Stationsposten ein und entnimm ihn; als neuen Einsatz und auf Grad I.	Stelle den Stationsposten ein und entnimm ihn; als neuen Einsatz und auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle den Stationsposten ein und entnimm ihn; als neuen Einsatz und auf Grad I.	Stelle den Stationsposten ein und entnimm ihn; als neuen Einsatz und auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:CARRIER_Q=als neuer Bad- oder Stationsansatz|RUNNING:G407-E3131@1|ACTION:G407-E3131@3:T] [2:E=auf Grad I|RUNNING:G407-E3131@2|ACTION:G407-E3131@3:T] [3:T=Reguliere oder temperiere|RUNNING:G407-E3131@3|ACTION:G407-E3131@3:T] [4:CH=Entnimm oder lass ab|RUNNING:G407-E3131@4|ACTION:G407-E3131@4:CH] [5:Y=Stationsansatz|RUNNING:G407-E3131@5|ACTION:G407-E3131@4:CH]	Reguliere oder temperiere: als neuer Bad- oder Stationsansatz, auf Grad I; Entnimm oder lass ab: Stationsansatz.	Stelle den Stationsposten ein und entnimm ihn; als neuen Einsatz und auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3132	G407-E3132	G407-S485	5	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ykaiin	Y+K+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Führe den Stationsposten und den Stationswert zu.	Führe den Stationsposten und den Stationswert zu.	Führe den Stationsposten und den Stationswert zu.	Führe den Stationsposten und den Stationswert zu.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	NONE	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Führe den Stationsposten und den Stationswert zu.	Führe den Stationsposten und den Stationswert zu.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:Y=Stationsansatz|RUNNING:G407-E3132@1|ACTION:G407-E3132@2:K] [2:K=Führe zu|RUNNING:G407-E3132@2|ACTION:G407-E3132@2:K] [3:AIIN=Stations- oder Badmaß|RUNNING:G407-E3132@3|ACTION:G407-E3132@2:K]	Führe zu: Stationsansatz, Stations- oder Badmaß.	Führe den Stationsposten und den Stationswert zu.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3133	G407-E3133	G407-S485	6	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olkain	OL+K+AIN	STATE_CARD	OL	Weiter: führe den Stationsanteil zu.	Weiter: führe den Stationsanteil zu.	Weiter: führe den Stationsanteil zu.	Weiter: führe den Stationsanteil zu.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: führe den Stationsanteil zu.	Weiter: führe den Stationsanteil zu.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:OL=weiter im selben Arbeitsgang|RUNNING:G407-E3133@1|CONTROL:G407-E3133@1:OL] [2:K=Führe zu|RUNNING:G407-E3133@2|ACTION:G407-E3133@2:K] [3:AIN=Anwendungsportion|RUNNING:G407-E3133@3|ACTION:G407-E3133@2:K]	im Steuerrahmen [CONTROL:G407-E3133@1:OL]: weiter im selben Arbeitsgang; Führe zu: Anwendungsportion.	Weiter: führe den Stationsanteil zu.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3134	G407-E3134	G407-S485	7	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shedy	SH+E+DY	STATE_CARD	DY	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Halte oder bade|RUNNING:G407-E3134@1|ACTION:G407-E3134@1:SH] [2:E=auf Grad I|RUNNING:G407-E3134@2|ACTION:G407-E3134@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3134@3|CONTROL:G407-E3134@3:DY]	Halte oder bade: auf Grad I; im Steuerrahmen [CONTROL:G407-E3134@3:DY]: Arbeitsgang abschließen.	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3135	G407-E3135	G407-S486	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qoky	OK+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:OK=Beschicke oder bereite vor|RUNNING:G407-E3135@1|ACTION:G407-E3135@1:OK] [2:Y=Stationsansatz|RUNNING:G407-E3135@2|ACTION:G407-E3135@1:OK]	Beschicke oder bereite vor: Stationsansatz.	Setze den Stationsposten im Stationsgang an.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3136	G407-E3136	G407-S486	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dchedy	D_ADDR+CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten; an der D-Stelle.	Bearbeite den Stationsposten; an der D-Stelle.	Bearbeite den Stationsposten; an der D-Stelle.	Bearbeite den Stationsposten; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite den Stationsposten; an der D-Stelle.	Bearbeite den Stationsposten; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:D_ADDR=an der Stations-Arbeitsstelle|RUNNING:G407-E3136@1|ACTION:G407-E3136@2:CHD] [2:CHD=Behandle|RUNNING:G407-E3136@2|ACTION:G407-E3136@2:CHD] [3:Y=Stationsansatz|RUNNING:G407-E3136@3|ACTION:G407-E3136@2:CHD]	Behandle: an der Stations-Arbeitsstelle, Stationsansatz.	Bearbeite den Stationsposten; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3137	G407-E3137	G407-S486	3	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	rol	R+OL	STATE_CARD	OL	Weiter: markiere denselben Stationsposten.	Weiter: markiere denselben Stationsposten.	Weiter: markiere denselben Stationsposten.	Weiter: markiere denselben Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	R	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: markiere denselben Stationsposten.	Weiter: markiere denselben Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	1	1	[1:R=Kennzeichne oder prüfe|RUNNING:G407-E3137@1|ACTION:G407-E3137@1:R] [2:OL=weiter im selben Arbeitsgang|RUNNING:G407-E3137@2|CONTROL:G407-E3137@2:OL]	Kennzeichne oder prüfe; im Steuerrahmen [CONTROL:G407-E3137@2:OL]: weiter im selben Arbeitsgang.	Weiter: markiere denselben Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3138	G407-E3138	G407-S486	4	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olcthdy	OL+CH+T+D_ADDR+Y	STATE_CARD	OL	Weiter: entnimm den Stationsposten und stelle ihn ein; an der D-Stelle.	Weiter: entnimm den Stationsposten und stelle ihn ein; an der D-Stelle.	Weiter: entnimm den Stationsposten und stelle ihn ein; an der D-Stelle.	Weiter: entnimm den Stationsposten und stelle ihn ein; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: entnimm den Stationsposten und stelle ihn ein; an der D-Stelle.	Weiter: entnimm den Stationsposten und stelle ihn ein; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	4	1	[1:OL=weiter im selben Arbeitsgang|RUNNING:G407-E3138@1|CONTROL:G407-E3138@1:OL] [2:CH=Entnimm oder lass ab|RUNNING:G407-E3138@2|ACTION:G407-E3138@2:CH] [3:T=Reguliere oder temperiere|RUNNING:G407-E3138@3|ACTION:G407-E3138@3:T] [4:D_ADDR=an der Stations-Arbeitsstelle|RUNNING:G407-E3138@4|ACTION:G407-E3138@3:T] [5:Y=Stationsansatz|RUNNING:G407-E3138@5|ACTION:G407-E3138@3:T]	im Steuerrahmen [CONTROL:G407-E3138@1:OL]: weiter im selben Arbeitsgang; Entnimm oder lass ab; Reguliere oder temperiere: an der Stations-Arbeitsstelle, Stationsansatz.	Weiter: entnimm den Stationsposten und stelle ihn ein; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3139	G407-E3139	G407-S486	5	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ytey	T+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Stationsposten ein; auf Grad I.	Stelle den Stationsposten ein; auf Grad I.	Stelle den Stationsposten ein; auf Grad I.	Stelle den Stationsposten ein; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle den Stationsposten ein; auf Grad I.	Stelle den Stationsposten ein; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:T=Reguliere oder temperiere|RUNNING:G407-E3139@1|ACTION:G407-E3139@1:T] [2:E=auf Grad I|RUNNING:G407-E3139@2|ACTION:G407-E3139@1:T] [3:Y=Stationsansatz|RUNNING:G407-E3139@3|ACTION:G407-E3139@1:T]	Reguliere oder temperiere: auf Grad I, Stationsansatz.	Stelle den Stationsposten ein; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3140	G407-E3140	G407-S486	6	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okchedy	OK+CHD+DY	STATE_CARD	DY	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:OK=Beschicke oder bereite vor|RUNNING:G407-E3140@1|ACTION:G407-E3140@1:OK] [2:CHD=Behandle|RUNNING:G407-E3140@2|ACTION:G407-E3140@2:CHD] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3140@3|CONTROL:G407-E3140@3:DY]	Beschicke oder bereite vor; Behandle; im Steuerrahmen [CONTROL:G407-E3140@3:DY]: Arbeitsgang abschließen.	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3141	G407-E3141	G407-S487	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qokal	OK+AL	NONSTATE_CARD	NOT_APPLICABLE	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:OK=Beschicke oder bereite vor|RUNNING:G407-E3141@1|ACTION:G407-E3141@1:OK] [2:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E3141@2|ACTION:G407-E3141@1:OK]	Beschicke oder bereite vor: zur Zielstation oder ins Zielbecken.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3142	G407-E3142	G407-S487	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okeey	OK+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:OK=Beschicke oder bereite vor|RUNNING:G407-E3142@1|ACTION:G407-E3142@1:OK] [2:EE=auf Grad II|RUNNING:G407-E3142@2|ACTION:G407-E3142@1:OK] [3:Y=Stationsansatz|RUNNING:G407-E3142@3|ACTION:G407-E3142@1:OK]	Beschicke oder bereite vor: auf Grad II, Stationsansatz.	Setze den Stationsposten im Stationsgang an; auf Grad II.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
