complete_slot_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	locus	surface	slot_value	slot_position	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	source_detail	guard	gdt582_default_key	gdt582_default_kind	gdt582_core_concept	gdt582_concrete_default_de	gdt582_default_basis	gdt582_default_status	gdt582_guard
1022	RUNNING:G407-E0400@3	RUNNING_ATOM	G407-E0400	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	shorodo	O	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	GDT577_ACTION_OCCURRENCE	ACTION:G407-E0400@1:SH	PRIMARY_GOVERNOR	GDT577_EXPLICIT_REPEAT_SLOT	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Zubereitungsform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1023	RUNNING:G407-E0400@4	RUNNING_ATOM	G407-E0400	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	shorodo	D_ADDR	4	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0400@1:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:D_ADDR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	WORK_SITE	an der Pflanzen-Arbeitsstelle	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1024	RUNNING:G407-E0400@5	RUNNING_ATOM	G407-E0400	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	shorodo	O	5	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	GDT577_ACTION_OCCURRENCE	ACTION:G407-E0400@1:SH	PRIMARY_GOVERNOR	GDT577_EXPLICIT_REPEAT_SLOT	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Zubereitungsform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1025	RUNNING:G407-E0401@1	RUNNING_ATOM	G407-E0401	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	shy	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0400@1:SH	PRIMARY_GOVERNOR	G407-A00375	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1026	RUNNING:G407-E0402@1	RUNNING_ATOM	G407-E0402	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	tshy	T	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0402@1:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:T:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	ADJUST_OR_TEMPER	Stelle ein oder temperiere	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1027	RUNNING:G407-E0402@2	RUNNING_ATOM	G407-E0402	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	tshy	Y	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0402@1:T	PRIMARY_GOVERNOR	G407-A00376	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1028	RUNNING:G407-E0403@1	RUNNING_ATOM	G407-E0403	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	kchol	K	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0403@1:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:K:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	TRANSFER_OR_ADD	Gib zu	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1029	RUNNING:G407-E0403@2	RUNNING_ATOM	G407-E0403	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	kchol	OL	2	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0403@2:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1030	RUNNING:G407-E0404@1	RUNNING_ATOM	G407-E0404	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	dpchy	D_ADDR	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0404@2:P	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:D_ADDR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	WORK_SITE	an der Pflanzen-Arbeitsstelle	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1031	RUNNING:G407-E0404@2	RUNNING_ATOM	G407-E0404	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	dpchy	P	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0404@2:P	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:P:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	INSERT_OR_APPLY	Bringe ein	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1032	RUNNING:G407-E0404@3	RUNNING_ATOM	G407-E0404	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	dpchy	Y	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0404@2:P	PRIMARY_GOVERNOR	G407-A00377	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1033	RUNNING:G407-E0405@1	RUNNING_ATOM	G407-E0405	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	qopchy	O	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0405@2:P	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Zubereitungsform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1034	RUNNING:G407-E0405@2	RUNNING_ATOM	G407-E0405	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	qopchy	P	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0405@2:P	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:P:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	INSERT_OR_APPLY	Bringe ein	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1035	RUNNING:G407-E0405@3	RUNNING_ATOM	G407-E0405	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	qopchy	Y	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0405@2:P	PRIMARY_GOVERNOR	G407-A00378	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1036	RUNNING:G407-E0406@1	RUNNING_ATOM	G407-E0406	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	otchol	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0406@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1037	RUNNING:G407-E0406@2	RUNNING_ATOM	G407-E0406	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	otchol	CH	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0406@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm oder ziehe aus	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1038	RUNNING:G407-E0406@3	RUNNING_ATOM	G407-E0406	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	otchol	OL	3	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0406@3:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1039	RUNNING:G407-E0407@1	RUNNING_ATOM	G407-E0407	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	cfholdy	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0407@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm oder ziehe aus	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1040	RUNNING:G407-E0407@2	RUNNING_ATOM	G407-E0407	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	cfholdy	LOCAL_CHAR_F	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0407@1:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:LOCAL_CHAR_F:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	FINE_FORM	in Feinform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1041	RUNNING:G407-E0407@3	RUNNING_ATOM	G407-E0407	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	cfholdy	OL	3	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0407@3:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1042	RUNNING:G407-E0407@4	RUNNING_ATOM	G407-E0407	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	cfholdy	DY	4	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0407@4:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:DY	STRUCTURAL_CONTROL_DEFAULT	CLOSE_RECORD	Arbeitsgang abschließen	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1043	RUNNING:G407-E0408@1	RUNNING_ATOM	G407-E0408	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	tchor	T	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0408@1:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:T:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	ADJUST_OR_TEMPER	Stelle ein oder temperiere	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1044	RUNNING:G407-E0408@2	RUNNING_ATOM	G407-E0408	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	tchor	CH	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0408@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm oder ziehe aus	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1045	RUNNING:G407-E0408@3	RUNNING_ATOM	G407-E0408	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	tchor	OR	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0408@2:CH	PRIMARY_GOVERNOR	G407-A00379	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	UNIT_OR_BATCH	Pflanzen- oder Arbeitseinheit	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1046	RUNNING:G407-E0409@1	RUNNING_ATOM	G407-E0409	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	dor	D_ADDR	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E0408@2:CH	PRIMARY_GOVERNOR	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:D_ADDR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	WORK_SITE	an der Pflanzen-Arbeitsstelle	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1047	RUNNING:G407-E0409@2	RUNNING_ATOM	G407-E0409	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	dor	OR	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0408@2:CH	PRIMARY_GOVERNOR	G407-A00380	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	UNIT_OR_BATCH	Pflanzen- oder Arbeitseinheit	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1048	RUNNING:G407-E0410@1	RUNNING_ATOM	G407-E0410	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	daiin	AIIN	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0408@2:CH	PRIMARY_GOVERNOR	G407-A00381	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AIIN:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	MEASURE_OR_VALUE	Pflanzenauszug oder Arbeitsmaß	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1049	RUNNING:G407-E0411@1	RUNNING_ATOM	G407-E0411	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	qotchol	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0411@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1050	RUNNING:G407-E0411@2	RUNNING_ATOM	G407-E0411	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	qotchol	CH	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0411@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm oder ziehe aus	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1051	RUNNING:G407-E0411@3	RUNNING_ATOM	G407-E0411	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	qotchol	OL	3	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0411@3:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OL	STRUCTURAL_CONTROL_DEFAULT	CONTINUE_RECORD	weiter im selben Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1052	RUNNING:G407-E0412@1	RUNNING_ATOM	G407-E0412	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	okchy	OK	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0412@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OK:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	SET_OR_OPEN_BATCH	Setze den Pflanzenansatz an	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1053	RUNNING:G407-E0412@2	RUNNING_ATOM	G407-E0412	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	okchy	Y	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0412@1:OK	PRIMARY_GOVERNOR	G407-A00382	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1054	RUNNING:G407-E0413@1	RUNNING_ATOM	G407-E0413	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	okchor	OK	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0413@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OK:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	SET_OR_OPEN_BATCH	Setze den Pflanzenansatz an	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1055	RUNNING:G407-E0413@2	RUNNING_ATOM	G407-E0413	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	okchor	CH	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0413@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm oder ziehe aus	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1056	RUNNING:G407-E0413@3	RUNNING_ATOM	G407-E0413	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	okchor	OR	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0413@2:CH	PRIMARY_GOVERNOR	G407-A00383	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	UNIT_OR_BATCH	Pflanzen- oder Arbeitseinheit	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1057	RUNNING:G407-E0414@1	RUNNING_ATOM	G407-E0414	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	oiin	O	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	INHERITED_ACTION_ALIAS	G407-E0413@2:CH	PRIMARY_GOVERNOR	GDT581-I0153	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Zubereitungsform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
