local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt582_guard
125	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2028	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2028	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	y	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2028@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2028]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2028]: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
126	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2029	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2029	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	dy	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2029@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2029]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2029]: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
127	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2030	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2030	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	choaiin	CH+O+AIIN	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2030@1|LOCAL_ACTION:P912-E2030@1:CH] [2:O=in Eintragsform|LOCAL_COMPONENT:P912-E2030@2|LOCAL_ACTION:P912-E2030@1:CH] [3:AIIN=Positionswert|LOCAL_COMPONENT:P912-E2030@3|LOCAL_ACTION:P912-E2030@1:CH]	Lies ab: in Eintragsform, Positionswert.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
128	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2031	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2031	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	okar	OK+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2031@1|LOCAL_ACTION:P912-E2031@1:OK] [2:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2031@2|LOCAL_ACTION:P912-E2031@1:OK]	Trage ein: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
129	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2032	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2032	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	okar	OK+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2032@1|LOCAL_ACTION:P912-E2032@1:OK] [2:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2032@2|LOCAL_ACTION:P912-E2032@1:OK]	Trage ein: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
130	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2033	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2033	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	chol	OL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	0	1	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E2033@1|LOCAL_CONTROL:P912-E2033@1:OL]	im Rahmen [LOCAL_CONTROL:P912-E2033@1:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
131	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2034	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2034	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	chees	SH+EE+S_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:SH=Halte fest|LOCAL_COMPONENT:P912-E2034@1|LOCAL_ACTION:P912-E2034@1:SH] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2034@2|LOCAL_ACTION:P912-E2034@1:SH] [3:S_ADDR=an der seitlichen Ringstelle|LOCAL_COMPONENT:P912-E2034@3|LOCAL_ACTION:P912-E2034@1:SH]	Halte fest: auf Ringstufe II, an der seitlichen Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
132	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2035	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2035	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	yto	Y+T+O	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2035@1|LOCAL_ACTION:P912-E2035@2:T] [2:T=Stelle ein|LOCAL_COMPONENT:P912-E2035@2|LOCAL_ACTION:P912-E2035@2:T] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2035@3|LOCAL_ACTION:P912-E2035@2:T]	Stelle ein: Ringposition, in Eintragsform.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
133	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2036	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2036	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	odair	O+D_ADDR+AIR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:O=in Eintragsform|LOCAL_COMPONENT:P912-E2036@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2036] [2:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E2036@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2036] [3:AIR=entlang der Ringbahn|LOCAL_COMPONENT:P912-E2036@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2036]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2036]: in Eintragsform, an der unteren Ringstelle, entlang der Ringbahn.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
134	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2037	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2037	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	oty	OT+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2037@1|LOCAL_CONTROL:P912-E2037@1:OT] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E2037@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2037]	im Rahmen [LOCAL_CONTROL:P912-E2037@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2037]: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
135	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2038	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2038	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	oteeo	OT+EE+O	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2038@1|LOCAL_CONTROL:P912-E2038@1:OT] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2038@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2038] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2038@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2038]	im Rahmen [LOCAL_CONTROL:P912-E2038@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2038]: auf Ringstufe II, in Eintragsform.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
136	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2039	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2039	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	dar	D_ADDR+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E2039@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2039] [2:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2039@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2039]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2039]: an der unteren Ringstelle, von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
137	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2040	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2040	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	o	O	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:O=in Eintragsform|LOCAL_COMPONENT:P912-E2040@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2040]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2040]: in Eintragsform.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
138	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2041	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2041	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	eykeody	E+Y+K+E+O+DY	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	6	5	1	[1:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2041@1|LOCAL_ACTION:P912-E2041@3:K] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E2041@2|LOCAL_ACTION:P912-E2041@3:K] [3:K=Ordne zu|LOCAL_COMPONENT:P912-E2041@3|LOCAL_ACTION:P912-E2041@3:K] [4:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2041@4|LOCAL_ACTION:P912-E2041@3:K] [5:O=in Eintragsform|LOCAL_COMPONENT:P912-E2041@5|LOCAL_ACTION:P912-E2041@3:K] [6:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P912-E2041@6|LOCAL_CONTROL:P912-E2041@6:DY]	Ordne zu: auf Ringstufe I, Ringposition, auf Ringstufe I, in Eintragsform; im Rahmen [LOCAL_CONTROL:P912-E2041@6:DY]: Arbeitsgang abschließen.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
139	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2042	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2042	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	dchor	D_ADDR+CH+OR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E2042@1|LOCAL_ACTION:P912-E2042@2:CH] [2:CH=Lies ab|LOCAL_COMPONENT:P912-E2042@2|LOCAL_ACTION:P912-E2042@2:CH] [3:OR=Sektoreinheit|LOCAL_COMPONENT:P912-E2042@3|LOCAL_ACTION:P912-E2042@2:CH]	Lies ab: an der unteren Ringstelle, Sektoreinheit.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
140	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2043	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2043	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	char	AR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2043@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2043]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2043]: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
141	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2044	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2044	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	yka	Y+K+A_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2044@1|LOCAL_ACTION:P912-E2044@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E2044@2|LOCAL_ACTION:P912-E2044@2:K] [3:A_ADDR=an der oberen Ringstelle|LOCAL_COMPONENT:P912-E2044@3|LOCAL_ACTION:P912-E2044@2:K]	Ordne zu: Ringposition, an der oberen Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
142	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2045	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2045	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	chol	OL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	0	1	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E2045@1|LOCAL_CONTROL:P912-E2045@1:OL]	im Rahmen [LOCAL_CONTROL:P912-E2045@1:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
143	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2046	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2046	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ykar	Y+K+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2046@1|LOCAL_ACTION:P912-E2046@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E2046@2|LOCAL_ACTION:P912-E2046@2:K] [3:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2046@3|LOCAL_ACTION:P912-E2046@2:K]	Ordne zu: Ringposition, von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
144	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2047	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2047	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	dal	AL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2047@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2047]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2047]: zur Zielposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
145	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2048	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2048	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ykady	Y+K+A_ADDR+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2048@1|LOCAL_ACTION:P912-E2048@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E2048@2|LOCAL_ACTION:P912-E2048@2:K] [3:A_ADDR=an der oberen Ringstelle|LOCAL_COMPONENT:P912-E2048@3|LOCAL_ACTION:P912-E2048@2:K] [4:Y=Ringposition|LOCAL_COMPONENT:P912-E2048@4|LOCAL_ACTION:P912-E2048@2:K]	Ordne zu: Ringposition, an der oberen Ringstelle, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
146	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2049	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2049	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	iokeeor	OK+EE+OR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2049@1|LOCAL_ACTION:P912-E2049@1:OK] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2049@2|LOCAL_ACTION:P912-E2049@1:OK] [3:OR=Sektoreinheit|LOCAL_COMPONENT:P912-E2049@3|LOCAL_ACTION:P912-E2049@1:OK]	Trage ein: auf Ringstufe II, Sektoreinheit.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
147	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2050	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2050	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	cheey	SH+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:SH=Halte fest|LOCAL_COMPONENT:P912-E2050@1|LOCAL_ACTION:P912-E2050@1:SH] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2050@2|LOCAL_ACTION:P912-E2050@1:SH] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2050@3|LOCAL_ACTION:P912-E2050@1:SH]	Halte fest: auf Ringstufe II, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
148	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2051	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2051	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	choly	OL+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E2051@1|LOCAL_CONTROL:P912-E2051@1:OL] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E2051@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2051]	im Rahmen [LOCAL_CONTROL:P912-E2051@1:OL]: weiter im selben Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2051]: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
149	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2052	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2052	f69v	CELESTIAL	f69v.2	drei getrennte heterogene Himmelsraeder	ykeeal	Y+K+EE+AL	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2052@1|LOCAL_ACTION:P912-E2052@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E2052@2|LOCAL_ACTION:P912-E2052@2:K] [3:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2052@3|LOCAL_ACTION:P912-E2052@2:K] [4:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2052@4|LOCAL_ACTION:P912-E2052@2:K]	Ordne zu: Ringposition, auf Ringstufe II, zur Zielposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
