unified_serial	compiler_mode	page	unit_id	local_address	visible_identity	registered_identity	short_default_de	continuous_reading_de	owner_or_namespace
307	COMBINATORIAL_PROSE	f83r	B3	B3-S032:E307	otedy	MC135	danach+kurz+Schluss	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	KOERPER_BAD_ANWENDUNG
308	COMBINATORIAL_PROSE	f83r	B3	B3-S033:E308	ldy	MC004	abführen+Schluss	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Ziehe ab und schließe.	KOERPER_BAD_ANWENDUNG
309	COMBINATORIAL_PROSE	f83r	B3	B3-S034:E309	soiiin	MC033	Stufe	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	KOERPER_BAD_ANWENDUNG
310	COMBINATORIAL_PROSE	f83r	B3	B3-S034:E310	checthy	MC161	bereit+Posten	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	KOERPER_BAD_ANWENDUNG
311	COMBINATORIAL_PROSE	f83r	B3	B3-S034:E311	chety	MC086	teilen+Teil	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	KOERPER_BAD_ANWENDUNG
312	COMBINATORIAL_PROSE	f83r	B3	B3-S034:E312	otaiin	MC060	danach+Sollmaß	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	KOERPER_BAD_ANWENDUNG
313	COMBINATORIAL_PROSE	f83r	B3	B3-S034:E313	olsaly	MC078	Ziel+Posten	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	KOERPER_BAD_ANWENDUNG
314	COMBINATORIAL_PROSE	f83r	B3	B3-S034:E314	shedy	MC128	absetzen+kurz+Schluss	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	KOERPER_BAD_ANWENDUNG
315	COMBINATORIAL_PROSE	f83r	B4	B4-S001:E315	qokeedy	MC082	ansetzen+länger+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze länger an und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
316	COMBINATORIAL_PROSE	f83r	B4	B4-S002:E316	qolchey	MC162	weiter+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
317	COMBINATORIAL_PROSE	f83r	B4	B4-S002:E317	qokeey	MC002	ansetzen+länger+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
318	COMBINATORIAL_PROSE	f83r	B4	B4-S002:E318	qokedy	MC083	ansetzen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
319	COMBINATORIAL_PROSE	f83r	B4	B4-S003:E319	chedy	MC074	umsetzen+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
320	COMBINATORIAL_PROSE	f83r	B4	B4-S003:E320	otal	MC093	danach+Ziel	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
321	COMBINATORIAL_PROSE	f83r	B4	B4-S003:E321	otchey	MC171	danach+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
322	COMBINATORIAL_PROSE	f83r	B4	B4-S003:E322	qokeey	MC002	ansetzen+länger+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
323	COMBINATORIAL_PROSE	f83r	B4	B4-S003:E323	qoky	MC026	ansetzen+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
324	COMBINATORIAL_PROSE	f83r	B4	B4-S003:E324	tol	MC153	weiter	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
325	COMBINATORIAL_PROSE	f83r	B4	B4-S003:E325	shedy	MC128	absetzen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
326	COMBINATORIAL_PROSE	f83r	B4	B4-S004:E326	qokylddy	MC164	ansetzen+Posten+festbinden	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Befestige den Posten und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
327	COMBINATORIAL_PROSE	f83r	B4	B4-S005:E327	dain	MC059	Tuch	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
328	COMBINATORIAL_PROSE	f83r	B4	B4-S005:E328	chedy	MC074	umsetzen+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
329	COMBINATORIAL_PROSE	f83r	B4	B4-S005:E329	qokeedy	MC082	ansetzen+länger+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
330	COMBINATORIAL_PROSE	f83r	B4	B4-S006:E330	shckhedy	MC143	trennen+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
331	COMBINATORIAL_PROSE	f83r	B4	B4-S007:E331	shckhedy	MC143	trennen+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
332	COMBINATORIAL_PROSE	f83r	B4	B4-S008:E332	saiin	MC039	Sollmaß	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
333	COMBINATORIAL_PROSE	f83r	B4	B4-S008:E333	cheeky	MC032	wärmen+länger+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
334	COMBINATORIAL_PROSE	f83r	B4	B4-S008:E334	sheey	MC095	halten+länger+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
335	COMBINATORIAL_PROSE	f83r	B4	B4-S008:E335	qokedy	MC083	ansetzen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
336	COMBINATORIAL_PROSE	f83r	B4	B4-S009:E336	shedy	MC128	absetzen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
337	COMBINATORIAL_PROSE	f83r	B4	B4-S010:E337	oldy	MC019	weiter+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe weiter und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
338	COMBINATORIAL_PROSE	f83r	B4	B4-S011:E338	saiin	MC039	Sollmaß	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
339	COMBINATORIAL_PROSE	f83r	B4	B4-S011:E339	cheky	MC147	wärmen+kurz+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
340	COMBINATORIAL_PROSE	f83r	B4	B4-S011:E340	okeeol	MC150	ansetzen+länger+weiter	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
341	COMBINATORIAL_PROSE	f83r	B4	B4-S011:E341	okain	MC017	ansetzen+Anteil	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
342	COMBINATORIAL_PROSE	f83r	B4	B4-S011:E342	chdy	MC074	umsetzen+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
343	COMBINATORIAL_PROSE	f83r	B4	B4-S011:E343	sol	MC153	weiter	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
344	COMBINATORIAL_PROSE	f83r	B4	B4-S011:E344	lkedy	MC124	abführen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
345	COMBINATORIAL_PROSE	f83r	B4	B4-S012:E345	lchedy	MC155	abführen+umsetzen+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe ab und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
346	COMBINATORIAL_PROSE	f83r	B4	B4-S013:E346	qokol	MC024	ansetzen+weiter	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
347	COMBINATORIAL_PROSE	f83r	B4	B4-S013:E347	shedy	MC128	absetzen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
348	COMBINATORIAL_PROSE	f83r	B4	B4-S014:E348	or	MC080	Ansatz	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	HERBAL_OR_OTHER_BIO_CURRENT_READING
349	COMBINATORIAL_PROSE	f83r	B4	B4-S014:E349	chey	MC123	Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	HERBAL_OR_OTHER_BIO_CURRENT_READING
350	COMBINATORIAL_PROSE	f83r	B4	B4-S014:E350	qockhey	MC165	ansetzen+Durchlass+kurz+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	HERBAL_OR_OTHER_BIO_CURRENT_READING
351	COMBINATORIAL_PROSE	f83r	B4	B4-S014:E351	dairydy	MC091	Lauf+Posten+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	HERBAL_OR_OTHER_BIO_CURRENT_READING
352	COMBINATORIAL_PROSE	f83r	B4	B4-S015:E352	qokain	MC017	ansetzen+Anteil	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
353	COMBINATORIAL_PROSE	f83r	B4	B4-S015:E353	shey	MC119	Ergebnis	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
354	COMBINATORIAL_PROSE	f83r	B4	B4-S015:E354	kain	MC105	Anteil	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
355	COMBINATORIAL_PROSE	f83r	B4	B4-S015:E355	chckhal	MC022	Durchlass+Ziel	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
356	COMBINATORIAL_PROSE	f83r	B4	B4-S015:E356	solkey	MC050	sammeln+kurz+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
357	COMBINATORIAL_PROSE	f83r	B4	B4-S015:E357	lchedy	MC155	abführen+umsetzen+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
358	COMBINATORIAL_PROSE	f83r	B4	B4-S016:E358	qolkain	MC097	weiter+Anteil	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
359	COMBINATORIAL_PROSE	f83r	B4	B4-S016:E359	dal	MC154	Ziel	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
360	COMBINATORIAL_PROSE	f83r	B4	B4-S016:E360	skar	MC089	ausgießen+Quelle	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
361	COMBINATORIAL_PROSE	f83r	B4	B4-S016:E361	shedy	MC128	absetzen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	HERBAL_OR_OTHER_BIO_CURRENT_READING
362	COMBINATORIAL_PROSE	f83r	B5	B5-S001:E362	otchdy	MC067	danach+umsetzen+Schluss	An der linken figurenlosen Dienststation: Führe die Folgeumsetzung aus und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
363	COMBINATORIAL_PROSE	f83r	B5	B5-S002:E363	qokchdy	MC088	ansetzen+umsetzen+Schluss	An der linken figurenlosen Dienststation: Setze um und schließe	HERBAL_OR_OTHER_BIO_CURRENT_READING
364	COMBINATORIAL_PROSE	f83r	B5	B5-S003:E364	shedal	MC113	absetzen+Ziel	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	HERBAL_OR_OTHER_BIO_CURRENT_READING
365	COMBINATORIAL_PROSE	f83r	B5	B5-S003:E365	dal	MC154	Ziel	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	HERBAL_OR_OTHER_BIO_CURRENT_READING
366	COMBINATORIAL_PROSE	f83r	B5	B5-S003:E366	cheol	MC153	weiter	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	HERBAL_OR_OTHER_BIO_CURRENT_READING
367	COMBINATORIAL_PROSE	f83r	B5	B5-S003:E367	lol	MC092	abführen+weiter	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	HERBAL_OR_OTHER_BIO_CURRENT_READING
368	COMBINATORIAL_PROSE	f83r	B5	B5-S003:E368	chdal	MC001	umsetzen+Ziel	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	HERBAL_OR_OTHER_BIO_CURRENT_READING
369	COMBINATORIAL_PROSE	f83r	B5	B5-S003:E369	aiin	MC039	Sollmaß	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	HERBAL_OR_OTHER_BIO_CURRENT_READING
370	COMBINATORIAL_PROSE	f83r	B5	B5-S003:E370	sol	MC153	weiter	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	HERBAL_OR_OTHER_BIO_CURRENT_READING
371	COMBINATORIAL_PROSE	f83r	B5	B5-S003:E371	daiiin	MC172	Stufe	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	HERBAL_OR_OTHER_BIO_CURRENT_READING
372	COMBINATORIAL_PROSE	f83r	B5	B5-S003:E372	chedy	MC074	umsetzen+Posten	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	HERBAL_OR_OTHER_BIO_CURRENT_READING
373	COMBINATORIAL_PROSE	f83r	B6	B6-S001:E373	solkeey	MC020	sammeln+länger+Posten	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	HERBAL_OR_OTHER_BIO_CURRENT_READING
374	COMBINATORIAL_PROSE	f83r	B6	B6-S001:E374	qekey	MC052	bearbeiten+kurz+Posten	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	HERBAL_OR_OTHER_BIO_CURRENT_READING
375	COMBINATORIAL_PROSE	f83r	B6	B6-S001:E375	raly	MC046	Ziel+Posten	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	HERBAL_OR_OTHER_BIO_CURRENT_READING
376	COMBINATORIAL_PROSE	f83r	B6	B6-S001:E376	ol	MC153	weiter	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	HERBAL_OR_OTHER_BIO_CURRENT_READING
377	COMBINATORIAL_PROSE	f83r	B6	B6-S001:E377	daiin	MC039	Sollmaß	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	HERBAL_OR_OTHER_BIO_CURRENT_READING
378	COMBINATORIAL_PROSE	f83r	B6	B6-S001:E378	ol	MC153	weiter	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	HERBAL_OR_OTHER_BIO_CURRENT_READING
379	COMBINATORIAL_PROSE	f83r	B6	B6-S001:E379	dain	MC059	Tuch	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	HERBAL_OR_OTHER_BIO_CURRENT_READING
380	COMBINATORIAL_PROSE	f83r	B6	B6-S001:E380	chey	MC123	Posten	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	HERBAL_OR_OTHER_BIO_CURRENT_READING
381	COMBINATORIAL_PROSE	f83r	B6	B6-S001:E381	ldalor	MC101	Ziel	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	HERBAL_OR_OTHER_BIO_CURRENT_READING
382	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.1:G1	A1:G001	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_SECTOR_SLOT_01
