event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	semantic_atoms	short_default_de	final_teaching_tier	section_deck_status	assigned_renderer	revised_renderer_status	formula_tags_for_statement	order_tags_for_statement	selected_content_layer	current_statement_reading_de
313	B3-S034	B3	f83r	olsaly	MC078	AL+Y	Ziel+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-B	PRIMARY_HABIT_MATCH	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
314	B3-S034	B3	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-B	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	KOERPER_BAD_ANWENDUNG	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
315	B4-S001	B4	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze länger an und schließe
316	B4-S002	B4	f83r	qolchey	MC162	OL+Y	weiter+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	WF07	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.
317	B4-S002	B4	f83r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-C	SECONDARY_REPERTOIRE_MATCH	WF07	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.
318	B4-S002	B4	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	WF07	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.
319	B4-S003	B4	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
320	B4-S003	B4	f83r	otal	MC093	OT+AL	danach+Ziel	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
321	B4-S003	B4	f83r	otchey	MC171	OT+Y	danach+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	PRIMARY_HABIT_MATCH	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
322	B4-S003	B4	f83r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-C	SECONDARY_REPERTOIRE_MATCH	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
323	B4-S003	B4	f83r	qoky	MC026	OK+Y	ansetzen+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	SECONDARY_REPERTOIRE_MATCH	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
324	B4-S003	B4	f83r	tol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
325	B4-S003	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	WF04	OC05_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
326	B4-S004	B4	f83r	qokylddy	MC164	OK+Y+LDDY	ansetzen+Posten+festbinden	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Befestige den Posten und schließe
327	B4-S005	B4	f83r	dain	MC059	DAIN	Tuch	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe
328	B4-S005	B4	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe
329	B4-S005	B4	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe
330	B4-S006	B4	f83r	shckhedy	MC143	CKHE+CLOSE	trennen+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe
331	B4-S007	B4	f83r	shckhedy	MC143	CKHE+CLOSE	trennen+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe
332	B4-S008	B4	f83r	saiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.
333	B4-S008	B4	f83r	cheeky	MC032	CHK+EE+Y	wärmen+länger+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.
334	B4-S008	B4	f83r	sheey	MC095	SH+EE+Y	halten+länger+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.
335	B4-S008	B4	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.
336	B4-S009	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lass absetzen und schließe
337	B4-S010	B4	f83r	oldy	MC019	OL+CLOSE	weiter+Schluss	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe weiter und schließe
338	B4-S011	B4	f83r	saiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	PRIMARY_HABIT_MATCH	WF06	OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
339	B4-S011	B4	f83r	cheky	MC147	CHK+E+Y	wärmen+kurz+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	WF06	OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
340	B4-S011	B4	f83r	okeeol	MC150	OK+EE+OL	ansetzen+länger+weiter	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	WF06	OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
341	B4-S011	B4	f83r	okain	MC017	OK+AIN	ansetzen+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	WF06	OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
342	B4-S011	B4	f83r	chdy	MC074	CHD+Y	umsetzen+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-C	PRIMARY_HABIT_MATCH	WF06	OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
343	B4-S011	B4	f83r	sol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	PRIMARY_HABIT_MATCH	WF06	OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
344	B4-S011	B4	f83r	lkedy	MC124	L+E+CLOSE	abführen+kurz+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	WF06	OC06_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
345	B4-S012	B4	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe ab und schließe
346	B4-S013	B4	f83r	qokol	MC024	OK+OL	ansetzen+weiter	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe
347	B4-S013	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe
348	B4-S014	B4	f83r	or	MC080	OR	Ansatz	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	WF05	OC02_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.
349	B4-S014	B4	f83r	chey	MC123	Y	Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	WF05	OC02_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.
350	B4-S014	B4	f83r	qockhey	MC165	OK+CKH+E+Y	ansetzen+Durchlass+kurz+Posten	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	WF05	OC02_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.
351	B4-S014	B4	f83r	dairydy	MC091	AIR+Y+CLOSE	Lauf+Posten+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	WF05	OC02_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.
352	B4-S015	B4	f83r	qokain	MC017	OK+AIN	ansetzen+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-C	SECONDARY_REPERTOIRE_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
353	B4-S015	B4	f83r	shey	MC119	CHEEY	Ergebnis	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
354	B4-S015	B4	f83r	kain	MC105	AIN	Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
355	B4-S015	B4	f83r	chckhal	MC022	CKH+AL	Durchlass+Ziel	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
356	B4-S015	B4	f83r	solkey	MC050	SOLK+E+Y	sammeln+kurz+Posten	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
357	B4-S015	B4	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
358	B4-S016	B4	f83r	qolkain	MC097	OL+AIN	weiter+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-C	SECONDARY_REPERTOIRE_MATCH	WF09	OC07_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.
359	B4-S016	B4	f83r	dal	MC154	AL	Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	WF09	OC07_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.
360	B4-S016	B4	f83r	skar	MC089	SK+AR	ausgießen+Quelle	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	WF09	OC07_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.
361	B4-S016	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-C	PRIMARY_HABIT_MATCH	WF09	OC07_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.
362	B5-S001	B5	f83r	otchdy	MC067	OT+CHD+CLOSE	danach+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-A	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der linken figurenlosen Dienststation: Führe die Folgeumsetzung aus und schließe
363	B5-S002	B5	f83r	qokchdy	MC088	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-A	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der linken figurenlosen Dienststation: Setze um und schließe
364	B5-S003	B5	f83r	shedal	MC113	SHED+AL	absetzen+Ziel	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-A	PRIMARY_HABIT_MATCH	NONE	OC03_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
365	B5-S003	B5	f83r	dal	MC154	AL	Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-A	SECONDARY_REPERTOIRE_MATCH	NONE	OC03_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
366	B5-S003	B5	f83r	cheol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-A	PRIMARY_HABIT_MATCH	NONE	OC03_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
367	B5-S003	B5	f83r	lol	MC092	L+OL	abführen+weiter	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-A	PRIMARY_HABIT_MATCH	NONE	OC03_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
368	B5-S003	B5	f83r	chdal	MC001	CHD+AL	umsetzen+Ziel	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-A	PRIMARY_HABIT_MATCH	NONE	OC03_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
369	B5-S003	B5	f83r	aiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-A	PRIMARY_HABIT_MATCH	NONE	OC03_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
370	B5-S003	B5	f83r	sol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-A	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	OC03_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
371	B5-S003	B5	f83r	daiiin	MC172	IIN	Stufe	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-A	PRIMARY_HABIT_MATCH	NONE	OC03_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
372	B5-S003	B5	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-A	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	OC03_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
373	B6-S001	B6	f83r	solkeey	MC020	SOLK+EE+Y	sammeln+länger+Posten	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
374	B6-S001	B6	f83r	qekey	MC052	KCH+E+Y	bearbeiten+kurz+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
375	B6-S001	B6	f83r	raly	MC046	AL+Y	Ziel+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
376	B6-S001	B6	f83r	ol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
